precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta;CCAA
550 €/mes;;/alquilar/piso-zaidin_vergeles18007-961383142_501374/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 baño;55 m²;"Ref.- 03755
Disponible, listo para entrar en septiembre (contrato de 10 meses). Piso amueblado en zona zaidin-vergeles, a un paso ...";37.1597359;-3.599214;2 habs.;7ª planta;granada
1.050 €/mes;;/alquilar/piso-pajaritos_plaza_de_toros18014-45042538186_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);2 baños;160 m²;Estudiantes!! No dejéis pasar esta oportunidad!! Alquilamos este gran piso en avenida andaluces. Rodeados de todos los servicios, ...;37.1852202;-3.6082944;3 habs.;5ª planta;granada
870 €/mes;;/alquilar/apartamento-pajaritos_plaza_de_toros18012-35011407408_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);1 baño;95 m²;"¡Bienvenido a tu nuevo hogar en plaza de toros!

Este encantador piso de 3 habitaciones es el sueño de cualquier estudiante que bu...";37.1899089;-3.6095497;3 habs.;3ª planta;granada
750 €/mes;;/alquilar/apartamento-juventud_sanders18003-45868497337_100500/;Juventud-Sanders (Distrito Ronda. Granada Capital);1 baño;86 m²;Alquilamos este maravilloso apartamento de 70m² situado en la 4ª planta. Consta de dos dormitorios y un baño. Forma parte de un co...;37.1841191;-3.6183713;2 habs.;Bajo;granada
1.050 €/mes;;/alquilar/casa_adosada-armilla_san_miguel18100-45068511764_100500/;San Miguel (Armilla);2 baños;127 m²;Ponemos en alquiler esta fantástica casa de dos plantas que consta de 127m², con 3 habitaciones, 2 baños y 90m de terraza. En la p...;37.1490925;-3.6132167;3 habs.;;granada
890 €/mes;;/alquilar/piso-figares_san_anton18004-45075727592_100500/;Figares-San Antón (Granada Capital);2 baños;110 m²;"Orientado estudiantes 12 meses. 
Piso totalmente reformado y se alquila amueblado…. Todo a estrenar.
3 dormitorios, 1 baño, 1 aseo...";37.1683661;-3.6049209;3 habs.;6ª planta;granada
350 €/mes;;/alquilar/piso-zona_calle_poniente_avenida_cristobal_colon18100-44182256304_103800/;Zona Calle Poniente-Avenida Cristóbal Colón (Armilla);;120 m²;Piso  en armilla, con 120 m² construidos, 4 dormitorios, 2 baños, buen estado, exterior, planta 2, amueblado. ¿ Estas buscando alq...;37.1443442;-3.6257445;4 habs.;2ª planta;granada
650 €/mes;;/alquilar/piso-velilla_distrito-43424350340_510584/;Velilla (Almuñécar);1 baño;45 m²;Precio por semana. Si quiere disfrutar de unas vacaciones especiales, tenemos el alojamiento perfecto para usted. Bonito apartamen...;36.731051323;-3.683681762;1 hab.;4ª planta;granada
850 €/mes;;/alquilar/piso-zaidin_vergeles18006-45003585448_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 baño;80 m²;Disponible desde ya!! Piso exterior muy luminoso y con buenas vistas, aportando así un nivel excepcional de luz natural. Completam...;37.1600166;-3.5993726;3 habs.;Bajo;granada
950 €/mes;;/alquilar/piso-granada_capital_centro_catedral18002-43411478107_100500/;Centro-Catedral (Granada Capital);2 baños;80 m²;¿Estas buscando piso para vivir y te gustaría estar en el centro de granada? Te traigo la solución, piso con ubicación inmejorable...;37.1731509;-3.6008319;2 habs.;3ª planta;granada
900 €/mes;;/alquilar/piso-pajaritos_plaza_de_toros18012-45060740597_512614/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);2 baños;126 m²;En la zona de pajaritos-plaza de toros, se encuentra este piso en alquiler situado en la cuarta planta. Con una superficie total d...;37.191327753;-3.608699879;4 habs.;4ª planta;granada
395 €/mes;;/alquilar/estudio-granada_capital_centro_catedral18001-45851413423_512614/;Centro-Catedral (Granada Capital);1 baño;35 m²;Se encuentra disponible este acogedor estudio en alquiler situado en la zona de centro-catedral en granada capital. Con una superf...;37.1794598;-3.6001172;;;granada
375 €/mes;;/alquilar/piso-zaidin_vergeles18007-45020210880_103800/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 baño;72 m²;Piso  en avenida dilar, con 72 m² construidos, 3 dormitorios, 1 baños, reformado, exterior, planta baja, cocina con electrodomésti...;37.1528986;-3.6009762;3 habs.;;granada
750 €/mes;Piso en calle Laguna de la Mosca, 2;/alquilar/piso-camino_de_los_neveros_serrallo-45035241782_100500/;Camino de los Neveros-Serrallo (Distrito Genil. Granada Capital);1 baño;70 m²;Se alquila excepcional piso en calle laguna de la mosca, muy cerca del centro comercial serrallo. El edificio dispone de ascensor....;37.1598;-3.58158;1 hab.;3ª planta;granada
696 €/mes;;/alquilar/piso-campus_de_la_salud_palacio_de_los_deportes18006-43429496894_101800/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);2 baños;90 m²;Piso en alquiler en edificio tirso de molina, con 2 dormitorios, salón-comedor, 2 baños y amplia cocina con lavadero. Incluye plaz...;37.1596553;-3.6072534;2 habs.;1ª planta;granada
1.000 €/mes;;/alquilar/piso-playa_granada-34168759903_173200/;Playa Granada (Motril);2 baños;105 m²;Inmobiliaria grupo iris alquila este fantástico apartamento a estrenar completamente amueblado con vistas a la piscina y al campo ...;36.7236438;-3.5604368;2 habs.;1ª planta;granada
790 €/mes;;/alquilar/piso-zaidin_vergeles18008-45013795107_515283/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 baño;104 m²;"Ponemos a vuestra disposición este magnífico piso en alquiler en la mima calle fontiveros.

El piso se encuentra en una 7ª planta ...";37.161209542;-3.592561214;3 habs.;7ª planta;granada
950 €/mes;Piso en calle de la Pianista Rosa Sabater, 1;/alquilar/piso-genil_cervantes18008-45079532237_526983/;Cervantes (Distrito Genil. Granada Capital);2 baños;140 m²;¡Descubre tu nuevo hogar en una de las mejores zonas de granada! Este precioso piso de 140 m² construidos y 135 m² útiles te ofrec...;37.158657;-3.5876467;3 habs.;2ª planta;granada
900 €/mes;;/alquilar/piso-granada_capital_centro_catedral18002-45866136412_995794/;Centro-Catedral (Granada Capital);1 baño;100 m²;Se alquila bonito piso de 3 dormitorios (podrían vivir 4 personas por ser muy grande el dormitorio principal) y 2 baños en obispo ...;37.1741579;-3.6063156;3 habs.;1ª planta;granada
800 €/mes;;/alquilar/piso-joaquina_eguaras18013-35862246342_100500/;Joaquina Eguaras (Distrito Norte. Granada Capital);2 baños;119 m²;"Disponible para curso 24/25
Piso de 4 dormitorios, 2 baños, salón y cocina con lavadero.
Cuarta planta con mucha luz, frente a cen...";37.198671619;-3.610749826;4 habs.;4ª planta;granada
900 €/mes;Piso en calle Gutierre Tibón, 8;/alquilar/piso-norte_cartuja-45052612500_100500/;Cartuja (Distrito Norte. Granada Capital);1 baño;103 m²;"Piso en alquiler
 
En la zona de alcampo tienes el piso que necesitas!!!
 
Se alquila piso ideal para estudiantes al lado de la ju...";37.1975;-3.60182;4 habs.;8ª planta;granada
1.000 €/mes;Piso en calle del Compositor Ruiz Aznar, 8;/alquilar/piso-genil_cervantes18008-45054575584_501273/;Cervantes (Distrito Genil. Granada Capital);2 baños;120 m²;En la encantadora ciudad de granada capital se encuentra este amplio piso en venta. Con una superficie total de 120 m² y distribui...;37.16672;-3.592237;3 habs.;4ª planta;granada
1.500 €/mes;Piso en Plaza de las Flores, 1;/alquilar/piso-calahonda_carchuna18730-45062563710_527294/;Calahonda-Carchuna (Motril);1 baño;70 m²;Se alquila piso en calahonda con unas vistas increíbles, a escasos metros de la  playa de calahonda ,la mejor del litoral granadin...;36.699398;-3.4175506;2 habs.;3ª planta;granada
975 €/mes;Piso en Avenida de la Ilustración, 129;/alquilar/piso-campus_de_la_salud_palacio_de_los_deportes18016-45026611948_997271/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);2 baños;103 m²;Este fantástico piso en alquiler se encuentra en la zona de campus de la salud-palacio de los deportes en granada capital. Situado...;37.149727;-3.5984533;3 habs.;2ª planta;granada
800 €/mes;Casa en calle Rueda Bolas, 6;/alquilar/casa-albaicin_distrito-40836652901_993435/;Albaicín (Granada Capital);2 baños;100 m²;¡No pierdas la oportunidad de vivir en esta encantadora casa adosada en albaicín! Con una ubicación privilegiada en una zona tranq...;37.17863363333469;-3.5978335612742542;2 habs.;;granada
900 €/mes;;/alquilar/piso-zaidin_vergeles18007-45895931654_513370/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);2 baños;100 m²;Atención estudiantes! Estupendo piso en alquiler para el curso 2024-2025, totalmente amueblado y equipado, recibidor, 3 dormitorio...;37.1606918;-3.5984267;3 habs.;1ª planta;granada
695 €/mes;Apartamento en calle de Quijada, 1;/alquilar/apartamento-granada_capital_centro_catedral-34207322588_525859/;Centro-Catedral (Granada Capital);1 baño;65 m²;"Por favor leer antes de escribir o llamar! Se puede visitar previa cita con los inquilinos.

Disponemos de numerosos inmuebles par...";37.17909366371092;-3.596315408444092;1 hab.;Bajo;granada
400 €/mes;;/alquilar/estudio-camino_de_ronda18002-43346153805_998849/;Camino de Ronda (Distrito Ronda. Granada Capital);1 baño;28 m²;Agencia nf, se reservan estudios entre 380 € a 400 €, disponibilidad para entrar en julio o  a partir de agosto, se exigen nómina ...;37.1754739;-3.6080606;1 hab.;;granada
650 €/mes;;/alquilar/estudio-zaidin_vergeles18007-44253331358_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 baño;30 m²;;37.1585252;-3.5971994;1 hab.;;granada
550 €/mes;;/alquilar/apartamento-cenes_de_la_vega_centro_urbano-10042556724_100500/;Cenes de La Vega;1 baño;40 m²;"Cenes de la vega no es solo un lugar para vivir; es un portal a un estilo de vida vibrante y lleno de posibilidades. Aquí, la mode...";37.157793811;-3.531889844;1 hab.;1ª planta;granada
650 €/mes;;/alquilar/piso-churriana_de_la_vega_casco_antiguo-44175419702_100500/;Casco Antiguo (Churriana de La Vega);1 baño;86 m²;"""¡Disfruta de la vida en el corazón de churriana de la vega! Este luminoso apartamento, situado en la avenida principal, te ofrece...";37.1465184;-3.6482819;2 habs.;2ª planta;granada
960 €/mes;Piso en calle Manolé;/alquilar/piso-pajaritos_plaza_de_toros18014-45029232576_109300/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);2 baños;94 m²;"Visitas a partir del 1 julio 2024
Alquiler. De un piso de 4 dormitorios, salón amplio con balcón, cocina con salida a un amplio pa...";37.19551;-3.61;4 habs.;;granada
1.600 €/mes;Piso en calle calle;/alquilar/piso-calahonda_carchuna18730-35857156232_105400/;Calahonda-Carchuna (Motril);2 baños;75 m²;Referencia: 663bb  se alquila 2ª quincena de agosto en calahonda . Piso que se distribuye en dos dormitorios, aseo y cuarto de bañ...;36.6993788;-3.4182914;2 habs.;3ª planta;granada
3.000 €/mes;;/alquilar/duplex-figares_san_anton18005-43423570939_516199/;Figares-San Antón (Granada Capital);2 baños;180 m²;Impresionante ático situado en el mismo centro de granada, situado en una octava planta con una distribución impecable , cuenta co...;37.1723136;-3.5995922;4 habs.;8ª planta;granada
1.000 €/mes;;/alquilar/piso-pajaritos_plaza_de_toros18014-44223371610_515238/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);2 baños;100 m²;Piso reformado, colchones y escritorios nuevos, parque. Estudiantes, es una  2 planta con ascensor. 4 dormitorios , 2 baños, salón...;37.1943905;-3.60977;4 habs.;2ª planta;granada
360 €/sem;Apartamento en calle Paseo Marítimo Salomar , nº 41;/alquilar/apartamento-salobrena_centro_urbano-39193303905_527266/;Salobreña;1 baño;42 m²;Altura piso 1º, apartamento superficie total 42 m², superficie útil 42 m², habitaciones dobles: 1, 1 baño, aire acondicionado (frí...;36.74622959748702;-3.587071744170503;1 hab.;1ª planta;granada
3.000 €/mes;;/alquilar/atico-figares_san_anton18005-45050633378_100500/;Figares-San Antón (Granada Capital);2 baños;180 m²;Impresionante ático situado en el mismo centro de granada, puerta real, situado en una octava planta con una distribución impecabl...;37.1722818;-3.5995075;4 habs.;;granada
700 €/mes;;/alquilar/apartamento-castano_mirasierra18008-45912365117_106000/;Castaño-Mirasierra (Distrito Genil. Granada Capital);1 baño;89 m²;"* el precio incluye la comunidad.
*** no se permiten animales.
Disponible en julio de 2024.";37.1555737;-3.5935336;2 habs.;4ª planta;granada
850 €/mes;;/alquilar/piso-albaicin_distrito18010-36744830206_100500/;Albaicín (Granada Capital);1 baño;82 m²;¿Te imaginas despertar todos los días disfrutando de una de las vistas más bonitas del mundo?. ¿Sería un auténtico sueño verdad?. ...;37.1787881;-3.5930005;2 habs.;Bajo;granada
700 €/mes;Piso en calle del Conde de Tendillas, 19;/alquilar/piso-granada_capital_centro_catedral18002-45910923510_100500/;Centro-Catedral (Granada Capital);1 baño;69 m²;"Disponible. No se reserva para septiembre. 
Piso en alquiler por encima de la plaza gran capitan.
Piso en segunda planta en calle ...";37.1778;-3.60391;2 habs.;2ª planta;granada
550 €/mes;;/alquilar/piso-motril_centro18600-45014045778_108500/;Centro (Motril);1 baño;83 m²;Piso en alquiler en pleno centro de motril. Se trata de una vivienda de 2 dormitorios, gran salón comedor, cocina independiente am...;36.744901;-3.5203376;2 habs.;;granada
950 €/mes;Piso en Placeta Dramaturgo Alfonso Paso;/alquilar/piso-figares_san_anton18005-45918250407_109300/;Figares-San Antón (Granada Capital);2 baños;139 m²;"Atención familias !!!!

Estáis buscando un piso amplio con 2 baños completos y un gran salón de 35 mtrs , pues no busquen mas y ve...";37.17009;-3.60127;3 habs.;;granada
700 €/mes;;/alquilar/piso-joaquina_eguaras18013-45839182422_100500/;Joaquina Eguaras (Distrito Norte. Granada Capital);1 baño;90 m²;Si estas buscando un alquiler cerca del alcampo y que el precio del mismo no te suponga tener que vender un órgano para pagarlo. A...;37.2030072;-3.6088214;3 habs.;3ª planta;granada
700 €/mes;;/alquilar/piso-zaidin_vergeles18007-45897744287_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 baño;71 m²;"¡Os presentamos vuestro nuevo hogar, para ti y tu familia!

Ponemos en alquiler este precioso piso de 3 habitaciones y 1 baño, con...";37.1550775;-3.5992373;3 habs.;1ª planta;granada
700 €/mes;;/alquilar/piso-realejo18009-44258479403_108500/;Realejo (Granada Capital);1 baño;60 m²;Precioso apartamento en alquiler en pleno corazón de granada. Dispone de 1 amplio dormitorio con armario empotrado, baño completo,...;37.1730859;-3.5968488;1 hab.;;granada
600 €/mes;;/alquilar/piso-albaicin_distrito18010-40866107184_101800/;Albaicín (Granada Capital);1 baño;60 m²;Se alquila piso en la zona de elvira. Consta de 2 dormitorios, 1 baño, cocina y salon. Esta amueblado con electrodomesticos (horno...;37.1818575;-3.5989292;2 habs.;1ª planta;granada
850 €/mes;;/alquilar/piso-bola_de_oro-45065262286_524656/;Bola de Oro (Distrito Genil. Granada Capital);2 baños;101 m²;Se pone en alquiler este precioso piso en unos de las zonas  mas cotizadas de granada. A escasos minutos del centro comercial serr...;37.1581549;-3.5772015;3 habs.;3ª planta;granada
430 €/mes;;/alquilar/estudio-granada_capital_centro_catedral18001-45076224317_501309/;Centro-Catedral (Granada Capital);1 baño;22 m²;Muy bien ubicado junto a la avenida de la constitución y jardines del triunfo muy bien comunicado con todas las líneas de bus a 5 ...;37.1823119;-3.6029659;1 hab.;;granada
780 €/mes;Piso en Avenida de la Ilustración, 81;/alquilar/piso-campus_de_la_salud_palacio_de_los_deportes18016-45069532907_991073/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);2 baños;80 m²;Este luminoso piso en alquiler se encuentra en el quinto piso de un edificio con ascensor en pts granada capital. Con una superfic...;37.14961;-3.6037893;2 habs.;5ª planta;granada
600 €/mes;;/alquilar/piso-norte_cartuja-45087430987_100500/;Cartuja (Distrito Norte. Granada Capital);;81 m²;!!! Estudiantes!!! Curso 2024/25 ponemos a la alquiler este piso, 18011, granada, en el barrio de campo verde en la zona de trafic...;37.195611849;-3.60275553;3 habs.;4ª planta;granada
590 €/mes;;/alquilar/piso-albaicin_distrito18010-45016611997_100500/;Albaicín (Granada Capital);;65 m²;Lindo piso en alquiler de 1 dormitorio | zona albaicín | precio de alquiler incluye comunidad, el gasto de suministros es a cargo ...;37.1777543;-3.5945002;1 hab.;2ª planta;granada
1.100 €/mes;;/alquilar/piso-pajaritos_plaza_de_toros18012-45853344221_108900/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);2 baños;100 m²;"&iexcl;atenci&oacute;n estudiantes! Presentamos un incre&iacute;ble piso en alquiler en la vibrante zona de plaza de toros, ideal ...";37.189271;-3.609987;4 habs.;;granada
1.100 €/mes;;/alquilar/piso-joaquina_eguaras18013-45887971848_100500/;Joaquina Eguaras (Distrito Norte. Granada Capital);2 baños;105 m²;Piso ideal para estudiantes. Master. Oposiotor@s. Exterior. Soleado. Luminoso y bien cuidado. Buenas calidades.  Habitaciones ampl...;37.1997621;-3.6111424;4 habs.;3ª planta;granada
220 €/mes;;/alquilar/piso-zaidin_vergeles18007-40017973427_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);2 baños;94 m²;Inmobiliaria garcia delgado alquila habitacion en la zona del zaidin (zona estadio de futbol los carmenes), habitacion en piso com...;37.153079628;-3.597957322;1 hab.;6ª planta;granada
750 €/mes;Piso en calle del Periodista Francisco Javier Cobos, 18;/alquilar/piso-los_periodistas_parque_almunia_albayda18014-45093223490_521299/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);1 baño;80 m²;Bonito piso de dos dormitorios, muy soleado. En una urbanización con dos piscinas, muy cerca de parada de metro y de bus, rodeado ...;37.193203;-3.6224475;2 habs.;2ª planta;granada
550 €/mes;;/alquilar/piso-monachil_centro_urbano-44247144364_108900/;Monachil;1 baño;50 m²;- piso-apartamento en alquiler solo los meses de julio y agosto en la mejor zona de monachil pueblo, con una ubicación privilegiad...;37.1305461;-3.5356294;1 hab.;;granada
600 €/mes;;/alquilar/piso-san_ildefonso_hospital_real18012-45049841084_998708/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);1 baño;33 m²;"Tqa085   disponible a partir del 1 de julio

Piso de alquiler de 33 m² construidos (30 m² útiles) en triunfo junto a hospital real...";37.1858207;-3.5985125;1 hab.;1ª planta;granada
890 €/mes;Piso en calle San José Baja, 49;/alquilar/piso-figares_san_anton18005-44199821940_100500/;Figares-San Antón (Granada Capital);2 baños;120 m²;Exclusiva vivienda situada en fígares junto calle alhamar, se compone amplio salón comedor, cocina independiente separada del saló...;37.1701;-3.60131;2 habs.;4ª planta;granada
490 €/mes;;/alquilar/casa-zona_ronda_de_poniente_avenidas_salobrena_enrique_-40865253153_100500/;Zona Ronda de Poniente-Avenidas Salobreña-Enrique Martín Cuevas (Motril);2 baños;80 m²;"Si estás buscando una casa para entrar a vivir a un precio asequible ¡Has venido al lugar correcto! 
Tenemos una casa que cumple t...";36.7496932;-3.5259253;2 habs.;;granada
750 €/mes;;/alquilar/atico-campus_de_la_salud_palacio_de_los_deportes18016-45888007902_103800/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);2 baños;80 m²;Ático  en campus de la salud, con 80 m² construidos, 70 m² útiles, 2 dormitorios, 2 baños, buen estado, exterior, planta 4, 1 arma...;37.1494334;-3.6049887;2 habs.;;granada
540 €/mes;;/alquilar/atico-san_ildefonso_hospital_real18012-45035729729_511700/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);1 baño;55 m²;Ático de 1 dormitorio amueblado para entar obligado el 1 de agosto , todo exterior, soleado, terraza con vistas, 3 planta sin asce...;37.1857009;-3.6001455;1 hab.;;granada
850 €/mes;;/alquilar/piso-san_ildefonso_hospital_real18012-45027609477_101800/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);2 baños;70 m²;Alquiler en ancha de capuchinos junto jardines de triunfo.consta de 2 dormitorios ,salón comedor con balcón, cocina amueblada y 2 ...;37.1861802;-3.6029049;2 habs.;1ª planta;granada
525 €/mes;;/alquilar/piso-atarfe_centro_urbano-42530025992_100500/;Atarfe;1 baño;90 m²;"Inmobiliaria garcia delgado.
Alquila

Gran piso con 3 dormitorios. Gran salon, cocina con lavadero.
Baño.
En muy buenas condicione...";37.2273692;-3.6844575;3 habs.;2ª planta;granada
1.500 €/mes;;/alquilar/piso-pajaritos_plaza_de_toros18014-45057192591_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);3 baños;200 m²;"¡¡Gran oportunidad en  granada!! Ponemos en alquiler este fantástico piso en una de las mejores zonas de la ciudad

 Este amplio p...";37.1846687;-3.6076047;5 habs.;3ª planta;granada
875 €/mes;;/alquilar/piso-zaidin_vergeles18006-45022711377_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 baño;81 m²;Aqui tienes tu oportunidad de alquilar un piso integramente reformado con mobiliario a estrenar en una zona privilegiada, los verg...;37.1630602;-3.5948306;3 habs.;4ª planta;granada
690 €/mes;;/alquilar/apartamento-figares_san_anton18005-45878569458_100500/;Figares-San Antón (Granada Capital);1 baño;56 m²;Precioso apartamento recién reformado en pleno centro de granada¡¡¡Planta alta ,exterior y muy soleado,con calefacción y aire,amue...;37.1713224;-3.5998523;1 hab.;3ª planta;granada
