precio;sub_descr;href;ubicacion;habitaciones;mt2;planta;otros;latitude;longitude;banios;CCAA
1.900 €/mes;Piso en Avenida de las Cortes Valencianas, 47;/alquilar/piso-sant_pau46015-40890184764_513231/;Sant Pau (Distrito Campanar. València Capital);2 habs.;100 m²;10ª planta;Alquiler en el residencial ikon dos dormitorios, dos baños, cocina equipada y comedor-salón. Dispone de calefacción por suelo radi...;39.493486778702135;-0.402139820088945;2 baños;valencia
2.100 €/mes;Chalet en calle Camí Vall de La Calderona;/alquilar/chalet-sagunt_poble_centre-38358296036_100500/;Centre (Distrito Sagunt Poble. Sagunt - Sagunto);3 habs.;210 m²;;"Alquiler de corta estancia a partir de septiembre
Bienvenido a tu nuevo hogar en gilet, donde la comodidad y la modernidad se encu...";39.6580281;-0.3505139;3 baños;valencia
840 €/mes;Piso en calle Bisbe Miedes;/alquilar/piso-antiga_moreria-46753542307_100500/;Antiga Moreria (Distrito Sagunt Poble. Sagunt - Sagunto);4 habs.;104 m²;3ª planta;¡Oportunidad única de alquiler en sagunto! Este espacioso piso de 101 m² útiles y 104 m² construidos se encuentra en una de las me...;39.6796762;-0.2764976;1 baño;valencia
700 €/mes;Piso en Platja del Port de Sagunt;/alquilar/piso-platja_del_port_de_sagunt-45880452901_108900/;Platja del Port de Sagunt (Distrito Port de Sagunt. Sagunt - Sagunto);3 habs.;86 m²;Bajo;¡Vive la experiencia de alquilar tu hogar ideal para esta temporada!.Te presentamos una oportunidad única para disfrutar de un alq...;39.6594626;-0.2154052;1 baño;valencia
650 €/mes;Piso en Carrer Lluís Vives;/alquilar/piso-corea46701-46682574093_100500/;Corea (Distrito Gandia Ciutat. Gandia);2 habs.;63 m²;2ª planta;"Piso en gandia, de dos habitaciones,  una habitación doble y  una habitación sencilla,  un baño, para entrar a vivir.
Extras: aire...";38.9727565;-0.1779942;1 baño;valencia
2.600 €/mes;Piso en calle Alfahuir;/alquilar/piso-rascanya_sant_llorenc46019-17594192900_207800/;Sant Llorenç (Distrito Rascanya. València Capital);4 habs.;205 m²;8ª planta;Disponible para vivir desde el 1 de julio de 2024. Se alquila impresionante ático dúplex semiamueblado en edificio residencial, 20...;39.4926534;-0.36076314;3 baños;valencia
1.400 €/mes;Piso en calle de Salvador Giner;/alquilar/piso-el_carme46003-46675361099_101800/;El Carme (Distrito Ciutat Vella. València Capital);2 habs.;100 m²;3ª planta;Fantástica vivienda en un enclave privilegiado del barrio del carmen, en la zona de na jordana, junto plaza de portal nou, próximo...;39.4803082;-0.3799004;2 baños;valencia
1.200 €/mes;Piso en calle del Maestro Asensi;/alquilar/piso-nou_moles46018-46710131811_100500/;Nou Moles (Distrito L'Olivereta. València Capital);3 habs.;100 m²;1ª planta;Te presentamos esta encantadora vivienda reformada ubicada en el corazón de nou moles, una zona tranquila y bien comunicada de val...;39.4715684;-0.3957356;1 baño;valencia
1.060 €/mes;Apartamento en calle Isabel ´La Católica´;/alquilar/apartamento-zona_placa_de_la_concordia-45843746488_527802/;Zona Plaça de la Concòrdia (Burjassot);3 habs.;90 m²;5ª planta;Ático para entrar vivir en un lugar luminoso, con una envidiable terraza ancha contigua al salón y cocina de la casa desde la cual...;39.5109956;-0.4126001;1 baño;valencia
1.300 €/mes;Piso en Avinguda Levante U.D.;/alquilar/piso-benicalap_barrio46025-45032596504_100500/;Benicalap (Distrito Benicalap. València Capital);3 habs.;112 m²;4ª planta;Si estás cansado de buscar vivienda en alquiler y todo lo que encuentras está en un estado inhabitable, deja de buscar y mira esta...;39.496796;-0.3868715;2 baños;valencia
1.400 €/mes;Piso en Carrer del Doctor Sanchís Sivera;/alquilar/piso-arrancapins46008-45877698736_100900/;Arrancapins (Distrito Extramurs. València Capital);3 habs.;88 m²;1ª planta;La vivienda está recién pintada, suelo de tarima flotante, baño y cocina acabado de reformar. Todas las ventanas tienen sus rejas,...;39.4685507;-0.3870366;1 baño;valencia
1.300 €/mes;Ático en calle del Escultor José Capuz;/alquilar/atico-montolivet46006-45909125039_100500/;Montolivet (Distrito Quatre Carreres. València Capital);3 habs.;87 m²;;Precioso ático,  luminoso. Ubicación cercana a la ciudad de las artes y las ciencias, del centro y del parque del gran turia. Zona...;39.4582526;-0.3602125;2 baños;valencia
3.200 €/mes;Piso en Sant Francesc;/alquilar/piso-sant_francesc46002-22538192741_100500/;Sant Francesc (Distrito Ciutat Vella. València Capital);1 hab.;160 m²;1ª planta;"Piso de 156 metros cuadrados totalmente diáfano.
 Se encuentra ubicado en una de las mejores zona de toda valencia, muy céntrico.
...";39.47043666;-0.376044426;1 baño;valencia
1.275 €/mes;Piso en calle del Padre Tomás Montañana;/alquilar/piso-la_creu_del_grau46023-45087927631_100900/;La Creu del Grau (Distrito Camins al Grau. València Capital);3 habs.;98 m²;7ª planta;Camins al grau, camí fondo, calle padre tomás montañana, se alquila espectacular vivienda de 98 m² distribuidos en tres habitacion...;39.462305314;-0.35276013;2 baños;valencia
1.600 €/mes;Piso en Gran Via;/alquilar/piso-eixample_gran_via46005-44185364439_108500/;Gran Via (Distrito L'Eixample. València Capital);5 habs.;111 m²;;Se alquila piso vacío de 111 mts distribuidos en 5 habitaciones, dos de ellas exteriores a la calle y con salida a balcón y terraz...;39.4651021;-0.3669122;3 baños;valencia
1.150 €/mes;Piso en calle de La Puebla de Farnals;/alquilar/piso-albors46021-46736660204_100500/;Albors (Distrito Camins al Grau. València Capital);3 habs.;75 m²;2ª planta;"Alquiler de piso reformado y luminoso de 75m en barrio de camins al grau, todo tipo de comercios alrededor.

2º planta, con ascens...";39.4701598;-0.3534083;1 baño;valencia
2.500 €/mes;Piso en Gran Vía del Marqués del Turia;/alquilar/piso-eixample_gran_via46005-38342633011_100500/;Gran Via (Distrito L'Eixample. València Capital);4 habs.;160 m²;7ª planta;Grupo alain inmobiliaria alquila. Vivienda de 150 metros distribuida en cuatro dormitorios, dos baños, salón comedor y cocina, con...;39.4667989;-0.3687498;2 baños;valencia
1.230 €/mes;Piso en Carrer Josep Soler Carnicer;/alquilar/piso-quatre_carreres_la_punta46024-46766494033_100500/;La Punta (Distrito Quatre Carreres. València Capital);2 habs.;80 m²;3ª planta;"¡Descubre tu nuevo hogar en una de las zonas más emblemáticas de la ciudad! 

Este espectacular piso en alquiler, ubicado en la 3º...";39.4511512;-0.3345916;1 baño;valencia
2.100 €/mes;Piso en Ciutat de Les Arts I de Les Ciencies;/alquilar/piso-penya_roja46023-41719542214_100500/;Penya-roja (Distrito Camins al Grau. València Capital);4 habs.;160 m²;19ª planta;"Se alquila fantástica vivienda ituada en el emblemático edificio ""torre de francia"", en una planta 19, con orientación este y espe...";39.458315563;-0.343691996;2 baños;valencia
800 €/mes;Piso en Playa Puzol;/alquilar/piso-platja_de_pucol-44202909034_101000/;Platja de Puçol (Puçol);2 habs.;61 m²;;Contrato larga duración de temporada desde septiembre 2024 y hasta junio 2025 por 800€ (diez meses) (no incluido suministros). Con...;39.6014737;-0.2696443;1 baño;valencia
167 €/día;Apartamento en Plaza de la Rosa de los Vientos, 14;/alquilar/apartamento-playa_de_gandia-45068955314_511366/;Playa de Gandia (Gandia);3 habs.;95 m²;4ª planta;Apartamento de uso turistico con licencia de la generalitat valenciana se alquila por semanas, quincenas y mes completo de julio ó...;38.997524;-0.16318795;2 baños;valencia
1.200 €/mes;Ático en Carrer del Retor Femenia;/alquilar/atico-eixample_gran_via46006-37557215469_511048/;Gran Via (Distrito L'Eixample. València Capital);1 hab.;61 m²;;Alquiler temporal por meses. Se alquila estupendo ático en la mejor zona de valencia, es una vivienda reformada y equipada con mue...;39.4621675;-0.3725136;1 baño;valencia
2.800 €/mes;Piso en Sant Francesc;/alquilar/piso-sant_francesc46002-43398759159_108500/;Sant Francesc (Distrito Ciutat Vella. València Capital);5 habs.;238 m²;;Se alquila este maravilloso piso, muy luminoso, amueblado, posibilidad de alquilar vacío, recién pintado y con cocina, baño y aseo...;39.4690427;-0.3776741;3 baños;valencia
1.300 €/mes;Apartamento en El Puig de Santa Maria;/alquilar/apartamento-el_puig_de_santa_maria_centro_urbano-44192981697_108500/;El Puig de Santa Maria;3 habs.;89 m²;;Piso con terraza en el puig paya, a 5 minutos andando de la playa. Zonas comunes con pista de padel y piscina comunitaria. Incluye...;39.5827214;-0.2755532;2 baños;valencia
1.100 €/mes;Chalet adosado en calle de Francisco Tárrega, 10;/alquilar/chalet_adosado-massamagrell_centro_urbano-45848359871_990486/;Massamagrell;3 habs.;135 m²;;"Deisu18 inmobiliaria dispone de adosado en alquiler vacio . 
Zona residencial 
3 habitaciones 
2 baños 
1 aseo de cortesia
Cocina ...";39.57744;-0.34774682;3 baños;valencia
4.200 €/mes;Apartamento en Passeig Marítim de Neptú, 87;/alquilar/apartamento-playa_de_gandia-40858200929_100500/;Playa de Gandia (Gandia);2 habs.;65 m²;14ª planta;"Alquiler gandia verano 2024
 
Maravilloso ático-dúplex con fantásticas vistas al mar y alrededores. La vivienda está ubicada en pr...";39.0107;-0.167891;2 baños;valencia
1.900 €/mes;Chalet pareado en calle de la Amistad;/alquilar/chalet_pareado-quart_de_poblet_centro_urbano-30018128182_100900/;Quart de Poblet;3 habs.;216 m²;;"Alquiler de temporada o por meses de esta estupenda casa de pueblo de obra nueva de unos 216 m² construidos.
La casa se distribuye...";39.481859039;-0.442633771;3 baños;valencia
900 €/mes;Piso en Benimàmet;/alquilar/piso-pobles_de_oest_benimamet46035-44182118806_100500/;Benimàmet (Distrito Pobles de l'Oest. València Capital);3 habs.;95 m²;1ª planta;"Alquiler directo serinfo system.
Ref. 2554. Se alquila vivienda en benimamet. El piso está amueblado, tiene tres habitaciones, coc...";39.5015906;-0.4166181;2 baños;valencia
1.000 €/mes;Piso en calle del Convento;/alquilar/piso-pucol_centre-45930166445_108900/;Centre (Puçol);3 habs.;120 m²;2ª planta;En este acogedor ático dúplex tendrás doble lujo, una terraza para desayunar mientras ves la montaña y otra para tender o desahogo...;39.6209046;-0.3078532;2 baños;valencia
850 €/mes;Piso en Paseo de las Germanías;/alquilar/piso-republica_argentina_iglesia_cristo_rey46702-42539455424_520852/;República Argentina-Iglesia Cristo Rey (Distrito Gandia Ciutat. Gandia);3 habs.;116 m²;6ª planta;Alquiler con opcion a compra ,piso paseo germanías, situado entre  paseo germanías con republica argentina, la propiedad ha sido r...;38.965263763;-0.181208159;2 baños;valencia
1.500 €/mes;Piso en Arrancapins;/alquilar/piso-arrancapins46007-7530553386_108500/;Arrancapins (Distrito Extramurs. València Capital);4 habs.;146 m²;;Piso en extramurs, arrancapins, exterior muy luminoso, con plaza de garaje en el mismo edificio. Se distribuye en comedor, salon a...;39.4623113;-0.3837018;2 baños;valencia
1.800 €/mes;Piso en Plaza del Barón de Cortes;/alquilar/piso-russafa46006-41708021068_515764/;Russafa (Distrito L'Eixample. València Capital);3 habs.;120 m²;1ª planta;Se alquila vivienda prácticamente nueva en pleno centro de ruzafa, muy próximo al mercado de ruzafa y al centro de la ciudad. Se a...;39.4619841;-0.3706419;2 baños;valencia
1.200 €/mes;Chalet en calle Xaloc;/alquilar/chalet-moncada_centro_urbano-43346810160_100500/;Moncada;4 habs.;212 m²;;"Chalet ceu estudiantes
Disponible: 1 de julio 2024.
Este chalet para estudiantes de uch ceu, se encuentra en carrer xaloc, 46116, ...";39.5606295;-0.3989811;3 baños;valencia
1.700 €/mes;Piso en calle del Portal de Valldigna;/alquilar/piso-el_carme46003-45922207935_525162/;El Carme (Distrito Ciutat Vella. València Capital);3 habs.;80 m²;2ª planta;Se alquila piso en valencia solo a empresas (con contrato y factura a nombre de la empresa) de forma temporal, para periodos de en...;39.4774728;-0.378295;1 baño;valencia
800 €/mes;Apartamento en Gandia;/alquilar/apartamento-playa_de_gandia-46704929783_105700/;Playa de Gandia (Gandia);2 habs.;80 m²;7ª planta;"Globalpiso alquila cómodo piso en gandía. 

Grau y platja de gandía confortable piso exterior de 80m².

La vivienda consta de 2 do...";39.0005818;-0.1668018;1 baño;valencia
1.750 €/mes;Piso en calle Aaron Vidal Lopez;/alquilar/piso-el_castellar_oliveral46026-32535512292_526046/;El Castellar-L'Oliveral (Distrito Pobles del Sud. València Capital);3 habs.;94 m²;11ª planta;"Hogares premium valencia, ofrece esta exclusiva propiedad ""nueva a estrenar"", frente al hospital la fe de valencia y próxima al oc...";39.4301782;-0.3636017;2 baños;valencia
1.200 €/mes;Apartamento en El Perelló;/alquilar/apartamento-sueca_el_perello46420-45834739083_518163/;El Perelló (Sueca);3 habs.;93 m²;1ª planta;"Alquiler mes de julio y agosto !! Consulte condiciones !! 
700 semana 1200 15 dias  2400 mes agosto completo

Fantástico y amplio ...";39.275190351;-0.273787975;2 baños;valencia
780 €/mes;Piso en calle de Agustín Lara;/alquilar/piso-rascanya_orriols46019-46714643386_525141/;Orriols (Distrito Rascanya. València Capital);2 habs.;67 m²;2ª planta;Se alquila para larga temporada, piso de 63mt2, planta 2da, sin ascensor, exterior, muy luminoso y amueblado. Distribuido en salón...;39.4934855;-0.3712451;1 baño;valencia
900 €/mes;Apartamento en calle Carrer Illa de Còrsega, nº 29;/alquilar/apartamento-les_illes-46740569715_101800/;Les Illes (Distrito Port de Sagunt. Sagunt - Sagunto);2 habs.;105 m²;;"Apartamento disponible en alquiler para larga temporada.
Excelente vivienda situada en planta baja del edificio en una plaza peato...";39.6652;-0.213049;2 baños;valencia
1.500 €/mes;Piso en calle de los Santos;/alquilar/piso-sant_francesc46001-45869434481_527629/;Sant Francesc (Distrito Ciutat Vella. València Capital);2 habs.;82 m²;4ª planta;"Alquiler piso en valencia, centro

Novedad

Se alquila coqueta vivienda en el extraordinario centro de valencia, ubicada en muy b...";39.4864171;-0.3587113;1 baño;valencia
900 €/mes;Dúplex en Carrer de Salvador Torrent;/alquilar/duplex-xirivella_centro_urbano46950-46686899560_100500/;Xirivella;2 habs.;57 m²;2ª planta;"¡Tu nuevo hogar en xirivella te espera!

¡¡Vivienda para pareja o una persona!!
**alquiler de larga duración, se contratará seguro...";39.4654777;-0.4260851;2 baños;valencia
1.100 €/mes;Piso en calle de Escalante;/alquilar/piso-el_cabanyal_el_canyamelar46011-14255791652_994429/;El Cabanyal-El Canyamelar (Distrito Poblats Marítims. València Capital);3 habs.;95 m²;3ª planta;"Piso de alquiler en el cabañal,a dos pasos del tranvia de taronger
Vivienda de tres dormitorios,cocina amplia con office anexo arm...";39.4747151;-0.3296475;1 baño;valencia
1.700 €/mes;Piso en Avenida de Vicente Blasco Ibáñez;/alquilar/piso-betero46022-45861245167_994429/;Beteró (Distrito Poblats Marítims. València Capital);4 habs.;103 m²;3ª planta;Piso en alquiler para estudiantes en avda. Blasco ibañez. Vivienda en perfecto estado con una superficie de 103m²,  distribuida en...;39.470660264;-0.337834585;2 baños;valencia
1.350 €/mes;Piso en calle de José Benlliure;/alquilar/piso-el_cabanyal_el_canyamelar46011-15033297840_994429/;El Cabanyal-El Canyamelar (Distrito Poblats Marítims. València Capital);2 habs.;60 m²;1ª planta;Confortable estudio con  buhardilla y terraza en pleno cabanyal,  conserva el carácter del edificio original pero con una interpr...;39.4664658;-0.3306956;1 baño;valencia
1.200 €/mes;Piso en calle de Manuela Estellés;/alquilar/piso-betero46022-36718910445_994429/;Beteró (Distrito Poblats Marítims. València Capital);3 habs.;90 m²;1ª planta;"Piso de alquiler para estudiantes en manuela estelles (betero) junto a facultades
Tres dormitorios y un baño
Cocina grande indepen...";39.4718465;-0.3348115;1 baño;valencia
500 €/mes;Piso en La Costera;/alquilar/piso-alcudia_de_crespins_centro_urbano-45066222155_108700/;L'Alcúdia de Crespins;4 habs.;110 m²;;Piso  sin amueblar situado en alcudia de crespins, al sur de la provincia de valencia (60 km) y cercano a la provincia de alicante...;38.967903313;-0.616700342;2 baños;valencia
1.100 €/mes;Casa en Avinguda de Raval;/alquilar/casa-massamagrell_centro_urbano-45869996765_100900/;Massamagrell;2 habs.;100 m²;;Habitale presenta esta preciosa vivienda en alquiler, en primera planta sin ascensor. Muy buenas calidades. Situada cerca de todos...;39.5683421;-0.3322213;2 baños;valencia
1.500 €/mes;Apartamento en Avinguda de la Marina;/alquilar/apartamento-platja_de_pucol-37540107776_101800/;Platja de Puçol (Puçol);2 habs.;80 m²;;"Disponible a partir de septiembre-24
Disfruta todo el año de vivienda en alquiler en primera línea de playa.
Tiene gran terraza re...";39.610257292;-0.264027043;1 baño;valencia
2.500 €/mes;Piso en Sant Francesc;/alquilar/piso-russafa46004-14176686723_100500/;Russafa (Distrito L'Eixample. València Capital);2 habs.;110 m²;4ª planta;No muy a menudo podemos plantearnos vivir en un lugar tan especial como este, las calidades de esta vivienda son destacables por s...;39.4653155;-0.3749178;2 baños;valencia
800 €/mes;Piso en calle de Buenavista;/alquilar/piso-alaquas_centro_urbano-45874808363_102200/;Alaquàs;1 hab.;76 m²;2ª planta;"***!!!Disponible a partir de septiembre¡¡¡***

Brokers real estate te ofrece la oportunidad de alquilar este encantador piso, ubic...";39.4559605;-0.4552204;1 baño;valencia
3.500 €/mes;Ático en La Seu;/alquilar/atico-sant_francesc46002-95932766408_100500/;Sant Francesc (Distrito Ciutat Vella. València Capital);2 habs.;133 m²;;Una piso absolutamente especial que hace las delicias para aquellas personas que valoren la exclusividad. La sensación de confort ...;39.4730402;-0.3753506;2 baños;valencia
750 €/mes;Piso en calle José Ribera;/alquilar/piso-canet_en_berenguer_centro_urbano-36748593827_100900/;Canet d'en Berenguer;3 habs.;97 m²;2ª planta;"Habitale te ofrece en exclusiva un bonito apartamento en canet de berenguer. 
Se alquila de septiembre a junio (julio y agosto no)...";39.6773172;-0.205575;2 baños;valencia
1.800 €/mes;Piso en Gran Via;/alquilar/piso-eixample_gran_via46005-45906261535_108500/;Gran Via (Distrito L'Eixample. València Capital);4 habs.;139 m²;;46005. Vivienda de 140 mts próximo a jacinto benavente. Salón comedor con salida a balcón, cocina independiente con electrodomésti...;39.4643486;-0.3649615;2 baños;valencia
2.100 €/mes;Apartamento en Malvarrosa;/alquilar/apartamento-la_malva_rosa46011-46711349584_109300/;La Malva-rosa (Distrito Poblats Marítims. València Capital);4 habs.;90 m²;3ª planta;"Se alquila piso totalmente reformado para estudiantes a 300 metros de la playa de la malvarrosa.

El piso de 90m² consta de un sal...";39.482293;-0.3272001;1 baño;valencia
2.650 €/mes;Ático en Gran Via;/alquilar/atico-eixample_gran_via46005-45048287797_108900/;Gran Via (Distrito L'Eixample. València Capital);3 habs.;150 m²;;"Sin comisión de agencia
Vivienda ático dúplex con 3 terrazas, una de ellas especialmente grande. Amplio salón comedor, muy luminos...";39.4654201;-0.3681639;4 baños;valencia
1.000 €/mes;Apartamento en El Cabanyal-El Canyamelar;/alquilar/apartamento-el_cabanyal_el_canyamelar46011-45895905902_109300/;El Cabanyal-El Canyamelar (Distrito Poblats Marítims. València Capital);3 habs.;69 m²;1ª planta;"En el hist&oacute;rico barrio del caba&ntilde;al de valencia se alquila un encantador apartamento antiguo a precio especial para l...";39.4694424;-0.3294808;;valencia
1.500 €/mes;Piso en Carrer del Bisbe;/alquilar/piso-sant_francesc46002-45093531776_100500/;Sant Francesc (Distrito Ciutat Vella. València Capital);2 habs.;83 m²;1ª planta;Grupoa alain inmobiliaria. Alquila hermoso piso, primera planta, sin ascensor!  De 2 habitaciones, 1 baño. Totalmente equipado y a...;39.4706017;-0.3720762;1 baño;valencia
1.600 €/mes;Apartamento en Gandia Playa y Grao;/alquilar/apartamento-gandia_ciutat_centre_historic46701-45031940910_100500/;Centre Històric (Distrito Gandia Ciutat. Gandia);2 habs.;75 m²;Bajo;"Este encantador apartamento se encuentra en el corazón de la playa de gandía, muy cerca de todos los servicios y de la playa.

La ...";39.0009686;-0.1631021;1 baño;valencia
2.000 €/mes;Piso en calle del Compromiso de Caspe;/alquilar/piso-la_raiosa_san_vicente_martir-43415335762_109300/;La Raïosa-San Vicente Mártir (Distrito Jesús. València Capital);5 habs.;153 m²;6ª planta;Piso exterior junto al mercado de jesús. Se alquila amplia y luminosa vivienda distribuida en salón comedor, cocina independiente ...;39.4589593;-0.3880164;2 baños;valencia
1.600 €/mes;Apartamento en Playa de Gandia;/alquilar/apartamento-santa_anna_urbanitzacions46730-35045690466_100500/;Santa Anna-Urbanitzacions (Gandia);2 habs.;90 m²;4ª planta;"Apartamento en la playa de gandia. 

Con 3 habitaciones, 2 cuartos de baño, salón-comedor amplio con salida a un balcón grande de ...";39.0078789;-0.1709254;2 baños;valencia
1.540 €/sem;Apartamento en Passeig Marítim de Neptú, 95;/alquilar/apartamento-playa_de_gandia-45027509051_528520/;Playa de Gandia (Gandia);4 habs.;130 m²;3ª planta;"Alojamiento exclusivo familias
No se admiten grupos de jóvenes ni despedidas

Este encantador apartamento en alquiler vacacional s...";39.01344636291566;-0.1698528204515526;2 baños;valencia
