precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta;CCAA
387.500 €;Chalet en calle Laurel,  s/n;/comprar/chalet-la_conarda_montesano46117-2351220786_109700/;La Conarda-Montesano (Bétera);136 m²;Nº 6. Chalet pareado de obra nueva de 136 m² de superficie construida y situado en la zona de bétera. Está estructurado en 4 habit...;39.5795286;-0.5047038;4 habs.;3 baños;;valencia
215.000 €;;/comprar/chalet_adosado-massamagrell_centro_urbano-43352685859_100900/;Massamagrell;266 m²;Vivienda adosada ubicada en la avenida de serra, barrio de la magdalena. Con grandes posibilidades. Consta de dos plantas. La plan...;39.5814491;-0.3485851;4 habs.;1 baño;;valencia
295.000 €;;/comprar/piso-benicalap_barrio46025-45914763454_104700/;Benicalap (Distrito Benicalap. València Capital);121 m²;"¡Increíble oportunidad! Espacioso piso de 3 dormitorios con balcón

Te presentamos este magnífico piso de 105 m² útiles, ideal par...";39.4953249;-0.3936874;3 habs.;2 baños;;valencia
149.100 €;;/comprar/piso-playa_de_gandia-35036436057_526681/;Playa de Gandia (Gandia);76 m²;Piso turistico con licencia en puerto al lado de la playa de gandia-muy bien situado excelente oportunidad por la ubicacion del in...;38.9920578;-0.1611424;2 habs.;1 baño;5ª planta;valencia
350.000 €;;/comprar/piso-ciutat_universitaria46021-45885645269_104700/;Ciutat Universitària (Distrito El Pla del Real. València Capital);108 m²;"¡Oportunidad excepcional! Ático a estrenar con todas las comodidades en benicalap.

Este impresionante ático de 108 metros cuadrad...";39.4903437;-0.3917683;3 habs.;2 baños;;valencia
565.000 €;;/comprar/chalet-montepilar-7529519309_101800/;Montepilar (L'Eliana);196 m²;Impresionante chalet independiente de excelente construcción en zona residencial consolidada muy próxima a la eliana. 196 m² const...;39.5590925;-0.5483175;5 habs.;3 baños;;valencia
129.000 €;;/comprar/casa-la_font_en_carros_centro_urbano-38403434197_526681/;La Font d'en Carròs;400 m²;Espectacular oportunidad de inversión, muy buena relación espacio-ubicación-precio, la casa de 4 plantas en estado a reformar, con...;38.915995265;-0.171016009;5 habs.;2 baños;;valencia
300.000 €;Piso en Avenida de la Constitución, 206;/comprar/piso-rascanya_orriols46019-45888297209_109700/;Orriols (Distrito Rascanya. València Capital);124 m²;Piso en un edificio de obra nueva de 124 m² de superficie construida y ubicado en la zona de valència capital, con orientación sur...;39.492593;-0.373656;3 habs.;2 baños;;valencia
110.000 €;;/comprar/apartamento-sueca_centro_urbano-45051592535_100500/;Sueca;69 m²;"Estupenda vivienda en planta baja a poco metros del mar en les palmeres (sueca).

Presentamos una encantadora planta baja a solo 5...";39.256983664;-0.263493237;3 habs.;1 baño;Bajo;valencia
170.000 €;;/comprar/casa-benifaio_centro_urbano-44233204936_523185/;Benifaió;321 m²;Os presentamos en exclusiva esta casa con multitud de posibilidades, tanto para vivienda como para inversión, ya que que además de...;39.2855989;-0.4237465;6 habs.;4 baños;;valencia
379.990 €;Piso en calle de la Costera, 2;/comprar/piso-pobles_de_oest_beniferri46015-44241113859_100500/;Beniferri (Distrito Pobles de l'Oest. València Capital);87 m²;"Ubicación privilegiada

Descubre la oportunidad de vivir en un entorno dinámico y moderno, en el codiciado barrio de las cortes va...";39.4934;-0.40021;2 habs.;2 baños;6ª planta;valencia
145.000 €;;/comprar/piso-xirivella_centro_urbano46950-41710667786_100200/;Xirivella;118 m²;Tecnocasa xirivella ofrece esta maravillosa vivienda de 110 m² útiles en xirivella, es perfecta para ti. Con una genial distribuci...;39.465205262;-0.435004784;4 habs.;2 baños;4ª planta;valencia
500.000 €;;/comprar/chalet_unifamiliar-albalat_dels_tarongers_centro_urbano-44180204448_528099/;Albalat dels Tarongers;790 m²;¡Hola! ¿Estás listo para descubrir tu próxima joya en albalat de tarongers, valencia? Soy mabel gonzalez, tu agente inmobiliario d...;39.7079625;-0.3268517;5 habs.;3 baños;;valencia
1.550.000 €;;/comprar/casa_unifamiliar-rocafort_centro_urbano-10890054545_997236/;Rocafort;600 m²;Magnifica casa individual en la urbanización santa bárbara, muy cerca de la entrada de la urbanización, con servicio privado de se...;39.5429461;-0.4189118;6 habs.;6 baños;;valencia
263.577 €;Piso en calle Dels Pins & Carrer de Les Roses,  S/N;/comprar/piso-santa_rita_alborgi46980-4510923941_109700/;Santa Rita-Alborgí (Paterna);117 m²;Escalera B, 3º J, Tipo 3J. Piso en una finca de obra nueva de 117 m2 de superficie construida y emplazado en la zona de Paterna, posicionado en planta 3. Está dispuesto en 3 habitaciones, 2 baños completos y terraza. Cuenta como extras ascensor.;39,510666159;-0,452740339;3 habs.;2 baños;3ª planta;valencia
246.000 €;;/comprar/piso-tavernes_blanques_centro_urbano-41691496435_511859/;Tavernes Blanques;119 m²;"Piso de 3 habitaciones con terraza de obra nueva a estrenar.
Nos complace anunciar una promoción de obra nueva con entrega de llav...";39.510547971;-0.363981004;3 habs.;2 baños;Entresuelo;valencia
250.000 €;;/comprar/duplex-playa_de_gandia-45885083306_527671/;Playa de Gandia (Gandia);195 m²;Espectacular dúplex de 195m² ubicado en tercera línea de la playa de gandía. Ubicado en una urbanización privada con piscina comun...;38.997804;-0.1597514;3 habs.;2 baños;2ª planta;valencia
263.577 €;Piso en calle Dels Pins & Carrer de Les Roses,  S/N;/comprar/piso-santa_rita_alborgi46980-4510923941_109700/;Santa Rita-Alborgí (Paterna);117 m²;Escalera b, 3º j, tipo 3j. Piso en una finca de obra nueva de 117 m² de superficie construida y emplazado en la zona de paterna, p...;39.510666159;-0.452740339;3 habs.;2 baños;3ª planta;valencia
805.000 €;Casa adosada en calle Sector Virentia,  S/N;/comprar/casa_adosada-godella_centro_urbano-2909475874_109700/;Godella;237 m²;Odina 5. Casa adosada de obra nueva, de 237 m² de superficie construida, y emplazada en la zona de godella.  Está dispuesta en 5 h...;39.5335155;-0.4354231;5 habs.;3 baños;;valencia
96.000 €;;/comprar/casa-chulilla_centro_urbano-45043150652_100500/;Chulilla;158 m²;Casa de pueblo en el centro de chulilla, a 150mts de la iglesia, rodeada de todos los servicios del pueblo, con una vistas increíb...;39.655700547;-0.893315827;3 habs.;2 baños;;valencia
229.000 €;;/comprar/piso-albors46021-37511565587_510657/;Albors (Distrito Camins al Grau. València Capital);82 m²;Seleccion inmobiliaria pone a la venta este estupendo piso sin ascensor totalmente reformado con muebles y electrodomésticos, se v...;39.4694139;-0.3533215;3 habs.;1 baño;4ª planta;valencia
300.000 €;Piso en Carrer de l'Editor Manuel Aguilar, 2;/comprar/piso-el_mercat46001-36685812623_100900/;El Mercat (Distrito Ciutat Vella. València Capital);111 m²;Habitale presenta este precioso inmueble, ubicado en la tercera planta de un edificio construido en 1964, en perfecto estado con a...;39.4729;-0.380035;2 habs.;1 baño;3ª planta;valencia
590.000 €;;/comprar/piso-russafa46004-43369123951_100500/;Russafa (Distrito L'Eixample. València Capital);175 m²;En plena gran via germanias ofrecemos magnífica y amplísima vivienda señorial , que consta de 175m², exterior, distribuidos en un ...;39.4637796;-0.3758972;3 habs.;3 baños;8ª planta;valencia
330.000 €;;/comprar/piso-en_corts46006-43425932602_510657/;En Corts (Distrito Quatre Carreres. València Capital);126 m²;"Piso con garaje
En la zona de monteolivete, a escasos metros de los jardines del turia y ciudad de las ciencias de valencia. En un...";39.4560789;-0.367159;4 habs.;2 baños;2ª planta;valencia
695.000 €;;/comprar/chalet_unifamiliar-eliana_montealegre-43341564000_528062/;Montealegre (L'Eliana);468 m²;Inmovalencia muratis te presenta esta magnífica vivienda ubicada en el término de la pobla de vallbona, aunque más cerca de la eli...;39.5649063;-0.550343;7 habs.;3 baños;;valencia
376.000 €;Piso en calle Sector Virentia,  S/N;/comprar/piso-godella_centro_urbano-4195630639_109700/;Godella;109 m²;Bloque 2 portal 4 p00 puerta c. Piso en un inmueble de obra nueva de 109 m² de superficie construida y situado en la zona de málag...;39.5335155;-0.4354231;3 habs.;2 baños;Bajo;valencia
94.000 €;;/comprar/piso-cullera_sant_antoni-44236404362_108900/;Sant Antoni (Cullera);62 m²;Bonito apartamento en san antonio (cullera)bienvenido a este apartamento situado en la zona de san antonio de cullera, en la subid...;39.167349829;-0.246442998;2 habs.;1 baño;1ª planta;valencia
163.000 €;;/comprar/piso-cullera_centre_urba-44264346735_100500/;Centre Urbà (Cullera);121 m²;Magnífico piso en la zona de la vega. Rodeado de todos los servicios como pueden ser colegios, comercios, zonas infantiles, superm...;39.1601014;-0.2531503;3 habs.;2 baños;4ª planta;valencia
215.000 €;Casa adosada en calle Pozo Pascual y Genis,  2;/comprar/casa_adosada-benaguasil_centro_urbano-4499441024_109700/;Benaguasil;210 m²;Casa adosada de obra nueva, de 210 m² de superficie construida, de dos plantas y semisótano, ubicada en benaguasil a 25 minutos de...;39.5892;-0.617456;3 habs.;3 baños;;valencia
83.000 €;;/comprar/piso-favara_centro_urbano-10925374489_512047/;Favara;117 m²;Fantástica vivienda en venta en favara con 3 dormitorios, 2 cuartos de baño, comedor-salón, cocina y recibidor. En edificio con tr...;39.1275906;-0.2894063;3 habs.;2 baños;1ª planta;valencia
159.000 €;;/comprar/apartamento-playa_de_gandia-45092144687_100500/;Playa de Gandia (Gandia);73 m²;Apartamento situado en 2ª línea de la playa a solo 150 metros del mar, ofrece vistas  al mar mediterráneo desde su amplia terraza....;39.0052717;-0.164815;3 habs.;1 baño;2ª planta;valencia
160.000 €;;/comprar/atico-betera_centre46117-44198466341_109300/;Centre (Bétera);71 m²;"Bonito atico en betera con impresionantes vistas al pueblo y a la montaña

Este encantador ático de 71 m² construidos ubicado en 4...";39.5886888;-0.4641899;2 habs.;1 baño;;valencia
259.990 €;;/comprar/piso-amistat-43403505961_500328/;L'Amistat (Distrito Algirós. València Capital);123 m²;Si deseas vivir en unas de las mejores zonas de valencia, ha llegado el momento !!! Se vende vivienda exterior en exclusiva ,con g...;39.4683826;-0.3518988;4 habs.;2 baños;3ª planta;valencia
94.800 €;;/comprar/piso-zona_parc_de_la_bombilla-40918995679_100500/;Zona Parc de la Bombilla (Llíria);95 m²;Piso en llíria zona pla de l´arc, 4º piso con ascensor, recibidor amplio, habitación principal grande muy luminosa, 2 habitaciones...;39.6371536;-0.5885438;3 habs.;1 baño;4ª planta;valencia
230.000 €;;/comprar/casa-manises_el_carme-39228966479_108900/;El Carme (Manises);167 m²;Este adosado ubicado en manises, cerca del barrio socusa. Está distribuido en tres plantas. La planta baja con entrada desde la ca...;39.489875057;-0.453697036;5 habs.;3 baños;;valencia
140.000 €;;/comprar/chalet-vilamarxant_centro_urbano-45012153152_100500/;Vilamarxant;111 m²;"Area 21 os presenta esta bonita vivienda situada en plena naturaleza, en suelo rústico.
Descubre la tranquilidad de vivir en un en...";39.5686762;-0.6276195;4 habs.;2 baños;;valencia
215.000 €;;/comprar/chalet-la_barraca_aigues_vives46792-28372563356_100500/;La Barraca d'Aigües Vives (Alzira);136 m²;Finca con bellas vistas a la sierra de las agujas con unas 15 hanegadas de terreno, a 600 m del vithas hospital nisa aigües vives,...;39.0992385;-0.3704107;3 habs.;2 baños;;valencia
430.000 €;;/comprar/casa-manises_centre-38374990816_108900/;Centre (Manises);315 m²;Esta vivienda está ubicada en el corazón de manises  y cuenta con planta baja espaciosa equipada con aseo , patio  y con vivienda ...;39.498442187;-0.488440969;4 habs.;2 baños;;valencia
149.000 €;;/comprar/piso-piles_centro_urbano-43420717861_104700/;Piles;110 m²;Oportunidad en 2ª linea de playa de piles . Hermoso balneario con aguas de bandera azul . Aguas cristalinas donde disfrutar junto ...;38.9450537;-0.1127838;3 habs.;2 baños;;valencia
95.000 €;;/comprar/piso-oliva_nucli_urba-36740509408_520852/;Nucli Urbà (Oliva);84 m²;Vivienda con reforma integral ,con materiales de muy buena calidad, piso 2º ,sin ascensor,  superficie total 84 m², 1 hab. Individ...;38.9223181;-0.1226101;2 habs.;1 baño;2ª planta;valencia
162.000 €;Piso en calle de la Constitución, 29;/comprar/piso-benetusser_centro_urbano-41716793233_991284/;Benetússer;136 m²;Excelente y precioso piso a la venta en benetusser, con buenas calidades, espectacular suelo de madera natural pulida con textura ...;39.4223;-0.39354295;4 habs.;2 baños;4ª planta;valencia
99.900 €;Casa en Carrer del Mar, 5;/comprar/casa-massamagrell_centro_urbano-30012955644_990569/;Massamagrell;150 m²;"¡Reforma tu casa a tu gusto!
 
 Nueva casa de construcción antigua en el centro de massamagrell, con de acceso directo a las princ...";39.57026949704549;-0.32925950108832824;3 habs.;1 baño;;valencia
125.000 €;;/comprar/casa-benipeixcar_raval46702-45885805366_104700/;Benipeixcar-Raval (Distrito Gandia Ciutat. Gandia);110 m²;Redpiso pone a la venta en exclusiva esta casa de 110 metros , 1º planta casa unifamiliar , de 3 habitaciones , dispone de amplio ...;38.9621738;-0.1845833;3 habs.;1 baño;;valencia
470.000 €;;/comprar/piso-la_saidia_sant_antoni46009-44248549088_108500/;Sant Antoni (Distrito La Saïdia. València Capital);215 m²;"Piso amplio de 215m² en valencia, distribuidos en 5 habitaciones, 3 baños, cocina,  salón – comedor con 3 balcones. 
La cocina tie...";39.4892193;-0.3717431;5 habs.;3 baños;;valencia
289.000 €;;/comprar/apartamento-el_puig_de_santa_maria_centro_urbano-43433080641_100500/;El Puig de Santa Maria;147 m²;"¿Estás buscando un apartamento con vistas al mar, 3 habitaciones y en una de las urbanizaciones más demandadas?

¡No busques más!
...";39.575409774;-0.277150666;3 habs.;2 baños;1ª planta;valencia
488.500 €;Ático en Avenida Osé Roca Coll Con C/Humanista Mariner,  S/N;/comprar/atico-patraix-4342834826_109700/;Patraix (València Capital);154 m²;PL ÁTICO 7 A. Ático en un edificio de obra nueva de 154 m2 de superficie construida y ubicado en la zona de València Capital, enclavado en planta 7. Está distribuido en 3 habitaciones, 2 baños completos y terraza. Incluye extras como ascensor, garaje y trastero.;39,4550521;-0,4053032;3 habs.;2 baños;;valencia
285.000 €;;/comprar/chalet-moncada_centro_urbano-43351160284_100500/;Moncada;300 m²;"J.a.f inmobiliaria dispone de:¡Tu rincón de tranquilidad junto a la naturaleza!

Imagina despertar cada mañana en un chalet en mas...";39.5584313;-0.4050061;3 habs.;2 baños;;valencia
125.000 €;;/comprar/piso-sants_patrons-41717039633_106700/;Sants Patrons (Alzira);105 m²;"Piso todo exterior que hace chaflán, situado al lado de la calle benito pérez galdós.
 Esta información es con carácter orientativ...";39.1494843;-0.4333152;4 habs.;2 baños;;valencia
292.000 €;;/comprar/piso-godella_centro_urbano-44169889281_100200/;Godella;133 m²;Tecnocasa vende en exclusiva espectacular ático dúplex con dos terrazas de 30m y 50m cada una, en godella junto al colegio sagrado...;39.5172661;-0.4112106;4 habs.;2 baños;;valencia
249.900 €;;/comprar/chalet-oliva_nova-27582968459_100500/;Oliva Nova (Oliva);251 m²;Gran oportunidad. Cercana a la hípica de  oliva nova, cercano al centro hípico y al campo de golf, a poca distancia en coche de la...;38.8832806;-0.043022;3 habs.;1 baño;;valencia
129.500 €;;/comprar/piso-santa_rita_alborgi46980-42530128579_100200/;Santa Rita-Alborgí (Paterna);95 m²;"Zona parque central

Este amplio inmueble cuenta con 90 metros útiles distribuidos en 4 habitaciones y 2 baños, uno de ellos en su...";39.505687439;-0.446976497;4 habs.;;;valencia
210.000 €;;/comprar/piso-alaquas_centro_urbano-44247632156_100200/;Alaquàs;150 m²;"Tecnocasa alaquás gestiona en exclusiva.

Vivienda totalmente reformada, en finca con ascensor de los años 2000, con terraza de 40...";39.4551322;-0.464637;3 habs.;2 baños;;valencia
155.000 €;;/comprar/casa-alzira_centre-29230363441_100500/;Centre (Alzira);235 m²;Casa en el centro con garaje con capacidad para tres vehículos. Primera planta con salón, cocina independiente con galeria-lavader...;39.1484463;-0.436152;4 habs.;2 baños;;valencia
400.000 €;;/comprar/casa-la_pobla_de_farnals_centro_urbano-35035541754_108900/;La Pobla de Farnals;337 m²;¿Eres de los que necesitas espacio, sois una gran familia y no tienes ganas de meterte en obras o reformas? Si es así, tenemos la ...;39.5791688;-0.3270865;5 habs.;4 baños;;valencia
195.000 €;;/comprar/chalet-olocau_centro_urbano-44181614580_109300/;Olocau;183 m²;"Oportunidad en olocau con inmejorables vistas a la sierra calderona. 

Chalet de 183 m² en  una parcela  rústica de 1084 m² con ja...";39.6648438;-0.514859;4 habs.;1 baño;;valencia
379.000 €;;/comprar/piso-la_petxina46008-45038834652_109100/;La Petxina (Distrito Extramurs. València Capital);112 m²;Z.petxina: donpiso te ofrece en rigurosa exclusividad este inmueble. Si estás buscando una vivienda completamente reformada, con t...;39.472327884;-0.390418521;3 habs.;2 baños;2ª planta;valencia
245.000 €;;/comprar/chalet-montserrat_centro_urbano-40027272409_100500/;Montserrat;145 m²;Este encantador unifamiliar de dos plantas te ofrece un hogar espacioso y luminoso con una distribución perfecta. En la planta baj...;39.3629284;-0.6158445;3 habs.;3 baños;;valencia
180.000 €;;/comprar/casa-benipeixcar_raval46702-39199225174_100500/;Benipeixcar-Raval (Distrito Gandia Ciutat. Gandia);211 m²;Ahora tienes la oportunidad de hacer tu casa a tu gusto en pleno centro de gandia, en una de las mejores calles de la ciudad, 211 ...;38.9628688;-0.184117;4 habs.;1 baño;;valencia
155.000 €;;/comprar/piso-sants_patrons-43372623134_106700/;Sants Patrons (Alzira);90 m²;Este encantador piso de dos habitaciones está situado en el corazón del bullicioso centro de alzira. Al entrar, te recibe una acog...;39.1495958;-0.433708;2 habs.;;;valencia
