precio;sub_descr;href;ubicacion;habitaciones;mt2;otros;latitude;longitude;banios;planta;CCAA
180.000 €;Piso en calle de Extremadura;/comprar/piso-centro_arroyo_la_fuente28944-42563701768_101800/;Centro-Arroyo-La Fuente (Fuenlabrada);2 habs.;91 m²;"""casas y más vende, magnifica y amplia vivienda con trastero, compuesta por 2 dormitorios dobles y 2 baños en la calle extremadura...";40.279824926;-3.788689285;2 baños;2ª planta;madrid
260.000 €;Ático en calle de las Escuelas;/comprar/atico-galapagar_centro-42505918717_100500/;Centro (Galapagar);3 habs.;106 m²;"Piso ático en venta en la mejor zona de galapagar junto al ayuntamiento y zona comercial. 

Esta espaciosa vivienda cuenta con tre...";40.5803259;-4.0043243;2 baños;;madrid
1.180.000 €;Ático en Avenida de Valdemarín;/comprar/atico-valdemarin-45069890501_528417/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;297 m²;Magnífico ático con gran terraza en urbanización cerrada situado en una de las mejores zonas de aravaca por su tranquilidad y rápi...;40.4667476;-3.7893763;3 baños;;madrid
525.000 €;Chalet en Avenida del Monte, 15;/comprar/chalet-alpedrete_centro_urbano-45066257088_100500/;Alpedrete;5 habs.;328 m²;¿Quieres vivir en un entorno único en la sierra a tan solo 30 minutos de madrid? Este chalet independiente construido en parcela d...;40.6627;-4.04041;;;madrid
1.100.000 €;Dúplex en Majadahonda;/comprar/duplex-majadahonda_zona_norte28220-43339167237_102100/;Zona Norte (Majadahonda);4 habs.;200 m²;Gilmar de majadahonda tiene el placer de presentarles esta impresionante vivienda de lujo en la prestigiosa urbanización pinnea, e...;40.452127952;-3.882294915;4 baños;;madrid
419.900 €;Ático en Avenida de la Aviación, 34;/comprar/atico-cuatro_vientos28054-3064848220_109700/;Cuatro Vientos (Distrito Latina. Madrid Capital);2 habs.;88 m²;PA Ático B. Ático en un inmueble de obra nueva de 88 m2 de superficie construida y situado en la zona de Madrid Capital. Está estructurado en 2 habitaciones, 2 baños completos y terraza de 13,15 m2. Aporta como extras ascensor, garaje y trastero.;40,3737303;-3,7700909;2 baños;;madrid
1.129.000 €;Piso en calle de Alberto Bosch;/comprar/piso-jeronimos28014-40883366113_101800/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;98 m²;Walter haus tiene el placer de presentar esta propiedad excepcional, un piso interior situado en el corazón del prestigioso barrio...;40.413541;-3.6892658;3 baños;2ª planta;madrid
310.000 €;Piso en Avenida de los Príncipes de España;/comprar/piso-valleaguado_la_canada28823-45023811818_101000/;Valleaguado-La Cañada (Coslada);3 habs.;104 m²;Este estupendo piso de 3 habitaciones y 2 baños,con ascensor, es perfecto para aquellos que buscan comodidad. Ubicado en coslada, ...;40.4261165;-3.5461311;2 baños;;madrid
556.000 €;Casa unifamiliar en callejón de Santa Juana, 4;/comprar/casa_unifamiliar-cubas_de_la_sagra_centro_urbano-37538210941_101000/;Cubas de La Sagra;5 habs.;450 m²;Increíble casa singular en el centro de cubas. No podrás resistirte a esta encantadora casa de labranza del año 1900,reformada por...;40.19037489999999;-3.838202;3 baños;;madrid
320.000 €;Piso en calle de Griñón;/comprar/piso-getafe_distrito_centro28902-40927655732_101800/;Centro (Getafe);3 habs.;128 m²;¡Sin comisiones! Bajo de 3 dormitorios y 2 cuartos de baño completos, con patio. Cuarto trastero incluido en el precio. Pocas vivi...;40.3110514;-3.7317657;2 baños;;madrid
1.090.000 €;Casa en calle del Río Urumea;/comprar/casa-parque_de_boadilla28669-45057078141_500635/;Parque de Boadilla (Boadilla del Monte);5 habs.;340 m²;"Excepcional chalet independiente, totalmente reformado, pocos gastos de mantenimiento y muy buena situacion.

¡Ideal familias!

Cu...";40.4345596;-3.9156044;3 baños;;madrid
2.190.000 €;Chalet en Somosaguas;/comprar/chalet-la_finca-30091056574_102100/;La Finca (Pozuelo de Alarcón);6 habs.;582 m²;Este chalet de lujo se encuentra en la exclusiva urbanización de somosaguas, en pozuelo de alarcón, madrid. Con una parcela de 2.7...;40.4166823;-3.7938237;4 baños;;madrid
540.000 €;Chalet en calle de Pablo Picasso;/comprar/chalet-fuente_el_saz_de_jarama_centro_urbano-39246449144_440000/;Fuente el Saz de Jarama;3 habs.;601 m²;Superficie total 601 m², chalet superficie solar 927 m², superficie útil 465 m², habitaciones dobles: 3, hab. Dobles son suites: 2...;40.640118049;-3.50832522;3 baños;;madrid
389.000 €;Ático en calle de Saúco, 19;/comprar/atico-berruguete28039-3193770462_109700/;Berruguete (Distrito Tetuán. Madrid Capital);1 hab.;73 m²;Ático b. Ático en una finca de obra nueva de 73 m² de superficie construida y emplazado en la zona de madrid capital, posicionado ...;40.4605085;-3.7051662;1 baño;;madrid
93.000 €;Casa en Griñón;/comprar/casa-grinon_centro_urbano-19194494379_520675/;Griñón;2 habs.;70 m²;Casa en venta solar es lo que se vende la casa esta para rehabilitar o demoler y construir dos plantas y bajo cubierta con normati...;40.214076811;-3.851860478;1 baño;;madrid
225.000 €;Piso en calle de San Raimundo;/comprar/piso-bellas_vistas28039-45077861053_527800/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 habs.;48 m²;"Te presento este encantador inmueble con una excelente ubicación y distribución.

El edificio cuenta con ascensor y la i. T. E fav...";40.451817;-3.7038607;1 baño;Bajo;madrid
360.000 €;Piso en calle del Camino Viejo de Leganés;/comprar/piso-opanel28019-40861468145_520820/;Opañel (Distrito Carabanchel. Madrid Capital);3 habs.;94 m²;Se vende estupendo piso reformado de 94m², muy próximo a la avenida de oporto. Consta de hall de entrada, cocina con ventana, mueb...;40.3874972;-3.7273216;2 baños;2ª planta;madrid
1.620.000 €;Piso en Huertas-Cortes;/comprar/piso-centro_palacio28013-44234478122_106700/;Palacio (Distrito Centro. Madrid Capital);4 habs.;191 m²;Presentamos este exclusivo piso en la mejor zona de madrid, en la calle gran vía. La vivienda cuenta con 200 m² aproximadamente, d...;40.4207259;-3.7084662;3 baños;;madrid
320.000 €;Piso en calle de Azcona;/comprar/piso-guindalera28028-45077480141_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;94 m²;"¡Oportunidad única en venta! 

Este amplio y versátil local de 93m², con posibilidad de cambio de uso a una vivienda de 2 dormitor...";40.4348627;-3.6679849;2 baños;Bajo;madrid
875.000 €;Piso en calle de la Farmacia;/comprar/piso-justicia_chueca28004-41763657311_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;133 m²;Ds realtors comercializa esta segunda planta exterior para entrar a vivir con ascensor en entreplantas en una de las calles mas tr...;40.4238645;-3.6995484;3 baños;2ª planta;madrid
1.050.000 €;Chalet en Fuente el Saz de Jarama;/comprar/chalet-fuente_el_saz_de_jarama_centro_urbano-38393886427_100500/;Fuente el Saz de Jarama;5 habs.;733 m²;Oportunidad! Cab real estate vende este fabuloso chalet independiente en una urbanización en la zona norte de madrid a escasos min...;40.633461138;-3.51168199;4 baños;;madrid
280.000 €;Casa unifamiliar en Los Cestos-Belén-Las Eras;/comprar/casa_unifamiliar-los_cestos_belen_las_eras-43386944716_992238/;Los Cestos-Belén-Las Eras (Ciempozuelos);3 habs.;550 m²;En la avenida principal de ciempozuelos, se encuentra este encantador casa / chalet independiente en venta. Con dos alturas, la pl...;40.1539536;-3.6252882;3 baños;;madrid
1.365.000 €;Piso en Madrid;/comprar/piso-ibiza28009-45082658352_100500/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;148 m²;Boher gestión inmobiliaria: vende, exclusivo piso en retiro-ibiza, 3ª planta exterior, orientación este, 148 metros de los cuales ...;40.420445;-3.6743356;;3ª planta;madrid
495.000 €;Ático en Timón;/comprar/atico-timon28042-39170867612_100200/;Timón (Distrito Barajas. Madrid Capital);3 habs.;130 m²;"Agencia inmobiliaria de madrid zona barajas - corralejos tecnocasa estudio barajas-corralejos slu
Ático en venta en calle arroyomo...";40.4740042;-3.5833457;2 baños;;madrid
315.900 €;Casa adosada en calle de la Gran Vía, 12;/comprar/casa_adosada-camarma_de_esteruelas_centro_urbano-40846660855_101800/;Camarma de Esteruelas;3 habs.;120 m²;"Chalet unifamiliar de 3 dormitorios en dos plantas y zonas comunes con piscina. 

Promoción de chalets sostenibles de 3 y 4 dormit...";40.544;-3.37913;3 baños;;madrid
262.000 €;Piso en Collado Villalba;/comprar/piso-villalba_estacion-45071188375_104700/;Villalba Estación (Collado Villalba);3 habs.;117 m²;Redpiso villalba estacion ofrece en venta este encantador dúplex en el corazón de collado villalba en perfecto equilibrio entre co...;40.6281007;-4.0078801;;;madrid
550.000 €;Piso en Marazuela-Torreón;/comprar/piso-monte_rozas_la_chopera28232-41713016286_102100/;Monte Rozas-La Chopera (Las Rozas de Madrid);3 habs.;142 m²;Este bajo en marazuela-torreón es una excelente oportunidad para aquellos que buscan una vivienda amplia y cómoda en una de las zo...;40.5378197;-3.8927419;2 baños;;madrid
1.769.000 €;Ático en calle de Don Ramón de la Cruz;/comprar/atico-goya28006-43413043500_528141/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;162 m²;"¡Increíble ático en venta en la c/ don ramón de la cruz!
Este espectacular inmueble de 162 m² construidos cuenta con una impresion...";40.4283063;-3.6698245;2 baños;;madrid
1.129.000 €;Piso en calle de Don Ramón de la Cruz;/comprar/piso-goya28006-43340521960_524350/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;171 m²;"Oasis house les ofrece este maravilloso piso reformado en el barrio de goya con plaza de garaje.
La vivienda es una primera planta...";40.428350312;-3.66943255;3 baños;1ª planta;madrid
431.600 €;Casa adosada en calle de Somosierra,  s/n;/comprar/casa_adosada-navalcarnero_centro_urbano-3867354655_109700/;Navalcarnero;4 habs.;230 m²;Vt 1.4 a. Casa adosada de obra nueva, de 230 m² de superficie construida, y situada en la zona de navalcarnero.  Está estructurada...;40.2944985;-4.0160523;3 baños;;madrid
1.800.000 €;Chalet unifamiliar en Monte Rozas-La Chopera;/comprar/chalet_unifamiliar-monte_rozas_la_chopera28232-44212568724_528385/;Monte Rozas-La Chopera (Las Rozas de Madrid);7 habs.;900 m²;"🏘️ chalet en una de las mejores urbanizaciones de la zona noroeste de madrid, monterozas ( las rozas).

Impresionante jardín!!!
...";40.5184119;-3.9117863;5 baños;;madrid
380.000 €;Casa unifamiliar en calle del Tilo, 1;/comprar/casa_unifamiliar-sevilla_la_nueva_centro_urbano-42572264688_101000/;Sevilla la Nueva;5 habs.;223 m²;Quieres vivir en un chalet independiente a solo 35 km.de madrid, rodeado de naturaleza en sevilla la nueva, junto al parque de gua...;40.3473337;-4.0274014;2 baños;;madrid
440.000 €;Piso en calle del Pilar de Zaragoza;/comprar/piso-guindalera28028-40908557191_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;78 m²;Vivienda exterior  con mucho sol en una ubicación privilegiada de guindalera, en la misma calle de pilar de zaragoza a escasos met...;40.4361518;-3.6717736;1 baño;1ª planta;madrid
1.750.000 €;Piso en Chueca-Justicia;/comprar/piso-justicia_chueca28004-43372069234_106700/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;222 m²;Este impresionante piso recién reformado se encuentra en la calle fuencarral, en el corazón de madrid, dentro de una finca clásica...;40.4286127;-3.7011133;4 baños;;madrid
470.000 €;Piso en calle de Embajadores;/comprar/piso-legazpi_barrio28045-35035226633_101800/;Legazpi (Distrito Arganzuela. Madrid Capital);2 habs.;109 m²;"Vivienda alquilada, no se puede visitar. 

Casas y más vende magnífica vivienda en rentabilidad, en edificio de reciente construcc...";40.3878075;-3.6912496;2 baños;2ª planta;madrid
72.000 €;Casa en Iglesia;/comprar/casa-pinuecar-511522533_501235/;Piñuécar (Piñuécar-Gandullas);5 habs.;160 m²;Casa de pueblo en piñuecar pueblo situado a 83 km de madrid, con 65 m² de suelo, con 160 m² construidos en dos plantas y el bajo c...;41.03314614;-3.59840577;1 baño;;madrid
431.600 €;Casa adosada en calle de Somosierra,  s/n;/comprar/casa_adosada-navalcarnero_centro_urbano-3867354655_109700/;Navalcarnero;4 habs.;230 m²;VT 1.4 A. Casa adosada de obra nueva, de 230 m2 de superficie construida, y situada en la zona de Navalcarnero.  Está estructurada en 4 habitaciones, 3 baños completos y terraza. Aporta como extras garaje.;40,2944985;-4,0160523;3 baños;;madrid
849.947 €;Casa adosada en calle Cabo de Trafalgar,  s/n;/comprar/casa_adosada-el_olivar_de_mirabal28660-4418763000_109700/;El Olivar de Mirabal (Boadilla del Monte);4 habs.;378 m²;Casa adosada de obra nueva, de 378 m² de superficie construida, y situada en la zona de boadilla del monte.  Está estructurada en ...;40.419002;-3.9212236;3 baños;;madrid
1.560.000 €;Piso en Lista;/comprar/piso-lista_barrio28028-43425863250_106700/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;153 m²;Esta casa de lujo, situada en el exclusivo barrio de salamanca, ofrece una experiencia de vida incomparable gracias a sus altas ca...;40.428539;-3.6700942;2 baños;;madrid
325.000 €;Casa en Camino de Valdetorres;/comprar/casa-fuente_el_saz_de_jarama_centro_urbano-28372171020_516971/;Fuente el Saz de Jarama;3 habs.;300 m²;"Lar vende casa superficie total 300 m²,  superficie solar 2858 m² con árboles frutales, 1 
 Hab. Individual, 2,habitaciones dobles...";40.6366515;-3.5153767;1 baño;;madrid
375.000 €;Chalet en Brunete;/comprar/chalet-brunete_centro_urbano-34231114814_501235/;Brunete;3 habs.;230 m²;Brem global inmobiliaria presenta finca rústica de grandes dimensiones con todas las comodidades en brunete pueblo a 28 km de madr...;40.4049454;-3.9971307;2 baños;;madrid
1.170.250 €;Piso en calle de Javier Ferrero,  s/n;/comprar/piso-chamartin_ciudad_jardin28002-4587764408_109700/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);2 habs.;152 m²;Edificio 3. Modelo 2d.n. Piso en una finca de obra nueva de 152 m² de superficie construida y emplazado en la zona de madrid capit...;40.448361;-3.6711906;2 baños;;madrid
279.000 €;Piso en calle San Isidro, 6;/comprar/piso-san_isidro_distrito28901-40905059517_101800/;San Isidro (Getafe);3 habs.;81 m²;¡Sin comisiones! (ni por la compra ni por la búsqueda de financiación). Con una plaza de garaje incluida en el precio. Vivienda de...;40.3047;-3.72628;2 baños;2ª planta;madrid
178.000 €;Ático en Paseo Músicos;/comprar/atico-daganzo_de_arriba_centro_urbano-5888600372_100500/;Daganzo de Arriba;2 habs.;69 m²;"Bonito ático con 69m² construidos, 2 dormitorios, terraza, 1 baño, ascensor, plaza de garaje y trastero. 

La vivienda cuenta con ...";40.5436271;-3.4586423;1 baño;;madrid
477.300 €;Chalet en calle de Denébola, 9001;/comprar/chalet-sur_este28936-4066127908_109700/;Sur-Este (Móstoles);3 habs.;246 m²;V12-206. Chalet pareado de obra nueva, de 246 m² de superficie construida, y ubicada en la zona de móstoles.  Está distribuida en ...;40.311303285;-3.849819982;3 baños;;madrid
150.000 €;Piso en calle Romeral;/comprar/piso-centro_la_estacion_prado_de_la_laguna-31686088304_516742/;Centro-La Estación-Prado de La Laguna (San Lorenzo de El Escorial);1 hab.;63 m²;"No se cobra comisión al comprador

Piso duplex en san lorenzo del escorial, zona del barrio del carmen a 5 minutos andando del pue...";40.5939378;-4.1482458;2 baños;2ª planta;madrid
998.000 €;Piso en Castellana;/comprar/piso-salamanca_castellana28006-45010198828_100500/;Castellana (Distrito Salamanca. Madrid Capital);1 hab.;113 m²;"Boher gestión inmobiliaria, vende:
Apartamento exclusivo, para actualizar, muchas posibilidades, 113 metros construidos, terraza c...";40.4363824;-3.6820122;;4ª planta;madrid
470.000 €;Piso en calle de Trueba y Fernández;/comprar/piso-chamartin_hispanoamerica28016-31669807834_440000/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 habs.;107 m²;"Espaciosa vivienda exterior. 
Se trata de una vivienda de aproximadamente 80 m², distribuidos actualmente en un amplio salón-comed...";40.4546071;-3.6796848;1 baño;1ª planta;madrid
399.000 €;Casa unifamiliar en La Cabrera;/comprar/casa_unifamiliar-la_cabrera_centro_urbano-32548556280_501235/;La Cabrera;8 habs.;420 m²;Brem global inmobiliaria presenta conjunto de 3 casas independientes con vistas inmejorables al pico de la miel, situado en la cab...;40.8636589;-3.6125734;4 baños;;madrid
158.500 €;Piso en Avenida del Dos de Mayo;/comprar/piso-mostoles_centro28934-40899678294_101800/;Centro (Móstoles);3 habs.;57 m²;"• piso zona centro, junto a metro y autobuses 
• distribuida en tres dormitorios
• cocina amueblada, salida a tendedero
• baño con...";40.320117;-3.872838;1 baño;;madrid
253.000 €;Piso en Centro;/comprar/piso-moralzarzal_centro_urbano-42534617745_101000/;Moralzarzal;3 habs.;125 m²;"Magnifico piso de 125m², tres amplias habitaciones y trastero en zona centro de moralzarzal

Situado en la segunda planta sin asce...";40.6810068;-3.9730867;2 baños;;madrid
450.000 €;Piso en Plaza de Patricio Aguado;/comprar/piso-hortaleza_canillas28043-30038328763_101800/;Canillas (Distrito Hortaleza. Madrid Capital);3 habs.;90 m²;"Piso en venta en excelente estado, completamente reformado y a estrenar. 

Con una superficie de 90 m² construidos y 83 m² útiles,...";40.464332;-3.636187;2 baños;5ª planta;madrid
179.000 €;Dúplex en La Cabrera;/comprar/duplex-la_cabrera_centro_urbano-35007708011_501235/;La Cabrera;2 habs.;91 m²;Brem global inmobiliaria presenta amplio y luminoso dúplex construido en primeras calidades en el año 2006, situado en el casco ur...;40.8645377;-3.6159611;2 baños;1ª planta;madrid
259.000 €;Casa en Lozoyuela;/comprar/casa-lozoyuela-35054769797_501235/;Lozoyuela (Lozoyuela-Navas-Sieteiglesias);3 habs.;140 m²;"Brem global inmobiliaria presenta amplia casa unifamiliar reformada en una sola altura en lozoyuela, a unos 40 minutos de madrid.
...";40.929337431;-3.63198873;1 baño;;madrid
450.750 €;Casa pareada en Avenida Gabriel García Márquez, 17;/comprar/casa_pareada-villalbilla_centro_urbano-40032867498_101800/;Villalbilla;3 habs.;172 m²;"Chalets pareados de obra nueva. A la venta la 3ª y última fase.

Amplios chalets sostenibles de diseño, con grandes espacios inter...";40.4404;-3.36811;3 baños;;madrid
3.185.000 €;Piso en Castellana;/comprar/piso-salamanca_castellana28006-44254784513_106700/;Castellana (Distrito Salamanca. Madrid Capital);5 habs.;380 m²;"Coldwell banker unique presenta esta fantástica oportunidad en castellana. 

Se trata de una propiedad con mucha luz situada en un...";40.4328309;-3.679808;4 baños;;madrid
179.900 €;Piso en calle de Fray José de Cerdeiriña;/comprar/piso-las_aguilas28024-45012770062_100500/;Las Águilas (Distrito Latina. Madrid Capital);2 habs.;65 m²;Gespain parque europa vende piso en parque europa junto a estación de metro de aviación española (línea 10) y muy próximo a la ren...;40.3841325;-3.7804349;1 baño;2ª planta;madrid
295.000 €;Piso en Casco Antiguo;/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28701-43430567646_100200/;Casco Antiguo (San Sebastián de los Reyes);3 habs.;97 m²;Preciosa vivienda en primera planta con ascensor en ss reyes a 200m de centro comercial la viña, a menos de 5 min andando de la ...;40.5466979;-3.6333612;;1ª planta;madrid
823.000 €;Piso en calle Joaquín Lorenzo;/comprar/piso-penagrande28035-40096521949_109700/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;80 m²;Piso en un edificio de obra nueva de 77 m² de superficie construida y ubicado en la zona de madrid capital. Está distribuido en 3 ...;40.4741952;-3.7279946;2 baños;;madrid
257.500 €;Piso en Zona Puerto;/comprar/piso-zona_puerto28821-42592531742_100200/;Zona Puerto (Coslada);3 habs.;121 m²;"Agencia inmobiliaria de coslada zona coslada pueblo, barrio del puerto tecnocasa estudio nuevo coslada pueblo

¡Presenta la oportu...";40.4207078;-3.5683917;2 baños;;madrid
275.000 €;Piso en Coslada;/comprar/piso-coslada_casco_antiguo28821-44236999039_105700/;Casco Antiguo (Coslada);3 habs.;118 m²;"Globalpiso coslada vende !!!!

La vivienda se encuentra ubicada en una primera planta, exterior, con ascensor y está compuesta por...";40.4270835;-3.5659103;2 baños;1ª planta;madrid
320.000 €;Chalet adosado en El Molar;/comprar/chalet_adosado-el_molar_el_molar-41742825521_997919/;El Molar;4 habs.;168 m²;"Vivienda 2000 vende este estupendo chalet adosado en el centro de la localidad. 
La vivienda destaca por su gusto moderno, sobre t...";40.731156054;-3.578445627;3 baños;;madrid
3.250.000 €;Piso en calle de María de Molina;/comprar/piso-chamartin_el_viso28006-39180480477_101800/;El Viso (Distrito Chamartín. Madrid Capital);5 habs.;340 m²;Espectacular piso totalmente exterior en todo su perímetro, con unas vistas panorámicas de madrid. Ubicado en una planta alta sin ...;40.437989221;-3.689627648;4 baños;11ª planta;madrid
2.475.000 €;Piso en Goya;/comprar/piso-goya28001-43342488326_108500/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;177 m²;Extraordinario piso de diseño en goya - barrio salamanca. Directo propiedad - aisomor inversión y madin interiorismo, les ofrecemo...;40.427274;-3.6768494;4 baños;;madrid
270.000 €;Piso en Zona Puerto;/comprar/piso-zona_puerto28821-44260037724_100200/;Zona Puerto (Coslada);3 habs.;123 m²;"Agencia inmobiliaria de coslada zona coslada pueblo, barrio del puerto tecnocasa estudio nuevo coslada pueblo
Piso en venta: ¡Pres...";40.417592;-3.5733166;;;madrid
1.200.000 €;Casa pareada en Pueblo;/comprar/casa_pareada-pueblo28223-42577323463_101800/;Pueblo (Pozuelo de Alarcón);6 habs.;404 m²;¡Bienvenidos a la casa de sus sueños! Este hermoso chalet pareado cuenta con una parcela de más de 500 m², lo que le brinda la tra...;40.4405076;-3.8170372;4 baños;;madrid
384.900 €;Ático en calle de la Plata,  s/n;/comprar/atico-zona_sureste-4499403687_109700/;Zona Sureste (Torrejón de Ardoz);2 habs.;60 m²;P1 ático b. Ático en una finca de obra nueva de 60 m² de superficie construida y emplazado en la zona de torrejón de ardoz, posici...;40.455439427;-3.450085167;2 baños;;madrid
849.947 €;Casa adosada en calle Cabo de Trafalgar,  s/n;/comprar/casa_adosada-el_olivar_de_mirabal28660-4418763000_109700/;El Olivar de Mirabal (Boadilla del Monte);4 habs.;378 m²;Casa adosada de obra nueva, de 378 m2 de superficie construida, y situada en la zona de Boadilla del Monte.  Está estructurada en 4 habitaciones y jardín. La Casa adosada tiene piscina. Aporta como extras 2 plazas de garaje.;40,419002;-3,9212236;3 baños;;madrid
355.000 €;Casa adosada en Travesía de las Encinas;/comprar/casa_adosada-coimbra_guadarrama-42579552708_100500/;Coimbra-Guadarrama (Móstoles);5 habs.;189 m²;¿Tienes problemas de espacio por que tu familia ha crecido? ¿Trabajas desde tu casa y necesitas otra habitación? Tenemos la soluci...;40.3042454;-3.9366539;3 baños;;madrid
1.290.000 €;Piso en calle de San Bernardo;/comprar/piso-centro_palacio28005-7591676986_501235/;Palacio (Distrito Centro. Madrid Capital);6 habs.;187 m²;"Increíble inmueble de carácter señorial de grandes dimensiones en la calle san bernardo semiesquina con gran vía.
Se trata de una ...";40.4222446;-3.707585;2 baños;5ª planta;madrid
850.000 €;Chalet pareado en Pozuelo de Alarcón;/comprar/chalet_pareado-pueblo28224-42595402775_102100/;Pueblo (Pozuelo de Alarcón);5 habs.;249 m²;Gilmar pozuelo - aravaca les presenta este fantástico chalet pareado de esquina ubicado en una de las zonas más demandadas de pozu...;40.4510355;-3.8153979;4 baños;;madrid
