precio;sub_descr;href;ubicacion;habitaciones;banios;planta;otros;latitude;longitude;mt2;CCAA
1.995 €/mes;Piso en calle de Canalejas;/alquilar/piso-puerto_chico39004-45092874591_100500/;Puerto Chico (Santander);4 habs.;2 baños;2ª planta;Propiedad de lujo, totalmente amueblada que invita a entrar para comenzar a vivirla y disfrutar del privilegio que supone encontra...;43.46492;-3.7904089;147 m²;cantabria
1.350 €/mes;Piso en Ever;/alquilar/piso-zona_playa-44182025605_108900/;Zona Playa (Laredo);2 habs.;1 baño;3ª planta;"Piso de dos habitaciones en alquiler julio y plaza de garaje en laredo 

Piso en alquiler quincena julio y a unos pasos del paseo ...";43.415057026;-3.43907069;84 m²;cantabria
950 €/mes;Piso en calle de la Rúa, 26;/alquilar/piso-castro_urdiales_centro-45035818828_100500/;Centro (Castro Urdiales);2 habs.;1 baño;2ª planta;En alquiler por temporadas, piso en el centro de castro urdiales, ubicado junto a la playa de ostende, puerto, iglesia de santa ma...;43.385;-3.21708;75 m²;cantabria
1.600 €/mes;Dúplex en Plaza de la Villa;/alquilar/duplex-santona_centro_urbano-45885783344_100500/;Santoña;2 habs.;2 baños;2ª planta;Alquiler vacacional de este espectacular dúplex de estilo moderno en santoña, completamente amueblado y equipado con todo lo neces...;43.4442455;-3.4571276;98 m²;cantabria
2.000 €/mes;Piso en Sardinero;/alquilar/piso-santander_el_sardinero39005-45841810320_100500/;El Sardinero (Santander);3 habs.;2 baños;2ª planta;"Alquiler de temporada
Disponible mes septiembre 2024 hasta junio 2025

Frente a la segunda playa del sardinero, primera línea y zo...";43.47909884;-3.789719707;120 m²;cantabria
590 €/mes;Estudio en calle Marcelino Sanz de Santuola;/alquilar/estudio-puerto_chico39003-37586330509_523562/;Puerto Chico (Santander);1 hab.;1 baño;;"Se alquila estudio con encanto en pleno centro septiembre-junio. Excelente ubicación 

En el centro de la ciudad, en una de las me...";43.4632221;-3.803542;33 m²;cantabria
2.000 €/mes;Piso en Avenida de la Victoria, 36;/alquilar/piso-zona_playa-45863701216_100500/;Zona Playa (Laredo);2 habs.;1 baño;1ª planta;"Se alquila el mes de agosto, 2.000 €
Residencia cercana a la playa salve de laredo. Urbanización con pista de tenis y columpios pa...";43.4096;-3.43052;74 m²;cantabria
850 €/mes;Piso en calle de Atilano Rodríguez;/alquilar/piso-castilla_hermida39002-45051803901_990805/;Castilla-Hermida (Santander);3 habs.;2 baños;2ª planta;No fijo se alquila para fijo. Ideal para personal desplazado por trabajo o estudios, se alquila por periodos inferiores a 11 meses...;43.4583862;-3.8101652;115 m²;cantabria
1.200 €/mes;Piso en calle del Padre Ignacio Ellacuria;/alquilar/piso-laredo_centro39770-45840913133_520884/;Centro (Laredo);2 habs.;1 baño;3ª planta;Estupendo piso en zona tranquila cercana a la zona centro de laredo y a la vez también  cercano a la playa. Tiene 2 habitaciones, ...;43.409167672;-3.418893531;67 m²;cantabria
150 €/día;Piso en calle de la Bajada al Puerto, 9;/alquilar/piso-suances_centro_urbano-45877711965_511222/;Suances;2 habs.;1 baño;4ª planta;Buscas una ubicación perfecta para disfrutar de tus días de vacaciones? Desconecta con las mejores vistas en nuestro piso de bajad...;43.432247;-4.0381427;90 m²;cantabria
980 €/mes;Piso en calle del Poeta Gerardo Diego, 1;/alquilar/piso-el_alisal_cazona39011-45877109592_100500/;El Alisal-Cazoña (Santander);3 habs.;2 baños;7ª planta;"Estupendo piso en alquiler en la calle gerardo diego.
 
 La vivienda se localiza en un entorno residencial muy tranquilo, dotado d...";43.4575;-3.84138;125 m²;cantabria
A consultar;Piso en Avenida de Enrique Mowinckel;/alquilar/piso-zona_playa-45909127742_501237/;Zona Playa (Laredo);2 habs.;1 baño;1ª planta;"Buscas apartamento para disfrutar de tus vacaciones en septiembre???

Lo tenemos!!! En primera línea de playa y con acceso directo...";43.420787213;-3.443569363;80 m²;cantabria
3.000 €/mes;Piso en Centro;/alquilar/piso-laredo_centro_urbano-25010887808_108500/;Centro (Laredo);1 hab.;1 baño;;Desde inmobiliaria uranga os presentamos este piso en el centro de laredo. Inmueble muy bien situado en la villa, a escasos 300 me...;43.412424571;-3.412766644;58 m²;cantabria
700 €/mes;Piso en Sardinero;/alquilar/piso-santander_el_sardinero39005-15847653216_100500/;El Sardinero (Santander);2 habs.;1 baño;3ª planta;"Magnífico piso de septiembre a junio para estudiantes o profesionales

Fabulosa vivienda en una de las mejores zonas de santander....";43.474978231;-3.78876769;85 m²;cantabria
900 €/mes;Piso en calle de San Fernando, 84;/alquilar/piso-santander_cuatro_caminos39010-42564622198_109300/;Cuatro Caminos (Santander);2 habs.;2 baños;3ª planta;En el corazón de santander, te presentamos este espectacular piso en alquiler con todas las comodidades que puedas imaginar. Con d...;43.4589485;-3.8259168;101 m²;cantabria
850 €/mes;Piso en calle de la Enseñanza;/alquilar/piso-santander_centro_ayuntamiento39001-45015124003_993981/;Centro-Ayuntamiento (Santander);2 habs.;2 baños;1ª planta;"Alquiler temporal. No se alquila para fijo. Curso escolar o varios meses por trabajo.  
Piso próximo al ayuntamiento. Amueblado y ...";43.463923;-3.8106078;81 m²;cantabria
1.000 €/mes;Piso en calle de Hernán Cortés;/alquilar/piso-santander_centro_ayuntamiento39003-45056905684_103800/;Centro-Ayuntamiento (Santander);2 habs.;2 baños;;"¡Se alquila piso para fijo en el centro de santander!

Disfruta de vivir en una de las zonas más céntricas y emblemáticas de santa...";43.4626722;-3.8034503;75 m²;cantabria
800 €/sem;Piso en calle Mijedo;/alquilar/piso-noja_helgueras-45062744058_510167/;Helgueras (Noja);2 habs.;1 baño;4ª planta;Se alquila ático con ascensor y garaje particular, cercano a la playa y con espectaculares vistas al mar en noja, en la zona de la...;43.470240005;-3.508333448;65 m²;cantabria
400 €/mes;Estudio en Avenida de la Libertad;/alquilar/estudio-laredo_el_puntal-45905405172_100500/;El Puntal (Laredo);;1 baño;;Se alquila solo para la temporada de invierno. Estudio en la zona del puntal de laredo con  un salón-dormitorios, cocina y baño. D...;43.425366613;-3.448351949;27 m²;cantabria
750 €/mes;Piso en Torrelavega;/alquilar/piso-el_parque_el_zapaton-45897925336_100500/;El Parque-El Zapatón (Torrelavega);3 habs.;1 baño;1ª planta;"Vivienda en alquiler para fijo en torrelavega.

Ubicada la vivienda en pleno centro detorrelavega, donde puedes encontrar todo tip...";43.34614424;-4.050693268;78 m²;cantabria
1.700 €/mes;Piso en calle del Laurel;/alquilar/piso-trengandin-44230889431_102200/;Trengandín (Noja);2 habs.;1 baño;3ª planta;Alquiler vacacional de junio a septiembre nuevo - bonita vivienda en noja con piscina y zonas verdes, cerca de la playa de trengan...;43.477075182;-3.521198814;60 m²;cantabria
1.900 €/mes;Piso en calle de Peredo, 10;/alquilar/piso-noja_centro-45004817050_523850/;Centro (Noja);2 habs.;1 baño;Bajo;Alquilo piso de 70 metros tiene 2 dormitorios, salón, cocina y baño. Balcón, exterior, soleado y luminoso, un segundo piso sin asc...;43.481564;-3.5246928;76 m²;cantabria
850 €/mes;Piso en calle de Castilla;/alquilar/piso-castilla_hermida39009-45897410395_102200/;Castilla-Hermida (Santander);3 habs.;1 baño;1ª planta;Estupendo piso de alquiler temporal en la calle castilla de tres dormitorios, salón, cocina y baño. Dispone de ascensor a cota cer...;43.4545393;-3.8209428;72 m²;cantabria
600 €/mes;Piso en calle Jose Maria Rodriguez;/alquilar/piso-torrelavega_tanos39300-45890158803_106000/;Tanos (Torrelavega);1 hab.;1 baño;2ª planta;Estupendo apartamento en alquiler, para entrar a vivir,  situado en el centro de torrelavega,  con ascensor. Distribuido en 1 dorm...;43.34662777;-4.044549394;56 m²;cantabria
2.400 €/mes;Piso en calle Cotolino;/alquilar/piso-cotolino39709-45097793429_100500/;Cotolino (Castro Urdiales);3 habs.;2 baños;;"Se alquila por temporadas vivienda a 200m de la playa de brazomar.
Julio:

 Quincena 2.400€ 
 Semana 1.400€
Agosto:
2ª quincena 2....";43.372289359;-3.205616208;95 m²;cantabria
800 €/mes;Piso en calle de Calderón de la Barca, 14;/alquilar/piso-castilla_hermida39002-22558468906_100500/;Castilla-Hermida (Santander);2 habs.;1 baño;3ª planta;Piso disponible en septiembre en alquiler para larga estancia, en una de las calles más céntricas de santander, calderón de la bar...;43.459;-3.80929;70 m²;cantabria
2.000 €/mes;Piso en Centro-Puertochico;/alquilar/piso-puerto_chico39003-45895446790_100500/;Puerto Chico (Santander);5 habs.;3 baños;5ª planta;¿Quién no ha deseado vivir en pleno centro de una bella y espléndida ciudad, con vistas a la bahía de santander? Rodeado de arquit...;43.4628615;-3.8014451;228 m²;cantabria
1.800 €/mes;Piso en calle Marelino Sainz Sautuola, nº 12;/alquilar/piso-puerto_chico39004-45858956020_427100/;Puerto Chico (Santander);1 hab.;1 baño;1ª planta;"Disponible alquiler mes de agosto:
Este estudio situado en el interior de uno de los edificios más emblemáticos, junto al arco del...";43.4635587455899;-3.8036914917830837;54 m²;cantabria
2.200 €/mes;Piso en El Sardinero;/alquilar/piso-santander_el_sardinero39005-45881103768_108500/;El Sardinero (Santander);4 habs.;4 baños;;Tu nave mi nave alquila para fijo excelente piso semiamueblado de 147 m² en el sardinero. Edificio emblemático a 200 m. De la segu...;43.474310448;-3.788875766;165 m²;cantabria
2.800 €/mes;Dúplex en Ever;/alquilar/duplex-zona_playa-43371635060_108900/;Zona Playa (Laredo);3 habs.;3 baños;1ª planta;"Estupendo adosado en zona ever en laredo en alquiler julio y agosto

Consta de 99m² de vivienda, la primera planta esta distribuid...";43.413266891;-3.438117577;120 m²;cantabria
800 €/mes;Piso en calle de Benidorm, 7;/alquilar/piso-los_castros39005-45915427609_427100/;Los Castros (Santander);3 habs.;1 baño;7ª planta;Luminoso y acogedor, frente a las universidades. **alquiler temporal desde septiembre hasta junio**, séptima altura, con fantástic...;43.470097;-3.7939267;71 m²;cantabria
1.000 €/mes;Piso en Avenida de la Libertad, 87;/alquilar/piso-zona_playa-26688985085_515274/;Zona Playa (Laredo);2 habs.;1 baño;7ª planta;¡Estupendo piso en alquiler para disfrutar de tus vacaciones! Cuenta con dos dormitorios, baño con bañera, cocina equipada, y ampl...;43.41302376323155;-3.4376998787271082;65 m²;cantabria
1.500 €/mes;Dúplex en Avenida Riomar;/alquilar/duplex-cotolino39700-43402313260_100500/;Cotolino (Castro Urdiales);3 habs.;3 baños;4ª planta;"Alquiler de larga duración
Ático dúplex en excelente ubicación de cotolino, a tan solo 50 metros de la playa de brazomar, muy cerc...";43.3676199;-3.2121912;180 m²;cantabria
700 €/mes;Piso en calle de Ceballos;/alquilar/piso-suances_centro_urbano-28341737714_103800/;Suances;2 habs.;1 baño;1ª planta;"Alquiler vacacional, consulta disponibilidad.
Disfruta de la comodidad y el lujo de pasar unas vacaciones a pocos pasos de la play...";43.433165575;-4.043319717;69 m²;cantabria
725 €/mes;Piso en Valdenoja-La Pereda;/alquilar/piso-valdenoja_la_pereda39012-35016607321_100500/;Valdenoja (Santander);1 hab.;1 baño;1ª planta;"Apartamento en alquiler para verano

Deluxe santander pone en alquiler este estupendo apartamento en avenida cantabria muy próximo...";43.476135006;-3.805887567;50 m²;cantabria
2.900 €/mes;Piso en Avenida de Francia, 40;/alquilar/piso-zona_playa-35898589038_515274/;Zona Playa (Laredo);2 habs.;1 baño;1ª planta;"¡¡Bonito piso en alquiler a pocos metros de la playa salvé!!

El piso cuenta dos  dormitorios, uno con cama de matrimonio y otro c...";43.41331845558664;-3.436244607966835;65 m²;cantabria
1.900 €/mes;Piso en calle Residencia Alba;/alquilar/piso-ampuero_centro_urbano-45912377259_515274/;Ampuero;3 habs.;1 baño;4ª planta;Si quieres pasar tus vacaciones en plena naturaleza y con unas vistas increibles, tenemos el piso para tí, a excasos metros de tod...;43.338473275;-3.419242015;70 m²;cantabria
2.800 €/mes;Piso en calle del Padre Ignacio Ellacuria, 1;/alquilar/piso-carlos_v-44239960694_515274/;Carlos V (Laredo);2 habs.;1 baño;2ª planta;Le ofrecemos este maravilloso piso en alquiler en una de las zonas más demandadas de laredo, ya que está cerca del centro de la vi...;43.407608;-3.4276836;75 m²;cantabria
1.800 €/mes;Piso en calle de la República de Colombia;/alquilar/piso-zona_playa-36701121341_515274/;Zona Playa (Laredo);2 habs.;1 baño;2ª planta;"Estupendo dúplex en alquiler a escasos metros de la playa salvé.

Cuenta con dos dormitorios , salón comedor, baño con plato de du...";43.409239746;-3.437205069;75 m²;cantabria
500 €/mes;Piso en calle Vista Alegre, 21;/alquilar/piso-cabezon_de_la_sal_centro_urbano-35860309460_519849/;Cabezón de la Sal;1 hab.;1 baño;Bajo;Superficie total 40 m², piso superficie útil 38 m², habitaciones dobles: 1, 1 baño, antigüedad entre 5 y 10 años, calefacción (cen...;43.31056181968742;-4.232251251323902;40 m²;cantabria
900 €/mes;Piso en Avenida de los Derechos Humanos, 40;/alquilar/piso-zona_playa-25851123426_515274/;Zona Playa (Laredo);2 habs.;2 baños;2ª planta;Piso para alquiler vacacional en estupenda residencia privada a pocos metros de la playa. El piso cuenta con dos dormitorios, ampl...;43.4164;-3.4435;70 m²;cantabria
2.500 €/mes;Piso en calle Centro, nº 1;/alquilar/piso-laredo_centro-16666731818_515274/;Centro (Laredo);3 habs.;2 baños;1ª planta;¡¡Estupendo piso en alquiler para pasar tus vacaciones de verano en el centro de laredo con unas magníficas vistas al puerto depor...;43.41159464094557;-3.4115767478942876;90 m²;cantabria
2.600 €/mes;Piso en calle de Menéndez Pelayo, 30;/alquilar/piso-laredo_centro-35075618053_515274/;Centro (Laredo);2 habs.;2 baños;1ª planta;"¡Precioso piso en alquiler en el centro de laredo para disfrutar de tus vacaciones de verano!

Cerca de todos los servicios y a es...";43.41252605730827;-3.412753663287109;87 m²;cantabria
900 €/mes;Piso en calle de Garelly de la Cámara, 12;/alquilar/piso-laredo_centro-35908655311_515274/;Centro (Laredo);2 habs.;2 baños;2ª planta;"Si buscas un piso en el centro de laredo, cerca de todos los servicios y a escasos metros de la playa salvé y el puerto deportivo
...";43.41299101954739;-3.415008434650249;80 m²;cantabria
1.000 €/mes;Piso en calle del Sable;/alquilar/piso-playa_ostende39700-45916036426_100500/;Playa Ostende (Castro Urdiales);2 habs.;1 baño;;"Inmobiliaria ubicate alquila a dos minutos de la playa de ostende!
*** por quincenas agosto 1000 euros
*** mes de agosto completo ...";43.390734289;-3.224376948;70 m²;cantabria
1.200 €/mes;Apartamento en Hospital;/alquilar/apartamento-zona_playa-42578796141_108900/;Zona Playa (Laredo);1 hab.;1 baño;12ª planta;"Estupendo apartamento disponible segunda quincena agosto
Precio segunda quincena 1200
Luminoso apartamento cerca de la playa salvé...";43.411091607;-3.435219127;45 m²;cantabria
2.800 €/mes;Piso en Avenida de la Libertad, 12;/alquilar/piso-carlos_v-39239394321_515274/;Carlos V (Laredo);3 habs.;2 baños;2ª planta;Maravilloso piso en alquiler en una de las mejores zonas de laredo, a un paso del centro y en plena playa, con servicios al lado...;43.409;-3.42926;85 m²;cantabria
1.900 €/mes;Piso en calle de la República de Colombia, 10;/alquilar/piso-zona_playa-31740166937_515274/;Zona Playa (Laredo);2 habs.;1 baño;11ª planta;Estupendo piso donde poder pasar unas estupendas vacaciones de verano a escasos metros de la playa salvé, en residencia privada co...;43.410659623409124;-3.4357415514077276;62 m²;cantabria
2.200 €/mes;Piso en calle de Zamanillo, 7;/alquilar/piso-laredo_centro-34210179313_515274/;Centro (Laredo);1 hab.;1 baño;2ª planta;"Si te gusta veranear en el centro de laredo a un paso de la playa salvé y del puerto deportivo, ¡¡Este piso es para ti!

Ideal par...";43.41249331335312;-3.4145592770081894;40 m²;cantabria
2.100 €/mes;Piso en Plaza de Carlos V, 1;/alquilar/piso-carlos_v-95086514565_515274/;Carlos V (Laredo);2 habs.;1 baño;14ª planta;Ubicado a escasos dos minutos a pie de la playa y en residencia privada con zona de parking comunitario, juegos infantiles, pista...;43.40870799197848;-3.428222652479647;60 m²;cantabria
