precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;raw_json;CCAA
140.000 €;Piso en calle de San Cayetano;/comprar/piso-manises_el_carme-45094318634_523185/;El Carme (Manises);4 habs.;2 baños;109 m²;3ª planta;"Amplia vivienda de 3 habitaciones (antes 4) y dos baños en manises.

Tengo el placer de poner a la venta en exclusiva esta amplia ...";39.487078114;-0.452516191;;valencia
369.500 €;Chalet en calle Laurel,  s/n;/comprar/chalet-la_conarda_montesano46117-2317712885_109700/;La Conarda-Montesano (Bétera);4 habs.;3 baños;136 m²;;Nº 7. Chalet pareado de obra nueva de 136 m2 de superficie construida y situado en la zona de Bétera. Está estructurado en 4 habitaciones, 3 baños completos y jardín de 166,20 m2. Aporta como extras garaje. Parcela de 177,08 m2.;39,5785258;-0,5036987;;valencia
497.000 €;Piso en Passeig Marítim de Neptú;/comprar/piso-playa_de_gandia-36741218744_108900/;Playa de Gandia (Gandia);4 habs.;2 baños;152 m²;8ª planta;El emblemático edificio manila, se encuentra muy bien situado en la zona central de la playa de gandia.  Este edificio es caracter...;39.0120209;-0.168745;;valencia
749.000 €;Dúplex en calle de Joan Baptiste Muñoz;/comprar/duplex-penya_roja46023-45040923434_527671/;Penya-roja (Distrito Camins al Grau. València Capital);5 habs.;3 baños;281 m²;2ª planta;Espectacular dúplex de 248m² ubicado en una de las zonas más prestigiosas de valencia, la ciudad de las artes y las ciencias. La p...;39.4635772;-0.3540261;;valencia
870.000 €;Piso en Plaza de la Porta de la Mar;/comprar/piso-la_xerea46003-44245565387_100500/;La Xerea (Distrito Ciutat Vella. València Capital);5 habs.;;270 m²;3ª planta;Descubre el lujo y la comodidad en este espacioso piso ubicado en la prestigiosa zona en valencia. Con una finca que cuenta con 3 ...;39.471811543;-0.368648282;;valencia
230.000 €;Piso en Carrer de Ripalda;/comprar/piso-el_carme46003-37553984376_100900/;El Carme (Distrito Ciutat Vella. València Capital);2 habs.;2 baños;83 m²;Bajo;"Venta bajo + entresuelo en el barrio del carmen
Habitale les ofrece esta excepcional oportunidad de inversión, ideal para implanta...";39.4783578;-0.3804331;;valencia
195.000 €;Apartamento en Carrer Grau Vell;/comprar/apartamento-platja_de_pucol-43425898323_997738/;Platja de Puçol (Puçol);2 habs.;1 baño;67 m²;1ª planta;"Apartamento en playa de puçol

Vivienda ubicada en la playa de puçol, en segunda línea de mar, a tan solo 100 metros del paseo mar...";39.613199311;-0.262044138;;valencia
149.100 €;Piso en Plaza Mediterrània;/comprar/piso-playa_de_gandia-35036436057_526681/;Playa de Gandia (Gandia);2 habs.;1 baño;76 m²;5ª planta;Piso turistico con licencia en puerto al lado de la playa de gandia-muy bien situado excelente oportunidad por la ubicacion del in...;38.9920578;-0.1611424;;valencia
230.000 €;Chalet adosado en Avinguda de Catalunya;/comprar/chalet_adosado-pucol_centre-31672610359_100900/;Centre (Puçol);4 habs.;3 baños;210 m²;;Habitale presenta, preciosa casa adosada en perfecto estado para entrar a vivir. Consta de 3 alturas distribuidas en planta baja g...;39.623787459;-0.307403266;;valencia
269.000 €;Casa en Carrer del Doctor Andrés Piquer;/comprar/casa-massarrojos46112-43334858706_997738/;Massarrojos (Distrito Pobles del Nord. València Capital);3 habs.;2 baños;178 m²;;"Excelente casa de pueblo en el centro de massarojos

Vivienda ubicada en la localidad de massarojos, a 2 minutos de la localidad d...";39.5399032;-0.4025983;;valencia
5.000.000 €;Casa unifamiliar en Rocafort;/comprar/casa_unifamiliar-rocafort_centro_urbano-22578512201_997236/;Rocafort;8 habs.;11 baños;1.272 m²;;"Espectacular villa de lujo en urbanizacion cerrada
Se encuentra a tan solo 9 km de valencia en una urbanizacion de prestigio con s...";39.545568868;-0.417213299;;valencia
1.100.000 €;Chalet en Montepilar;/comprar/chalet-montepilar-38431276081_109300/;Montepilar (L'Eliana);4 habs.;5 baños;505 m²;;Esta excepcional propiedad se ubica en la localidad valenciana de la eliana, la zona residencial con más tradición de la provincia...;39.561896341;-0.545622959;;valencia
103.000 €;Piso en Carrer de Ramón y Cajal;/comprar/piso-zona_ermita-44241311598_100500/;Zona L'Ermita (Torrent);3 habs.;1 baño;105 m²;5ª planta;"Brokers real estate comercializa estupenda vivienda en torrent,

Encantador piso ubicado en el corazón del casco antiguo de torren...";39.4377827;-0.4687344;;valencia
220.000 €;Chalet adosado en Avinguda de Serra;/comprar/chalet_adosado-massamagrell_centro_urbano-43352685859_100900/;Massamagrell;4 habs.;1 baño;266 m²;;Vivienda adosada ubicada en la avenida de serra, barrio de la magdalena. Con grandes posibilidades. Consta de dos plantas. La plan...;39.5814491;-0.3485851;;valencia
160.000 €;Chalet en El Pla de L´Estepar;/comprar/chalet-naquera_naquera_centro_urbano-40930145848_100500/;Nàquera - Náquera;3 habs.;1 baño;107 m²;;Chalet en una sola planta en venta en nàquera, de 74m² construidos sobre parcela de más de 2000m², con balsa, paellero y una gran ...;39.623524635;-0.414859965;;valencia
115.000 €;Piso en Avinguda de la Generalitat Valenciana;/comprar/piso-algemesi_centro_urbano-45005967266_100500/;Algemesí;3 habs.;2 baños;100 m²;2ª planta;Piso situado en edificio seminuevo, zona residencial con fácil acceso a la a7, a unos minutos de la estación de tren de cercanías....;39.195817998;-0.433133117;;valencia
397.000 €;Piso en Carrer de Luis de Santángel;/comprar/piso-russafa46005-45063822604_100500/;Russafa (Distrito L'Eixample. València Capital);5 habs.;2 baños;118 m²;5ª planta;¿Llevas ya tiempo buscando una vivienda en el centro de valencia?, ¿Nada de lo que has visto o visitado te convence? ¡Tenemos la v...;39.4628586;-0.3675403;;valencia
899.500 €;Piso en Carrer Colón;/comprar/piso-la_xerea46004-39247684878_993930/;La Xerea (Distrito Ciutat Vella. València Capital);5 habs.;3 baños;243 m²;7ª planta;*** en venta o alquiler para larga duración ***señorial, amplia y luminosa vivienda en venta en pleno centro de valencia, situada ...;39.4699937;-0.3706041;;valencia
1.100.000 €;Chalet en Riba-roja de Túria;/comprar/chalet-riba_roja_de_turia_centro_urbano-25079867540_109300/;Riba-roja de Túria;5 habs.;4 baños;630 m²;;Situada en un gran terreno de 1.250m², esta cómoda y espaciosa villa tiene unas características y estilo propios. La propiedad est...;39.5540752;-0.5478512;;valencia
1.500.000 €;Chalet en El Perellonet;/comprar/chalet-el_perellonet-16681899255_109300/;El Perellonet (Distrito Pobles del Sud. València Capital);6 habs.;4 baños;574 m²;;El perellonet, en la provincia de valencia, es una pequeña población muy popular por muchos motivos, siendo uno de ellos el hecho ...;39.3073655;-0.295077;;valencia
365.225 €;Piso en calle Dels Pins & Carrer de Les Roses,  S/N;/comprar/piso-santa_rita_alborgi46980-4476865992_109700/;Santa Rita-Alborgí (Paterna);3 habs.;2 baños;167 m²;6ª planta;Escalera b, 6º b, tipo 6b. Piso en una finca de obra nueva de 167 m² de superficie construida y emplazado en la zona de paterna, p...;39.5063084;-0.4538473;;valencia
624.900 €;Chalet en Chiva;/comprar/chalet-chiva_centro_urbano-16762025476_109300/;Chiva;4 habs.;2 baños;387 m²;;Esta villa ubicada en una parcela privada de la urbanización el bosque golf de chiva (valencia) marca la diferencia por tratarse d...;39.448679;-0.618121;;valencia
130.000 €;Casa en L'Eixereta;/comprar/casa-eixereta-42509962935_524143/;L'Eixereta (Burjassot);2 habs.;1 baño;78 m²;;Encantadora planta baja sin vecinos arriba, lista para ser transformada según tus sueños y gustos personales! Ubicada en el corazó...;39.509111386;-0.416036488;;valencia
168.900 €;Piso en calle de Rodríguez de Cepeda;/comprar/piso-albors46021-43366021423_100500/;Albors (Distrito Camins al Grau. València Capital);2 habs.;1 baño;70 m²;6ª planta;Grupo alain inmobiliaria, vende piso de origen conformado por recibidor, 2 habitaciones, comedor con balcón a la calle con posibil...;39.4685692;-0.3531366;;valencia
690.000 €;Chalet en Chiva;/comprar/chalet-chiva_centro_urbano-25060996631_109300/;Chiva;6 habs.;8 baños;556 m²;;Esta encantadora villa de aire distinguido y clásico está diseñada para disfrutar de una vida relajada con la mayor comodidad y el...;39.4701996;-0.7222953;;valencia
164.900 €;Chalet en La Lloma;/comprar/chalet-olocau_centro_urbano-42582797958_100500/;Olocau;4 habs.;2 baños;102 m²;;¡No te pierdas esta increíble oportunidad! Se trata de un chalet ubicado en la zona la lloma de olocau, con una superficie de 102m...;39.6701892;-0.5344436;;valencia
150.000 €;Piso en Carrer de la Partida de les Palmes;/comprar/piso-rois_de_corella_hospital_beniopa46702-42559999631_259800/;Roís de Corella-Hospital-Beniopa (Distrito Gandia Ciutat. Gandia);3 habs.;2 baños;110 m²;2ª planta;Altura piso 2º, superficie total 110 m², hab. Individuales: 3, 1 baño, 1 aseo, armarios empotrados (####), ascensor (####), cocina...;38.9654228;-0.1955582;;valencia
799.000 €;Chalet en calle Virgen de los Desamparados;/comprar/chalet-los_monasterios_alfinach-13375696679_100500/;Los Monasterios-Alfinach (Puçol);3 habs.;3 baños;360 m²;;Asentada sobre una parcela de casi 920 m² y con una superficie construida de 360 m², rodeada de naturaleza y muy cerca del club de...;39.6336212;-0.3417008;;valencia
1.790.000 €;Chalet en Chiva;/comprar/chalet-chiva_centro_urbano-39256001150_109300/;Chiva;5 habs.;6 baños;447 m²;;Esta villa dispondrá de una arquitectura que le permitirá apreciar las amplias vistas desde la parte más alta del bosque, con camp...;39.4495794;-0.6177294;;valencia
40.000 €;Casa en Carrer del Moral;/comprar/casa-tuejar_centro_urbano-35068208663_995023/;Tuéjar;4 habs.;1 baño;149 m²;;Presentamos esta casa de pueblo con mucho potencial, ubicada en tuéjar, con vistas a la montaña. Esta propiedad, con dos edificaci...;39.764546776;-1.04000358;;valencia
335.000 €;Casa en calle Casa El Alto;/comprar/casa-utiel_centro_urbano-44182823493_109300/;Utiel;8 habs.;9 baños;1.000 m²;;"**impresionante finca rústica con encanto en un entorno natural**

Esta magnífica propiedad, ubicada en una parcela de **12.000 ...";39.6198409;-1.2833239;;valencia
305.000 €;Piso en Carrer de la Melissa, 42;/comprar/piso-valterna_terramelar46989-4467651520_109700/;Valterna-Terramelar (Paterna);3 habs.;2 baños;137 m²;2ª planta;Esc.b-p2-a. Piso en un inmueble de obra nueva de 137 m² de superficie construida y situado en la zona de paterna, acomodado en pla...;39.518937976;-0.437631511;;valencia
545.000 €;Piso en calle de Salvador Giner, 3;/comprar/piso-el_carme46003-4336720475_109700/;El Carme (Distrito Ciutat Vella. València Capital);3 habs.;2 baños;101 m²;3ª planta;B-3-C. Piso de obra nueva, de 101 m2 de superficie construida, y ubicada en la zona de València Capital.  Está distribuida en 3 habitaciones, 2 baños completos y terraza. Garaje y trastero incluido.;39,4801223;-0,3799867;;valencia
1.400.000 €;Piso en Passeig de l'Albereda;/comprar/piso-exposicio-41734732733_100500/;Exposició (Distrito El Pla del Real. València Capital);4 habs.;4 baños;218 m²;7ª planta;"Pineda luxury les ofrece vivienda totalmente renovada con vistas al rio turia.

En una de las zonas mas privilegiadas de valencia
...";39.4751018;-0.3651148;;valencia
353.000 €;Piso en calle del Montgó,  s/n;/comprar/piso-godella_centro_urbano-4578405909_109700/;Godella;3 habs.;2 baños;101 m²;1ª planta;Ilex bloque 4 portal 1 p01 puerta d. Piso en una finca de obra nueva de 101 m² de superficie construida y emplazado en la zona de ...;39.535850414;-0.42996704;;valencia
148.000 €;Apartamento en Playa La Pobla de Farnals;/comprar/apartamento-playa_la_pobla_de_farnals-43355308391_521567/;Playa La Pobla de Farnals (La Pobla de Farnals);1 hab.;1 baño;56 m²;7ª planta;Gran oportunidad de tener el mar en tu hogar. Con este fantástico apartamento que te presentamos en la playa de puebla de farnals,...;39.560982631;-0.289146624;;valencia
129.900 €;Piso en calle de Aldaia, 3;/comprar/piso-alaquas_centro_urbano-42554850012_524085/;Alaquàs;3 habs.;2 baños;107 m²;4ª planta;"Piso luminoso en pleno centro de alaquàs, para entrar a vivir sin necesidad de realizar ninguna reforma.
A la entrada de la vivien...";39.45860093196858;-0.4634139056187376;;valencia
360.000 €;Piso en Gran Vía de Ramón y Cajal;/comprar/piso-arrancapins46007-44223470482_100500/;Arrancapins (Distrito Extramurs. València Capital);4 habs.;2 baños;126 m²;2ª planta;Amplio piso de 126 m² situado en la zona de arrancapins, cerca de paradas de metro de angel guimera y plaza españa con todos los s...;39.4633655;-0.3803462;;valencia
349.000 €;Piso en Carrer de Sevilla;/comprar/piso-russafa46006-34241792072_510657/;Russafa (Distrito L'Eixample. València Capital);3 habs.;2 baños;129 m²;4ª planta;Si quieres vivir en el barrio de moda de la ciudad de valencia, selección inmobiliaria te ofrece en exclusiva , este fantástico in...;39.4626761;-0.3733643;;valencia
360.000 €;Piso en calle del Maestro Aguilar, 2;/comprar/piso-russafa46006-43395793267_992222/;Russafa (Distrito L'Eixample. València Capital);3 habs.;2 baños;91 m²;4ª planta;Les ofrecemos una vivienda reformada con estilo nórdico frente al conocido mercado de ruzafa, un punto estratégico en una de las z...;39.461422;-0.37034845;;valencia
220.000 €;Ático en Arrancapins;/comprar/atico-arrancapins46008-40016074952_100500/;Arrancapins (Distrito Extramurs. València Capital);3 habs.;1 baño;70 m²;;¡Bienvenido a tu nuevo hogar! Este espectacular ático se encuentra en una de las zonas más codiciadas de valencia, la petxina. Con...;39.4675923;-0.3906725;;valencia
153.000 €;Piso en Carrer Atlàntic;/comprar/piso-playa_de_gandia-43390648087_104700/;Playa de Gandia (Gandia);3 habs.;2 baños;97 m²;;Estamos muy felices de poder tener este gran piso en venta. En urbanización privada, en 2ª planta, de 3 dormitorios, 2 baños, ampl...;38.9993612;-0.1606677;;valencia
973.000 €;Piso en Carrer Colón;/comprar/piso-sant_francesc46004-36731327588_100500/;Sant Francesc (Distrito Ciutat Vella. València Capital);4 habs.;4 baños;296 m²;7ª planta;"Grupo alain inmobiliaria, les ofrece, excelente vivienda en calle colón valencia
Vivienda de 296m distribuida en gran salón comedo...";39.4685985;-0.3728994;;valencia
615.000 €;Casa adosada en calle Sector Virentia,  S/N;/comprar/casa_adosada-godella_centro_urbano-4506739584_109700/;Godella;4 habs.;3 baños;141 m²;;1. Casa adosada de obra nueva, de 141 m² de superficie construida, y emplazada en la zona de godella.  Está dispuesta en 4 habitac...;39.5307;-0.422706;;valencia
225.000 €;Piso en calle Carrer de Mossèn Luis Arnau, nº 48;/comprar/piso-albal_centro_urbano-40026378303_101800/;Albal;3 habs.;2 baños;127 m²;4ª planta;Referencia del inmueble 7549 vivienda en albal. El piso se encuentra perfectamente comunicado con transportes públicos, y a pocos ...;39.3993;-0.407399;;valencia
160.000 €;Piso en Centre;/comprar/piso-betera_centre46117-45061451913_515510/;Centre (Bétera);3 habs.;2 baños;100 m²;3ª planta;"Llave maestra oficina de la eliana c/ marques de cáceres 52 ; les ofrece excelente vivienda en betera , finca con ascensor , dispo...";39.591260577;-0.458143364;;valencia
420.000 €;Chalet en Naquera;/comprar/chalet-naquera_naquera_centro_urbano-38373032080_100500/;Nàquera - Náquera;8 habs.;3 baños;1.066 m²;;Gran chalet en venta en nàquera, en urbanización consolidada con zona común deportiva y piscina. La vivienda, de casi 600m² constr...;39.6488563;-0.4428279;;valencia
129.000 €;Casa en La Font D´En Carròs;/comprar/casa-la_font_en_carros_centro_urbano-38403434197_526681/;La Font d'en Carròs;5 habs.;2 baños;400 m²;;Espectacular oportunidad de inversión, muy buena relación espacio-ubicación-precio, la casa de 4 plantas en estado a reformar, con...;38.915995265;-0.171016009;;valencia
260.000 €;Chalet pareado en Carrer de les Amapolas;/comprar/chalet_pareado-chiva_centro_urbano-43425744119_992222/;Chiva;3 habs.;2 baños;102 m²;;"¡Descubre el oasis de tranquilidad que siempre has soñado en la conocida urbanización olimar!

Esta excepcional vivienda unifamili...";39.4675;-0.617905;;valencia
695.000 €;Chalet unifamiliar en Montealegre;/comprar/chalet_unifamiliar-eliana_montealegre-43341564000_528062/;Montealegre (L'Eliana);7 habs.;3 baños;468 m²;;Inmovalencia muratis te presenta esta magnífica vivienda ubicada en el término de la pobla de vallbona, aunque más cerca de la eli...;39.5649063;-0.550343;;valencia
75.000 €;Piso en Carretera de Gabriel Ciscar, 85;/comprar/piso-oliva_nucli_urba-42577782387_109700/;Nucli Urbà (Oliva);2 habs.;1 baño;76 m²;;Magnífica promoción de viviendas de 2 y 3 dormitorios listas para entrar a vivir en el centro de oliva. Diferentes orientaciones y...;38.8959;-0.102251;;valencia
597.000 €;Piso en Avenida de los Hermanos Machado;/comprar/piso-benicalap_barrio46025-25048677586_109700/;Benicalap (Distrito Benicalap. València Capital);4 habs.;2 baños;85 m²;;Piso en un inmueble de obra nueva de 85 m² de superficie construida y situado en la zona de valència capital. Está estructurado en...;39.497753831;-0.383673359;;valencia
329.900 €;Chalet en Daimús;/comprar/chalet-daimus_centro_urbano-37584522893_106700/;Daimús;3 habs.;2 baños;198 m²;;¡La joya junto al mar que has estado esperando está aquí! Te presentamos este espectacular chalet individual ubicado a tan solo 20...;38.97812969;-0.146192036;;valencia
413.000 €;Piso en calle Sant Vicent Màrtir,  S/N;/comprar/piso-arrancapins46007-4506194046_109700/;Arrancapins (Distrito Extramurs. València Capital);2 habs.;2 baños;;5ª planta;Escalera b, 5º 2d06. Piso en un edificio de obra nueva y ubicado en la zona de valència capital, enclavado en planta 5. Está distr...;39.4652;-0.386168;;valencia
185.000 €;Piso en calle de Lauri Volpi;/comprar/piso-eixereta-43432255739_100500/;L'Eixereta (Burjassot);4 habs.;2 baños;120 m²;2ª planta;Grupo alain inmobiliaria presenta esta magnifica vivienda ubicada en burjassot. Se encuentra en una segunda planta con ascensor y ...;39.514652174;-0.411409266;;valencia
499.000 €;Chalet en calle Pintor Pinazo;/comprar/chalet-naquera_naquera_centro_urbano-44174668862_992222/;Nàquera - Náquera;5 habs.;5 baños;363 m²;;"¡Bienvenido a tu nuevo hogar en náquera, donde la elegancia se encuentra con la comodidad en un entorno natural de ensueño!

Helic...";39.631576224;-0.416268694;;valencia
329.000 €;Piso en Plaça de l'Horticultor Corset, 1;/comprar/piso-la_petxina46008-45048485566_992222/;La Petxina (Distrito Extramurs. València Capital);3 habs.;2 baños;132 m²;2ª planta;"Helice inmobiliaria_agencia registrada raicv 2172
Helice inmobiliaria presenta: espectacular vivienda en la zona de petxina, valen...";39.472637;-0.3920787;;valencia
281.000 €;Piso en calle Luis Cuadau Marco, 17;/comprar/piso-sant_josep_els_metalls-28398261934_109700/;Sant Josep-Els Metalls (Distrito Port de Sagunt. Sagunt - Sagunto);3 habs.;2 baños;112 m²;;Piso en un edificio de obra nueva de 98 m² de superficie construida y ubicado en la zona de sagunt - sagunto. Está distribuido en ...;39.664944;-0.219127;;valencia
295.000 €;Dúplex en Carrer de Rubén Vela, 19;/comprar/duplex-en_corts46006-44178409857_523185/;En Corts (Distrito Quatre Carreres. València Capital);3 habs.;3 baños;134 m²;1ª planta;"Piso para inversores - alquilado - actualmente no se puede visitar

Vivienda ideal para inversores, ya que actualmente se encuentr...";39.455975;-0.3739956;;valencia
282.000 €;Piso en Avenida de la Constitución, 206;/comprar/piso-rascanya_orriols46019-41760151394_109700/;Orriols (Distrito Rascanya. València Capital);3 habs.;2 baños;144 m²;;Piso en una finca de obra nueva de 144 m² de superficie construida y emplazado en la zona de valència capital, con orientación sur...;39.492593;-0.373656;;valencia
999.000 €;Piso en Gran Vía del Marqués del Turia;/comprar/piso-el_pla_del_remei46005-40919059172_510657/;El Pla del Remei (Distrito L'Eixample. València Capital);3 habs.;2 baños;234 m²;7ª planta;Disfruta de la elegancia y el confort de esta vivienda señorial, situada en una de las zonas más exclusivas de valencia. Con una s...;39.468525;-0.3646306;;valencia
236.313 €;Piso en calle Vicent Aleixandre,  S/N;/comprar/piso-albal_centro_urbano-4454425250_109700/;Albal;3 habs.;2 baños;121 m²;5ª planta;E5. Piso en un inmueble de obra nueva de 121 m² de superficie construida y situado en la zona de albal, acomodado en planta 5. Est...;39.3887232;-0.395717;;valencia
190.000 €;Piso en calle de Altamira;/comprar/piso-pucol_centre-45048906427_100500/;Centre (Puçol);4 habs.;;122 m²;2ª planta;"¿Necesitas espacio para vivir con comodidad y disfrutar de tu familia? No sigas buscando porque lo tenemos.

Se trata de una estup...";39.6214993;-0.3078091;;valencia
365.225 €;Piso en calle Dels Pins & Carrer de Les Roses,  S/N;/comprar/piso-santa_rita_alborgi46980-4476865992_109700/;Santa Rita-Alborgí (Paterna);3 habs.;2 baños;167 m²;6ª planta;Escalera B, 6º B, Tipo 6B. Piso en una finca de obra nueva de 167 m2 de superficie construida y emplazado en la zona de Paterna, posicionado en planta 6. Está dispuesto en 3 habitaciones, 2 baños completos y terraza. Cuenta como extras ascensor.;39,5063084;-0,4538473;;valencia
62.000 €;Casa en Alborache;/comprar/casa-alborache_centro_urbano-34224410510_992277/;Alborache;3 habs.;1 baño;238 m²;;Casa de pueblo con 2 viviendas independientes planta baja y piso: se ubica sobre una parcela 156 m² y cuenta 238 m² construidos,pl...;39.3930711;-0.7727539;;valencia
37.000 €;Piso en Carrer San José;/comprar/piso-san_antonio_de_requena-22578989214_523386/;San Antonio de Requena (Requena);3 habs.;1 baño;114 m²;3ª planta;"Venta de piso en san antonio- requena, 114 m², 3º sin ascensor.
Orientación este-oeste, muy luminoso, la vivienda cuenta con un am...";39.5067924;-1.1568716;;valencia
750.000 €;Casa adosada en El Calvari;/comprar/casa_adosada-el_calvari46025-44169365404_108500/;El Calvari (Distrito Campanar. València Capital);5 habs.;3 baños;295 m²;;Vendemos un excelente pareado esquinero ubicado en una antigua alqueria en la zona de nou benicalap. Este magnífico inmueble, que ...;39.4869911;-0.3883271;;valencia
259.990 €;Piso en 46021;/comprar/piso-amistat-43403505961_500328/;L'Amistat (Distrito Algirós. València Capital);4 habs.;2 baños;123 m²;3ª planta;Si deseas vivir en unas de las mejores zonas de valencia, ha llegado el momento !!! Se vende vivienda exterior en exclusiva ,con g...;39.4683826;-0.3518988;;valencia
162.000 €;Casa en Albuixech;/comprar/casa-albuixech_centro_urbano-43371603453_527401/;Albuixech;3 habs.;1 baño;235 m²;;"Oportunidad única en albuixech, valencia

Descubre tu espacio ideal en una zona tranquila y céntrica

Te presentamos una vivienda ...";39.5450599;-0.3230566;;valencia
