precio;sub_descr;href;ubicacion;habitaciones;mt2;planta;otros;latitude;longitude;banios;CCAA
1.500 €/mes;;/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-45901961348_516839/;Núcleo Urbano (Villanueva de la Cañada);3 habs.;123 m²;1ª planta;Estupendo acogedor piso amueblado en alquiler, en muy buen estado, luminoso, edificio con ascensor, ¡Ideal para estudiantes! Equip...;40.4392116;-3.9996394;2 baños;madrid
1.150 €/mes;;/alquilar/estudio-chamartin_el_viso28002-45025489740_100500/;El Viso (Distrito Chamartín. Madrid Capital);;35 m²;;"Estudio reformado y amueblado con calefacción y wifi incluidos

¡Ideal para estudiantes internacionales! Ya disponible para visita...";40.4431438;-3.6828988;1 baño;madrid
1.200 €/mes;;/alquilar/piso-pueblo28223-45061520819_101800/;Pueblo (Pozuelo de Alarcón);2 habs.;95 m²;2ª planta;Descubre tu nuevo hogar en la mejor zona de la estación de pozuelo! Este piso reformado, disponible a partir de julio de 2024, te ...;40.439059485;-3.807947216;2 baños;madrid
1.400 €/mes;;/alquilar/piso-guindalera28028-45849291883_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;73 m²;3ª planta;Encantador piso de 73 m², ubicado en una finca histórica rehabilitada, te ofrece la combinación perfecta de elegancia y comodidad....;40.4364434;-3.6718167;2 baños;madrid
1.100 €/mes;;/alquilar/piso-centro_arroyo_la_fuente28943-45858388452_501059/;Centro-Arroyo-La Fuente (Fuenlabrada);3 habs.;81 m²;6ª planta;"Isol business alquila magnifico piso listo para entrar en fuenlabrada

Cuenta con un excelente transporte pública a través de la e...";40.28204;-3.806255;2 baños;madrid
1.500 €/mes;Piso en calle;/alquilar/piso-recoletos28001-42567419533_107700/;Recoletos (Distrito Salamanca. Madrid Capital);1 hab.;50 m²;;Recoletos, magnifico apartamento duplex, completamente equipado y amueblado, mucha luz, vistas a la ciudad, mejor zona de madrid, ...;40.4214;-3.6859;1 baño;madrid
1.100 €/mes;;/alquilar/estudio-chamartin_el_viso28002-45837916685_100500/;El Viso (Distrito Chamartín. Madrid Capital);;35 m²;;"¡Ideal para estudiantes internacionales! Calefacción y wifi incluidos!!
Ya disponible para visita presencial u online.
De la mano ...";40.4431438;-3.6828988;1 baño;madrid
3.500 €/mes;;/alquilar/piso-la_moraleja_distrito28109-65933317483_179400/;La Moraleja (La Moraleja);4 habs.;237 m²;2ª planta;"Magnapol alquila  piso de nueva construcción .
230 mts con magníficas vistas sobre el campo de golf ii del club de la moraleja.
-...";40.5111874;-3.6150061;4 baños;madrid
975 €/mes;;/alquilar/piso-paracuellos_de_jarama_centro_urbano-43377497636_108900/;Paracuellos de Jarama;2 habs.;67 m²;3ª planta;¡Alta de suministros gratis! Disfruta de tu hogar desde el primer momento, fidere te acompaña en la gestión de los suministros de ...;40.5061962;-3.5090931;;madrid
2.500 €/mes;;/alquilar/piso-rios_rosas28003-45033249486_108500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);3 habs.;108 m²;;Bek properties les ofrece este fabuloso piso, reformado con buenas calidades. Exterior, 2ª planta, muy luminoso orientado al sur. ...;40.4383563;-3.7006723;4 baños;madrid
2.100 €/mes;;/alquilar/piso-chamberi_almagro28010-25029242418_100500/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;90 m²;;"""en calle principal de almagro, tres dormitorios con camas dobles"" ""para entrar el 1 de agosto"" 
""por favor contactar con nombre y...";40.4340499;-3.6946476;1 baño;madrid
5.800 €/mes;;/alquilar/atico-la_moraleja_encinar_de_los_reyes-95849101001_179400/;Encinar de los Reyes (La Moraleja);5 habs.;321 m²;;Magnapol alquila  en exclusiva este estupendo ático de reciente construcción en una de las urbanizaciones más elegantes de la zona...;40.5066162;-3.6262172;6 baños;madrid
1.600 €/mes;;/alquilar/piso-recoletos28001-16735921421_996542/;Recoletos (Distrito Salamanca. Madrid Capital);2 habs.;40 m²;3ª planta;"Diplomatic real estate ofrece piso con reforma a estrenar y mobiliario moderno. Se puede ver a partir del 15 de julio
 Contrato mí...";40.428902;-3.6775377;1 baño;madrid
1.150 €/mes;;/alquilar/apartamento-berruguete28039-45091994448_500564/;Berruguete (Distrito Tetuán. Madrid Capital);1 hab.;55 m²;1ª planta;Este encantador apartamento en alquiler se encuentra en la zona de berruguete, en madrid capital. Situado en un primer piso, cuent...;40.4583899;-3.7019271;1 baño;madrid
2.800 €/mes;;/alquilar/piso-justicia_chueca28004-41705368918_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 hab.;68 m²;2ª planta;"Baires grupo inmobiliario gestiona el alquiler de este piso en el famoso barrio de chueca.
Disponible a partir del 29 de febrero d...";40.4235526;-3.7001462;2 baños;madrid
1.350 €/mes;;/alquilar/piso-costillares-26675452914_100500/;Costillares (Distrito Ciudad Lineal. Madrid Capital);2 habs.;83 m²;7ª planta;Extra inmobiliaria alquila, un piso que consta de un hall de entrada, cocina independiente amueblada con electrodomésticos, terraz...;40.4797252;-3.6639566;2 baños;madrid
2.600 €/mes;Apartamento en calle de Topete, 11;/alquilar/apartamento-bellas_vistas28039-39229612489_527206/;Bellas Vistas (Distrito Tetuán. Madrid Capital);3 habs.;58 m²;1ª planta;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.449406238195984;-3.7048139284600476;1 baño;madrid
820 €/mes;;/alquilar/piso-alcorcon_casco_antiguo-34202085834_991623/;Casco Antiguo (Alcorcón);1 hab.;50 m²;Bajo;"Disponible para el uno de agosto. 
Alvencor alquila apartamento amueblado en la zona de polvoranca, 1 dormitorio, 1 baño, salón co...";40.349422;-3.826177;1 baño;madrid
3.300 €/mes;Piso en calle;/alquilar/piso-guindalera28028-45077239094_107700/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;107 m²;;Este fantástico y acogedor apartamento de 3 habitaciones situado en la zona de ventas, un barrio residencial que alberga grandes t...;40.4366;-3.66287;2 baños;madrid
1.100 €/mes;;/alquilar/piso-chamartin_ciudad_jardin28002-45883339295_100200/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);;65 m²;;Agencia inmobiliaria- chamartin - el viso - cuidad jardin - alquiler - zona prosperidad. Piso exterior muy bien ubicado. Salón, co...;40.4444244;-3.6748675;1 baño;madrid
2.000 €/mes;;/alquilar/piso-hortaleza_palomas28042-45930803521_996542/;Palomas (Distrito Hortaleza. Madrid Capital);2 habs.;90 m²;2ª planta;"Diplomatic real estate, ofrece piso moderno con mobiliario actual próximo hipercor campo de las naciones.
 Salón comedor en dos am...";40.455256429;-3.62090078;2 baños;madrid
3.500 €/mes;;/alquilar/atico-la_moraleja_encinar_de_los_reyes28055-45924180065_100500/;Encinar de los Reyes (La Moraleja);2 habs.;225 m²;;"Diza consultores te presenta el ático de tus sueños.
Este espectacular ático sin amueblar, que cuenta con dos dormitorios y seis t...";40.5003662;-3.6448193;2 baños;madrid
2.600 €/mes;;/alquilar/piso-centro_embajadores_lavapies28012-39205965627_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 hab.;60 m²;5ª planta;"Diza consultores les presenta esta fantástica promoción  en pleno centro histórico de madrid.

Se trata de una vivienda  de 1 dorm...";40.4139442;-3.702561;1 baño;madrid
1.100 €/mes;;/alquilar/piso-mostoles_centro28931-45015589321_100500/;Centro (Móstoles);3 habs.;85 m²;1ª planta;¡Descubre tu nuevo hogar en esta urbanización de ensueño! Este piso de 85 m², ubicado en la primera planta con ascensor, te ofrece...;40.3226431;-3.8634402;1 baño;madrid
4.200 €/mes;;/alquilar/piso-justicia_chueca28004-9250168946_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;138 m²;2ª planta;"Diza consultores les presenta este piso amueblado de 138 metros cuadrados en la calle sagasta.

Ubicado en un segundo piso, esta v...";40.4287409;-3.7000149;3 baños;madrid
1.500 €/mes;;/alquilar/piso-fuencarral_el_pardo_las_tablas28050-45882897075_106700/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;98 m²;;Se alquila un magnífico piso exterior de 98 metros cuadrados construidos y 80 metros cuadrados útiles, ubicado en una de las mejor...;40.5002127;-3.6727201;2 baños;madrid
1.230 €/mes;;/alquilar/piso-parque_empresarial28232-44174219316_108900/;Parque Empresarial (Las Rozas de Madrid);2 habs.;70 m²;2ª planta;"Espectacular vivienda de 2 dormitorios en perfecto estado de alquiler. Y además, ¡Con plaza de garaje incluida!
 
¡Alta de suminis...";40.4992667;-3.8832471;;madrid
3.800 €/mes;;/alquilar/atico-chamberi_almagro28010-26677046861_100500/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;185 m²;;"“exclusivo ático en una de las mejores calles de almagro"" 
Situada en el elegante barrio de almagro, esta vivienda se encuentra en...";40.4260218;-3.6920468;3 baños;madrid
1.850 €/mes;;/alquilar/apartamento-centro_palacio28013-40065513549_996542/;Palacio (Distrito Centro. Madrid Capital);1 hab.;50 m²;Bajo;Diplomatic real estate ofrece bonito apartamento amueblado  de 48m²,en palacio-centro a escasos metros de la plaza de españa. En m...;40.4221867;-3.7117196;1 baño;madrid
4.000 €/mes;;/alquilar/piso-justicia_chueca28004-30880256826_996542/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;120 m²;3ª planta;"Diplomatic real estate ofrece  piso con mobiliario moderno próximo alonso martínez.
La renta se incrementa 10%
Salón de 30 m²., co...";40.4285629;-3.6992216;2 baños;madrid
1.750 €/mes;;/alquilar/piso-chamartin_ciudad_jardin28002-45865519273_109100/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);1 hab.;65 m²;3ª planta;Donpiso retiro alquila impresionante piso de alquiler de 65 metros cuadrados, diseñado para ofrecer confort y elegancia.   Al ingr...;40.4485893;-3.6731784;1 baño;madrid
4.000 €/mes;;/alquilar/apartamento-recoletos28001-45036743601_100500/;Recoletos (Distrito Salamanca. Madrid Capital);6 habs.;260 m²;1ª planta;"Piso en alquiler en calle núñez de balboa 
Compuesto de un hall grande,  6 habitaciones grandes , 3 cuartos de baño completos , co...";40.427695431;-3.682624562;3 baños;madrid
1.000 €/mes;;/alquilar/estudio-chamberi_arapiles28015-45867944959_100500/;Arapiles (Distrito Chamberí. Madrid Capital);;40 m²;;"Reformado, 1 dormitorio, aire acondicionado, balcón y trastero

Socios tiene el privilegio de ofrecer apartamento exterior. Si est...";40.439405;-3.7079986;1 baño;madrid
5.500 €/mes;;/alquilar/atico-chamberi_almagro28010-95080073333_996542/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;170 m²;;"Diplomatic real estate ofrece magnífico ático dúplex en edificio clásico muy representativo de 1960.
Salón con techos altos y mold...";40.4291665;-3.6908899;3 baños;madrid
3.500 €/mes;;/alquilar/piso-chamberi_almagro28003-33401115280_991150/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;179 m²;5ª planta;"Piso exterior reformado con materiales de primeras calidades en nuevos ministerios.

El piso se distribuye en un hall de entrada, ...";40.4461593;-3.6996667;3 baños;madrid
1.350 €/mes;;/alquilar/piso-castillejos28020-45050786052_100500/;Castillejos (Distrito Tetuán. Madrid Capital);1 hab.;52 m²;3ª planta;"Luminosa vivienda con plaza de garaje y trastero incluidos en el precio, en un edificio con piscina: 
 
Consta de un amplio salón-...";40.4595829;-3.6989636;1 baño;madrid
3.450 €/mes;;/alquilar/piso-nueva_espana28046-45873904887_100500/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;170 m²;3ª planta;Diza consultores les presenta este impresionante piso de 170 m² por 3.450 euros al mes. Esta vivienda es ideal para quienes buscan...;40.459639;-3.6892116;3 baños;madrid
3.500 €/mes;;/alquilar/piso-recoletos28001-45028115729_100500/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;90 m²;5ª planta;"Diza consultores les presenta este  estupendo piso ubicado en la prestigiosa zona del barrio de salamanca en madrid.

El piso cuen...";40.4233087;-3.6867169;2 baños;madrid
1.200 €/mes;;/alquilar/piso-espartales28806-45855850810_100500/;Espartales (Distrito Ensanche-Espartales. Alcalá de Henares);2 habs.;90 m²;2ª planta;¡Descubre tu nuevo hogar en espartales, alcalá de henares! Este encantador piso de 90 m² ofrece todo lo que necesitas para una vid...;40.510330842;-3.364526368;2 baños;madrid
4.200 €/mes;;/alquilar/piso-trafalgar28015-35059825851_996542/;Trafalgar (Distrito Chamberí. Madrid Capital);2 habs.;126 m²;4ª planta;"Diplomatic real estate ofrece magnífico piso amueblado.
Disponible  el 19 de julio.
 A la renta hay  que añadirle el 10% de iva.
S...";40.4367417;-3.6945056;2 baños;madrid
3.700 €/mes;Loft en calle de Las Navas de Tolosa, 9;/alquilar/loft-sol_barrio28013-39265841354_527206/;Sol (Distrito Centro. Madrid Capital);2 habs.;205 m²;;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.41907319847509;-3.7071854808101232;3 baños;madrid
11.500 €/mes;;/alquilar/piso-justicia_chueca28004-42520786919_109300/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;248 m²;;Si quieres estar en un apartamento extraordinario en una de las mejores zonas de madrid, chueca justicia, en un edificio de lujo, ...;40.4215477;-3.6955498;4 baños;madrid
3.000 €/mes;;/alquilar/piso-moncloa_aravaca_arguelles28008-45048594848_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;120 m²;4ª planta;"Finca representativa / reformado / exterior / ascensor / aire acondicionado

Ponemos a tu disposición este magnífico piso exterior...";40.4260957;-3.714636;2 baños;madrid
1.450 €/mes;;/alquilar/piso-tetuan_cuatro_caminos28020-43334365093_996542/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);1 hab.;60 m²;4ª planta;"Diplomatic real estate ofrece piso a 5 minutos del corte inglés de castellana, y estación nuevos ministerios.
Salón comedor con so...";40.4520039;-3.6952671;1 baño;madrid
1.015 €/mes;;/alquilar/piso-paracuellos_de_jarama_centro_urbano-43423459593_108900/;Paracuellos de Jarama;2 habs.;68 m²;2ª planta;¡Alta de suministros gratis! Disfruta de tu hogar desde el primer momento, fidere te acompaña en la gestión de los suministros de ...;40.5037477;-3.5154877;;madrid
3.800 €/mes;;/alquilar/piso-chamartin_el_viso28046-45927238542_100500/;El Viso (Distrito Chamartín. Madrid Capital);4 habs.;230 m²;7ª planta;"Diza consultores les presenta formidable piso con grandes ventanales y vistas despejadas en el paseo de la castellana.

En la sépt...";40.4502011;-3.6901261;2 baños;madrid
6.500 €/mes;;/alquilar/chalet-chamartin_hispanoamerica28016-14170249914_996542/;Hispanoamérica (Distrito Chamartín. Madrid Capital);6 habs.;295 m²;;"Diplomatic real estate ofrece chalet independiente con jardín de 259 m².
Reformado con buenas calidades.
Se alquila sin muebles pe...";40.4626225;-3.6734951;4 baños;madrid
12.000 €/mes;Chalet en calle;/alquilar/chalet-boadilla_del_monte_valdecabanas-45884347398_107700/;Valdecabañas (Boadilla del Monte);5 habs.;590 m²;;"¡Espectacular chalet independiente en 1 sóla planta!

Century 21 alquila este espectacular chalet semiamueblado en valdecabañas, u...";40.4387;-3.88829;4 baños;madrid
4.500 €/mes;;/alquilar/piso-recoletos28001-9262344901_996542/;Recoletos (Distrito Salamanca. Madrid Capital);2 habs.;240 m²;4ª planta;"Diplomatic real estate, alquila piso de lujo con mobiliario de calidad en el barrio de recoletos a pocos pasos de calle serrano.
...";40.427832;-3.688248;3 baños;madrid
1.300 €/mes;;/alquilar/piso-cortes_huertas28014-28427411919_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 hab.;46 m²;3ª planta;"Disponible desde agosto 2024:

Vivienda reformada con buen gusto en pleno centro de madrid en la zona de barrio de las letras - co...";40.4142634;-3.6975747;1 baño;madrid
1.590 €/mes;;/alquilar/piso-ibiza28009-45917949533_100500/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;80 m²;6ª planta;Hermoso piso reformado en sexta planta, con una superficie construida de 80 m², muy luminoso y con vistas a un tranquilo patio de ...;40.4198955;-3.6730824;1 baño;madrid
12.000 €/mes;;/alquilar/piso-jeronimos28014-45027368929_101800/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;390 m²;2ª planta;"1º línea de retiro, con vistas al parque del retiro, en edificio clásico representativo.

Grandes estancias. Piso de esquina, saló...";40.4137616;-3.6891239;4 baños;madrid
1.900 €/mes;;/alquilar/piso-chamartin_hispanoamerica28016-45905428543_519083/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 habs.;88 m²;5ª planta;Piso en alquiler en calle bolivia, zona plaza de la república dominicana, metro colombia ln9 y ln8 directa al aeropuerto madrid ba...;40.4565646;-3.6783734;2 baños;madrid
3.400 €/mes;Piso en calle de San Bernardo;/alquilar/piso-trafalgar28015-43432045372_108900/;Trafalgar (Distrito Chamberí. Madrid Capital);2 habs.;128 m²;;"&nbsp;
Inmobiliaria don chamber&iacute; presenta esta exclusiva vivienda exterior situada en trafalgar, uno de los barrios m&aacut...";40.4317;-3.7048;2 baños;madrid
950 €/mes;;/alquilar/piso-universidad_malasana28004-45046937580_105700/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;37 m²;5ª planta;"Globalpiso malasaña alquila - fantástico piso situado en pleno barrio de malasaña, muy próximo a gran vía.
Se sitúa en una quinta ...";40.4220401;-3.7055502;;madrid
180 €/día;;/alquilar/piso-chamberi_vallehermoso28003-43370268119_109300/;Vallehermoso (Distrito Chamberí. Madrid Capital);1 hab.;110 m²;;"En inmob homes presentamos la alternativa de alquiler temporario amueblado de&nbsp;&nbsp;piso de lujo en pleno centro de madrid. P...";40.4429018;-3.7042883;1 baño;madrid
1.250 €/mes;;/alquilar/piso-carabanchel_vista_alegre28025-44250635684_100500/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 habs.;89 m²;4ª planta;"Ksa inmobilaira te ofrece hermoso piso de 2 dormitorios y 2 baños

Urbanización con jardín y ascensor adatado a movilidad reducida...";40.3796737;-3.7473101;2 baños;madrid
1.550 €/mes;;/alquilar/piso-trafalgar28010-44241893462_519513/;Trafalgar (Distrito Chamberí. Madrid Capital);2 habs.;75 m²;5ª planta;"Maravilloso apartamento en una ubicación ideal en trafalgar, chamberí. En una finca con conserje. 

Cocina amueblada y equipada co...";40.4296687;-3.6995561;1 baño;madrid
1.190 €/mes;;/alquilar/piso-puerta_bonita28025-45928465441_518874/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);2 habs.;70 m²;Bajo;Masterpiso, alquila piso en calle clara campoamor, puerta bonita, carabanchel, madrid m² 70m² construidos y 68m² útiles, 3ª planta...;40.382827;-3.7330523;2 baños;madrid
2.300 €/mes;;/alquilar/piso-cortes_huertas28014-45070760472_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 habs.;80 m²;Bajo;"Piso, madrid (madrid centro)

 Piso de estreno para estancia menor a un año, renovable. Amueblado y perfectamente equipado. A dos ...";40.4174739;-3.6978735;2 baños;madrid
2.900 €/mes;;/alquilar/piso-fuente_del_berro28028-45091353247_524228/;Fuente del Berro (Distrito Salamanca. Madrid Capital);3 habs.;149 m²;Bajo;"Buscamos perfiles de trabajadores y familias. 

Esta vivienda es amplia, alegre y muy luminosa gracias a su orientación sur. Esta ...";40.4267104;-3.6643045;3 baños;madrid
920 €/mes;;/alquilar/piso-carabanchel_vista_alegre28025-45080545908_991623/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 habs.;65 m²;5ª planta;"Solo para estudiantes.
Alvencor alquila piso amueblado de 2 dormitorios, 1 baño reformado, salón comedor, cocina.
Suelos en gres, ...";40.3897443;-3.7361672;1 baño;madrid
2.000 €/mes;;/alquilar/piso-cortes_huertas28013-45048654865_996331/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 habs.;85 m²;2ª planta;Clubdomus alquila este encantador piso en alquiler se encuentra en el municipio de madrid capital, en la zona de cortes-huertas. S...;40.4188068;-3.6997657;1 baño;madrid
2.500 €/mes;Piso en calle del Padre Claret, 1;/alquilar/piso-chamartin_prosperidad28002-45078203628_991170/;Prosperidad (Distrito Chamartín. Madrid Capital);3 habs.;151 m²;5ª planta;"Espectacular vivienda de tres dormitorios y dos baños con una gran terraza.
Según se entra a la vivienda nos encontramos a mano iz...";40.444168;-3.6654408;2 baños;madrid
2.250 €/mes;;/alquilar/piso-universidad_malasana28004-45892648947_998036/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 habs.;130 m²;1ª planta;El piso esta amueblado, dispone de mucha luz artificial, tiene armarios empotrados, cocina completamente equipada, dos baños compl...;40.4226582;-3.7064414;2 baños;madrid
1.650 €/mes;;/alquilar/piso-lista_barrio28006-45020310024_362300/;Lista (Distrito Salamanca. Madrid Capital);1 hab.;75 m²;8ª planta;"Se alquila desde 01 julio 2.024 hasta 30 enero 2.025.
 
Impresionante ático amueblado con piscina en pleno barrio de salamanca! Un...";40.4321897;-3.6737202;1 baño;madrid
950 €/mes;;/alquilar/piso-mostoles_centro28937-45885457835_100500/;Centro (Móstoles);3 habs.;70 m²;4ª planta;"Vohome propiedades alquila piso en cuarta planta.

Esta acogedora vivienda exterior se distribuye en: hall de entrada, salón muy l...";40.3252539;-3.8592099;1 baño;madrid
1.300 €/mes;Piso en calle;/alquilar/piso-opanel28019-45885702410_107700/;Opañel (Distrito Carabanchel. Madrid Capital);2 habs.;94 m²;;"Sin honorarios de agencia!! Oportunidad!! Magnífica vivienda a estrenar, en edificio de reciente construcción.
Vivienda con muchís...";40.3916;-3.71882;2 baños;madrid
1.000 €/mes;;/alquilar/apartamento-puerta_del_angel-45849326528_524941/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 hab.;40 m²;Bajo;"Mad estate alquila apartamento a estrenar.
Equipado con todos los  muebles y electrodomésticos de la cocina.

Dotado de salón-come...";40.406659;-3.7409792;1 baño;madrid
700 €/mes;;/alquilar/estudio-hortaleza_canillas28043-45910259824_523805/;Canillas (Distrito Hortaleza. Madrid Capital);1 hab.;35 m²;;Homevitae madrid les da la bienvenida a este magnífico estudio en alquiler amueblado en el barrio de canillas! Ubicado en la segun...;40.4655795;-3.6298931;1 baño;madrid
850 €/mes;;/alquilar/piso-mostoles_oeste28934-45835110983_100200/;Oeste (Móstoles);2 habs.;68 m²;;Agencia inmobiliaria tecnocasa de mostoles - zona alfonso xii - hospital metro en exclusiva alquila piso muy luminoso, recien pint...;40.318787;-3.874299;1 baño;madrid
890 €/mes;;/alquilar/piso-retiro_pacifico28007-45888781223_109300/;Pacífico (Distrito Retiro. Madrid Capital);1 hab.;37 m²;;"Ponemos en alquiler&nbsp; un piso ideal por su ubicación, ya que está en la zona de pacífico, muy cerca de la boca de metro de men...";40.4047173;-3.6793882;1 baño;madrid
2.490 €/mes;;/alquilar/piso-sol_barrio28005-44252994981_100500/;Sol (Distrito Centro. Madrid Capital);2 habs.;75 m²;4ª planta;"**¡Oportunidad única en el corazón de madrid! ** 
Presentamos un encantador piso ubicado en la emblemática puerta del sol, en plen...";40.41432;-3.7081636;1 baño;madrid
850 €/mes;;/alquilar/loft-san_blas_simancas28037-45915988719_100500/;Simancas (Distrito San Blas. Madrid Capital);;58 m²;;31real servicios inmobiliarios alquila maravilloso loft, a escasos metros de la calle alcalá, una comunicación ideal que cuenta co...;40.4379611;-3.6316629;1 baño;madrid
2.300 €/mes;;/alquilar/piso-hortaleza_palomas28042-45898916156_106000/;Palomas (Distrito Hortaleza. Madrid Capital);3 habs.;240 m²;1ª planta;"Inmoline 91 616 32 20 - whatsapp 663 143 487.-  magnifica vivienda en alquiler, reformada en 2024. Muy luminosa.
Situado en un ent...";40.4519241;-3.6082346;2 baños;madrid
650 €/mes;;/alquilar/estudio-brezo_guardia_civil28342-45833888196_100500/;Brezo-Guardia Civil (Valdemoro);1 hab.;42 m²;;Estudio en alquiler valdemoro zona centro, 42 m² de superficie construida,  terraza acristalada, salón-habitacion-cocina y baño, c...;40.19361093;-3.679950421;1 baño;madrid
850 €/mes;Loft en Carretera de Fuencarral, 56;/alquilar/loft-alcobendas_valdelacasa-45032301375_523805/;Valdelacasa (Alcobendas);1 hab.;78 m²;;"Homevitae madrid pone en alquiler loft profesional en 3ª planta exterior.

Dispone el loft  en planta baja de un amplio salón con ...";40.529095;-3.6507893;1 baño;madrid
1.350 €/mes;;/alquilar/piso-corralejos28042-45881827249_100200/;Corralejos (Distrito Barajas. Madrid Capital);2 habs.;103 m²;;"Agencia inmobiliaria de madrid zona barajas - corralejos tecnocasa estudio barajas-corralejos

Espectacular vivienda en alquiler e...";40.4624059;-3.5944671;2 baños;madrid
