precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta;CCAA
890 €/mes;;/alquilar/piso-centro_palacio28005-22561931242_100500/;Palacio (Distrito Centro. Madrid Capital);1 baño;45 m²;Piso de 1 dormitorio, 1 baño y salón con cocina americana reformado junto al puente de segovia. No disponible para corta duración ...;40.407058;-3.7229501;1 hab.;;madrid
3.900 €/mes;;/alquilar/piso-casa_de_campo28008-93356030473_102100/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);3 baños;270 m²;Piso en argüelles de 270 m², 4 dormitorios, 3 baños, exterior, muy luminoso, orientación oeste  características:  calefacción: cen...;40.4291752;-3.7294249;4 habs.;;madrid
1.100 €/mes;;/alquilar/atico-opanel28019-43360462661_108900/;Opañel (Distrito Carabanchel. Madrid Capital);1 baño;55 m²;Ático de 55m² reformada. Consta de dos habitaciones, salón, un baño completo, cocina amueblada y equipada. Consta de calefacción d...;40.3919836;-3.7260095;2 habs.;;madrid
1.250 €/mes;;/alquilar/piso-moncloa_aravaca_arguelles28008-44253899925_108900/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;49 m²;Estupendo piso de 49m² situado en uno de los mejores barrios de madrid, la vivienda esta completamente reformada a estrenar, cuent...;40.4308035;-3.7205777;1 hab.;4ª planta;madrid
2.000 €/mes;;/alquilar/piso-ciudad_universitaria28035-43388096638_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);3 baños;140 m²;Gilmar consulting inmobiliario mirasierra se complace en presentar fantastico y acogedor piso con 140m² en fuentelarreina, distrib...;40.4805858;-3.7394314;4 habs.;;madrid
1.700 €/mes;;/alquilar/piso-guindalera28028-42547921714_102100/;Guindalera (Distrito Salamanca. Madrid Capital);1 baño;135 m²;Piso en fuente del berro de 135 m², 2 dormitorios, 1 baño, cocina, terraza de 40,00 metros, patio de manzana, muy luminoso, orient...;40.4286791;-3.6637121;2 habs.;;madrid
1.200 €/mes;;/alquilar/piso-cortes_huertas28012-881495866_517093/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;53 m²;"Espectacular, reformado a estrenar,  amueblado y luminoso piso ubicado en el centro de madrid.

Consta de una habitación con armar...";40.4096852;-3.7047076;1 hab.;2ª planta;madrid
1.320 €/mes;;/alquilar/casa_adosada-villalbilla_centro_urbano-45097634553_100500/;Villalbilla;3 baños;161 m²;"Mercaser grupo inmobiliario, se alquila chalet de 4 dormitorios en villalbilla. Madrid.

Estupendo chalet adosado, situado a la en...";40.4320725;-3.3031956;4 habs.;;madrid
3.500 €/mes;;/alquilar/piso-universidad_malasana28015-45840560200_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 baños;161 m²;Ubicado en una de las zonas más céntricas y codiciadas de madrid, este espectacular piso de 161 m² se encuentra a pocos pasos de l...;40.426164;-3.7112304;4 habs.;3ª planta;madrid
1.980 €/mes;Piso en calle Orense, 6;/alquilar/piso-tetuan_cuatro_caminos28020-42533306578_528025/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 baños;100 m²;Excelente vivienda de 100m² de dos dormitorios y dos baños. Se encuentra en la planta 15 en la mejor finca de la zona y con espec...;40.448063;-3.6951122;2 habs.;15ª planta;madrid
900 €/mes;;/alquilar/piso-valdezarza28035-45021521231_101800/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;50 m²;¡Oportunidad! Directamente propiedad. Sin comisión de agencia. Calefacción central. Comunidad incluída. Fianza 900€, garantía comp...;40.4667407;-3.7229227;1 hab.;6ª planta;madrid
8.500 €/mes;;/alquilar/chalet-somosaguas_humera_los_angeles28223-45099465671_101800/;Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón);7 baños;486 m²;Madecasa alquila este impresionante chalet en la mejor zona de somosaguas, recién reformado a estrenar con magníficas calidades y ...;40.4244899;-3.7976991;7 habs.;;madrid
2.300 €/mes;;/alquilar/piso-rios_rosas28003-44191487174_104700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);;97 m²;"Maravilloso piso en alquiler, todo lo que necesita lo encontrará en esta propiedad que puede ser su próximo hogar. 

Redpiso ríos ...";40.4415998;-3.6964161;2 habs.;;madrid
1.750 €/mes;;/alquilar/casa_adosada-los_angeles_jarandilla-45908578873_100500/;Los Ángeles-Jarandilla (Torrelodones);3 baños;135 m²;"Precioso adosado en la avenida de la dehesa

La entrada a la vivienda tiene un jardín delantero de 11m².
Distribución: primera pla...";40.5811281;-3.9354212;5 habs.;;madrid
2.600 €/mes;;/alquilar/piso-salamanca_castellana28006-45020858256_528417/;Castellana (Distrito Salamanca. Madrid Capital);2 baños;81 m²;Precioso piso reformado a estrenar y amueblado por decoradora profesional. Consta de dos dormitorios con armarios empotrados y dos...;40.4335045;-3.6853818;2 habs.;Principal;madrid
1.300 €/mes;Piso en calle de Fernández de los Ríos, 64;/alquilar/piso-gaztambide28015-45871550231_100500/;Gaztambide (Distrito Chamberí. Madrid Capital);1 baño;64 m²;Piso de 2 dormitorios, vacío, con calefacción y agua caliente individual por caldera mixta de gas natural. Exterior, dos balcones ...;40.4354;-3.71196;2 habs.;2ª planta;madrid
1.600 €/mes;;/alquilar/piso-chamartin_hispanoamerica28036-45907257291_517927/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 baño;60 m²;Se alquila en exclusiva magnífico apartamento de lujo de 60m² con terraza orientación sur con vistas despejadas a zonas verdes y j...;40.4591968;-3.6875158;2 habs.;2ª planta;madrid
3.250 €/mes;;/alquilar/piso-castilla28036-40095423282_513777/;Castilla (Distrito Chamartín. Madrid Capital);3 baños;128 m²;"Agil inmobiliaria alquila
La vivienda se alquila sin muebles, cocina y baños amueblados y equipados.
Este maravilloso piso de lujo...";40.4554119;-3.6877111;3 habs.;1ª planta;madrid
1.150 €/mes;;/alquilar/piso-lucero28011-45837525008_518589/;Lucero (Distrito Latina. Madrid Capital);2 baños;70 m²;"Artem group ofrece alquiler por temporadas! 11 meses renovales

¡Descubre tu nuevo hogar en el paseo de extremadura! Este espectac...";40.405476097;-3.750402863;2 habs.;Bajo;madrid
1.800 €/mes;;/alquilar/piso-ciudad_lineal_san_pascual-45908284225_500564/;San Pascual (Distrito Ciudad Lineal. Madrid Capital);2 baños;140 m²;Alto standing por edificación y situación, al lado de arturo soria en calle de colegios, con patio de entrada y amplio espacio int...;40.4487913;-3.6478382;3 habs.;Bajo;madrid
1.150 €/mes;Apartamento en calle de Alcalá, 230;/alquilar/apartamento-ventas28027-735406458_440000/;Ventas (Distrito Ciudad Lineal. Madrid Capital);1 baño;54 m²;Este amplio y luminoso apartamento exterior de 54 m², ubicado en un edificio con ascensor, te ofrece la comodidad y el estilo que ...;40.43153806218422;-3.6585087199817963;1 hab.;4ª planta;madrid
950 €/mes;;/alquilar/piso-moscardo28026-45049289988_100500/;Moscardó (Distrito Usera. Madrid Capital);1 baño;56 m²;Gespain alquila piso recién reformado. A 200 metros de madrid rio. Muy bien comunicado con varias líneas de autobús y metro. El pi...;40.3874109;-3.7013839;1 hab.;1ª planta;madrid
3.200 €/mes;;/alquilar/piso-la_moraleja_distrito-2530236044_179400/;La Moraleja (La Moraleja);3 baños;170 m²;Magnapol alquila piso en el encinar de los reyes situado dentro de una urbanización cerrada con seguridad  próximo a colegios y ce...;40.5191851;-3.6230866;3 habs.;1ª planta;madrid
1.100 €/mes;Piso en Avenida del Doctor Federico Rubio y Galí, 1;/alquilar/piso-bellas_vistas28039-45910275677_996082/;Bellas Vistas (Distrito Tetuán. Madrid Capital);1 baño;50 m²;Altura piso 6º, piso superficie total 50 m², superficie útil 44 m², habitaciones dobles: 1, 1 baño, aire acondicionado (frío y cal...;40.44786;-3.708425;1 hab.;6ª planta;madrid
6.500 €/mes;;/alquilar/casa_pareada-la_moraleja_distrito28109-5011162220_101800/;La Moraleja (La Moraleja);5 baños;342 m²;Vivienda de esquina, con las mejores vistas de la urbanización y muchas mejoras respecto a cómo las entregaban, piscina dentro de ...;40.5100597;-3.6082316;5 habs.;;madrid
1.500 €/mes;;/alquilar/piso-somosaguas_humera_los_angeles-45862295103_280500/;Somosaguas-Húmera-Los Ángeles (Pozuelo de Alarcón);2 baños;100 m²;Se alquila este magnífico piso ubicado en la zona de colonia de los ángeles en pozuelo de alarcón. El inmueble se encuentra en la ...;40.4053532;-3.7810007;2 habs.;2ª planta;madrid
2.300 €/mes;Piso en calle de Gabriela Mistral, 12;/alquilar/piso-penagrande28035-45933239335_100500/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;123 m²;"Piso reformado totalmente exterior con garaje y piscina

Admite mascotas y no tiene honorarios para el inquilino

De la mano servi...";40.4817;-3.73628;3 habs.;3ª planta;madrid
2.950 €/mes;;/alquilar/casa_adosada-vinas_viejas-45918412059_109300/;Viñas Viejas (Boadilla del Monte);4 baños;300 m²;Inmob homes presenta este espectacular chalet adosado en la exclusiva urbanización viñas viejas de boadilla del monte. De altísima...;40.418967699;-3.898097583;4 habs.;;madrid
2.600 €/mes;;/alquilar/piso-zona_monte_del_pilar28221-45031342329_101000/;Zona Monte del Pilar (Majadahonda);2 baños;175 m²;"Alquiler magnífico piso en el monte del pilar.
Disponible desde el 1 de septiembre.
Totalmente exterior y con una bonita terraza c...";40.4607518;-3.8658498;3 habs.;;madrid
1.224 €/mes;;/alquilar/piso-moncloa_aravaca_aravaca28023-30873860939_518087/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;52 m²;Cómodo apartamento en aravaca. Este bello apartamento tiene 2 habitaciones y capacidad para 4 personas, . Tiene una cocina bien eq...;40.458788;-3.7814588;2 habs.;2ª planta;madrid
2.100 €/mes;Piso en calle de Núñez de Balboa, 93;/alquilar/piso-salamanca_castellana28006-43352171604_100500/;Castellana (Distrito Salamanca. Madrid Capital);1 baño;100 m²;¡Bienvenidos al barrio de castellana! Este piso con cocina amueblada de tres dormitorios es la opción perfecta para aquellos que b...;40.4344;-3.68227;3 habs.;1ª planta;madrid
1.500 €/mes;Estudio en calle de Maldonado, 55;/alquilar/estudio-lista_barrio28006-45031859900_100500/;Lista (Distrito Salamanca. Madrid Capital);1 baño;50 m²;"Disponible desde el 1 de agosto. Alquiler temporal máximo 11 meses.

Magnifico apartamento con todas las comodidades que podéis ne...";40.4338;-3.67824;;;madrid
1.300 €/mes;;/alquilar/piso-vivero_hospital_universidad-35012313881_100500/;Vivero-Hospital-Universidad (Fuenlabrada);2 baños;100 m²;"Vivienda de alquiler en urb. Privada con piscina, parque infantil, pistas de padel, garaje y conserje!!!

Mb gestión inmobiliaria ...";40.294095163;-3.825251059;3 habs.;;madrid
1.350 €/mes;;/alquilar/piso-centro_embajadores_lavapies28012-27559183512_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;46 m²;"Agencia inmobiliaria de madrid zona antón martín - lavapiés - las cortes - reina sofía oficina tecnocasa

 Alquiler de larga estan...";40.411417;-3.7002228;;4ª planta;madrid
1.500 €/mes;;/alquilar/atico-centro_embajadores_lavapies28012-45884898760_100900/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;90 m²;Deapi alquila ático singular en centro. Se encuentra situado en la calle concepción jerónima. Es un edificio de construcción moder...;40.4138431;-3.7049552;1 hab.;;madrid
1.100 €/mes;;/alquilar/apartamento-trafalgar28010-42570095007_522531/;Trafalgar (Distrito Chamberí. Madrid Capital);1 baño;55 m²;"Concerta y escribir para  visita por wasp  6 2 8 5 2 5 9 3. Disponible por corta estancia  6 a 11 meses 
Se distribuye de...";40.4290722;-3.7006504;1 hab.;Subsótano;madrid
1.400 €/mes;Ático en calle de Gabriel Lobo, 33;/alquilar/atico-chamartin_el_viso28002-40894351136_526097/;El Viso (Distrito Chamartín. Madrid Capital);1 baño;60 m²;"Maravilloso atico en alquiler en una de las mejores zonas de madrid, 60m², 
Recién reformado integral a estrenar, cocina completa ...";40.444087455836005;-3.6793197406967364;1 hab.;;madrid
3.500 €/mes;;/alquilar/atico-ciudad_lineal_colina28033-45084736760_100500/;Colina (Distrito Ciudad Lineal. Madrid Capital);3 baños;140 m²;"Exclusivo ático de lujo con piscina privada
Sumérgete en el lujo urbano en una de las áreas más exclusivas de madrid. Bienvenido a...";40.4619919;-3.6602446;2 habs.;;madrid
3.300 €/mes;;/alquilar/piso-universidad_malasana28004-41744240777_108900/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;100 m²;"Piso en alquiler completamente amueblado en calle corredera baja de san pablo

Rive presenta en alquiler este piso ubicado en plen...";40.423123;-3.7030746;3 habs.;2ª planta;madrid
950 €/mes;;/alquilar/piso-zona_calle_casa_amarilla28260-45842562800_516163/;Zona Calle Casa Amarilla (Galapagar);1 baño;84 m²;Martínez cal presenta esta magnífica vivienda en una excelente ubicación, a la entrada del pueblo. Con todas las comodidades a man...;40.5767636;-4.0015145;2 habs.;1ª planta;madrid
1.250 €/mes;;/alquilar/piso-marazuela_el_torreon28231-44190901365_524219/;Marazuela-El Torreón (Las Rozas de Madrid);1 baño;149 m²;Precioso apartamento de 66 m² utiles, consta de dos dormitorios el principal con aire acondicionado y armario empotrado, un baño, ...;40.5030617;-3.8682789;2 habs.;1ª planta;madrid
1.400 €/mes;;/alquilar/piso-villaviciosa_de_odon_centro-41765336556_521787/;Centro (Villaviciosa de Odón);2 baños;140 m²;"Piso sin amueblar, amplio y muy luminoso, en alquiler en el centro de villaviciosa de odón, de tres habitaciones y dos baños.
Exce...";40.35673406;-3.902671777;3 habs.;1ª planta;madrid
900 €/mes;;/alquilar/loft-recoletos28001-45019322049_100500/;Recoletos (Distrito Salamanca. Madrid Capital);1 baño;21 m²;"Estudio en alquiler en la calle núñez de balboa
Es una entre planta con mucha luz 
Tiene un baño, cocina office y un sofá-cama 
Ex...";40.427726062;-3.682537623;1 hab.;;madrid
1.700 €/mes;;/alquilar/chalet-castillo_campodon-45037668088_103800/;Castillo-Campodón (Villaviciosa de Odón);;184 m²;Chalet adosado en campodon, con 184 m² construidos, 60 metros de jardín, 3 dormitorios, 2 baños, 1 aseos, 1 garaje/s, buen estado,...;40.355536239;-3.880665865;3 habs.;;madrid
1.800 €/mes;;/alquilar/piso-rios_rosas28003-45043091940_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 baños;60 m²;Ubicado en una de las zonas más exclusivas de la ciudad, este fantástico y luminoso piso de dos habitaciones ofrece una combinació...;40.4395629;-3.700422;2 habs.;5ª planta;madrid
950 €/mes;;/alquilar/piso-zona_calle_casa_amarilla28260-41738318296_100500/;Zona Calle Casa Amarilla (Galapagar);2 baños;87 m²;¡Oportunidad única de alquilar un moderno piso de dos plantas totalmente a estrenar! Esta vivienda, construida con materiales de e...;40.579181;-4.0020065;3 habs.;Bajo;madrid
750 €/mes;;/alquilar/estudio-las_matas_los_penascales28232-45038607568_992673/;Las Matas-Los Peñascales (Las Rozas de Madrid);1 baño;30 m²;"Real-viv alquila estudio unipersonal en las rozas:
Una vivienda donde disfrutar de la calidad de vida que ofrece vivir cerca de la...";40.5582825;-3.9064261;1 hab.;;madrid
5.000 €/mes;;/alquilar/piso-la_moraleja_distrito28109-45895991259_179400/;La Moraleja (La Moraleja);4 baños;210 m²;"Magnapol alquila ático a estrenar en urbanización con  seguridad 24 hs.
Excelentes vistas y zona comunitaria con excelentes instal...";40.5269304;-3.625493947;4 habs.;3ª planta;madrid
3.500 €/mes;;/alquilar/piso-la_moraleja_encinar_de_los_reyes28109-45009439896_179400/;Encinar de los Reyes (La Moraleja);3 baños;195 m²;"Magnapol alquila magnífico bajo con jardín reformado:
Este magnífico piso  cuenta con una superficie total de 190 m²  más jardín p...";40.513322639;-3.653019468;4 habs.;Bajo;madrid
2.500 €/mes;;/alquilar/piso-el_soto_de_la_moraleja28109-87859818532_179400/;El Soto de la Moraleja (La Moraleja);2 baños;105 m²;"Magnapol alquila piso bajo con terraza totalmente reformado a estrenar.
105 mts distribuidos en una sola planta .
2 dormitorios . ...";40.5226556;-3.6346726;3 habs.;Bajo;madrid
1.000 €/mes;;/alquilar/piso-zona_sureste-45870937275_108900/;Zona Sureste (Torrejón de Ardoz);;71 m²;"Espectacular vivienda de 2 dormitorios con terraza en perfecto estado de alquiler. Y además, ¡Con garaje y trastero incluidos!
 
¡...";40.4569083;-3.4434562;2 habs.;1ª planta;madrid
6.950 €/mes;;/alquilar/piso-gaztambide28015-45882678195_101800/;Gaztambide (Distrito Chamberí. Madrid Capital);4 baños;298 m²;Exquisito, fino, elegante, prestigioso y único, son algunos de los múltiples adjetivos con los que podríamos describir este precio...;40.4352979;-3.7169488;4 habs.;4ª planta;madrid
2.700 €/mes;;/alquilar/piso-guindalera28028-43355185562_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 baños;200 m²;"En el barrio de guindalera, en madrid capital, se encuentra este espacioso piso en alquiler.
 Con una superficie total de 209 m², ...";40.4394693;-3.6614879;3 habs.;9ª planta;madrid
1.350 €/mes;;/alquilar/piso-trafalgar28010-45841829212_995485/;Trafalgar (Distrito Chamberí. Madrid Capital);1 baño;60 m²;Ubicado en la zona de trafalgar, en el 3er piso, este encantador piso de 60m² en alquiler ofrece una distribución ideal con 1 habi...;40.428752;-3.6993167;1 hab.;3ª planta;madrid
2.600 €/mes;;/alquilar/chalet-las_marias-45914595266_100500/;Las Marías (Torrelodones);4 baños;287 m²;"¿Quieres llegar a casa y sentirte tranquilo después de un ajetreado día?

Esta casa es ideal para tí y tu familia, perfecta para d...";40.5752671;-3.9395378;5 habs.;;madrid
900 €/mes;;/alquilar/piso-torrelaguna_centro_urbano-44225170993_514324/;Torrelaguna;1 baño;123 m²;¡Descubre tu nuevo hogar en el corazón de torrelaguna! Este fantástico piso de 123 m² construidos y 115 m² útiles te ofrece la opo...;40.8261855;-3.5374843;3 habs.;2ª planta;madrid
4.200 €/mes;;/alquilar/piso-el_soto_de_la_moraleja28109-43379409651_179400/;El Soto de la Moraleja (La Moraleja);4 baños;201 m²;"Magnapol alquila piso a estrenar en urbanización de nueva construcción.
200 mts ,4 dormitorios ,el principal en suite, tres baños ...";40.5187874;-3.65036;4 habs.;1ª planta;madrid
875 €/mes;;/alquilar/piso-parque_oeste_fuente_cisneros_campodon-45048842696_108900/;Parque Oeste-Fuente Cisneros-Campodón (Alcorcón);;56 m²;¡Alta de suministros gratis! Disfruta de tu hogar desde el primer momento, fidere te acompaña en la gestión de los suministros de ...;40.3445689;-3.8446338;1 hab.;Bajo;madrid
5.500 €/mes;;/alquilar/chalet_pareado-la_moraleja_distrito-45015707241_179400/;La Moraleja (La Moraleja);5 baños;311 m²;"Magnapol alquila adosado a estrenar de nueva construcción.  311m² ; 5 dormitorios 4 baños ,zona de servicio con baño 

Al ingresar...";40.5100597;-3.6082316;5 habs.;;madrid
1.400 €/mes;;/alquilar/piso-imperial28005-45874772358_100200/;Imperial (Distrito Arganzuela. Madrid Capital);1 baño;69 m²;"Tecnocasa estudio ronda de segovia s.l alquila magnifica vivienda en pasillo verde.
La vivienda se compone de 69 m² distribuidos e...";40.401453252;-3.704858844;2 habs.;7ª planta;madrid
1.200 €/mes;;/alquilar/apartamento-guindalera28028-603483539_440000/;Guindalera (Distrito Salamanca. Madrid Capital);1 baño;45 m²;Apartamento exterior de una superficie aproximada de 40 m². Consta de un dormitorio con amplio armario empotrado y salida al lavad...;40.4376423;-3.673772;1 hab.;1ª planta;madrid
2.500 €/mes;;/alquilar/piso-mirasierra_arroyo_del_fresno28034-45003870794_108900/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);3 baños;185 m²;"¡Oportunidad única de alquiler en mirasierra, madrid!
Te presentamos este magnífico piso ubicado en la mejor calle de la prestigio...";40.4951127;-3.7125276;3 habs.;;madrid
2.150 €/mes;;/alquilar/piso-mirasierra_arroyo_del_fresno28035-45869978620_520609/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;136 m²;Gavac alquila una vivienda amplia, espaciosa, con grandes ventanas y orientada a la tranquilidad de su jardín, zonas verdes y pisc...;40.4864451;-3.7197754;3 habs.;2ª planta;madrid
850 €/mes;;/alquilar/piso-chamberi_vallehermoso28003-45035583873_100200/;Vallehermoso (Distrito Chamberí. Madrid Capital);1 baño;31 m²;"Agencia inmobiliaria de madrid zona chamberi - rios rosas tecnocasa gestion inmobiliaria chamberi slu:
En alquiler: calle bravo mu...";40.4430238;-3.7042804;1 hab.;1ª planta;madrid
3.100 €/mes;;/alquilar/piso-sol_barrio28014-45852386225_100500/;Sol (Distrito Centro. Madrid Capital);2 baños;108 m²;"Civitas inmobiliaria ofrece apartamento en alquiler corporativo. Disponible a partir del 1 de agosto.

La vivienda está en la mejo...";40.4195022;-3.7013335;2 habs.;3ª planta;madrid
3.600 €/mes;;/alquilar/piso-rios_rosas28003-45834751080_100500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 baños;202 m²;¡Descubre tu nuevo hogar en el corazón de madrid! Este impresionante piso en alquiler, ubicado en el prestigioso barrio de chamber...;40.4439556;-3.6979445;4 habs.;5ª planta;madrid
1.400 €/mes;;/alquilar/piso-arroyos_y_tempranales28702-45909499428_103800/;Arroyos y Tempranales (San Sebastián de los Reyes);2 baños;150 m²;Piso  en dehesa boyal, con 150 m² construidos, 112 m² útiles, 3 dormitorios, 2 baños, 2 garaje/s, buen estado, exterior, planta 3,...;40.560845;-3.630723;3 habs.;3ª planta;madrid
700 €/sem;;/alquilar/piso-centro_embajadores_lavapies28012-45077201455_518924/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 baños;76 m²;"Alquiler temporal. Solo por los meses de julio y agosto.  O ( 700€ ) por semana

¡Piso en el corazón de madrid! Este increíble pis...";40.4080887;-3.7032311;3 habs.;1ª planta;madrid
1.600 €/mes;Piso en calle de Américo Castro, 84;/alquilar/piso-sanchinarro28050-45894172634_991150/;Sanchinarro (Distrito Hortaleza. Madrid Capital);2 baños;120 m²;¡Descubre tu nuevo hogar en una urbanización moderna y cerrada! Este espacioso piso de 90 m² útiles, ubicado en la cuarta planta d...;40.49712;-3.6519392;3 habs.;4ª planta;madrid
1.275 €/mes;;/alquilar/piso-getafe_el_bercial28907-45893399660_100500/;El Bercial (Getafe);2 baños;110 m²;"Yourhabitat alquila! 

 Visitas a partir de la 1ª semana de agosto!!!

Impecable vivienda en alquiler, situada en el mejor y exclu...";40.3201834;-3.736075;3 habs.;4ª planta;madrid
1.250 €/mes;;/alquilar/atico-gaztambide28015-34205340690_100500/;Gaztambide (Distrito Chamberí. Madrid Capital);1 baño;75 m²;"Alquiler de piso abuhardillado con 2 dormitorios, en c/ princesa, junto al metro de argüelles.

Precio: 1.250€/mes

Exclusivamente...";40.432499861;-3.717586517;2 habs.;;madrid
825 €/mes;;/alquilar/piso-ensanche_de_vallecas_valdecarros28031-45071798677_108900/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);;58 m²;"Estupenda vivienda de 1 dormitorio ¡Con garaje incluido!
 
¡Alta de suministros gratis! Disfruta de tu hogar desde el primer momen...";40.37111334;-3.629404717;1 hab.;1ª planta;madrid
1.590 €/mes;;/alquilar/piso-ibiza28009-45917949533_100500/;Ibiza (Distrito Retiro. Madrid Capital);1 baño;80 m²;Hermoso piso reformado en sexta planta, con una superficie construida de 80 m², muy luminoso y con vistas a un tranquilo patio de ...;40.4198955;-3.6730824;2 habs.;6ª planta;madrid
1.950 €/mes;;/alquilar/piso-centro_embajadores_lavapies28012-44169319978_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 baños;107 m²;Se alquila estupendo piso de 107m² construidos. Está ubicado en la calle jesús y maría de la zona de lavapiés, a solo 3 minutos de...;40.4110537;-3.7032964;3 habs.;1ª planta;madrid
1.500 €/mes;;/alquilar/piso-chamberi_arapiles28015-45048080775_992528/;Arapiles (Distrito Chamberí. Madrid Capital);1 baño;60 m²;Se alquila un piso de 2 dormitorios, prácticamente a estrenar, hecho a capricho y amueblado, en una de las mejores zonas de madrid...;40.4351216;-3.7070452;2 habs.;4ª planta;madrid
2.000 €/mes;;/alquilar/piso-goya28006-45881774760_100500/;Goya (Distrito Salamanca. Madrid Capital);2 baños;87 m²;Piso interior pero con abundante luz (le entra el sol en 2 estancias). Con 2 dormitorios amplios, baño completo y aseo. Salón y co...;40.426634;-3.6709058;2 habs.;1ª planta;madrid
1.050 €/mes;;/alquilar/piso-bellas_vistas28039-45845309666_101000/;Bellas Vistas (Distrito Tetuán. Madrid Capital);1 baño;53 m²;Alfa inmobiliaria alquila piso muy luminoso en la calle carolinas. Consta de dos dormitorios, salón, cocina, baño y terraza. Compl...;40.4511252;-3.7061108;2 habs.;;madrid
3.000 €/mes;;/alquilar/casa_adosada-san_blas_salvador28027-44220186981_101000/;Salvador (Distrito San Blas. Madrid Capital);3 baños;165 m²;Preciosa vivienda ubicada en una urbanización encantadora de la quinta de los molinos única en la zona por su singularidad al enco...;40.4404881;-3.6365334;3 habs.;;madrid
3.500 €/mes;;/alquilar/duplex-ciudad_universitaria28040-45854399529_103800/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);3 baños;250 m²;Impresionantes vistas! Espectacular vivienda en madrid, consta de hall de entrada, cuatro dormitorios dobles, con terrazas con vis...;40.4556532;-3.7171221;4 habs.;1ª planta;madrid
4.150 €/mes;;/alquilar/piso-salamanca_castellana28006-44225461644_992392/;Castellana (Distrito Salamanca. Madrid Capital);3 baños;150 m²;"Libre 1 julio
En alquiler estupendo piso con muchísima luz en 6a planta exterior, de 145m², completamente reformado, en el mejor t...";40.4376964;-3.6884655;4 habs.;6ª planta;madrid
1.150 €/mes;;/alquilar/piso-san_diego28053-45851394458_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;81 m²;"Puente de vallecas - san diego- 

Piso exterior muy luminoso de 81 m² construidos  y muy bien situado, cerca de  av de san diego y...";40.3879903;-3.6662087;3 habs.;1ª planta;madrid
2.400 €/mes;;/alquilar/apartamento-salamanca_castellana28006-35922991966_517811/;Castellana (Distrito Salamanca. Madrid Capital);2 baños;110 m²;"Luminoso piso en alquiler de 110m² en la calle castello.
Consta de salón comedor con grandes ventanales que le proporcionan mucha ...";40.437182;-3.6806878;1 hab.;3ª planta;madrid
1.200 €/mes;;/alquilar/piso-ensanche_espartales_ensanche28806-45884243919_521139/;Ensanche (Distrito Ensanche-Espartales. Alcalá de Henares);2 baños;87 m²;Si buscas una vivienda con todo lo que necesitas ag propiedades alquila en alcalá de henares piso de 3 dormitorios con 2 baños com...;40.495194;-3.375182;3 habs.;3ª planta;madrid
945 €/mes;;/alquilar/piso-sur_este28938-45839427229_108900/;Sur-Este (Móstoles);;68 m²;"Estupenda vivienda de 2 dormitorios en perfecto estado de alquiler. Y además, ¡Con garaje y trastero incluidos!
 
¡Alta de suminis...";40.3113041;-3.8627669;2 habs.;1ª planta;madrid
1.900 €/mes;;/alquilar/piso-nueva_espana28036-45924035484_104700/;Nueva España (Distrito Chamartín. Madrid Capital);2 baños;85 m²;Redpiso real estate nueva españa pone en alquiler piso en chamartín, 3ºplanta con ascensor, completamente exterior, 85 m² distribu...;40.4608674;-3.6862347;2 habs.;;madrid
1.000 €/mes;;/alquilar/piso-universidad_malasana28004-43400608987_109300/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;23 m²;De rojas servicios inmobiliarios pone a su disposición apartamento en alquiler en la calle galeria de robles en la zona centro de ...;40.4281887;-3.7043336;1 hab.;;madrid
