precio;sub_descr;href;ubicacion;habitaciones;banios;planta;otros;latitude;longitude;mt2;CCAA
2.200 €/mes;Piso en calle Ever, nº 1;/alquilar/piso-laredo_centro_urbano-15892529544_515274/;Zona Playa (Laredo);3 habs.;2 baños;4ª planta;Precioso piso en la zona de ever recién reformado a capricho, ideal para pasar la temporada de sol y playa en laredo. Cuenta con 3...;43.418255974892446;-3.4443024960653865;75 m²;cantabria
3.300 €/mes;Piso en Ever;/alquilar/piso-zona_playa-44238549548_106000/;Zona Playa (Laredo);2 habs.;2 baños;1ª planta;"¡Apartamento a escasos metros de la playa!

Desde inmobiliaria mi villa les presentamos este piso con dos amplios y luminosos dorm...";43.417557989;-3.443377168;;cantabria
600 €/mes;Piso en calle del Boo;/alquilar/piso-boo_de_guarnizo-46716651059_101800/;Boo de Guarnizo (El Astillero);2 habs.;1 baño;;Piso bajo de 2 habitaciones ,baño cocina corrida con salón ,pasillo  parquet flotante ,ventanas de pvc, doble cristal ,calefacción...;43.406810173;-3.83943331;58 m²;cantabria
600 €/mes;Piso en Carlos V;/alquilar/piso-zona_playa-42592934669_106000/;Zona Playa (Laredo);2 habs.;1 baño;3ª planta;"¡Coqueto piso de alquiler de temporada en primera línea de playa con vistas al mar!

Cuenta con dos habitaciones amplias con armar...";43.41032489;-3.430220173;;cantabria
900 €/mes;Piso en calle de Garelly de la Cámara, 12;/alquilar/piso-laredo_centro-35908655311_515274/;Centro (Laredo);2 habs.;2 baños;2ª planta;"Si buscas un piso en el centro de laredo, cerca de todos los servicios y a escasos metros de la playa salvé y el puerto deportivo
...";43.41299101954739;-3.415008434650249;80 m²;cantabria
3.000 €/mes;Piso en Playa;/alquilar/piso-el_callejo_la_pesquera_la_arenosa39770-42542595048_106000/;El Callejo-La Pesquera-La Arenosa (Laredo);2 habs.;1 baño;Bajo;"Espectacular vivienda en primerísima línea de la playa salvé. 
Quincenas julio o agosto 3.000&euro; 
Con una ubicación absolutamen...";43.403885;-3.4218981;;cantabria
1.900 €/mes;Ático en Plaza Constitución, 12;/alquilar/atico-laredo_centro-79266207787_515274/;Centro (Laredo);2 habs.;1 baño;;"Ático en alquiler en el centro de laredo

A pie de todos los servicios. En pleno centro de laredo y del casco antiguo.
Dispone de ...";43.411419301740935;-3.4118463648501485;50 m²;cantabria
1.600 €/mes;Piso en Avenida de Francia, 1;/alquilar/piso-carlos_v-44238542339_515274/;Carlos V (Laredo);2 habs.;2 baños;Bajo;Te ofrecemos este estupendo piso en el que está a un paso del paseo marítimo y de la playa, y con todas las comodidades del centro...;43.4099;-3.42899;90 m²;cantabria
730 €/mes;Piso en Dávila-Castros;/alquilar/piso-los_castros39005-37552782084_100500/;Los Castros (Santander);2 habs.;1 baño;1ª planta;"¿Buscas alquiler para toda la temporada académica? 

Piso en los castros de septiembre a junio, en la zona universitaria de santan...";43.4710653;-3.7953424;77 m²;cantabria
2.150 €/mes;Piso en Playa;/alquilar/piso-laredo_el_puntal-40878272251_106000/;El Puntal (Laredo);2 habs.;1 baño;Bajo;"Planta baja con jardín a escasos metros de la playa salvé. Disponible 1 quincena de julio 1.600&euro; y 2 quincena de agosto 2.150...";43.422036465;-3.448865848;64 m²;cantabria
1.800 €/mes;Piso en Centro;/alquilar/piso-laredo_centro39777-45883289589_106000/;Centro (Laredo);2 habs.;1 baño;;"Desde inmobiliaria mi villa os presentamos en alquiler este piso en el centro.
Cuenta con dos habitaciones con cama de 135, un peq...";43.405937614;-3.416966762;;cantabria
2.500 €/mes;Piso en calle del Tinaco;/alquilar/piso-laredo_centro39770-41733237227_515274/;Centro (Laredo);2 habs.;1 baño;2ª planta;Si buscas un piso de alquiler en el centro de laredo a tan solos unos minutos de la playa salvé y del puerto deportivo y cerquita...;43.4117967;-3.408122;45 m²;cantabria
3.200 €/mes;Piso en calle de Ángel Gutiérrez Unzúe;/alquilar/piso-laredo_centro39770-45857087765_515274/;Centro (Laredo);2 habs.;1 baño;3ª planta;Estupendo piso en una de las zonas de laredo con más encanto, las casas de pescadores, con las vistas más despejadas a la bahía y ...;43.412278552;-3.416171717;65 m²;cantabria
2.800 €/mes;Piso en Avenida de Francia;/alquilar/piso-laredo_el_puntal-45006897142_515274/;El Puntal (Laredo);3 habs.;2 baños;1ª planta;Te ofrecemos este estupendo y amplio piso en segunda línea de playa, ubicado en una urbanización con jardines y a una calle de la ...;43.421492332;-3.445382154;85 m²;cantabria
2.400 €/mes;Piso en calle de Gutiérrez Rada, 15;/alquilar/piso-laredo_centro39770-45093022677_515274/;Centro (Laredo);2 habs.;1 baño;1ª planta;Eprimera línea de la playa salvé de laredo se encuentra este impresionante piso recién reformado que presentamos hoy desde pisos ...;43.412;-3.41564;80 m²;cantabria
2.000 €/mes;Piso en calle del Padre Ignacio Ellacuria;/alquilar/piso-carlos_v-43386268999_515274/;Carlos V (Laredo);2 habs.;1 baño;2ª planta;"Maravilloso piso cerca de la playa y a un paso del centro de laredo , en una residencia con zonas verdes y zonas de parking.
Este ...";43.407179696;-3.427329305;70 m²;cantabria
3.000 €/mes;Piso en Puntal;/alquilar/piso-laredo_el_puntal-43408771263_106000/;El Puntal (Laredo);2 habs.;2 baños;10ª planta;"Piso en 1ª linea de playa en la zona del puntal de laredo. Consultar precios y disponibiilidad según fechas
Cuenta con dos habitac...";43.426501455;-3.447654703;;cantabria
2.000 €/mes;Piso en Carlos V;/alquilar/piso-carlos_v-46703910368_106000/;Carlos V (Laredo);2 habs.;1 baño;1ª planta;"¡Piso en zona tranquila y cerca de la playa!

Desde inmobiliaria mi villa les presentamos este inmueble con dos dormitorios, un ba...";43.407832435;-3.423906346;;cantabria
1.800 €/mes;Piso en calle Las Hazas, nº 6;/alquilar/piso-badames-45024403153_515274/;Bádames (Voto);2 habs.;1 baño;2ª planta;Os presentamos este estupendo piso  estupendamente decorado y en una zona tranquila para disfrutar tus vacaciones muy cerca de la ...;43.354993645153556;-3.4974917440381037;65 m²;cantabria
1.800 €/mes;Piso en Hospital;/alquilar/piso-carlos_v-40874706613_106000/;Carlos V (Laredo);2 habs.;1 baño;2ª planta;"¡Increíble urbanización con parking y jardines!
Solo alquiler por mes completo. El precio indicado es del mes de julio, agosto son...";43.409145359;-3.42762441;60 m²;cantabria
2.050 €/mes;Piso en Ever;/alquilar/piso-zona_playa-40097014730_106000/;Zona Playa (Laredo);2 habs.;1 baño;4ª planta;"Apartamento con dos terrazas y vistas al mar y a la montaña!
No disponible agosto. 2 quincena julio  2050&euro;
Situado en la zona...";43.416078559;-3.440435087;;cantabria
5.500 €/mes;Piso en calle de Marianela, 3;/alquilar/piso-santander_el_sardinero39005-44196192577_427100/;El Sardinero (Santander);4 habs.;3 baños;2ª planta;"Alquiler de temporada:
Disponible de 16 de agosto - 5.500€/qincena
Septiembre 8.000€/mes
Descubre este distinguido apartamento sit...";43.4655;-3.78334;235 m²;cantabria
1.295 €/mes;Piso en Centro;/alquilar/piso-el_callejo_la_pesquera_la_arenosa39770-40844447254_106000/;El Callejo-La Pesquera-La Arenosa (Laredo);2 habs.;1 baño;2ª planta;"Vivienda totalmente actualizada en pleno centro de laredo

Cuenta con dos dormitorios amplios y luminosos con armarios con buena c...";43.403885;-3.4218981;;cantabria
1.800 €/mes;Piso en Avenida de Francia, 70;/alquilar/piso-zona_playa-25908425166_515274/;Zona Playa (Laredo);2 habs.;1 baño;4ª planta;Bonito piso en alquiler vacacional a escasos metros de la playa en residencia privada. El piso cuenta con 2 habitaciones, baño, co...;43.41798749951866;-3.4422633203704356;60 m²;cantabria
2.200 €/mes;Piso en Hospital;/alquilar/piso-zona_playa-45867431529_106000/;Zona Playa (Laredo);2 habs.;1 baño;;"¡Piso recién reformado con increíbles vistas!

Desde inmobiliaria mi villa les presentamos este bonito piso de 54m². Cuenta con do...";43.410342953;-3.436063121;;cantabria
1.000 €/mes;Piso en Avenida de la Libertad, 87;/alquilar/piso-zona_playa-26688985085_515274/;Zona Playa (Laredo);2 habs.;1 baño;7ª planta;¡Estupendo piso en alquiler para disfrutar de tus vacaciones! Cuenta con dos dormitorios, baño con bañera, cocina equipada, y ampl...;43.41302376323155;-3.4376998787271082;65 m²;cantabria
800 €/mes;Apartamento en Plaza del Obispo José Eguino y Trecu;/alquilar/apartamento-santander_centro_ayuntamiento39002-45011814790_100500/;Centro-Ayuntamiento (Santander);1 hab.;1 baño;1ª planta;¡Vive en una ubicación privilegiada en santander! En el centro de la ciudad y en un entorno tranquilo, este precioso apartamento t...;43.46089113;-3.807820742;50 m²;cantabria
1.260 €/mes;Ático en calle Paseo Marítimo;/alquilar/atico-mogro-46753956301_991348/;Mogro (Miengo);2 habs.;1 baño;;"En primera linea de playa.
Atico con excelentes vistas.
Incluida plaza de garaje.";43.43852694;-3.970844017;65 m²;cantabria
2.400 €/mes;Piso en calle Cotolino;/alquilar/piso-cotolino39709-45097793429_100500/;Cotolino (Castro Urdiales);3 habs.;2 baños;;"Se alquila por temporadas vivienda a 200m de la playa de brazomar.
Julio:

 Quincena 2.400€ 
 Semana 1.400€
Agosto:
2ª quincena 2....";43.372289359;-3.205616208;95 m²;cantabria
2.300 €/mes;Piso en Centro;/alquilar/piso-laredo_centro39770-45099144674_106000/;Centro (Laredo);3 habs.;2 baños;2ª planta;"Vivienda muy céntrica cerca de la playa salvé!

Rodeada de todos lo servicios, dispone de tres habitaciones completas, una con cam...";43.411847887;-3.414595048;;cantabria
1.500 €/mes;Piso en Sardinero;/alquilar/piso-los_castros39005-35051145353_100500/;Los Castros (Santander);2 habs.;1 baño;Bajo;En el sardinero de santander, a escasos 5 minutos de las playas se encuentra este fabuloso apartamento que se alquila en temporada...;43.4697088;-3.7915461;61 m²;cantabria
1.250 €/mes;Casa en calle La Vía;/alquilar/casa-villaverde_de_pontones-46710432964_100500/;Villaverde de Pontones (Ribamontán Al Monte);3 habs.;2 baños;;"¡Preciosa casa para alquiler fijo en pontones! Totalmente reformada, una propiedad con mucho encanto. 
Entramos en la primera plan...";43.411808725;-3.70157693;140 m²;cantabria
500 €/mes;Piso en calle Vista Alegre, 21;/alquilar/piso-cabezon_de_la_sal_centro_urbano-35860309460_519849/;Cabezón de la Sal;1 hab.;1 baño;Bajo;Superficie total 40 m², piso superficie útil 38 m², habitaciones dobles: 1, 1 baño, antigüedad entre 5 y 10 años, calefacción (cen...;43.31056181968742;-4.232251251323902;40 m²;cantabria
4.000 €/mes;Piso en El Puntal;/alquilar/piso-laredo_el_puntal-33424364286_108500/;El Puntal (Laredo);3 habs.;2 baños;;Les presentamos este fabuloso piso con vistas a la playa salvé de la laredo. Disfruta de este piso muy cuidado, sus 3 habitaciones...;43.421513612;-3.445297201;85 m²;cantabria
700 €/mes;Piso en calle Urb La Cantábrica, nº 20;/alquilar/piso-el_astillero_centro_urbano-40067502218_109300/;El Astillero;2 habs.;1 baño;4ª planta;Ponemos en alquiler un piso en una zona fantástica y realmente cómodo. nada más entrar ya se nota que el piso es amplio, con un re...;43.396355;-3.81511;90 m²;cantabria
2.200 €/mes;Piso en El Sardinero;/alquilar/piso-santander_el_sardinero39005-45881103768_108500/;El Sardinero (Santander);4 habs.;4 baños;;Tu nave mi nave alquila para fijo excelente piso semiamueblado de 147 m² en el sardinero. No se alquila por temporadas o meses: so...;43.4739107;-3.7888508;165 m²;cantabria
2.900 €/mes;Piso en Centro;/alquilar/piso-laredo_centro39770-40856479248_106000/;Centro (Laredo);3 habs.;2 baños;;"Alquiler piso de tres dormitorios en el centro de laredo.
Rubio inmobiliaria les ofrece un inmueble ideal para disfrutar de sus va...";43.409292931;-3.414866716;Más de 20;cantabria
2.000 €/mes;Piso en Sardinero;/alquilar/piso-santander_el_sardinero39005-45841810320_100500/;El Sardinero (Santander);3 habs.;2 baños;2ª planta;"Alquiler de temporada
Disponible mes septiembre 2024 hasta junio 2025

Frente a la segunda playa del sardinero, primera línea y zo...";43.47909884;-3.789719707;120 m²;cantabria
99 €/día;Apartamento en calle Vista Alegre, 23;/alquilar/apartamento-cabezon_de_la_sal_centro_urbano-41670728301_519849/;Cabezón de la Sal;1 hab.;1 baño;Bajo;Apartamento nuevo, equipado con lo básico para tener una estancia cómoda y agradable. Dispone de una cama de matrimonio y un sofá ...;43.31066136313868;-4.232014725793817;44 m²;cantabria
800 €/mes;Dúplex en Avenida de Berría Primera;/alquilar/duplex-el_dueso-45016435144_510167/;El Dueso (Santoña);2 habs.;2 baños;2ª planta;"A un paso de la playa de berria.
Urbanización con piscina y tenis
Dúplex con cocina, salón con terraza, 2 dormitorios, uno de ello...";43.462884822;-3.469706017;75 m²;cantabria
550 €/mes;Piso en Avenida de la Libertad;/alquilar/piso-laredo_el_puntal-37518386898_100500/;El Puntal (Laredo);1 hab.;1 baño;5ª planta;"Apartamento  1 habitación - terraza - orientación sur. 

Acogedor apartamento de 1 habitación , salón con cocina americana, y un b...";43.417557989;-3.443377168;46 m²;cantabria
2.800 €/mes;Piso en calle Playa, nº 9;/alquilar/piso-laredo_centro-25067468104_515274/;Centro (Laredo);2 habs.;2 baños;4ª planta;Magnífico piso en alquiler para disfrutar de tus vacaciones de verano!! El piso tiene dos habitaciones dobles, amplio salón comedo...;43.40733264319887;-3.417254222860548;80 m²;cantabria
2.500 €/mes;Piso en calle de la República de Colombia, 10;/alquilar/piso-laredo_centro_urbano-26763756527_515274/;Zona Playa (Laredo);2 habs.;2 baños;1ª planta;¡Estupendo piso en segunda línea de playa para disfrutar de tus vacaciones de verano! El piso cuenta con dos habitaciones, baño y ...;43.410659623409124;-3.4357415514077276;75 m²;cantabria
800 €/sem;Piso en calle Mijedo;/alquilar/piso-noja_helgueras-45062744058_510167/;Helgueras (Noja);2 habs.;1 baño;4ª planta;Se alquila ático con ascensor y garaje particular, cercano a la playa y con espectaculares vistas al mar en noja, en la zona de la...;43.470240005;-3.508333448;65 m²;cantabria
2.500 €/mes;Dúplex en Sardinero;/alquilar/duplex-santander_el_sardinero39005-35859905927_100500/;El Sardinero (Santander);4 habs.;4 baños;Bajo;"Triplex en el corazon del sardinero

Deluxe santander inmobiliaria pone en alquiler para fijo, a partir de septiembre, fantástica ...";43.4697613;-3.7807818;360 m²;cantabria
3.000 €/mes;Piso en Avenida de Francia, 124;/alquilar/piso-laredo_el_puntal-39254459790_515274/;El Puntal (Laredo);2 habs.;2 baños;10ª planta;Impresinante piso en el puntal, recientemente reformado, con unas vistas impresionantes a las playas de el puntal y el regatón. L...;43.427664951987;-3.44808440341153;65 m²;cantabria
2.600 €/mes;Piso en calle de Menéndez Pelayo, 30;/alquilar/piso-laredo_centro-35075618053_515274/;Centro (Laredo);2 habs.;2 baños;1ª planta;"¡Precioso piso en alquiler en el centro de laredo para disfrutar de tus vacaciones de verano!

Cerca de todos los servicios y a es...";43.41252605730827;-3.412753663287109;87 m²;cantabria
3.000 €/mes;Ático en calle de Isaac Peral, 5;/alquilar/atico-suances_centro_urbano-45918655078_427100/;Suances;3 habs.;1 baño;;"Disponible en septiembre: 3.000€
1 - 15 septiembre: 2.000€
15 - 30 septiembre: 1.500€
Situado en una urbanización privada en munic...";43.432961355187665;-4.045086774931682;112 m²;cantabria
1.800 €/mes;Piso en calle de la República de Colombia;/alquilar/piso-zona_playa-36701121341_515274/;Zona Playa (Laredo);2 habs.;1 baño;2ª planta;"Estupendo dúplex en alquiler a escasos metros de la playa salvé.

Cuenta con dos dormitorios , salón comedor, baño con plato de du...";43.409239746;-3.437205069;75 m²;cantabria
1.400 €/mes;Piso en Sardinero;/alquilar/piso-santander_el_sardinero39012-45889991313_100500/;El Sardinero (Santander);2 habs.;3 baños;3ª planta;"Dúplex con piscina a un paso de la playa

Fantástico dúplex en alquiler en pleno sardinero **alquiler para fijo** disponible a par...";43.4791273;-3.7931796;130 m²;cantabria
725 €/mes;Piso en Valdenoja-La Pereda;/alquilar/piso-valdenoja_la_pereda39012-35016607321_100500/;Valdenoja (Santander);1 hab.;1 baño;1ª planta;"Apartamento en alquiler para verano

Deluxe santander pone en alquiler este estupendo apartamento en avenida cantabria muy próximo...";43.476135006;-3.805887567;50 m²;cantabria
550 €/mes;Piso en Playa;/alquilar/piso-zona_playa-46758882752_106000/;Zona Playa (Laredo);1 hab.;1 baño;2ª planta;"Apartamento cerca de la playa. Ideal para la temporada de invierno!
Alquiler de septiembre a junio junto al hospital de laredo!
Le...";43.41492897;-3.44047773;40 m²;cantabria
1.990 €/mes;Piso en calle Centro, nº 1;/alquilar/piso-laredo_centro-34243423585_515274/;Centro (Laredo);2 habs.;1 baño;2ª planta;"Si buscas un piso en el centro de laredo para pasar unas estupendas vacaciones. ¡¡Aquí lo tienes!!

Este magnífico piso cuenta con...";43.40733264319887;-3.417254222860548;60 m²;cantabria
900 €/mes;Piso en Avenida de los Derechos Humanos, 40;/alquilar/piso-zona_playa-25851123426_515274/;Zona Playa (Laredo);2 habs.;2 baños;2ª planta;Piso para alquiler vacacional en estupenda residencia privada a pocos metros de la playa. El piso cuenta con dos dormitorios, ampl...;43.4164;-3.4435;70 m²;cantabria
1.800 €/mes;Piso en calle Emperador, 14;/alquilar/piso-laredo_centro-83413495835_515274/;Centro (Laredo);2 habs.;3 baños;3ª planta;¡¡¡¡¡Exclusivo!!!!!!!!!!!!! ¡¡¡¡¡Gran oportunidad libre julio !!!!En el centro de laredo, edificio de reciente construcción, con a...;43.412067640313616;-3.4088998907182364;80 m²;cantabria
1.600 €/mes;Piso en Sardinero;/alquilar/piso-santander_el_sardinero39005-45838374931_100500/;El Sardinero (Santander);4 habs.;2 baños;1ª planta;"Piso en el sardinero alquiler temporal

Disponible desde septiembre 2024 hasta junio 2025

Fantástico piso totalmente reformado en...";43.478142159;-3.790588575;140 m²;cantabria
700 €/mes;Piso en Centro;/alquilar/piso-carlos_v-45086350420_106000/;Carlos V (Laredo);2 habs.;1 baño;3ª planta;"¡Piso de alquiler de septiembre a junio en el centro de laredo! 

Con preciosas vistas al mar y una inmejorable ubicación, a pie d...";43.407496154;-3.427318058;;cantabria
