precio;sub_descr;href;ubicacion;habitaciones;banios;planta;otros;latitude;longitude;mt2;CCAA
850 €/mes;Piso en calle de Castilla;/alquilar/piso-castilla_hermida39009-45897410395_102200/;Castilla-Hermida (Santander);3 habs.;1 baño;1ª planta;Estupendo piso de alquiler temporal en la calle castilla de tres dormitorios, salón, cocina y baño. Dispone de ascensor a cota cer...;43.4545393;-3.8209428;72 m²;cantabria
950 €/mes;Piso en Valdenoja-La Pereda;/alquilar/piso-santander_monte39012-32576198517_100500/;Monte (Santander);2 habs.;2 baños;1ª planta;"Magnifica vivienda vacacional septiembre-junio en valdenoja-la pereda de dos habitaciones

En una buena urbanización privada con p...";43.4713534;-3.8182037;94 m²;cantabria
1.400 €/mes;Piso en Avenida del Doctor Diego Madrazo;/alquilar/piso-santander_cueto-46737407299_995936/;Cueto (Santander);4 habs.;3 baños;4ª planta;"Dúplex grande, impecable y precioso en el ""centro de valdenoja"" con vistas a toda la avenida de diego madrazo. Amueblado. Distribu...";43.4825944;-3.795989;170 m²;cantabria
900 €/mes;Piso en Plaza de Rubén Darío, 4;/alquilar/piso-santander_el_sardinero39005-46680553427_100500/;El Sardinero (Santander);3 habs.;2 baños;4ª planta;"Solo para alquileres en temporada escolar (septiembre-junio)
 
 Magnífica ubicación para un amplio inmueble de alquiler a un paso ...";43.4781;-3.79059;130 m²;cantabria
850 €/mes;Piso en calle de la Enseñanza;/alquilar/piso-santander_centro_ayuntamiento39001-45015124003_993981/;Centro-Ayuntamiento (Santander);2 habs.;2 baños;1ª planta;"Alquiler temporal. No se alquila para fijo. Curso escolar o varios meses por trabajo.  
Piso próximo al ayuntamiento. Amueblado y ...";43.463923;-3.8106078;81 m²;cantabria
1.100 €/mes;Piso en Centro;/alquilar/piso-santander_centro_ayuntamiento39003-46712294192_100500/;Centro-Ayuntamiento (Santander);4 habs.;2 baños;8ª planta;"¡Piso de ensueño en el corazón de santander en alquiler de septiembre de 2024 a junio 2025!

¿Buscas un hogar cómodo y bien ubicad...";43.4629495;-3.8053789;105 m²;cantabria
1.200 €/mes;Apartamento en Hospital;/alquilar/apartamento-zona_playa-42578796141_108900/;Zona Playa (Laredo);1 hab.;1 baño;12ª planta;"Estupendo apartamento disponible segunda quincena agosto
Precio segunda quincena 1200
Luminoso apartamento cerca de la playa salvé...";43.411091607;-3.435219127;45 m²;cantabria
1.250 €/mes;Apartamento en El Sardinero;/alquilar/apartamento-santander_el_sardinero39005-44258270425_101800/;El Sardinero (Santander);3 habs.;1 baño;1ª planta;Vivienda exclusiva en el sardinero para alquilar de septiembre a junio. Magnífica vivienda completamente reformada, muy acogedora ...;43.4752091;-3.7888009;95 m²;cantabria
1.900 €/mes;Piso en calle de Peredo, 10;/alquilar/piso-noja_centro-45004817050_523850/;Centro (Noja);2 habs.;1 baño;Bajo;Alquilo piso de 70 metros tiene 2 dormitorios, salón, cocina y baño. Balcón, exterior, soleado y luminoso, un segundo piso sin asc...;43.481564;-3.5246928;76 m²;cantabria
1.700 €/mes;Piso en calle del Laurel;/alquilar/piso-trengandin-44230889431_102200/;Trengandín (Noja);2 habs.;1 baño;3ª planta;Alquiler vacacional de junio a septiembre nuevo - bonita vivienda en noja con piscina y zonas verdes, cerca de la playa de trengan...;43.477075182;-3.521198814;60 m²;cantabria
680 €/mes;Piso en Avenida de Bilbao;/alquilar/piso-torrelavega_sierrapando-46766547096_109300/;Sierrapando (Torrelavega);2 habs.;1 baño;2ª planta;"Inmoprime21 tu inmobiliaria de confianza en santander;para  temporaldisponible a partir de septiembre se alquila piso en el entorn...";43.343549104;-4.032887923;62 m²;cantabria
800 €/mes;Dúplex en Avenida de Berría Primera;/alquilar/duplex-el_dueso-45016435144_510167/;El Dueso (Santoña);2 habs.;2 baños;2ª planta;"A un paso de la playa de berria.
Urbanización con piscina y tenis
Dúplex con cocina, salón con terraza, 2 dormitorios, uno de ello...";43.462884822;-3.469706017;75 m²;cantabria
750 €/mes;Piso en Avenida de Pontejos;/alquilar/piso-santander_el_sardinero39005-32592937024_100500/;El Sardinero (Santander);2 habs.;1 baño;3ª planta;Alquiler temporal! Precio meses verano. Bonito piso de 2 habitaciones junto a la playa en el sardinero. Precio curso escolar. Perf...;43.4758403;-3.7899409;55 m²;cantabria
725 €/mes;Piso en Valdenoja-La Pereda;/alquilar/piso-valdenoja_la_pereda39012-35016607321_100500/;Valdenoja (Santander);1 hab.;1 baño;1ª planta;"Apartamento en alquiler para verano

Deluxe santander pone en alquiler este estupendo apartamento en avenida cantabria muy próximo...";43.476135006;-3.805887567;50 m²;cantabria
1.400 €/mes;Piso en Sardinero;/alquilar/piso-santander_el_sardinero39012-45889991313_100500/;El Sardinero (Santander);2 habs.;3 baños;3ª planta;"Dúplex con piscina a un paso de la playa

Fantástico dúplex en alquiler en pleno sardinero **alquiler para fijo** disponible a par...";43.4791273;-3.7931796;130 m²;cantabria
800 €/sem;Piso en calle Mijedo;/alquilar/piso-noja_helgueras-45062744058_510167/;Helgueras (Noja);2 habs.;1 baño;4ª planta;Se alquila ático con ascensor y garaje particular, cercano a la playa y con espectaculares vistas al mar en noja, en la zona de la...;43.470240005;-3.508333448;65 m²;cantabria
775 €/mes;Piso en calle Fernando de los Rios;/alquilar/piso-los_castros39005-46677442077_100500/;Los Castros (Santander);2 habs.;2 baños;8ª planta;Curso escolar! Temporal! Piso de 2 habitaciones, salón-comedor, cocina, sala de estar, 2 baños y terraza. Calefacción y ventanas d...;43.4694791;-3.7934251;100 m²;cantabria
1.990 €/mes;Piso en calle Centro, nº 1;/alquilar/piso-laredo_centro-34243423585_515274/;Centro (Laredo);2 habs.;1 baño;2ª planta;"Si buscas un piso en el centro de laredo para pasar unas estupendas vacaciones. ¡¡Aquí lo tienes!!

Este magnífico piso cuenta con...";43.40733264319887;-3.417254222860548;60 m²;cantabria
570 €/mes;Piso en Cuatro Caminos;/alquilar/piso-santander_cuatro_caminos39008-9209487963_100500/;Cuatro Caminos (Santander);2 habs.;1 baño;1ª planta;"Alquiler de septiembre a junio 
Vivienda con orientación sur, en la zona de cuatro caminos , consta de 2 dormitorios, salón cocina...";43.4555005;-3.8262532;65 m²;cantabria
2.900 €/mes;Piso en Centro;/alquilar/piso-laredo_centro39770-40856479248_106000/;Centro (Laredo);3 habs.;2 baños;;"Alquiler piso de tres dormitorios en el centro de laredo.
Rubio inmobiliaria les ofrece un inmueble ideal para disfrutar de sus va...";43.409292931;-3.414866716;Más de 20;cantabria
2.400 €/mes;Piso en calle de Gutiérrez Rada, 15;/alquilar/piso-laredo_centro39770-45093022677_515274/;Centro (Laredo);2 habs.;1 baño;1ª planta;Eprimera línea de la playa salvé de laredo se encuentra este impresionante piso recién reformado que presentamos hoy desde pisos ...;43.412;-3.41564;80 m²;cantabria
2.800 €/mes;Piso en calle del Padre Ignacio Ellacuria, 1;/alquilar/piso-carlos_v-44239960694_515274/;Carlos V (Laredo);2 habs.;1 baño;2ª planta;Le ofrecemos este maravilloso piso en alquiler en una de las zonas más demandadas de laredo, ya que está cerca del centro de la vi...;43.407608;-3.4276836;75 m²;cantabria
450 €/mes;Piso en calle Playa, nº 45;/alquilar/piso-zona_playa-25025616942_515274/;Zona Playa (Laredo);2 habs.;1 baño;1ª planta;"Temporada de invierno!!! No todo el año
¡¡Piso en primera línea de playa en el paseo marítimo !! El piso cuenta con dos habitacion...";43.40733264319887;-3.417254222860548;65 m²;cantabria
675 €/mes;Piso en calle Barrio San Martín del Pino;/alquilar/piso-penacastillo_nueva_montana39011-46702333221_100500/;Peñacastillo-Nueva Montaña (Santander);1 hab.;1 baño;;Oportunidad! Apartamento de una habitación completamente reformado perfectamente comunicado con el centro, junto a la estación de ...;43.4429192;-3.8478001;39 m²;cantabria
1.250 €/mes;Casa en calle La Vía;/alquilar/casa-villaverde_de_pontones-46710432964_100500/;Villaverde de Pontones (Ribamontán Al Monte);3 habs.;2 baños;;"¡Preciosa casa para alquiler fijo en pontones! Totalmente reformada, una propiedad con mucho encanto. 
Entramos en la primera plan...";43.411808725;-3.70157693;140 m²;cantabria
5.500 €/mes;Piso en calle de Marianela, 3;/alquilar/piso-santander_el_sardinero39005-44196192577_427100/;El Sardinero (Santander);4 habs.;3 baños;2ª planta;"Alquiler de temporada:
Disponible de 16 de agosto - 5.500€/qincena
Septiembre 8.000€/mes
Descubre este distinguido apartamento sit...";43.4655;-3.78334;235 m²;cantabria
2.500 €/mes;Piso en calle del Tinaco;/alquilar/piso-laredo_centro39770-41733237227_515274/;Centro (Laredo);2 habs.;1 baño;2ª planta;Si buscas un piso de alquiler en el centro de laredo a tan solos unos minutos de la playa salvé y del puerto deportivo y cerquita...;43.4117967;-3.408122;45 m²;cantabria
3.600 €/mes;Piso en Avenida de Enrique Mowinckel;/alquilar/piso-zona_playa-44201315301_515274/;Zona Playa (Laredo);2 habs.;3 baños;Bajo;Te presentamos este estupendo piso en una de las residencias con la mejor vista de laredo. La vivienda está en primerisima línea d...;43.420609863;-3.443522489;90 m²;cantabria
1.800 €/mes;Piso en Sardinero;/alquilar/piso-santander_el_sardinero39005-45838374931_100500/;El Sardinero (Santander);4 habs.;2 baños;1ª planta;"Piso en el sardinero alquiler temporal

Disponible desde septiembre 2024 hasta junio 2025

Fantástico piso totalmente reformado en...";43.478142159;-3.790588575;140 m²;cantabria
1.200 €/mes;Piso en Sardinero;/alquilar/piso-santander_el_sardinero39005-45862226484_100500/;El Sardinero (Santander);2 habs.;1 baño;1ª planta;"Alquiler de temporada

Disponible mes septiembre 2024 hasta junio 2025

Excelente vivienda en alquiler en una de las zonas más exc...";43.4695572;-3.7806882;85 m²;cantabria
2.800 €/mes;Piso en calle Playa, nº 9;/alquilar/piso-laredo_centro-25067468104_515274/;Centro (Laredo);2 habs.;2 baños;4ª planta;Magnífico piso en alquiler para disfrutar de tus vacaciones de verano!! El piso tiene dos habitaciones dobles, amplio salón comedo...;43.40733264319887;-3.417254222860548;80 m²;cantabria
850 €/mes;Piso en calle del Sable;/alquilar/piso-playa_ostende39700-45916036426_100500/;Playa Ostende (Castro Urdiales);2 habs.;1 baño;;"Inmobiliaria ubicate alquila a dos minutos de la playa de ostende!
*** por quincenas agosto 1000 euros
*** mes de agosto completo ...";43.390734289;-3.224376948;70 m²;cantabria
3.200 €/mes;Piso en calle de Ángel Gutiérrez Unzúe;/alquilar/piso-laredo_centro39770-45857087765_515274/;Centro (Laredo);2 habs.;1 baño;3ª planta;Estupendo piso en una de las zonas de laredo con más encanto, las casas de pescadores, con las vistas más despejadas a la bahía y ...;43.412278552;-3.416171717;65 m²;cantabria
900 €/mes;Piso en Paseo del General Dávila, 18;/alquilar/piso-los_castros39005-45860911635_427100/;Los Castros (Santander);1 hab.;1 baño;1ª planta;Piso para alquiler en la temporada de septiembre a junio, coqueto, cómodo y muy bien ubicado. Este inmueble se sitúa en los primer...;43.468487;-3.7909713;54 m²;cantabria
1.500 €/mes;Piso en Sardinero;/alquilar/piso-los_castros39005-35051145353_100500/;Los Castros (Santander);2 habs.;1 baño;Bajo;En el sardinero de santander, a escasos 5 minutos de las playas se encuentra este fabuloso apartamento que se alquila en temporada...;43.4697088;-3.7915461;61 m²;cantabria
1.800 €/mes;Piso en calle Emperador, 14;/alquilar/piso-laredo_centro-83413495835_515274/;Centro (Laredo);2 habs.;3 baños;3ª planta;¡¡¡¡¡Exclusivo!!!!!!!!!!!!! ¡¡¡¡¡Gran oportunidad libre julio !!!!En el centro de laredo, edificio de reciente construcción, con a...;43.412067640313616;-3.4088998907182364;80 m²;cantabria
2.500 €/mes;Piso en Avenida de Francia, 95;/alquilar/piso-laredo_el_puntal-30091518740_515274/;El Puntal (Laredo);3 habs.;2 baños;7ª planta;"Estupendo piso en alquiler para disfrutar de tus vacaciones de verano en 1ª línea de playa y ¡¡Con unas vistas inmejorables!!

El ...";43.4244;-3.44668;120 m²;cantabria
2.600 €/mes;Piso en calle de Menéndez Pelayo, 30;/alquilar/piso-laredo_centro-35075618053_515274/;Centro (Laredo);2 habs.;2 baños;1ª planta;"¡Precioso piso en alquiler en el centro de laredo para disfrutar de tus vacaciones de verano!

Cerca de todos los servicios y a es...";43.41252605730827;-3.412753663287109;87 m²;cantabria
1.400 €/mes;Piso en Avenida de los Derechos Humanos, 40;/alquilar/piso-zona_playa-31682657589_515274/;Zona Playa (Laredo);3 habs.;1 baño;9ª planta;"¡¡Estupendo piso en residencia privada con piscina!!

Magnífico piso en alquiler donde poder disfrutar de unas estupendas vacacion...";43.41635042861502;-3.4435029954625205;85 m²;cantabria
4.000 €/mes;Piso en El Puntal;/alquilar/piso-laredo_el_puntal-33424364286_108500/;El Puntal (Laredo);3 habs.;2 baños;;Les presentamos este fabuloso piso con vistas a la playa salvé de la laredo. Disfruta de este piso muy cuidado, sus 3 habitaciones...;43.421513612;-3.445297201;85 m²;cantabria
