precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta;CCAA
45.000 €;;/comprar/piso-puente_san_miguel-94240927035_996790/;Puente San Miguel (Reocín);1 baño;60 m²;En puente san miguel, a unos 4 km de torrelavega, próximo a la autovía, vivienda en en una tercera planta con una superficie aprox...;43.359281322;-4.086231663;2 habs.;Bajo;cantabria
59.000 €;;/comprar/piso-covadonga_campuzano_ciudad_vergel39300-45075387897_996790/;Covadonga-Campuzano-Ciudad Vergel (Torrelavega);1 baño;66 m²;"En torrelavega, vivienda de dos dormitorios, salón cocina con balcón y un baño 
Luminosa con orientación oeste
Ventanas de pvc.";43.346398619;-4.061015737;2 habs.;4ª planta;cantabria
140.000 €;Piso en Avenida de Francia, 34;/comprar/piso-zona_playa-35075202479_102200/;Zona Playa (Laredo);1 baño;60 m²;Enntre la playa y el hospital de laredo, se encuentra este piso en planta baja en muy buen estado de conservación con parking comu...;43.4172;-3.44157;2 habs.;;cantabria
150.000 €;;/comprar/piso-miengo_centro_urbano-43405051293_993117/;Miengo;1 baño;67 m²;En miengo, localidad de cantabria, situada a 15 kms de santander, y 10 kms de torrelavega, por la a67,situado en zona del litoral,...;43.431783348;-4.006579026;2 habs.;Bajo;cantabria
95.000 €;;/comprar/piso-ramales-39242000436_100500/;Ramales (Ramales de la Victoria);1 baño;69 m²;"Norinmobiliaria vende un maravilloso piso de 2 habitaciones, de 69 m² construidos, en el centro de ramales.

El piso consta de un ...";43.255293396;-3.46385952;2 habs.;;cantabria
119.000 €;;/comprar/piso-cazona_la_albericia_el_alisal-34243026342_996790/;El Alisal-Cazoña (Santander);1 baño;68 m²;Pisos en venta junto al complejo deportivo del albericia, en una zona residencial, junto a un parque, en un edifíco con ascensor, ...;43.4626234;-3.8424021;1 hab.;1ª planta;cantabria
95.000 €;;/comprar/piso-badames-45898378952_996790/;Bádames (Voto);1 baño;72 m²;Estpenda vivienda en venta en bádames,  vivienda de 2 dormitorios, con salón-comedor amplio, cocina amueblada con tendedero, 2 dor...;43.355139016;-3.497027576;2 habs.;2ª planta;cantabria
340.000 €;;/comprar/casa-hinojedo-44224610497_996790/;Hinojedo (Suances);2 baños;384 m²;Chalet individual amplio con una superficie aproximadamente de 348 m², con un jardín de unos 900 m² aproximadamente. Distribuido e...;43.395061005;-4.042691516;3 habs.;;cantabria
323.500 €;Casa adosada en calle Mies de Domañas,  2;/comprar/casa_adosada-maono-4349194097_109700/;Maoño (Santa Cruz de Bezana);3 baños;175 m²;Nº 16. Casa adosada de obra nueva, de 175 m² de superficie construida, y emplazada en la zona de santa cruz de bezana.  Está dispu...;43.456420541;-3.908587246;4 habs.;;cantabria
248.000 €;;/comprar/piso-castro_urdiales_centro-44188641314_519016/;Centro (Castro Urdiales);2 baños;108 m²;En exclusiva una amplia vivienda en la zona de leonardo rucabado a escasos metro de la plaza de la barrera y parque de la música. ...;43.379267825;-3.219488784;3 habs.;4ª planta;cantabria
123.000 €;Piso en calle Pelegrín, nº 29;/comprar/piso-laredo_centro39777-41759951117_501239/;Centro (Laredo);1 baño;86 m²;Os presentamos en multiexclusiva este amplio piso totalmente exterior a escasos metros del centro de laredo.  Un piso para vivir c...;43.40794;-3.4150712;3 habs.;1ª planta;cantabria
110.000 €;;/comprar/piso-santander_general_davila39001-45058653990_100500/;General Dávila (Santander);;53 m²;"Se propietario y deja de pagar alquileres. O si prefieres como inversión en la bonita y demandada ciudad de santander.
Estupendas ...";43.4660345;-3.806356;2 habs.;5ª planta;cantabria
123.000 €;;/comprar/piso-rinconeda-44212611897_993117/;Rinconeda (Polanco);1 baño;68 m²;"Piso con garaje cerrado y trastero en rinconeda (polanco), muy bien ubicado.

Tiene dos habitaciones y un baño, recibidor, cocina ...";43.381475461;-4.037735124;2 habs.;1ª planta;cantabria
132.000 €;;/comprar/piso-penacastillo_nueva_montana39011-42546619248_100500/;Peñacastillo-Nueva Montaña (Santander);;75 m²;Si quieres vivir muy cerquita de santander, con todos los servicios al alcance de tu mano y en un piso listo para entrar a vivir…....;43.4492281;-3.8495138;2 habs.;2ª planta;cantabria
280.000 €;Chalet adosado en calle Viveda-Pelia, nº 44;/comprar/chalet_adosado-viveda-45901361850_527356/;Viveda (Santillana del Mar);3 baños;147 m²;Se vende espectacular chalet esquinero con jardín de 226m² oeste-sur-este con cenador de lujo y jardín japonés construido en el a...;43.382226882080516;-4.05309659803919;3 habs.;;cantabria
243.600 €;Piso en Barrio de la Iglesia, 1;/comprar/piso-liencres-2866630667_109700/;Liencres (Piélagos);2 baños;99 m²;Bloque 2, 1º B. Piso en un edificio de obra nueva de 99 m2 de superficie construida y ubicado en la zona de Piélagos, enclavado en planta 1. Está distribuido en 3 habitaciones, 2 baños completos y terraza 3,66 m².;43,46001;-3,9277129;3 habs.;1ª planta;cantabria
142.000 €;;/comprar/piso-laredo_centro39777-41669433037_501237/;Centro (Laredo);1 baño;86 m²;Este piso a la venta se encuentra en una ubicación privilegiada, a pocos metros del centro de laredo, lo que proporciona fácil acc...;43.408788541;-3.415732468;3 habs.;1ª planta;cantabria
380.000 €;Chalet en calle los Corrales, nº 51;/comprar/chalet-gajano-41691069539_109300/;Gajano (Marina de Cudeyo);3 baños;562 m²;"¡Bienvenid@ a esta casa que combina el encanto de lo antiguo con una acertada restauración!  
Esta casa de piedra, antiguamente un...";43.411449;-3.767387;5 habs.;;cantabria
1.495.000 €;Piso en calle de Francisco Salazar, 14;/comprar/piso-sardinero39004-40053510243_100500/;El Sardinero (Santander);4 baños;256 m²;Si hay algo que cabe destacar de esta magnífica propiedad es en primer lugar sus espectaculares vistas a la preciosa bahía de sant...;43.4652;-3.78498;5 habs.;3ª planta;cantabria
249.000 €;Casa adosada en Barrio de Adino;/comprar/casa_adosada-rioseco_de_guriezo-43353989748_102200/;Rioseco de Guriezo (Guriezo);2 baños;206 m²;"Amplio chalet en guriezo - centrico

En la zona de adino más cercana al centro de guriezo encontramos este amplio chalet adosado c...";43.3442;-3.3266;3 habs.;;cantabria
90.000 €;Casa adosada en calle Carazón;/comprar/casa_adosada-revilla_guriezo-34223359982_102200/;Revilla (Guriezo);1 baño;480 m²;En guriezo, en el barrio de carazón, cerca del centro se pone a la venta esta amplia casa de piedra con derecho de uso de dos terr...;43.3371;-3.31988;4 habs.;;cantabria
660.000 €;;/comprar/casa-soto_de_la_marina-23373480195_993117/;Soto de La Marina (Santa Cruz de Bezana);5 baños;338 m²;"En soto de la marina, casa de 338m², en perfecto estado, en parcela de unos 650m².
Actualmente está distribuida en dos plantas mas...";43.466331859;-3.895970049;6 habs.;;cantabria
35.000 €;Casa adosada en Barrio del Marrón, 59;/comprar/casa_adosada-marron-43346584698_501239/;Marrón (Ampuero);2 baños;138 m²;"Ubicada en  marrón  (ampuero), esta casa de campo adosada en exclusiva ofrece una oportunidad de rehabilitación única.

El inmuebl...";43.34843168157852;-3.4342144154247243;3 habs.;;cantabria
300.000 €;Piso en calle Doctor Sendderos, nº 5;/comprar/piso-laredo_centro39770-45072813029_501239/;Centro (Laredo);2 baños;102 m²;Encantador piso en el corazón de laredo, listo para mudarse y a solo unos pasos de la playa.   Ubicado en una zona residencial con...;43.40854426163009;-3.4197964551146063;3 habs.;1ª planta;cantabria
325.000 €;Piso en calle Cuesta del Infierno, nº 2;/comprar/piso-laredo_centro39770-45064567154_501239/;Centro (Laredo);2 baños;120 m²;¡Presentamos esta magnífica vivienda en el emblemático edificio telefónica, construido en 2008! Este edificio destaca por su facha...;43.40733264319887;-3.417254222860548;3 habs.;2ª planta;cantabria
243.600 €;Piso en Barrio de la Iglesia, 1;/comprar/piso-liencres-2866630667_109700/;Liencres (Piélagos);2 baños;99 m²;Bloque 2, 1º b. Piso en un edificio de obra nueva de 99 m² de superficie construida y ubicado en la zona de piélagos, enclavado en...;43.46001;-3.9277129;3 habs.;1ª planta;cantabria
318.000 €;;/comprar/casa-carasa-16688747056_501237/;Carasa (Voto);3 baños;217 m²;"Observaciones
Observaciones públicas:
En exclusiva a la venta os presentamos este impresionante chalet individual ubicado en caras...";43.369716595;-3.46396324;4 habs.;;cantabria
350.000 €;;/comprar/chalet_adosado-soto_de_la_marina-45922812913_993117/;Soto de La Marina (Santa Cruz de Bezana);3 baños;268 m²;"¡Oportunidad única en soto de la marina!
Se vende chalet en esquina, en urbanización con piscina y zonas verdes, a un paso de la p...";43.4694015;-3.8903057;5 habs.;;cantabria
895.000 €;;/comprar/piso-santander_el_sardinero-40834972325_993117/;El Sardinero (Santander);4 baños;198 m²;Piso en venta en el sardinero, en la avenida de los infantes, junto a la playa , con dos amplias terrazas , muy soleado y con prec...;43.4692023;-3.7876237;5 habs.;3ª planta;cantabria
179.000 €;Piso en calle El Junco, 1;/comprar/piso-colindres_centro_urbano-45017996635_515274/;Colindres;2 baños;71 m²;"¡¡¡Piso con vistas a estrenar!

Buscas un piso en el centro de colindres, nuevo, a estrenar, el cual convertir en tu hogar donde e...";43.399788;-3.4495666;2 habs.;3ª planta;cantabria
150.000 €;;/comprar/casa_rustica-limpias_centro_urbano-20910411053_100500/;Limpias;2 baños;353 m²;Se vende en exclusiva casa adosada de 353 m² construidos, en el centro del pueblo, al lado del paseo de la ria del ason de limpias...;43.366552389;-3.427949511;3 habs.;;cantabria
270.000 €;;/comprar/casa_unifamiliar-somo-21695085209_511103/;Somo (Ribamontán Al Mar);1 baño;500 m²;"Se vende casa de piedra en somo
Casa de 501 m² construidos en parcela de 1068 m², para reformar, la casa se divide en dos plantas,...";43.45160307546898;-3.737602436330411;3 habs.;;cantabria
395.000 €;;/comprar/casa-el_arenal_de_penagos-21724559977_511103/;El Arenal de Penagos (Penagos);2 baños;576 m²;Santanderhouse. Vende en helguera de penagos, un conjunto formado por una vivienda de dos plantas, con una superficie de 576 m² co...;43.33963975944919;-3.820588802277372;6 habs.;;cantabria
259.000 €;Piso en calle de Menéndez Pelayo, 13;/comprar/piso-laredo_centro39770-3652968382_109700/;Centro (Laredo);2 baños;86 m²;Portal 6, 1º a. Piso en un inmueble de obra nueva de 86 m² de superficie construida y situado en la zona de laredo, acomodado en p...;43.411759536;-3.41279115;2 habs.;1ª planta;cantabria
650.000 €;Piso en calle de Castilla, 6;/comprar/piso-castilla_hermida39002-43413228795_527356/;Castilla-Hermida (Santander);4 baños;254 m²;Se vende ático dúplex  de 254m² construidos con terrazas y vistas al mar en edificio de hormigón con ascensor en lo mejor del cent...;43.4586;-3.80898;6 habs.;7ª planta;cantabria
195.000 €;;/comprar/casa-bollacin-33414778296_990805/;Bollacín (Luena);3 baños;370 m²;"Casona de piedra, ideal para vivienda o negocio en san miguel de luena:
 Les presentamos esta extraordinaria casona de piedra, de ...";43.0845;-3.89161;3 habs.;;cantabria
85.000 €;;/comprar/piso-la_inmobiliaria_barreda-43408560368_100500/;La Inmobiliaria-Barreda (Torrelavega);1 baño;81 m²;¡Descubre este encantador piso de 81 metros cuadrados! Este acogedor hogar cuenta con 3 dormitorios, perfectos para una familia o ...;43.364291045;-4.044445575;3 habs.;3ª planta;cantabria
295.100 €;;/comprar/piso-cotolino39709-45931461496_996790/;Cotolino (Castro Urdiales);202 baños;104 m²;Vivienda en planta baja en castro urdiales, en la zona de cotolino, del año 2004, con una superficie de 111 m², salón comedor, coc...;43.3711291;-3.2005928;3 habs.;Bajo;cantabria
109.000 €;;/comprar/piso-ampuero_centro_urbano-44191663323_520884/;Ampuero;2 baños;124 m²;Piso de gran tamaño, 124 m² construidos, muy luminoso orientado al sur, tiene excelentes vistas despejadas al campo, y se encuentr...;43.342993049;-3.412309482;3 habs.;3ª planta;cantabria
572.000 €;;/comprar/chalet-loredo-38363240775_109300/;Loredo (Ribamontán Al Mar);3 baños;223 m²;"Chalet en la playa de loredo
Esta casa es tu mejor opción si buscas una casa con mucho espacio, cerca de la playa y del núcleo urb...";43.462570049;-3.71511765;4 habs.;;cantabria
69.500 €;;/comprar/piso-ampuero_centro_urbano-27542878268_520884/;Ampuero;1 baño;77 m²;Vivienda en planta baja muy bien situada en el centro de ampuero junto a todos los servicios. Tiene 2 habitaciones, un salón, un b...;43.342071644;-3.420575995;2 habs.;Bajo;cantabria
210.000 €;Casa en Barrio de Nocina;/comprar/casa-rioseco_de_guriezo-18405744813_102200/;Rioseco de Guriezo (Guriezo);1 baño;295 m²;En la entrada del municipio de guriezo se encuentra esta ocasión de poder adquirir un inmueble con 2550 mt de terreno urbano a un ...;43.3804;-3.31832;3 habs.;;cantabria
245.000 €;;/comprar/piso-cotolino39709-45051233850_101800/;Cotolino (Castro Urdiales);2 baños;60 m²;"Planta baja con terraza de 15 m², para entrar a vivir.

2 habitaciones, salón, cocina equipada, 2 baños.

Parcela de garaje doble.";43.372394806;-3.206656359;2 habs.;;cantabria
72.500 €;;/comprar/piso-ampuero_centro_urbano-34174405840_996790/;Ampuero;1 baño;97 m²;Piso en venta en el centro de ampuero, amplio, dispone de 4 dormitorios, salón con balcón, cocina vacia con tendedero, 1 baño. Sue...;43.34250709;-3.415740265;4 habs.;3ª planta;cantabria
415.000 €;;/comprar/chalet_unifamiliar-boo_de_pielagos-44206829348_996790/;Boo de Piélagos (Piélagos);2 baños;357 m²;Chalet individual en el alto de san mateo, buenas comunicaciones con santander, en una zona residencial y tranquila, con una super...;43.431449466;-3.94640588;4 habs.;;cantabria
200.000 €;Piso en Avenida de José Ortega y Gasset,  s/n;/comprar/piso-penacastillo_nueva_montana39011-4222795115_109700/;Peñacastillo-Nueva Montaña (Santander);2 baños;103 m²;Portal 5, 2º c, v2d.06. Piso en una finca de obra nueva de 103 m² de superficie construida y emplazado en la zona de santander, po...;43.4464903;-3.8636812;2 habs.;2ª planta;cantabria
259.000 €;Piso en calle de Menéndez Pelayo, 13;/comprar/piso-laredo_centro39770-3652968382_109700/;Centro (Laredo);2 baños;86 m²;Portal 6, 1º A. Piso en un inmueble de obra nueva de 86 m2 de superficie construida y situado en la zona de Laredo, acomodado en planta 1. Está estructurado en 2 habitaciones, 2 baños completos y terraza de 10,02 m2. Aporta como extras ascensor y trastero, garaje aparte.;43,411759536;-3,41279115;2 habs.;1ª planta;cantabria
140.000 €;;/comprar/piso-suances_centro_urbano-34213008296_511103/;Suances;1 baño;91 m²;"Santanderhouse. Vende piso en suances.
Se vende piso de 91 m² construidos distribuido en hall, cocina independiente con galería de...";43.426535547;-4.045297879;3 habs.;4ª planta;cantabria
58.000 €;Estudio en Avenida de la Libertad, 84;/comprar/estudio-laredo_el_puntal-44166824287_501237/;El Puntal (Laredo);1 baño;20 m²;"¡Oportunidad única en zona ever! A la venta chambres en planta baja de residencia privada.

¡Descubre esta increíble oportunidad e...";43.42381;-3.4475183;2 habs.;;cantabria
135.000 €;Piso en calle de la Reconquista de Sevilla, 7;/comprar/piso-laredo_centro39770-43422500460_515274/;Centro (Laredo);1 baño;56 m²;Buscas un piso en el centro de laredo listo para entrar a vivir, donde poder tener todo lo necesario para tu día a día cerca, co...;43.4105;-3.41277;2 habs.;4ª planta;cantabria
100.000 €;;/comprar/piso-valdecilla_calle_alta39008-35009309946_100500/;Cuatro Caminos (Santander);1 baño;66 m²;"Piso en santander, distribuido en tres dormitorios, salón, cocina y baño. De los tres dormitorios, dos son alcobas sin ventanas.
I...";43.4581975;-3.8272311;3 habs.;Bajo;cantabria
1.195.000 €;;/comprar/casa-sardinero39005-92522076051_100500/;El Sardinero (Santander);3 baños;375 m²;Un verdadero privilegio, es lo que trasmite una propiedad como ésta por estar en pleno centro neurálgico del sardinero, a un minut...;43.4731338;-3.7898102;11 habs.;;cantabria
285.000 €;;/comprar/casa-santiurde_de_toranzo_centro_urbano-41688656531_100500/;Santiurde de Toranzo;2 baños;328 m²;Si le gusta la tranquilidad de vivir en un pueblo, en una finca de 1.100m² cerrada de muros de piedra, se encuentra esta fantástic...;43.268073281;-3.935428;4 habs.;;cantabria
169.900 €;Piso en calle del Doctor Federico de la Lastra, 2;/comprar/piso-laredo_centro-27542111035_515274/;Centro (Laredo);1 baño;100 m²;"Desde pisos laredo os presentamos este piso en el centro de laredo, cerca de todos los servicios y a un paso de la playa salvé.
Es...";43.41382925224776;-3.4130141747195037;3 habs.;2ª planta;cantabria
499.000 €;;/comprar/casa_unifamiliar-sancibrian_soto_de_la_marina-39169565627_511593/;Sancibrián (Santa Cruz de Bezana);3 baños;163 m²;"Chalets  de 4 dormitorios en soto de la marina con calefacción por suelo radiante con  aerotermia y certificado energético a.
Vivi...";43.466428858;-3.896069735;4 habs.;;cantabria
265.000 €;Piso en Avenida de la Reina Victoria, 1;/comprar/piso-puertochico39004-19259601986_100500/;Puerto Chico (Santander);1 baño;116 m²;Vivienda en venta ubicada en un entorno privilegiado e inigualable, concretamente en la avenida de la reina victoria en santander....;43.4636;-3.79182;3 habs.;1ª planta;cantabria
950.000 €;;/comprar/finca_rustica-barcena_de_pie_de_concha_centro_urbano-27554931407_100500/;Bárcena de Pie de Concha;4 baños;1.266 m²;"El esplendor de este ""palacete"" concebido al más depurado estilo noble-montañés con un grado de exquisitez elevado a su máxima exp...";43.126243431;-4.062989839;11 habs.;;cantabria
224.000 €;Piso en calle Manuel Velez, 10;/comprar/piso-penacastillo_nueva_montana39011-4153833148_109700/;Peñacastillo-Nueva Montaña (Santander);2 baños;115 m²;Piso en un edificio de obra nueva de 115 m² de superficie construida y ubicado en la zona de santander, enclavado en planta 3. Es...;43.4396068;-3.8533506;3 habs.;3ª planta;cantabria
218.000 €;;/comprar/finca_rustica-valle_de_ruesga-14253920083_100100/;Valle de Ruesga (Ruesga);2 baños;360 m²;Se vende casa de piedra en ramales de la victoria, en una zona muy tranquila con unas vistas a la montaña espectaculares y a 5 min...;43.2791516;-3.5280221;4 habs.;;cantabria
310.000 €;;/comprar/chalet_adosado-mortera-41757165858_993981/;Mortera (Piélagos);3 baños;195 m²;"En el pueblo de mortera, fantástico chalet adosado en esquina de 195 m² aprox, con 100 m² aprox de terreno.
Vivienda distribuida e...";43.446098787;-3.926321922;4 habs.;;cantabria
300.000 €;;/comprar/chalet-limpias_centro_urbano-25867201068_100500/;Limpias;2 baños;200 m²;"Chalet independiente con 900 m² de terreno en limpias.
En la planta baja se encuentra un salón comedor, cocina equipada, cuarto de...";43.364403099;-3.416251721;3 habs.;;cantabria
95.000 €;;/comprar/atico-limpias_centro_urbano-43360807049_106000/;Limpias;2 baños;110 m²;"¡Exclusiva! No te pierdas este precioso ático en limpias. 

Este magnifico piso se distribuye en una gran entrada, donde crear un ...";43.364286706;-3.416569257;3 habs.;;cantabria
299.990 €;;/comprar/chalet_pareado-guriezo_el_puente-43400226500_100900/;El Puente (Guriezo);2 baños;200 m²;"Se vende un espacioso chalet adosado en guriezo, en una zona tranquila y la que cuando veas dirás: esta es mi casa
En sus tres pla...";43.345009213;-3.323544703;4 habs.;;cantabria
385.000 €;;/comprar/piso-zona_playa-40858706847_108500/;Zona Playa (Laredo);3 baños;210 m²;Desde inmobiliaria uranga le presentamos este estupendo piso en segunda línea de playa en la zona ever de laredo. Inmueble situado...;43.417118502;-3.44149076;4 habs.;;cantabria
320.000 €;;/comprar/casa_adosada-liencres-45887742669_100500/;Liencres (Piélagos);2 baños;168 m²;"¿Quieres vivir en unas de las zonas más bonitas de cantabria? Pues estas de suerte!!!
Fresno inmobiliaria te ofrece este fantástic...";43.458859731;-3.929567651;3 habs.;;cantabria
123.900 €;;/comprar/piso-villaverde_de_pontones-25926082721_101800/;Villaverde de Pontones (Ribamontán Al Monte);2 baños;91 m²;Amplio y soleado piso en esquina a tres calles, orientación oeste-este y norte. Distribuido en 3 dormitorios (2 de ellos con acces...;43.41251592;-3.698689251;3 habs.;;cantabria
625.000 €;Dúplex en calle de Joaquín Costa, 47;/comprar/duplex-santander_el_sardinero39005-41682585641_427100/;El Sardinero (Santander);1 baño;101 m²;Fantástico apartamento en venta en pleno corazón del sardinero, en zona llana, junto al gran casino sardinero, con vistas despejad...;43.471546;-3.7822936;2 habs.;1ª planta;cantabria
590.000 €;;/comprar/chalet-ampuero_centro_urbano-44226217858_100500/;Ampuero;5 baños;805 m²;Inmobiliaria ezker aldea pone en venta imponente casón indiano de principios del siglo xx en el idílico municipio de ampuero, cant...;43.352673473;-3.41785534;10 habs.;;cantabria
136.000 €;;/comprar/piso-limpias_centro_urbano-43382693907_100500/;Limpias;2 baños;85 m²;"Os presentamos este amplio inmueble en limpias.

En un edificio de actual construcción con ascensor y plaza de garaje. A esto hay ...";43.364543074;-3.415596014;3 habs.;4ª planta;cantabria
149.000 €;;/comprar/casa-potes_centro_urbano-40854692779_102200/;Potes;2 baños;268 m²;"Liébana: se vende edificio de tres plantas situado sobre parcela urbana, en el conjunto histórico de potes.

La construcción dispo...";43.153347663;-4.622305639;6 habs.;;cantabria
750.000 €;;/comprar/chalet-pedrena-43368463030_101800/;Pedreña (Marina de Cudeyo);6 baños;300 m²;Pedreña. Urbanización privada con seguridad. Magnifico y exclusivo chalet adosado de 300m² con vistas a la bahía. Éste chalet, de ...;43.4446;-3.76523;6 habs.;;cantabria
398.000 €;;/comprar/chalet-barcena_de_cicero_centro_urbano-28412093645_108500/;Bárcena de Cicero;4 baños;490 m²;Desde inmobiliaria uranga os presentamos este espectacular chalet en bárcena de cicero. Chalet totalmente preparado para entrar a ...;43.419697654;-3.509487532;5 habs.;;cantabria
155.000 €;;/comprar/piso-miengo_centro_urbano-45045461708_993981/;Miengo;1 baño;55 m²;Junto a la playa de usgo (3 minutos) y a la playa de mogro. En una urbanización privada muy tranquila y con amplias zonas verdes, ...;43.434054373;-3.99936807;2 habs.;Bajo;cantabria
645.000 €;Casa en calle del Progreso, nº 27;/comprar/casa-ampuero_centro_urbano-906074872_427100/;Ampuero;;541 m²;Majestuoso por su diseño arquitectónico y gran magnitud, este palacete es capaz de infundir admiración y respeto por su solemnidad...;43.34696972823687;-3.4160055646156215;;;cantabria
215.000 €;Piso en calle Hermanos Calderón, 20;/comprar/piso-penacastillo_nueva_montana39011-4422948491_109700/;Peñacastillo-Nueva Montaña (Santander);2 baños;103 m²;Portal e, 1º b. Piso en un edificio de obra nueva de 103 m² de superficie construida y ubicado en la zona de santander, enclavado ...;43.4412706;-3.8519573;3 habs.;1ª planta;cantabria
392.400 €;Casa en calle Carasa, nº 1;/comprar/casa-padierniga-45889008979_515274/;Padiérniga (Voto);4 baños;325 m²;A tan solo unos metros de la ría, con impresionantes vistas y en un lugar tranquilo perfecto para que sea tu hogar perfecto, se en...;43.35791;-3.4327233;6 habs.;;cantabria
155.000 €;Piso en calle Juan de la Encina, 2;/comprar/piso-colindres_centro_urbano-42565643207_106000/;Colindres;2 baños;78 m²;A la venta espectacular piso en colindres. En promoción de reciente construcción ubicada junto al ayuntamiento, en una zona tranqu...;43.3948;-3.44727;2 habs.;1ª planta;cantabria
215.000 €;Piso en calle Hermanos Calderón, 20;/comprar/piso-penacastillo_nueva_montana39011-4422948491_109700/;Peñacastillo-Nueva Montaña (Santander);2 baños;103 m²;Portal E, 1º B. Piso en un edificio de obra nueva de 103 m2 de superficie construida y ubicado en la zona de Santander, enclavado en planta 1 con orientación suroeste. Está distribuido en 3 habitaciones y 2 baños completos. Incluye extras como ascensor. *Existe la posibilidad de garaje y trastero por +20.000€+IVA. Incluso Garaje extra: 18.000€+IVA.;43,4412706;-3,8519573;3 habs.;1ª planta;cantabria
415.000 €;;/comprar/duplex-puerto_chico39003-44212899595_100500/;Puerto Chico (Santander);2 baños;104 m²;¿Estás buscando un lugar para vivir o una magnífica propiedad para segunda residencia en el corazón de santander? ¡No busques más!...;43.464178079;-3.802821168;2 habs.;2ª planta;cantabria
545.000 €;Piso en calle de Castelar, 49;/comprar/piso-puerto_chico39004-45004255092_100500/;Puerto Chico (Santander);2 baños;100 m²;"Espectacular piso con terraza y vistas a la bahía de santander

La felicidad es una combinación de factores que incluyen el entorn...";43.4635;-3.79069;4 habs.;1ª planta;cantabria
480.000 €;;/comprar/chalet-liendo_centro_urbano-31760481299_100500/;Liendo;3 baños;195 m²;"Chalet en un lugar con encanto

Chalet con jardín privado y piscina comunitaria.

Este chalet está situado en el valle de liendo, ...";43.399680879;-3.370833673;4 habs.;;cantabria
189.000 €;Chalet en calle de Arriba;/comprar/chalet-la_cavada-35861750948_106000/;La Cavada (Riotuerto);3 baños;155 m²;En el barrio de arriba de la cavada, en un entorno inigualable, en plena naturaleza, junto al rio miera y las montañas de alisas. ...;43.34;-3.67301;4 habs.;;cantabria
109.000 €;;/comprar/piso-ampuero_centro_urbano-44252224155_106000/;Ampuero;2 baños;;"¡Amplio piso en ampuero!

Desde inmobiliaria mi villa les presentamos este increíble piso de 128m² distribuidos en un salón comedo...";43.342478215;-3.412520838;3 habs.;3ª planta;cantabria
285.000 €;;/comprar/piso-laredo_el_puntal-45922456336_108500/;El Puntal (Laredo);2 baños;95 m²;Desde inmobiliaria uranga en laredo os presentamos este bajo que hace esquina con jardín en laredo en primera línea de playa. La v...;43.423379676;-3.445572049;2 habs.;;cantabria
397.000 €;;/comprar/casa_adosada-isla_playa-34237886671_100500/;Isla Playa (Arnuero);4 baños;224 m²;En isla, impecable adosado en esquina con amplia parcela de terreno. Situada en una zona muy tranquila de isla a un paseo de la pl...;43.498631378;-3.55803125;5 habs.;;cantabria
115.000 €;;/comprar/duplex-boo_de_pielagos-33344761235_181900/;Boo de Piélagos (Piélagos);1 baño;70 m²;Bonito dúplex de dos habitaciones en la urbanización ria del pas , es un segundo piso con ascensor. Lla vivienda se encuentra en p...;43.424935381;-3.951074146;2 habs.;2ª planta;cantabria
259.000 €;;/comprar/piso-suances_centro_urbano-37527938462_997994/;Suances;1 baño;76 m²;¡No pierdas la oportunidad de vivir cerca de la playa en este maravilloso piso en venta! Ubicado en una finca cerrada con todas la...;43.433044758;-4.045380479;2 habs.;1ª planta;cantabria
329.000 €;;/comprar/chalet_unifamiliar-carasa-42532910952_100900/;Carasa (Voto);2 baños;238 m²;¿Estás buscando una vivienda extraordinaria? La has encontrado!!! Para segunda residencia, para teletrabajar viviendo en una zona ...;43.372277544;-3.468713917;3 habs.;;cantabria
69.900 €;;/comprar/casa-corvera_de_toranzo_centro_urbano-40930488111_102200/;Corvera de Toranzo;1 baño;246 m²;"A sólo 10 kms de puente viesgo y a 2 de ontaneda, en venta casa a reformar, independiente y con jardín

El inmueble se ubica en sa...";43.210928292;-3.937426509;4 habs.;;cantabria
93.000 €;;/comprar/piso-la_inmobiliaria_barreda-42551887886_100500/;La Inmobiliaria-Barreda (Torrelavega);1 baño;100 m²;"Si lo que buscas es un piso amplio, listo para entrar a vivir, ya lo has encontrado¡¡¡
Esta vivienda de 4 dormitorios, recién refo...";43.36562367;-4.044952558;4 habs.;Bajo;cantabria
