precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta
279.000 €;Piso en Argüelles;/comprar/piso-moncloa_aravaca_arguelles28008-38407978941_101800/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;47 m²;"Magnífico apartamento de lujo ubicado en uno de los lugares más emblemáticos de Madrid, junto al centro histórico y a un paso de la Casa de Campo y Parque del Oeste.
El apartamento forma parte de una promoción de obra nueva del año 2015, consta de 31 viviendas y dos locales comerciales. Fachada moderna, plenamente integrada en su ubicación y un diseño original, atractivo  con las últimas prestaciones tecnológicas y las máximas calidades.
Consta de un dormitorio, y salón con cocina integrada, es interior a un cuidado patio de manzana el  dormitorio, el salón abre su ventana a otro patio, máxima tranquilidad en una ubicación inmejorable.
Esta magnífica propiedad está situada en el Barrio de Argüelles, frente a los Jardines del Campo del Moro, uno de los tres recintos ajardinados que adornan el Palacio Real y declarado de interés histórico artístico.
Con la construcción de la Estación del Norte, esta zona se convirtió en la entrada a la capital.
El barrio de Argüelles forma parte del distrito de Moncloa-Aravaca y está limitado por los conocidos Parque de Debod, calles de Princesa, Pintor Rosales, Paseo Moret, Ferraz y Cuesta de San Vicente, y por enclaves tan emblemáticos como la Plaza de España y el Parque del Oeste. 
Sus comercios y zonas de ocio lo convierten en una de las zonas más transitadas de la capital, estando conectado por varias líneas de autobús y metro con el resto de la ciudad y con los alrededores de Madrid por su fácil acceso a la A6.";40,4205055;-3,7172846;;
799.000 €;Piso en El Viso;/comprar/piso-chamartin_el_viso28036-38409398223_101800/;El Viso (Distrito Chamartín. Madrid Capital);2 baños;155 m²;"Engel & Völkers, comercializa propiedades para reforma integral, se puede utilizar tanto como vivienda o como oficina. Actualmente habilitado como clínica, nos encontramos en la entrada con la recepción y a la derecha e izquierda dos zonas bien diferenciadas. Ambas son muy amplias, y al no tener muros de cargas y diferentes zonas de bajantes, se pueden redistribuir de múltiples maneras. Tiene una superficie aproximada de 155 m2.
A la izquierda, hay una zona interior, con acceso a un patio de uso privativo, que se puede acondicionar como mejor desee el futuro propietario; y a la derecha una zona exterior, más soleada, que también se puede distribuir de diferentes formas. 
La vivienda cuenta con entrada principal y de servicio, con ascensor y montacargas.
La finca dispone de calefacción central y servicio de conserjería los 7 días de la semana. 
Está ubicado en la zona más comercial de El Viso, con acceso a todo tipo de tiendas, restaurantes y centros comerciales.
La propiedad se ubica en el barrio residencial de El Viso, dentro del distrito de Chamartín, al norte de la capital. El Viso es uno de los barrios residenciales más lujosos de Madrid. Su población de alto poder adquisitivo se compone de empresarios, diplomáticos, ejecutivos, etc., lo cual se expresa en la tipología de las viviendas que se encuentran entre las mejor valoradas en el centro de Madrid.
Es una zona muy tranquila, bien cuidada con espacios verdes cercanos y disfruta de una excelente comunicación con el resto de la ciudad. Además el barrio está regulado como zona de aparcamiento S.E.R. lo cual supone más comodidad para los residentes.
El distrito Chamartín ofrece una amplia gama de servicios desde grandes almacenes, comercios, farmacias, colegios, iglesias, gimnasios, hoteles, zonas deportivas, hasta una selección de los mejores bares y restaurantes de Madrid.
Chamartín alberga varias embajadas y administraciones públicas importantes.
El sistema de transporte público asegura la máxima comodidad para los residentes de sus barrios, ya que actualmente disponen de aproximadamente 50 líneas de autobús, 7 líneas de metro y dos estaciones de cercanías. La estación de Chamartín es también terminal para la mayoría de los trenes de media y larga distancia hacia el norte de España.
Otros puntos de interés son el Auditorio Nacional de Música, el estadio de fútbol Santiago Bernabéu, varios museos y el Parque de Berlín.";40,448156;-3,6903341;;
960.000 €;Piso en Valdebebas-Valdefuentes;/comprar/piso-valdebebas_valdefuentes28055-40842586021_101800/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);2 baños;167 m²;"Engel & Völkers presenta este maravilloso piso tipo ático, en primera línea de Parque, con gran terraza de 32m2, en perfectas condiciones para entrar a vivir.
La vivienda de altísimos acabados tiene 102 m2 útiles, con orientación este y sur. El mismo consta de un hall de entrada con armarios empotrados, cocina independiente con electrodomésticos de alta gama, lavadero independiente, salón comedor de 30m2, con grandes ventanales con vistas despejadas y con salida a una gran terraza de 32m2 cerrada con Lumon en vertical y horizontal, pudiendo abrirse o cerrarse totalmente según la necesidad y el clima. Desde allí se disfruta de vistas totalmente despejadas gracias a su triple orientación. La zona de descanso, tres dormitorios con armarios, uno de ellos con baño en suite y baño familiar.
Las habitaciones están orientadas al este, el salón al este y sur. Tanto las habitaciones como el salón cuentan con unas vistas totalmente despejadas al paisaje que dota a la vivienda de una gran luz natural. Tiene, además, aire acondicionado por conductos y calefacción por losa radiante, vigilancia 24 horas, portero físico 12 horas, 2 piscinas, sala comunitaria, gimnasio, pista de pádel y amplios jardines.
En el precio está incluido una plaza de garaje y un trastero.
Este exclusivo piso se sitúa al Norte de Madrid, en Valdebebas, zona residencial muy familiar de alto nivel, delimitada por la M-12, M11, y el Parque Forestal Felipe VI. Su excelente localización, a 20 minutos del centro urbano y próxima a todos los servicios básicos (educativos, de salud, comerciales, deportivos y de ocio), la convierte en uno de los enclaves más deseados por quienes quieren disfrutar de un entorno urbano y a la vez muy tranquilo y familiar, pero muy bien comunicado. Próximos a este bonito piso se encuentran prestigiosos centros educativos nacionales e internacionales (Lycée Français, Numont, San José del Parque –Maristas, Colegio Bristol, Santa María de la Hispanidad, Higlands, Areteia, Los Saucos, CEU San Pablo, etc.), y varias escuelas infantiles. Valdebebas se sitúa muy próximo a los Parques Juan Carlos I, varios clubs deportivos (Club de Golf La Moraleja y Club de Golf Olivar de la Hinojosa) y Centros Comerciales (El Corte Inglés Campo de las Naciones y Sanchinarro, La Moraleja Green, Plaza Norte 2, HiperCor). El barrio también se encuentra próximo a numerosos parques empresariales (Campo de las Naciones, IFEMA. El área de Valdebebas ofrece proximidad a las principales vías de circunvalación de Madrid (M-30, M-40) y M-12-11 (acceso rápido al aeropuerto de Madrid-Barajas y todas las Radiales). Cuenta con Estación de Metro cercanías C5 además de líneas de autobús (L170,174, BR1 y N2).";40,4944729;-3,6234524;3 habs.;7ª planta
380.000 €;Piso en calle del Cantueso;/comprar/piso-valdeacederas28029-43386405309_500564/;Valdeacederas (Distrito Tetuán. Madrid Capital);2 baños;95 m²;¡Descubre esta vivienda en la calle cantueso, en el corazón del dinámico distrito de tetuán! Presentamos este exclusivo piso con u...;40.4688148;-3.7035372;3 habs.;1ª planta
224.900 €;Piso en calle de Los Yébenes;/comprar/piso-latina_aluche28047-41738174904_100500/;Aluche (Distrito Latina. Madrid Capital);1 baño;65 m²;Gespain aluche-campamento ofrece en exclusiva este inmueble, en planta baja, totalmente reformado con todos los detalles y las mej...;40.3919772;-3.7504048;2 habs.;Bajo
179.000 €;Piso en calle de Silvio Abad;/comprar/piso-zofio28026-42509667327_520982/;Zofío (Distrito Usera. Madrid Capital);1 baño;73 m²;Piso en venta en madrid zona usera, con 73m² de superficie y una acogedora terraza de 4m². Este luminoso inmueble cuenta con una h...;40.3808267;-3.7153736;3 habs.;2ª planta
220.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-42523690713_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;35 m²;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Vivienda ubicada en c/arriaza,...";40.4217514;-3.716188;2 habs.;
1.680.000 €;Piso en calle calle de Sagasti;/comprar/piso-goya28006-39176434478_101800/;Goya (Distrito Salamanca. Madrid Capital);3 baños;174 m²;Walter haus tiene el placer de presentar este extraordinario ático, destacando su impresionante terraza de 41 m². Aunque actualmen...;40.427368;-3.6708528;3 habs.;6ª planta
3.830.000 €;Piso en calle de María de Molina;/comprar/piso-chamartin_el_viso28006-40045550927_101800/;El Viso (Distrito Chamartín. Madrid Capital);4 baños;380 m²;Walter haus presenta esta magnífica vivienda recientemente reformada, con acabados de alta calidad y detalles exclusivos que la co...;40.4381633;-3.6892995;4 habs.;1ª planta
404.000 €;Piso en calle de Rafael de Riego;/comprar/piso-palos_de_moguer28045-42595004619_100500/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);2 baños;89 m²;"Confíanos tu vivienda en venta o en alquiler. Más de 25 años de experiencia nos avalan.

Bonita vivienda 
Plaza de garaje incluida...";40.4038586;-3.6923173;3 habs.;2ª planta
595.000 €;Piso en calle de Trujillos, 7;/comprar/piso-sol_barrio28013-42532103652_100500/;Sol (Distrito Centro. Madrid Capital);2 baños;87 m²;En un edificio único de madrid, construido en el año 1972, situado en la calle trujillos, a escasos minutos de la espectacular pla...;40.4189;-3.70753;2 habs.;3ª planta
275.000 €;Piso en Avenida de la Albufera;/comprar/piso-palomeras_sureste28018-43407883757_100200/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);2 baños;139 m²;Bienvenidos a estudio nuevo riojanos s.l.u, una empresa dedicada a ofrecer soluciones inmobiliarias de calidad en zona de miguel h...;40.3875785;-3.6413433;3 habs.;4ª planta
1.750.000 €;Piso en Paseo de San Francisco de Sales;/comprar/piso-chamberi_vallehermoso28003-41721315166_101800/;Vallehermoso (Distrito Chamberí. Madrid Capital);4 baños;239 m²;"•el inmueble se encuentra en proceso de reforma. Las fotos corresponden a los renders del proyecto
•la propiedad se entrega amuebl...";40.4418;-3.7142277;3 habs.;11ª planta
6.600.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28046-43395393915_106700/;Almagro (Distrito Chamberí. Madrid Capital);5 baños;601 m²;Coldwell banker unique se enorgullece en presentar esta propiedad excepcional ubicada en el paseo de la castellana, en almagro, ma...;40.4363906;-3.6905054;4 habs.;
927.000 €;Piso en calle de Manuel de Falla;/comprar/piso-castilla28036-40095423282_513777/;Castilla (Distrito Chamartín. Madrid Capital);3 baños;128 m²;"Agil inmobiliaria vende 

Este maravilloso piso de lujo en una ubicación inmejorable con plaza de garaje en finca. Destacamos una ...";40.4554119;-3.6877111;3 habs.;1ª planta
155.000 €;Estudio en Ronda de Toledo;/comprar/estudio-centro_embajadores_lavapies28005-40038003411_440000/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;36 m²;"Estudio semisótano de 36 m² útiles se encuentra en una ubicación privilegiada, a pocos metros de la estación de atocha.

Recientem...";40.4054692;-3.7061416;;
330.000 €;Piso en calle de Martín de los Heros;/comprar/piso-moncloa_aravaca_arguelles28008-42590723812_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;32 m²;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Vivienda en última planta, con...";40.4258137;-3.7146246;1 hab.;6ª planta
410.000 €;Ático en calle de San Vicente Ferrer;/comprar/atico-universidad_malasana28004-41701631571_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;78 m²;"Boher gestión inmobiliaria: vende, exclusivo ático sin terraza en la calle san vicente ferrer, 78 metros, 4º ext. Sin ascensor.

E...";40.4257261;-3.7027626;1 hab.;
150.000 €;Piso en calle del Pico de Almanzor;/comprar/piso-numancia28038-39172801459_103800/;Numancia (Distrito Puente de Vallecas. Madrid Capital);1 baño;67 m²;¡Atención a todos los que buscan un hogar cálido y acogedor! ¡Este piso en venta es perfecto para ti! Con 3 amplios dormitorios, u...;40.4022854;-3.6625048;3 habs.;3ª planta
230.000 €;Piso en calle Condes de Barcelona;/comprar/piso-carabanchel_comillas28019-42537648562_510380/;Comillas (Distrito Carabanchel. Madrid Capital);1 baño;94 m²;"Se vende vivienda en el barrio de comillas muy cerca del metro marqués de vadillo y madrid río, situada en una planta semisótano

...";40.395329;-3.7149779;3 habs.;Subsótano
1.350.000 €;Piso en calle del General Díaz Porlier;/comprar/piso-goya28001-40001390938_524350/;Goya (Distrito Salamanca. Madrid Capital);2 baños;155 m²;"Oasis house les ofrece este espectacular piso a estrenar en el barrio de goya en un edificio clásico con ascensor.
La vivienda se ...";40.426751;-3.6769568;3 habs.;5ª planta
387.900 €;Piso en Avenida de la Aviación, 34;/comprar/piso-cuatro_vientos28054-4377465158_109700/;Cuatro Vientos (Distrito Latina. Madrid Capital);2 baños;117 m²;PA 1B. Piso en una finca de obra nueva de 117 m2 de superficie construida y emplazado en la zona de Madrid Capital. Está dispuesto en 3 habitaciones, 2 baños completos y terraza de 9.25 m2. Cuenta como extras ascensor, garaje y trastero.;40,3737303;-3,7700909;3 habs.;
4.975.000 €;Piso en Centro;/comprar/piso-justicia_chueca28004-40925823101_109300/;Justicia-Chueca (Distrito Centro. Madrid Capital);6 baños;408 m²;"Les presentamos un espectacular ático en el barrio de justicia.
Una impresionante vivienda de 408 metros cuadrados, y con una terr...";40.4270876;-3.6974353;4 habs.;
270.500 €;Piso en calle del Puerto del Rey, 23;/comprar/piso-numancia28038-4267255503_109700/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 baños;61 m²;2 (pdr_02). Bj b.  Piso en un edificio de obra nueva de 61 m² de superficie construida y ubicado en la zona de vallecas, enclavado...;40.4042801;-3.6629324;2 habs.;Bajo
1.129.000 €;Piso en calle de Ayala;/comprar/piso-goya28006-41766390738_524350/;Goya (Distrito Salamanca. Madrid Capital);2 baños;117 m²;"Oasis house les ofrece este estupendo piso reformado en un edificio moderno con piscina.
La vivienda se distribuye en un amplio sa...";40.4271315;-3.6741321;2 habs.;1ª planta
170.000 €;Piso en calle de Guadaira;/comprar/piso-puente_de_vallecas_portazgo28018-43405110941_100500/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);1 baño;64 m²;¡Hola! Te presento este encantador piso de dos dormitorios y un despacho en palomeras sureste, en puente de vallecas, madrid. Es ...;40.3877055;-3.649622;3 habs.;2ª planta
780.000 €;Piso en calle de la Puebla;/comprar/piso-universidad_malasana28004-42589193056_440000/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 baños;126 m²;"Magnífico piso totalmente reformado,  situado en el corazón de  madrid, en la zona centro - malasaña.

La vivienda está compuesta ...";40.422165;-3.7027568;3 habs.;3ª planta
259.900 €;Piso en calle de Faustino Cordón Bonet;/comprar/piso-las_aguilas28024-42517984871_100500/;Las Águilas (Distrito Latina. Madrid Capital);1 baño;96 m²;Gespain parque europa gestiona la venta de esta magnífica vivienda en urbanización privada con plaza de garaje y trastero. ¡No dej...;40.3845254;-3.7821014;2 habs.;2ª planta
1.200.000 €;Piso en Nueva España;/comprar/piso-nueva_espana28036-42598127934_524350/;Nueva España (Distrito Chamartín. Madrid Capital);3 baños;197 m²;"Oasis house les ofrece en exclusiva esta fantástica vivienda con trastero, ubicada en una de las mejores zonas de nueva españa.

S...";40.4621434;-3.6873547;4 habs.;5ª planta
570.000 €;Piso en calle de Cavanilles;/comprar/piso-retiro_pacifico28007-42557207032_100500/;Pacífico (Distrito Retiro. Madrid Capital);2 baños;130 m²;"Retiro - pacífico

No te puedes perder la oportunidad de conocer este piso de 130 m. De superficie con hermosas vistas. Te encontr...";40.4053512;-3.6740629;3 habs.;6ª planta
695.000 €;Ático en Camino de Ganapanes;/comprar/atico-pilar28035-42595960934_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;119 m²;"¡El atico más esperado y deseado en peñagrande!

Único e impresionante atico en una de las zonas más demandadas de madrid, esta in...";40.47080377;-3.714653176;3 habs.;
390.700 €;Piso en calle de la Virgen de Lluc, 49;/comprar/piso-ciudad_lineal_quintana-4061606186_109700/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 baños;82 m²;1º b. Piso en un inmueble de obra nueva de 82 m² de superficie construida y situado en la zona de madrid capital, acomodado en pla...;40.4373688;-3.6451135;2 habs.;1ª planta
150.000 €;Piso en calle de Miguel Solas;/comprar/piso-butarque28021-42596734145_990080/;Butarque (Distrito Villaverde. Madrid Capital);1 baño;62 m²;¡Estupenda oportunidad!. Si buscas una vivienda con potencial para reformar y personalizar a tu gusto este es el piso ideal: plant...;40.351658776;-3.678664366;2 habs.;Bajo
430.000 €;Piso en calle de la Cruz Verde;/comprar/piso-universidad_malasana28004-43382635479_525909/;Universidad-Malasaña (Distrito Centro. Madrid Capital);3 baños;100 m²;¡Gran oportunidad de inversión en pleno corazón de madrid! Te presentamos este maravilloso piso en venta, con una ubicación privil...;40.424062;-3.7070034;3 habs.;Bajo
1.170.000 €;Piso en calle de Fernández de la Hoz;/comprar/piso-chamberi_almagro28003-39205359768_500635/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;162 m²;Espectacular y singular vivienda, exterior, totalmente reformada, en un edificio representativo y lista para entrar a vivir, en la...;40.439194;-3.6943382;2 habs.;2ª planta
2.350.000 €;Piso en Paseo de la Castellana, 96;/comprar/piso-chamartin_el_viso28006-36727650821_101800/;El Viso (Distrito Chamartín. Madrid Capital);3 baños;235 m²;En una ubicación singular y privilegiada, en pleno paseo de la castellana, en el distrito de chamartín y barrio de el viso, calibe...;40.4439;-3.69071;4 habs.;9ª planta
1.275.000 €;Piso en Arturo Soria;/comprar/piso-pinar_del_rey28033-42565684278_102100/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);3 baños;208 m²;Gilmar arturo presenta este magnífico piso de obra nueva a estrenar. En una de las mejores zonas residenciales de madrid, encontra...;40.4787961;-3.6559936;4 habs.;
387.900 €;Piso en Avenida de la Aviación, 34;/comprar/piso-cuatro_vientos28054-4377465158_109700/;Cuatro Vientos (Distrito Latina. Madrid Capital);2 baños;117 m²;Pa 1b. Piso en una finca de obra nueva de 117 m² de superficie construida y emplazado en la zona de madrid capital. Está dispuesto...;40.3737303;-3.7700909;3 habs.;
395.000 €;Piso en San Isidro;/comprar/piso-carabanchel_san_isidro28019-39225162009_100200/;San Isidro (Distrito Carabanchel. Madrid Capital);2 baños;118 m²;Inmobiliaria en opañel, san isidro - tecnocasa estudio inm san isidro s.l agencia inmobiliaria de madrid zona carabanchel tecnocas...;40.3944977;-3.7252901;2 habs.;
1.365.000 €;Piso en calle de Fernán González;/comprar/piso-ibiza28009-43336277712_100500/;Ibiza (Distrito Retiro. Madrid Capital);4 baños;147 m²;Boher gestión inmobiliaria: vende, exclusivo piso en retiro-ibiza, 3ª planta exterior, orientación este, 147 metros de los cuales ...;40.4161759;-3.6749179;3 habs.;3ª planta
1.450.000 €;Piso en Ciudad Lineal;/comprar/piso-ciudad_lineal_colina28043-33388055727_109300/;Colina (Distrito Ciudad Lineal. Madrid Capital);4 baños;320 m²;"Les presentamos una vivienda de 4 habitaciones y 5 baños en finca señorial de arturo soria.
Se trata de un piso con mucha luminosi...";40.459141098;-3.660181421;5 habs.;
426.000 €;Piso en calle Joaquín Lorenzo;/comprar/piso-penagrande28035-40013925555_109700/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;37 m²;Piso en una finca de obra nueva de 37 m² de superficie construida y emplazado en la zona de madrid capital. Está dispuesto en 1 ha...;40.4745856;-3.7284576;1 hab.;
285.000 €;Piso en calle Maria Pita, 2;/comprar/piso-el_canaveral-3909930217_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);2 baños;75 m²;9º d - vt1. Piso en una finca de obra nueva de 75 m² de superficie construida y emplazado en la zona de madrid capital, posicionad...;40.397624;-3.5549211;2 habs.;9ª planta
215.000 €;Piso en Nueva España;/comprar/piso-nueva_espana28016-42585460921_102100/;Nueva España (Distrito Chamartín. Madrid Capital);1 baño;48 m²;Es una oficina en un edificio de viviendas. Con una superficie de 48 m², este inmueble ofrece todas las comodidades necesarias par...;40.4542777;-3.6717695;1 hab.;
250.000 €;Piso en calle de Azcona;/comprar/piso-guindalera28028-42581597975_100200/;Guindalera (Distrito Salamanca. Madrid Capital);;45 m²;"'agencia inmobiliaria de madrid - zona salamanca - estudio guindalera - francisco silvela - diego de león

Oficina tecnocasa vende...";40.4346444;-3.668849;1 hab.;
349.000 €;Piso en calle de Tribaldos;/comprar/piso-hortaleza_canillas28043-42534798103_100500/;Canillas (Distrito Hortaleza. Madrid Capital);1 baño;83 m²;"Piso en venta en canillas, hortaleza, madrid

Vohome propiedades vende este piso con garaje y trastero, en última planta con incre...";40.4671759;-3.6328479;3 habs.;14ª planta
3.400.000 €;Chalet en calle Horche, 3;/comprar/chalet-moncloa_aravaca_aravaca28023-4104577135_109700/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);7 baños;834 m²;Villa 3c. Chalet de obra nueva de 834 m² de superficie construida y ubicado en la zona de madrid capital. Está distribuido en 5 ha...;40.4594593;-3.7656639;5 habs.;
170.000 €;Piso en calle de Torrox;/comprar/piso-san_fermin-39219147953_998146/;San Fermín (Distrito Usera. Madrid Capital);1 baño;78 m²;"¡No pierdas la oportunidad de vivir en este luminoso y amplio piso en venta!

Con una amplia cocina amueblada y un tendedero cubie...";40.3681823;-3.6878861;2 habs.;4ª planta
168.000 €;Piso en calle de Marcelino Roa Vázquez;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-42556701383_108900/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);1 baño;57 m²;"Vivienda madrid vende en exclusiva 

Piso en 2ª planta totalmente exterior, muy luminoso y con buena distribución. Posee 57 m² dis...";40.4272297;-3.6435321;2 habs.;
2.600.000 €;Chalet pareado en Arturo Soria;/comprar/chalet_pareado-piovera28043-40848753988_102100/;Piovera (Distrito Hortaleza. Madrid Capital);6 baños;500 m²;En la mejor zona residencial de arturo soria, presentamos estas exclusivas viviendas a estrenar. Impecables calidades y perfecta d...;40.4553627;-3.637094;5 habs.;
320.000 €;Piso en Paseo de las Delicias;/comprar/piso-arganzuela_delicias-16749006095_501265/;Delicias (Distrito Arganzuela. Madrid Capital);1 baño;87 m²;Piso de venta de oportunidad en paseo de las delicias cerca al museo del ferrocarril, es un bajo , que tiene una altura de 1 metro...;40.3979204;-3.694008;3 habs.;Bajo
379.000 €;Piso en Paseo de los Pontones;/comprar/piso-acacias28005-40840701710_993204/;Acacias (Distrito Arganzuela. Madrid Capital);1 baño;72 m²;¡Bienvenido! En esta ocasión, inmobiliaria los berrocales tiene el placer de presentar un acogedor piso en venta en una de las zon...;40.404647;-3.7154069;2 habs.;5ª planta
426.000 €;Piso en calle Joaquín Lorenzo;/comprar/piso-penagrande28035-40013925555_109700/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;37 m²;Piso en una finca de obra nueva de 37 m2 de superficie construida y emplazado en la zona de Madrid Capital. Está dispuesto en 1 habitación y terraza. Incluye como acabados armarios empotrados 0 habitaciones.;40,4745856;-3,7284576;1 hab.;
950.000 €;Piso en Rios Rosas;/comprar/piso-chamberi_vallehermoso28003-41731872822_102100/;Vallehermoso (Distrito Chamberí. Madrid Capital);2 baños;157 m²;Este impresionante piso de 157m² según catastro se encuentra en la exclusiva y codiciada zona de rios rosas, en madrid. Con una ub...;40.4472931;-3.7096848;4 habs.;
3.300.000 €;Chalet en Mirasierra;/comprar/chalet-fuencarral_el_pardo_valverde28034-37502500613_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);7 baños;400 m²;Gilmar mirasierra – puerta de hierro presenta chalet independiente en mirasierra de 400 m² en parcela de 1.200 m² repartido en 2 p...;40.4927512;-3.6976241;7 habs.;
1.175.000 €;Ático en calle de San Bernardo, 5;/comprar/atico-centro_palacio28013-36721902019_100500/;Palacio (Distrito Centro. Madrid Capital);1 baño;171 m²;"Hola, ¿Cómo estas?
Hoy te ofrecemos un inmueble singular. Lugar donde celebrar la comodidad urbana, la familia, la moda, el lujo, ...";40.4211;-3.70827;2 habs.;
269.000 €;Piso en calle de Berruguete;/comprar/piso-berruguete28039-39167497219_101800/;Berruguete (Distrito Tetuán. Madrid Capital);3 baños;102 m²;Grupo inmobiliario maqueda tiene el placer de presentar en exclusiva este magnífico piso de 3 dormitorios en venta. Ubicado en una...;40.4591221;-3.7050527;3 habs.;Entresuelo
420.000 €;Ático en calle del Comandante Fontanes;/comprar/atico-carabanchel_san_isidro28019-38405864393_510936/;San Isidro (Distrito Carabanchel. Madrid Capital);2 baños;139 m²;Estudio pradera de san isidro, s.l., vende espectacular vivienda dúplex en calle comandante fontanes con vistas privilegiadas. Se ...;40.3950651;-3.7259071;3 habs.;
225.000 €;Ático en Puente de Vallecas;/comprar/atico-puente_de_vallecas_entrevias28053-41692217059_102100/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);1 baño;100 m²;Ático luminoso con impresionantes vistas. Consta de 100 m² con salón independiente, 2 dormitorios, 1 baño, una terraza de 12 metro...;40.3643598;-3.6745052;2 habs.;
147.000 €;Piso en calle de Antonio Durán Tovar;/comprar/piso-puente_de_vallecas_portazgo28018-40865004566_996584/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);1 baño;55 m²;Se vende fantástico piso de 55m², 3 dormitorios, amplio salón, baño con plato de ducha y cocina luminosa. Gas natural. Vivienda pa...;40.3918104;-3.6618577;3 habs.;1ª planta
166.000 €;Loft en calle del Limón;/comprar/loft-universidad_malasana28015-42557248053_998262/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;25 m²;"Inmobiliara solución urbana vende, en exclusiva, estudio-loft en calle limón.
La vivienda tiene una superfice aproximada de 20m², ...";40.4268906;-3.7102539;1 hab.;
145.000 €;Piso en calle de Santa Florencia;/comprar/piso-villaverde_los_rosales28021-43373789025_101800/;Los Rosales (Distrito Villaverde. Madrid Capital);1 baño;50 m²;"Inmomadrid ofrece en venta ref: 333

Vivienda de dos dormitorios
 Salón de paso luminoso ( comunidad tipo corrala).
Dormitorios am...";40.3479443;-3.6909203;2 habs.;3ª planta
417.000 €;Piso en calle del General Ricardos, 122;/comprar/piso-carabanchel_san_isidro28019-42593050293_510067/;San Isidro (Distrito Carabanchel. Madrid Capital);2 baños;151 m²;Proyectos inmobiliarios baupres le ofrece un espacioso piso en la calle general ricardos 122, de 141 m² útiles repartidos en 4 hab...;40.392063;-3.7265081;4 habs.;3ª planta
138.000 €;Piso en calle de Santa Susana;/comprar/piso-pinar_del_rey28033-33401556844_100500/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);1 baño;50 m²;"¡Vohome propiedades vende en exclusiva piso en pinar del rey!

¡Atención inversores! 

Inmueble en excelente zona, generando actua...";40.4769436;-3.6472503;1 hab.;Bajo
1.295.000 €;Piso en calle de Ayala;/comprar/piso-goya28006-40016015574_101800/;Goya (Distrito Salamanca. Madrid Capital);2 baños;210 m²;Presentamos esta vivienda de 210m², una oportunidad única para la reforma en el prestigioso barrio de goya. Este inmueble, exterio...;40.4270393;-3.6718549;5 habs.;1ª planta
320.000 €;Piso en Media Legua;/comprar/piso-moratalaz_media_legua28030-42515229639_100200/;Media Legua (Distrito Moratalaz. Madrid Capital);1 baño;75 m²;"Agencia inmobiliaria de madrid zona de marroquina - vinateros - moratalaz tecnocasa, con más de 30 años de experiencia en españa,
...";40.4109155;-3.6561574;2 habs.;
1.080.000 €;Piso en calle de Ríos Rosas, 41;/comprar/piso-rios_rosas28003-42548668998_100500/;Ríos Rosas (Distrito Chamberí. Madrid Capital);1 baño;362 m²;Convertir un local comercial en una vivienda en una ubicación tan privilegiada puede ser una excelente inversión, tanto desde el p...;40.442;-3.69773;6 habs.;Bajo
1.490.000 €;Piso en Hortaleza;/comprar/piso-piovera28043-41744962629_109300/;Piovera (Distrito Hortaleza. Madrid Capital);4 baños;250 m²;"En una de las urbanizaciones más consolidadas del conde orgaz, al lado del arturo soria plaza, se&nbsp; una vende excepcional vivi...";40.4522045;-3.6478256;5 habs.;
380.000 €;Piso en Frente A La Iglesia de Alcalde Sainz de Baranda;/comprar/piso-ibiza28009-41694572474_109100/;Ibiza (Distrito Retiro. Madrid Capital);1 baño;52 m²;Donpiso retiro vende en exclusividad, piso completamente reformado a pocos pasos del parque del retiro. En pleno boulevard de alca...;40.4171772;-3.6775117;2 habs.;Bajo
