precio;sub_descr;href;ubicacion;mt2;planta;otros;latitude;longitude;habitaciones;banios
1.175.000 €;Ático en calle de San Bernardo, 5;/comprar/atico-centro_palacio28013-36721902019_100500/;Palacio (Distrito Centro. Madrid Capital);171 m²;;"Hola, ¿Cómo estas?
Hoy te ofrecemos un inmueble singular. Lugar donde celebrar la comodidad urbana, la familia, la moda, el lujo, ...";40.4211;-3.70827;2 habs.;1 baño
1.250.000 €;Piso en Guindalera;/comprar/piso-fuente_del_berro28028-42500947102_102100/;Fuente del Berro (Distrito Salamanca. Madrid Capital);229 m²;;Venta de piso con vistas espectaculares en el distrito de salamanca. Gilmar presenta una exclusiva vivienda señorial de 229 metros...;40.4269963;-3.6641692;3 habs.;3 baños
895.000 €;Ático en calle de Hilarión Eslava;/comprar/atico-gaztambide28015-28422851712_101800/;Gaztambide (Distrito Chamberí. Madrid Capital);150 m²;;"^**^espectacular piso atico lujo en ciudad universitaria moncloa madrid. Vistas unicas a casa de campo^**^

Este fantástico piso d...";40.4352019;-3.7165228;4 habs.;2 baños
943.000 €;Chalet en calle de Estíbaliz;/comprar/chalet-pinar_del_rey28043-27503115766_100500/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);425 m²;;"Este casa / chalet se encuentra en calle estíbaliz, 28043, madrid, situado en el distrito de hortaleza. 

- bonita vivienda unifam...";40.469349925;-3.649451243;3 habs.;4 baños
152.500 €;Piso en calle de Santurce;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-35095271167_994867/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);59 m²;5ª planta;"Inmogar ofrece esta vivienda en quinta planta sin ascensor. 
Consta de dos dormitorios y un baño.
Dos terrazas.
Calefacción indivi...";40.4276218;-3.6344732;2 habs.;1 baño
720.000 €;Ático en Estrella;/comprar/atico-goya28028-42546470536_102100/;Goya (Distrito Salamanca. Madrid Capital);170 m²;;Este ático de 170 m² se encuentra ubicado en la zona de estrella, en el distrito de retiro, en la provincia de madrid. El inmueble...;40.42792664;-3.669210181;4 habs.;2 baños
1.300.000 €;Piso en calle de Núñez de Balboa;/comprar/piso-recoletos28001-35907011640_149200/;Recoletos (Distrito Salamanca. Madrid Capital);116 m²;2ª planta;Única inmuebles presenta fantástico piso recién reformado por el prestigioso arquitecto tristán domecq en la conocida calle de núñ...;40.4233902;-3.6827847;2 habs.;2 baños
381.900 €;Piso en calle de Alfonso Fernández, 28;/comprar/piso-carabanchel_buenavista28054-4065501544_109700/;Buenavista (Distrito Carabanchel. Madrid Capital);124 m²;1ª planta;P5 1b. Piso en un edificio de obra nueva de 124m² de superficie construida y ubicado en la zona de madrid capital. Está distribuid...;40.3664189;-3.7556685;3 habs.;2 baños
374.500 €;Piso en Tetuán / Bellas Vistas;/comprar/piso-bellas_vistas28039-32557997444_100500/;Bellas Vistas (Distrito Tetuán. Madrid Capital);150 m²;3ª planta;"Oportunidad!!! Para reformar 

Vohome inversiones presenta gran oportunidad, vivienda situada en el distrito de tetuán en madrid. ...";40.4538192;-3.7080122;4 habs.;2 baños
849.000 €;Piso en Rosales;/comprar/piso-casa_de_campo28008-18355689600_102100/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);155 m²;;Fantástico piso en c/quintana junto princesa, ubicado en finca moderna con piscina. Sus 155 metros, están perfectamente distribuid...;40.4334465;-3.7225573;3 habs.;3 baños
419.000 €;Piso en Quintana;/comprar/piso-ciudad_lineal_quintana-40841123297_100200/;Quintana (Distrito Ciudad Lineal. Madrid Capital);86 m²;4ª planta;"Agencia inmobiliaria de madrid  zona ciudad lineal, quintana  tecnocasa oficina quintana s.l.

En venta:

Oportunidad única: ático...";40.4376075;-3.6456194;2 habs.;1 baño
240.000 €;Ático en Puente de Vallecas;/comprar/atico-puente_de_vallecas_entrevias28053-41692217059_102100/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);100 m²;;Ático luminoso con impresionantes vistas. Consta de 100 m² con salón independiente, 2 dormitorios, 1 baño, una terraza de 12 metro...;40.3643598;-3.6745052;2 habs.;1 baño
415.000 €;Piso en Delicias;/comprar/piso-arganzuela_delicias-39261919301_100200/;Delicias (Distrito Arganzuela. Madrid Capital);97 m²;4ª planta;Magnifica vivienda de 88 metros cuadrados útiles y tres dormitorios con baño completo y aseo, situada en la cuarta planta con terr...;40.3968991;-3.6946231;3 habs.;2 baños
1.700.000 €;Chalet en Canillas;/comprar/chalet-piovera28043-41713650826_102100/;Piovera (Distrito Hortaleza. Madrid Capital);475 m²;;Gilmar consulting inmobiliario, arturo soria, telf. : 91 771 77 00, ofrece en exclusiva este espectacular chalet independiente a t...;40.4544714;-3.6372803;6 habs.;6 baños
75.000 €;Piso en San Andrés;/comprar/piso-villaverde_san_andres28021-40842214160_100200/;San Andrés (Distrito Villaverde. Madrid Capital);50 m²;;"Agencia inmobiliaria de madrid - zona villaverde alto - san andres tecnocasa.

Estupenda vivienda (antiguamente local con cambio d...";40.3436028;-3.7096974;1 hab.;
1.070.000 €;Piso en Niño Jesús;/comprar/piso-goya28009-40850218302_102100/;Goya (Distrito Salamanca. Madrid Capital);182 m²;;En gilmar, nos complace presentarles esta exclusiva vivienda en altura ubicada en el barrio de niño jesús, en el distrito de retir...;40.42580034;-3.674072519;4 habs.;2 baños
357.000 €;Piso en calle de Antonio López, 191;/comprar/piso-almendrales28026-4340887936_109700/;Almendrales (Distrito Usera. Madrid Capital);79 m²;Bajo;V57, portal 1, bajo b. Piso en un edificio de obra nueva de 79 m² de superficie construida y ubicado en la zona de madrid capital,...;40.385194522;-3.695951069;2 habs.;1 baño
1.195.000 €;Piso en calle de Alcalá;/comprar/piso-goya28009-41726685439_100500/;Goya (Distrito Salamanca. Madrid Capital);245 m²;6ª planta;Agencia inmobiliaria ds realtors le ofrece, sin honorarios de agencia, esta fantástica vivienda en barrio de salamanca/fuente del ...;40.4267608;-3.6710927;6 habs.;3 baños
499.000 €;Piso en calle de la Madera, 4;/comprar/piso-universidad_malasana28004-41757663456_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);88 m²;3ª planta;"Arty consultores vende piso en calle de la madera, en pleno barrio de justicia malasaña, muy céntrico, 

Sin honorarios de agencia...";40.4223;-3.70555;;
165.000 €;Piso en calle de Zaida;/comprar/piso-carabanchel_san_isidro28019-41721530537_518874/;San Isidro (Distrito Carabanchel. Madrid Capital);66 m²;4ª planta;Masterpiso vende piso en c/ zaida, san isidro, madrid, 4ª planta exterior y luminoso, sin ascensor, 66 m² (64m² útiles) 2 dormitor...;40.3982081;-3.7338429;2 habs.;1 baño
6.600.000 €;Piso en Almagro;/comprar/piso-tetuan_almenara28046-37592956388_102100/;Almenara (Distrito Tetuán. Madrid Capital);672 m²;;Piso en almagro de 672 m², 5 dormitorios, 5 baños, cocina, exterior, muy luminoso, orientación este y salón independiente  caracte...;40.4842607;-3.6852766;5 habs.;5 baños
547.000 €;Piso en Estrella;/comprar/piso-retiro_estrella28007-40932666137_100200/;Estrella (Distrito Retiro. Madrid Capital);133 m²;6ª planta;"Agencia inmobiliaria de madrid zona estrella - retiro oficina tecnocasa- calle cruz del sur 30

Tecnocasa vende magnifica vivienda...";40.4127033;-3.6663051;4 habs.;
459.000 €;Piso en calle de los Madrazo;/comprar/piso-cortes_huertas28014-41754642570_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);81 m²;2ª planta;Vivienda en venta en pleno centro de madrid en la zona de cortes con posibilidad de tener 2 dormitorios, ideal para tener uno de e...;40.4174408;-3.6982076;2 habs.;1 baño
389.900 €;Piso en calle del General Millán Astray;/comprar/piso-las_aguilas28044-39175928534_100500/;Las Águilas (Distrito Latina. Madrid Capital);103 m²;3ª planta;Gespain inmobiliaria las aguilas -carabanchel promociona la venta de vivienda en urbanización  en calle general millán astray,  co...;40.3733472;-3.7651315;3 habs.;2 baños
279.400 €;Piso en calle de Durazno, 9;/comprar/piso-carabanchel_buenavista28044-37563132160_109700/;Buenavista (Distrito Carabanchel. Madrid Capital);79 m²;;Piso en un edificio de obra nueva de 78 m2 de superficie construida y ubicado en la zona de Madrid Capital. Está distribuido en 2 habitaciones.;40,375623;-3,748533;2 habs.;2 baños
595.000 €;Piso en Castellana-Orense;/comprar/piso-castillejos28020-41677848696_102100/;Castillejos (Distrito Tetuán. Madrid Capital);113 m²;;En gilmar, nos complace presentarles esta exclusiva vivienda en altura ubicada en el prestigioso barrio de cuatro caminos, en tetu...;40.4589288;-3.6968405;3 habs.;2 baños
897.750 €;Casa pareada en Aravaca;/comprar/casa_pareada-moncloa_aravaca_aravaca28023-40873857110_100200/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);260 m²;;"Agencia inmobiliaria de madrid zona aravaca - estudio aravaca s. L. Oficina tecnocasa vende: chalet pareado en aravaca.
La viviend...";40.454191;-3.7764115;5 habs.;3 baños
226.000 €;Piso en calle de Pan y Toros;/comprar/piso-villaverde_los_angeles28041-42510988871_527256/;Los Ángeles (Distrito Villaverde. Madrid Capital);96 m²;4ª planta;Black house vende fantástica vivienda en una de las mejores zonas del barrio de la ciudad de los ángeles, con una ubicación inmejo...;40.3577937;-3.6943489;2 habs.;2 baños
419.064 €;Piso en calle de San Gumersindo, 22;/comprar/piso-ventas28017-3990745127_109700/;Ventas (Distrito Ciudad Lineal. Madrid Capital);85 m²;3ª planta;Portal 2, 3º c, vt10c. Piso en un edificio de obra nueva de 85 m² de superficie construida y ubicado en la zona de madrid capital,...;40.4300542;-3.6517502;2 habs.;2 baños
1.173.000 €;Piso en Castellana-Orense;/comprar/piso-castillejos28020-41677059080_102100/;Castillejos (Distrito Tetuán. Madrid Capital);202 m²;;Gilmar consulting inmobiliario castellana-orense (915830333) pone a la venta este piso a unos metros del paseo de la castellana, l...;40.4607576;-3.6907011;5 habs.;3 baños
1.595.000 €;Chalet en Fuencarral - El Pardo - Mirasierra;/comprar/chalet-mirasierra_arroyo_del_fresno28034-32551167736_101800/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);255 m²;;Chalet de 255m² con una cómoda distribución, emplazado en parcela de más de 400 m² ajardinada con piscina. Consta de 3 plantas con...;40.4886342;-3.7059148;4 habs.;5 baños
2.856.000 €;Piso en Nueva España;/comprar/piso-pilar28029-35093044288_102100/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);386 m²;;Gilmar real estate viso-chamartín te presenta este magnífico piso de 386 m² en una zona familiar y bien comunicada. Construido en ...;40.4791862;-3.7091108;4 habs.;5 baños
1.200.000 €;Piso en Fuencarral - El Pardo - Fuentelarreina;/comprar/piso-fuentelarreina28035-40879114041_101800/;Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital);245 m²;3ª planta;Puerta de hierro, urbanización con grandes zonas comunes. Perfecto para familias. En las zonas comunes nos encontramos pista de fu...;40.4756925;-3.7411484;4 habs.;4 baños
330.000 €;Piso en calle Corredera Baja de San Pablo;/comprar/piso-universidad_malasana28004-27591748031_992099/;Universidad-Malasaña (Distrito Centro. Madrid Capital);80 m²;2ª planta;"Alquilado-se vende con inquilina / sin comisiones de venta para el comprador.

Preciosa vivienda amueblada junto a la plaza de la ...";40.4216361;-3.7049273;2 habs.;2 baños
189.000 €;Piso en San Andres;/comprar/piso-villaverde_san_andres28021-41713622515_100500/;San Andrés (Distrito Villaverde. Madrid Capital);88 m²;4ª planta;Dicen que vale más una imagen que mil palabras, aquí te dejamos las de un piso recientemente reformado (  incluida fontaneria, el...;40.3436571;-3.7145303;3 habs.;1 baño
820.000 €;Piso en Embajadores;/comprar/piso-sol_barrio28012-40928841645_100500/;Sol (Distrito Centro. Madrid Capital);132 m²;1ª planta;Re/max new life presenta este piso de 3 dormitorios con vistas a la calle mayor. Destaca por su excelente ubicación en el centro d...;40.4159346;-3.7084085;3 habs.;3 baños
179.000 €;Piso en Comillas;/comprar/piso-carabanchel_comillas28019-41669366151_100200/;Comillas (Distrito Carabanchel. Madrid Capital);37 m²;;Agencia inmobiliaria de madrid zona antonio lopez - comillas oficina tecnocasa se vende piso a escasos metros del parque de madrid...;40.3963825;-3.7131633;1 hab.;1 baño
264.000 €;Piso en Carabanchel Alto;/comprar/piso-carabanchel_buenavista28044-41683397163_101000/;Buenavista (Distrito Carabanchel. Madrid Capital);89 m²;;Se vende piso todo exterior en perfecto estado. Con baño de diseño, suelos de parquet de madera, armarios empotrados vestidos, air...;40.3673939;-3.7535607;2 habs.;1 baño
289.000 €;Piso en calle de Rafael Fernández Hijicos;/comprar/piso-palomeras_sureste28038-34247943095_101800/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);120 m²;6ª planta;"¡No pierdas esta oportunidad única de adquirir este increíble piso! 

Las viviendas de vpo (viviendas de protección oficial) de la...";40.3916883;-3.6366683;2 habs.;2 baños
590.000 €;Piso en calle del Galeón;/comprar/piso-alameda_de_osuna_barrio-30064360283_511891/;Alameda de Osuna (Distrito Barajas. Madrid Capital);148 m²;Bajo;"Keyok inmobiliaria comercializa esta vivienda con una espectacular terraza de 70 metros.

La vivienda tiene 3 habitaciones y dos b...";40.454574151;-3.586877457;3 habs.;2 baños
812.680 €;Piso en calle de Embajadores, 228;/comprar/piso-acacias28045-39265553158_513665/;Acacias (Distrito Arganzuela. Madrid Capital);169 m²;1ª planta;Nexus inmobiliaria y financiación, vende una vivienda de obra nueva para entregar en el segundo trimestre de 2024 con ascensor en ...;40.388822534548716;-3.691788356840315;4 habs.;2 baños
180.000 €;Piso en calle del Arroyo Fontarrón;/comprar/piso-fontarron-42540735132_101800/;Fontarrón (Distrito Moratalaz. Madrid Capital);63 m²;;"Alpha artilleros vende estupendo piso en la zona de moratalaz.

Entreplanta con ascensor de 63 metros construidos.
La vivienda tie...";40.3991169;-3.6451415;3 habs.;1 baño
1.750.000 €;Piso en Prosperidad;/comprar/piso-chamartin_ciudad_jardin28002-38390196137_102100/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);236 m²;;Gilmar presenta en exclusiva piso totalmente reformado con los mejores materiales de construcción en el emblemático edificio de to...;40.441787963;-3.67822986;3 habs.;3 baños
239.000 €;Piso en calle de Ricardo Gutiérrez;/comprar/piso-berruguete28039-38371253955_517167/;Berruguete (Distrito Tetuán. Madrid Capital);60 m²;Bajo;"Vivienda con patio, trastero, garaje y piscina en la zona de tetuan

Vivienda madrid ofrece en exclusiva vivienda de 60 m² en una ...";40.4608138;-3.7046628;1 hab.;2 baños
530.000 €;Piso en Cortes-Huertas;/comprar/piso-cortes_huertas28012-42502964941_149200/;Cortes-Huertas (Distrito Centro. Madrid Capital);80 m²;2ª planta;Única inmobiliaria pone a su disposición magnífico piso en buen estado reformado en su totalidad hace 5 años en el corazón del bar...;40.4141284;-3.7011534;3 habs.;1 baño
1.750.000 €;Piso en calle de los Mártires Concepcionistas, 18;/comprar/piso-lista_barrio28006-42533631072_100500/;Lista (Distrito Salamanca. Madrid Capital);200 m²;6ª planta;Agencia inmobiliaria ds realtors te ofrece, sin honorarios al comprador, esta magnífica vivienda recién reformada, de 188 metros c...;40.4294;-3.67044;4 habs.;4 baños
299.000 €;Piso en Avenida de Portugal;/comprar/piso-puerta_del_angel-27534253991_100200/;Puerta del Ángel (Distrito Latina. Madrid Capital);115 m²;;"Tecnocasa paseo de extremadura pone en venta este fantástico local en avenida portugal, puerta del angel!
Local con grandes posibi...";40.414073;-3.7300624;2 habs.;1 baño
380.000 €;Piso en Frente A La Iglesia de Alcalde Sainz de Baranda;/comprar/piso-ibiza28009-41694572474_109100/;Ibiza (Distrito Retiro. Madrid Capital);52 m²;Bajo;Donpiso retiro vende en exclusividad, piso completamente reformado a pocos pasos del parque del retiro. En pleno boulevard de alca...;40.4171275;-3.6766606;2 habs.;1 baño
525.000 €;Piso en Castilla;/comprar/piso-castilla28036-41667978685_102100/;Castilla (Distrito Chamartín. Madrid Capital);136 m²;;En el exclusivo barrio de castilla, en el distrito de chamartín, en madrid, se encuentra este magnífico apartamento en un edificio...;40.470272473;-3.676992942;2 habs.;2 baños
A consultar;Piso en calle de Aquitania,  s/n;/comprar/piso-arcos28032-2995548301_109700/;Arcos (Distrito San Blas. Madrid Capital);69 m²;5ª planta;Piso en una finca de obra nueva de 69 m² de superficie construida y emplazado en la zona de madrid capital, posicionado en planta ...;40.4197391;-3.6159599;1 hab.;1 baño
425.000 €;Ático en Montecarmelo;/comprar/atico-montecarmelo28049-42534867291_100200/;Montecarmelo (Distrito Fuencarral-El Pardo. Madrid Capital);69 m²;;"Agencia inmobiliaria de madrid - zona montecarmelo - las tablas - sanchinarro - oficina tecnocasa.
Vende: ático en montecarmelo co...";40.505862645;-3.706693653;1 hab.;1 baño
245.000 €;Piso en calle de Ángela González;/comprar/piso-numancia28038-38413210959_526188/;Numancia (Distrito Puente de Vallecas. Madrid Capital);131 m²;Bajo;"No cobramos honorarios al comprador ni gastos de gestión.

Inmobiliaria san román les ofrece espectacular vivienda, con una renta...";40.3986923;-3.6602354;6 habs.;4 baños
1.312.500 €;Piso en Rios Rosas;/comprar/piso-rios_rosas28003-38429390796_102100/;Ríos Rosas (Distrito Chamberí. Madrid Capital);215 m²;;Fantástico piso en edificio géminis. Sus 215 metros, están perfectamente distribuidos en 4 dormitorios, 2 baños + aseo, salón come...;40.4459955;-3.7037352;4 habs.;3 baños
1.750.000 €;Piso en Goya;/comprar/piso-goya28009-35045981372_149200/;Goya (Distrito Salamanca. Madrid Capital);220 m²;3ª planta;Unica inmobiliaria ofrece esta estupenda vivienda exterior, para reformar, en el corazón del barrio de goya. Con plaza de garaje d...;40.4240302;-3.6780595;4 habs.;3 baños
233.500 €;Estudio en calle de Camarillas;/comprar/estudio-casco_historico_de_barajas-41757806675_100500/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);39 m²;;"Vohome propiedades barajas vende magnifico estudio en el casco histórico.

La vivienda es parte de la fase ii de una promoción de ...";40.472592;-3.5766672;;
670.000 €;Piso en calle de Sebastián Elcano, 8;/comprar/piso-palos_de_moguer28012-4223329498_109700/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);105 m²;4ª planta;1-4-A. Piso en un inmueble de obra nueva de 105 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 4. Está estructurado en 3 habitaciones, 2 baños completos y terraza. Aporta como extras ascensor, garaje y trastero.;40,4042448;-3,7004925;3 habs.;2 baños
268.000 €;Piso en calle Maria Pita, 2;/comprar/piso-el_canaveral-4280073126_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);75 m²;6ª planta;6º d - vt1. Piso en un edificio de obra nueva de 75 m² de superficie construida y ubicado en la zona de madrid capital, enclavado ...;40.397624;-3.5549211;2 habs.;2 baños
159.000 €;Piso en calle de Antonio Velasco Zazo;/comprar/piso-usera_pradolongo28026-34240112626_510708/;Pradolongo (Distrito Usera. Madrid Capital);64 m²;2ª planta;Redpiso nuevo plaza eliptica vende bonito piso luminoso en la zona de pradolongo la vivienda cuenta con 2 dormitorios, salón con a...;40.3810843;-3.7058013;2 habs.;1 baño
4.790.000 €;Piso en Recoletos;/comprar/piso-salamanca_castellana28001-39239177761_102100/;Castellana (Distrito Salamanca. Madrid Capital);391 m²;;Espectacular vivienda familiar en la mejor zona de recoletos, en calle representativa reformada completamente a un paso de velázqu...;40.4312094;-3.686594;5 habs.;5 baños
580.000 €;Piso en Delicias;/comprar/piso-arganzuela_delicias-42541001272_100200/;Delicias (Distrito Arganzuela. Madrid Capital);121 m²;3ª planta;"Inmobiliaria en zona centro (atocha) delicias mendez-alvaro - tecnocasa estudio museo del ferrocarril
- vende en exclusiva un piso...";40.396162364;-3.692912482;4 habs.;2 baños
1.550.000 €;Piso en Castellana-Orense;/comprar/piso-castilla28036-38385566296_102100/;Castilla (Distrito Chamartín. Madrid Capital);272 m²;;Gilmar consulting inmobiliario, oficina castellana - orense, vende excelente vivienda en pleno paseo de la castellana. Se trata de...;40.4562229;-3.7121253;6 habs.;3 baños
760.500 €;Ático en calle de Villaescusa, 62;/comprar/atico-ciudad_lineal_pueblo_nuevo28017-4204352833_109700/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);163 m²;;Ático. T11. Ático en una finca de obra nueva de 163 m² de superficie construida y emplazado en la zona de madrid capital, posicion...;40.4196514;-3.6288947;2 habs.;1 baño
525.000 €;Piso en calle de Vandergoten;/comprar/piso-retiro_pacifico28014-41710807422_101800/;Pacífico (Distrito Retiro. Madrid Capital);172 m²;1ª planta;Excelente ubicación, a 5 minutos a pie de la estación de atocha y del parque del retiro y junto a la parada de metro de menéndez p...;40.4053784;-3.6817848;4 habs.;2 baños
695.000 €;Dúplex en Lavapiés;/comprar/duplex-cortes_huertas28012-32512349085_102100/;Cortes-Huertas (Distrito Centro. Madrid Capital);262 m²;;Gilmar consulting inmobiliario arganzuela-embajadores, te ofrece a la venta espectacular vivienda tipo dúplex totalmente reformada...;40.4145102;-3.7024081;2 habs.;2 baños
880.000 €;Piso en Puerta del Ángel;/comprar/piso-casa_de_campo28011-40869886425_102100/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);164 m²;;Gilmar tiene el placer de presentar esta increíble vivienda en una de las mejores zonas de madrid río. Se trata de un lujoso piso ...;40.401103834;-3.76226332;5 habs.;2 baños
449.000 €;Piso en Mirasierra-Arroyo del Fresno;/comprar/piso-mirasierra_arroyo_del_fresno28035-37542350069_100200/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);107 m²;;Tecnocasa estudio arroyofresno, la agencia inmobiliaria del grupo tecnocasa para arroyo del fresno y mirasierra, vende piso para e...;40.486445;-3.7270363;4 habs.;
4.300.000 €;Dúplex en Prosperidad;/comprar/duplex-chamartin_prosperidad28002-41686624395_102100/;Prosperidad (Distrito Chamartín. Madrid Capital);442 m²;;En el exclusivo barrio de prosperidad, en el distrito de chamartín en madrid, se encuentra este impresionante dúplex de lujo en el...;40.4470687;-3.6693434;4 habs.;6 baños
210.000 €;Piso en Media Legua;/comprar/piso-moratalaz_media_legua28030-42551663668_100200/;Media Legua (Distrito Moratalaz. Madrid Capital);73 m²;2ª planta;Agencia inmobiliaria de madrid zona marroquina - vinateros - moratalaz perteneciente al grupo tecnocasa, con más de 30 años en esp...;40.4075338;-3.6586396;3 habs.;1 baño
1.760.000 €;Piso en Justicia-Chueca;/comprar/piso-justicia_chueca28004-36679603915_149200/;Justicia-Chueca (Distrito Centro. Madrid Capital);145 m²;3ª planta;Única inmobiliaria pone a su disposición magnífico piso exterior totalmente reformado en una de las mejores calles del prestigioso...;40.4263935;-3.6956059;3 habs.;3 baños
315.000 €;Piso en calle de Santa Comba;/comprar/piso-casa_de_campo28008-40086389967_100500/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);95 m²;2ª planta;"Blue future real estate pone en venta exclusivo inmueble en la exclusiva zona de moncloa-aravaca.

Posibilidades de financiación p...";40.4277242;-3.7345506;;
980.000 €;Piso en calle de Málaga, 7;/comprar/piso-rios_rosas28003-42520884832_108700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);120 m²;;Iad españa, presenta fantástico e impresionante piso reformado integralmente, aportando al proyecto una distribución funcional con...;40.4389831;-3.6935854;3 habs.;2 baños
150.000 €;Piso en calle del Pico de Almanzor;/comprar/piso-numancia28038-39172801459_103800/;Numancia (Distrito Puente de Vallecas. Madrid Capital);67 m²;3ª planta;¡Atención a todos los que buscan un hogar cálido y acogedor! ¡Este piso en venta es perfecto para ti! Con 3 amplios dormitorios, u...;40.4022854;-3.6625048;3 habs.;1 baño
140.500 €;Piso en calle del Enciso;/comprar/piso-vicalvaro_ambroz28032-42567096880_994867/;Ambroz (Distrito Vicálvaro. Madrid Capital);56 m²;4ª planta;El inmueble esta en una 4ª planta sin ascensor y dispone de una superficie de 56 m² construidos distribuidos en tres habitaciones,...;40.4065323;-3.6145212;3 habs.;1 baño
270.000 €;Piso en calle de la Virgen de la Fuencisla, 23;/comprar/piso-concepcion-33369848545_101000/;Concepción (Distrito Ciudad Lineal. Madrid Capital);90 m²;;Persona de contacto fernando- vivienda exterior, según se entra se encuentra un recibidor y a continuación se accede a un pasillo ...;40.4384475;-3.6500419;4 habs.;1 baño
167.000 €;Piso en calle de la Cabeza;/comprar/piso-centro_embajadores_lavapies28012-40929809719_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);46 m²;;Blue future real estate pone en venta exclusivo piso inmejorablemente ubicado entre las paradas de metro de tirso de molina y antó...;40.4118592;-3.7035092;;
170.000 €;Ático en Ronda de Don Bosco, 12;/comprar/atico-carabanchel_buenavista28044-40862814136_101000/;Buenavista (Distrito Carabanchel. Madrid Capital);63 m²;;Precioso ático!, piso muy bonito, con una amplia terraza de 20 metros que hace esquina. Increíbles vistas desde una sexta planta!!...;40.3755508;-3.752694099999999;1 hab.;1 baño
290.000 €;Piso en Berruguete;/comprar/piso-berruguete28039-41677478265_100200/;Berruguete (Distrito Tetuán. Madrid Capital);70 m²;;"Agencia inmobiliaria de madrid zona tetuán, berruguete tecnocasa oficina estrecho 2021 slu
En venta:vivienda exterior muy luminosa...";40.4605305;-3.7050364;3 habs.;2 baños
235.000 €;Piso en Abrantes;/comprar/piso-abrantes28025-39192737682_100200/;Abrantes (Distrito Carabanchel. Madrid Capital);118 m²;;"Agencia inmobiliaria de madrid zona oporto - opañel - abrantes oficina tecnocasa de madrid:

En venta: amplio y luminoso piso en e...";40.3835792;-3.7222954;4 habs.;1 baño
3.990.000 €;Casa en Fuencarral - Mirasierra;/comprar/casa-mirasierra_arroyo_del_fresno28034-34236747256_101800/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);760 m²;;Singular chalet independiente construido en el 2006, sobre una de las mejores parceles de mirasierra con un tamaño de 1.500m² con ...;40.4881518;-3.7119823;5 habs.;6 baños
1.325.000 €;Piso en calle del Doctor Castelo, 43;/comprar/piso-ibiza28009-41729467951_526188/;Ibiza (Distrito Retiro. Madrid Capital);204 m²;6ª planta;"No cobramos honorarios al comprador!

Inmobiliaria san román les presenta gran oportunidad de adquirir espectacular vivienda muy l...";40.42034;-3.6737142;5 habs.;3 baños
235.000 €;Piso en Comillas;/comprar/piso-carabanchel_comillas28019-41705192242_100200/;Comillas (Distrito Carabanchel. Madrid Capital);63 m²;1ª planta;Agencia inmobiliaria de madrid zona antonio lopez - comillas oficina tecnocasa vende piso a escasos minutos del parque de madrid r...;40.3942662;-3.7102514;3 habs.;2 baños
225.000 €;Piso en Madrid;/comprar/piso-numancia28038-42546626327_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);94 m²;2ª planta;Este fabuloso piso se encuentra en la zona de nueva numancia, madrid, en la planta 2. Es un piso que tiene 94 m² y dispone de 4 ha...;40.4038541;-3.66371;4 habs.;1 baño
1.680.000 €;Piso en Goya;/comprar/piso-ciudad_universitaria28040-40041634270_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);130 m²;;En lugar estratégico, junto al retiro, plaza de felipe ii, zona mas comercial de goya, medios de transporte al alcance, edificio r...;40.4822186;-3.6836635;3 habs.;3 baños
360.000 €;Piso en Chamberí;/comprar/piso-chamartin_ciudad_jardin28002-38355785026_992672/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);89 m²;1ª planta;"Venta de piso en la zona de prosperidad, madrid. 
Este amplio inmueble cuenta con una superficie de 89 m² construidos y se encuent...";40.4455235;-3.6750447;2 habs.;1 baño
