precio;sub_descr;href;ubicacion;habitaciones;mt2;otros;latitude;longitude;banios;planta
190.000 €;Piso en Lucero;/comprar/piso-latina_aluche28047-27502403307_102100/;Aluche (Distrito Latina. Madrid Capital);3 habs.;71 m²;Gilmar madrid-río (913643800), vende vivienda en la mejor zona residencial de lucero. La vivienda cuenta con 71m² distribuidos en ...;40.398501065;-3.746119759;1 baño;
410.415 €;Apartamento en calle del Teniente Coronel Noreña, 22;/comprar/apartamento-legazpi_barrio28045-29263829710_109700/;Legazpi (Distrito Arganzuela. Madrid Capital);1 hab.;61 m²;Apartamento en un edificio de obra nueva de 61 m² de superficie construida y ubicado en la zona de madrid capital. Está distribuid...;40.388601;-3.693635;1 baño;
260.000 €;Piso en Embajadores-Lavapiés;/comprar/piso-centro_embajadores_lavapies28012-42572842051_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 habs.;46 m²;"Agencia inmobiliaria de madrid zona huertas corets - antón martín - lavapiés - reina sofía oficina tecnocasa

¡Vende! Encantadora ...";40.4104842;-3.7045919;1 baño;4ª planta
770.000 €;Piso en Trafalgar;/comprar/piso-chamberi_almagro28010-34266619551_102100/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;97 m²;Fantástico piso exterior reformado con muy buenas calidades. En la actualidad se encuentra alquilado. El inmueble se distribuye en...;40.4282255;-3.6912248;2 baños;
441.000 €;Piso en calle de Daganzo;/comprar/piso-chamartin_prosperidad28002-41738097338_520516/;Prosperidad (Distrito Chamartín. Madrid Capital);3 habs.;72 m²;"Grupo inmobilia pone a la venta un ático con terraza en prosperidad ¡Vistas que enamoran! 

¿Sueñas con un oasis urbano con vistas...";40.4419265;-3.6725073;1 baño;3ª planta
250.000 €;Piso en calle de Alcalá de Guadaira;/comprar/piso-puente_de_vallecas_portazgo28018-39191969626_996584/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);4 habs.;98 m²;Se vende fantástico piso de 98m², ubicado en una de las mejores torres de portazgo. Finca con ascensor y portero fisico. Cercano a...;40.3901378;-3.6578762;2 baños;7ª planta
1.400.000 €;Piso en Plaza de Manolete;/comprar/piso-chamartin_hispanoamerica28036-99208834238_996542/;Hispanoamérica (Distrito Chamartín. Madrid Capital);4 habs.;210 m²;"Pìso representativo en bernabeu-
2 plazas de garaje.
Gran salón comedor de 72 m² y recibidor con 21 m².
3 dormitorios con baño en ...";40.453749509;-3.69216458;5 baños;2ª planta
1.150.000 €;Piso en Colina;/comprar/piso-ciudad_lineal_colina28043-41706630542_109300/;Colina (Distrito Ciudad Lineal. Madrid Capital);4 habs.;244 m²;Si quieres vivir en la mejor zona de arturo soria, en una vivienda con grandes vistas y mucha luminosidad, esta es tu casa. Ubicad...;40.4568923;-3.6551543;2 baños;
1.023.450 €;Ático en calle de Jordi Sole tura,  s/n;/comprar/atico-valdebebas_valdefuentes28055-3792351901_109700/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);4 habs.;229 m²;Portal 3, 8º B, VT P. Ático dúplex en un inmueble de obra nueva de 229 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 8. Está estructurado en 4 habitaciones, 2 baños completos y terraza. Aporta como extras ascensor, 2 garajes y trastero.;40,4931865;-3,6091345;2 baños;
5.500.000 €;Piso en calle de Alfonso XII;/comprar/piso-jeronimos28014-40920759305_101800/;Jerónimos (Distrito Retiro. Madrid Capital);4 habs.;264 m²;"Singular vivienda con tres balcones al emblemático parque del retiro y a la puerta de alcalá.

El piso, integralmente reformado de...";40.4182197;-3.6891122;5 baños;
1.430.000 €;Piso en Nueva España;/comprar/piso-valdeacederas28039-35056770431_102100/;Valdeacederas (Distrito Tetuán. Madrid Capital);3 habs.;164 m²;¡Descubre este magnífico piso a estrenar en una de las mejores zonas de madrid! Gilmar real estate viso-chamartín te presenta esta...;40.476003734;-3.690222243;3 baños;
3.850.000 €;Piso en Paseo de Eduardo Dato;/comprar/piso-chamberi_almagro28010-34253281377_149200/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;378 m²;Unica inmuebles presenta espectacular vivienda a estrenar en pleno corazón del barrio de almagro en concreto en el paseo de eduard...;40.4326821;-3.6944279;5 baños;2ª planta
191.000 €;Piso en Las Águilas;/comprar/piso-las_aguilas28044-40073344539_100200/;Las Águilas (Distrito Latina. Madrid Capital);3 habs.;79 m²;Agencia inmobiliaria de madrid zona aviacion española cuatro vientos tecnocasa vende piso en aluche, en la avenida de las aguilas,...;40.3813794;-3.7814688;1 baño;
650.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28010-40923650475_149200/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;78 m²;Única inmobiliaria pone a su disposición magnífico piso en buen estado para entrar a vivir totalmente exterior con terraza y balcó...;40.4373738;-3.6987644;2 baños;1ª planta
123.900 €;Piso en Paseo de Talleres;/comprar/piso-villaverde_los_angeles28021-39190934239_100500/;Los Ángeles (Distrito Villaverde. Madrid Capital);2 habs.;68 m²;"!!Empire real estate properties vende magnifica vivienda en villaverde!!!

Este acogedor piso en villaverde es la representación p...";40.3490589;-3.7002063;1 baño;4ª planta
650.000 €;Piso en calle de la Costa Brava;/comprar/piso-mirasierra_arroyo_del_fresno28034-40038703060_100500/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;124 m²;Si buscas una vivienda amplia, luminosa y a un precio inmejorable, en un barrio residencial de los auténtico de madrid ¡Acabas de ...;40.4968072;-3.712539;2 baños;1ª planta
127.000 €;Piso en calle de Villalobos;/comprar/piso-palomeras_sureste28018-41694326713_998861/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);2 habs.;66 m²;"Oportunidad!
Infórmate!
Posibilidad de financiación al 100%!
Piso exterior para reforma integral en puente de vallecas. Barrio con...";40.3813542;-3.6477203;1 baño;3ª planta
103.200 €;Piso en calle de Tomelloso;/comprar/piso-almendrales28026-34189591156_107000/;Almendrales (Distrito Usera. Madrid Capital);3 habs.;80 m²;Piso en madrid. Dispone de una superficie de 83 m² distribuidos en 3 habitaciones, una de ellas con armarios empotrados, salón-com...;40.3810347596468;-3.69765217995868;1 baño;
250.000 €;Piso en Vallecas;/comprar/piso-palomeras_bajas28018-40856842055_109300/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);3 habs.;114 m²;"&nbsp;inmobiliaria kronox vende piso con ascensor, plaza de garaje, trastero,gimnasio,pista deportiva, zona infantil y sala común ...";40.3816619;-3.657917;2 baños;
1.575.000 €;Apartamento en Justicia-Chueca;/comprar/apartamento-justicia_chueca28004-38402128974_106200/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;199 m²;Lucas fox madrid presenta este estupendo ático dúplex con impresionantes vistas. Se sitúa en una de las calles más representativas...;40.4225963;-3.6955019;2 baños;
490.000 €;Dúplex en Vista Alegre;/comprar/duplex-puerta_bonita28025-38355435267_102100/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);5 habs.;180 m²;En gilmar madrid-río, tenemos el placer de presentarles este espectacular ático dúplex en la zona de vista alegre, carabanchel, ma...;40.3788191;-3.728758;3 baños;
839.000 €;Piso en calle de Atocha;/comprar/piso-cortes_huertas28012-36736964145_524671/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 habs.;110 m²;"Piso en venta en barrio de las cortes

Piso con reforma en venta a estrenar en cortes

Studios y proyectos madrid  comercializa es...";40.4106486;-3.6953257;2 baños;1ª planta
339.000 €;Piso en Avenida de la Aurora Boreal;/comprar/piso-valderrivas28032-41673765871_100500/;Valderrivas (Distrito Vicálvaro. Madrid Capital);3 habs.;105 m²;"Inmoacierta vende este piso en urbanización privada

�sobre el inmueble�

✔ la vivienda consta de 90m² y junto al garaje, trastero...";40.3985382;-3.6022247;2 baños;3ª planta
300.000 €;Piso en San Isidro;/comprar/piso-carabanchel_san_isidro28019-42558040069_101800/;San Isidro (Distrito Carabanchel. Madrid Capital);3 habs.;93 m²;La casa agency pone a la venta esta maravillosa vivienda cerca de madrid río. La vivienda consta de tres amplias habitaciones y do...;40.3990235;-3.7182021;2 baños;2ª planta
770.000 €;Piso en Adelfas;/comprar/piso-retiro_pacifico28007-42584898972_102100/;Pacífico (Distrito Retiro. Madrid Capital);4 habs.;167 m²;Este magnífico piso de 167 m² se encuentra en la exclusiva zona de adelfas, en el distrito de retiro, en madrid. Forma parte de un...;40.402258611;-3.676933312;3 baños;
199.000 €;Piso en calle de los Gallegos;/comprar/piso-vicalvaro_ambroz28032-40919588103_992736/;Ambroz (Distrito Vicálvaro. Madrid Capital);2 habs.;72 m²;Redpiso vicálvaro vende en exclusiva, vivienda única en casco antiguo de vicálvaro, a 5 minutos de parque valdebernardo, con 2 ter...;40.4015256;-3.6079952;1 baño;3ª planta
176.000 €;Piso en calle del Pelícano;/comprar/piso-abrantes28025-35839341802_101800/;Abrantes (Distrito Carabanchel. Madrid Capital);3 habs.;100 m²;Excelente piso exterior a la calle pelícano para actualizar de 100 metros cuadrados, según catastro, en una primera planta de un e...;40.3835303;-3.7273352;1 baño;1ª planta
3.950.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-41706859577_100500/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;228 m²;Cavalier vende. Espectacular piso de 228m² en luminosa 4ª planta de edificio clásico de principios del siglo xx con fachada repres...;40.4224337;-3.6839584;6 baños;4ª planta
697.000 €;Piso en Rios Rosas;/comprar/piso-valdezarza28039-39241346322_102100/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;122 m²;Fantástico piso nuevo a estrenar en raimundo fernandez villaverde. Reformado con las mejores calidades existentes en el mercado (c...;40.4559017;-3.7104601;1 baño;
800.000 €;Ático en Avenida del Machupichu;/comprar/atico-piovera28043-24183940570_511891/;Piovera (Distrito Hortaleza. Madrid Capital);2 habs.;175 m²;"Vivienda con enorme terraza y grandes posibilidades de reforma 

Luminoso ático distribuido en bonito hall de entrada con pequeño ...";40.4565789;-3.6237599;2 baños;
160.000 €;Piso en calle de Marcelino Roa Vázquez;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-40927571945_101800/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);2 habs.;58 m²;Grupo inmobiliario ares vende piso en pueblo nuevo a escasa distancia de metro azcao. Consta de recibidor, cocina, salón,  dormito...;40.428393;-3.6413868;1 baño;3ª planta
499.000 €;Piso en Acacias;/comprar/piso-acacias28005-30081857080_105100/;Acacias (Distrito Arganzuela. Madrid Capital);3 habs.;110 m²;Vivienda 2 presenta esta vivienda que consta de tres dormitorios amplios cada dormitorio con su mueble empotrado, dos baños comple...;40.4003584;-3.7037425;2 baños;1ª planta
5.500.000 €;Piso en Recoletos;/comprar/piso-recoletos28014-40889699282_100500/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;264 m²;"Cavalier vende. Excepcional inmueble de 264m² con 4 suites y 2 salones recien reformado en su totalidad y a estrenar.

Ubicado fre...";40.407698214;-3.688533617;4 baños;3ª planta
789.000 €;Piso en calle de Hortaleza;/comprar/piso-justicia_chueca28004-32515982061_524671/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;115 m²;Studios y proyectos madrid,  vende piso en chueca-justicia. 115m², reformado, 3 dormitorios, 3 baños.  Vivienda en finca clásica t...;40.4214515;-3.7001625;3 baños;1ª planta
650.000 €;Apartamento en Avenida de Alberto Alcocer, 12;/comprar/apartamento-chamartin_hispanoamerica28036-5059539170_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 hab.;76 m²;Acogedor oasis en el corazón del distrito financiero de madrid, a tan sólo unos minutos del paseo de la castellana, una de las art...;40.4585;-3.68595;1 baño;6ª planta
5.900.000 €;Dúplex en El Viso;/comprar/duplex-chamartin_hispanoamerica28036-21765873616_102100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);5 habs.;621 m²;Gilmar real estate viso-chamartín vende un verdadero tesoro en el viso: un ático-dúplex que reúne el lujo, la amplitud y el confor...;40.4498391;-3.7010886;6 baños;
3.650.000 €;Piso en calle de Génova;/comprar/piso-chamberi_almagro28004-42530957588_109300/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;304 m²;"De rojas servicios inmobiliarios pone a su disposición el inmueble ubicado en la calle génova en el cotizado barrio de almagro.

L...";40.4262439;-3.6933256;4 baños;
3.000.000 €;Piso en Justicia-Chueca;/comprar/piso-justicia_chueca28004-42517559061_149200/;Justicia-Chueca (Distrito Centro. Madrid Capital);4 habs.;255 m²;Única inmobiliaria pone a su disposición magnífico piso exterior de esquina en una de las mejores zonas del prestigioso barrio de ...;40.4286127;-3.7011133;4 baños;5ª planta
390.000 €;Ático en Tetuán;/comprar/atico-bellas_vistas28039-42528476620_102100/;Bellas Vistas (Distrito Tetuán. Madrid Capital);2 habs.;80 m²;Gilmar consulting inmobiliario castellana-orense, vende ático, exterior situado en una tercera planta y con una superficie aproxim...;40.4617881;-3.7108311;1 baño;
355.500 €;Piso en calle de Villaescusa, 62;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-4194342713_109700/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);2 habs.;84 m²;1º D. T4. Piso en una finca de obra nueva de 84 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 1. Está dispuesto en 2 habitaciones y terraza. Cuenta como extras garaje y trastero.;40,4196514;-3,6288947;1 baño;1ª planta
1.000.000 €;Piso en calle de Miguel Ángel;/comprar/piso-chamberi_almagro28010-40094240763_996542/;Almagro (Distrito Chamberí. Madrid Capital);8 habs.;183 m²;"Diplomatic real estate ofrece magnífica inversión piso a reformar a patio manzana con mucha luz en pleno barrio de almagro.
Hall d...";40.4357545;-3.6914803;2 baños;Bajo
130.000 €;Piso en Zofío;/comprar/piso-zofio28026-40896286439_100200/;Zofío (Distrito Usera. Madrid Capital);3 habs.;64 m²;Tecnocasa estudio zofio sl vende estupenda vivienda de 64 metros cuadrados construidos, tres habitaciones, baño, salón y cocina. I...;40.3797351;-3.7142938;1 baño;
1.320.000 €;Piso en Castellana;/comprar/piso-salamanca_castellana28006-40904646952_527003/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;141 m²;Castello misma calle , piso totalmente reformado y listo para entrar , tres dormitorios y dos baños ( dormitorio principal tipo su...;40.4334332;-3.680966;2 baños;1ª planta
495.000 €;Piso en Avenida de Badajoz, 5;/comprar/piso-ciudad_lineal_san_pascual-41708941105_524622/;San Pascual (Distrito Ciudad Lineal. Madrid Capital);2 habs.;82 m²;En pasa a tu casa inmobiliaria, tenemos gestionado por ancely, piso en barrio san pascual de 82 m², 2 dormitorios 2 baños, uno de ...;40.441650692945416;-3.6550909048924325;2 baños;2ª planta
660.000 €;Apartamento en Universidad-Malasaña;/comprar/apartamento-universidad_malasana28004-38367138832_106200/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;121 m²;Lucas fox presenta en venta esta vivienda de 120 m² catastrales, situada en la última planta de un precioso edificio clásico, con ...;40.4277372;-3.7020115;2 baños;
650.000 €;Apartamento en calle de Juan Ramón Jiménez, 8;/comprar/apartamento-chamartin_hispanoamerica28036-5019538259_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);1 hab.;74 m²;A tan sólo unos minutos del paseo de la castellana, una de las arterias principales de la ciudad, en la misma avenida que el famos...;40.4584;-3.68661;1 baño;7ª planta
329.000 €;Piso en Casa de Campo;/comprar/piso-casa_de_campo28008-41679865649_100200/;Casa de Campo (Distrito Moncloa-Aravaca. Madrid Capital);3 habs.;98 m²;Agencia inmobiliaria de madrid zona príncipe pío - estudio inmobiliario ribera del manzanares oficina tecnocasa vende: vivienda ub...;40.427477319;-3.730889308;1 baño;
699.000 €;Piso en calle del Escorial;/comprar/piso-universidad_malasana28004-36730856704_101800/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;53 m²;Piso de dos dormitorios a estrenar, totalmente amueblado y equipado en pleno centro, en una tranquila calle del barrio de malasaña...;40.4239702;-3.7032505;2 baños;3ª planta
379.000 €;Piso en calle de la Palma;/comprar/piso-universidad_malasana28004-41744984658_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);2 habs.;72 m²;Espectacular vivienda situada en pleno centro de la capital, en una de las zonas más demandadas de madrid con mejor ambiente y bue...;40.4263366;-3.7046057;1 baño;4ª planta
6.400.000 €;Piso en Paseo de la Castellana;/comprar/piso-chamberi_almagro28046-40039547263_101800/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;672 m²;Walter haus presenta esta magnífica vivienda plurifamiliar situada en la séptima planta del icónico paseo de la castellana, entre ...;40.4361704;-3.6900194;4 baños;2ª planta
349.000 €;Piso en Vallehermoso;/comprar/piso-pilar28029-40025133611_102100/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;82 m²;Fantástico piso con techos de 4 metros de altura y grandes posibilidades. Dispone de acceso a un patio comunitario que puede ser u...;40.4723864;-3.6867254;1 baño;
245.000 €;Apartamento en calle de Lenguas;/comprar/apartamento-butarque28021-40026522156_526615/;Butarque (Distrito Villaverde. Madrid Capital);1 hab.;60 m²;Vendo apartamento en rentabilidad en villaverde alto en c/ lenguas (madrid-28021) quinta plata exterior con ascensor de unos 56 me...;40.3434147;-3.7032138;1 baño;5ª planta
399.000 €;Piso en Conde Orgaz;/comprar/piso-piovera28043-37579893438_102100/;Piovera (Distrito Hortaleza. Madrid Capital);1 hab.;70 m²;Gilmar consulting inmobiliario conde orgaz-campo de las naciones, comercializa este gran piso en conde orgaz.  La vivienda se encu...;40.4541874;-3.6382254;1 baño;
190.000 €;Piso en calle de Alfonso Martínez Conde, 10;/comprar/piso-abrantes28025-40000480009_100500/;Abrantes (Distrito Carabanchel. Madrid Capital);3 habs.;95 m²;Inmoversion es tu mejor opción. No cobramos nada al comprador. Somos la inmobiliaria sin comisión líder en la zona. ¿Sabes por qué...;40.3808;-3.72933;1 baño;4ª planta
629.000 €;Piso en calle de Ayala;/comprar/piso-goya28009-40028217679_526322/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;57 m²;"Inmobiliaria san román presenta este maravilloso piso para convertirlo en el hogar de tus sueños.

*la vivienda consta de 2 habita...";40.4271348;-3.6698087;2 baños;1ª planta
440.000 €;Piso en Lavapiés;/comprar/piso-palos_de_moguer28012-40014225312_102100/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);4 habs.;91 m²;Gilmar consulting inmobiliario presenta una magnifica vivienda en la mejor zona del barrio de lavapiés, muy espaciosa y cómoda en ...;40.4072439;-3.6977977;2 baños;
399.900 €;Piso en calle de Antonio López;/comprar/piso-abrantes28019-40888214958_520516/;Abrantes (Distrito Carabanchel. Madrid Capital);4 habs.;188 m²;"Grupo inmobilia pone a la venta un piso con terraza, en la zona de marques de vadillo.

¡Disfruta de la vida en madrid río!

Piso ...";40.3971454;-3.7140722;2 baños;1ª planta
1.600.000 €;Piso en Avenida de Pío XII;/comprar/piso-chamartin_hispanoamerica28036-23418171350_519406/;Hispanoamérica (Distrito Chamartín. Madrid Capital);6 habs.;360 m²;Altura piso 3º, piso superficie total 360 m², superficie útil 360 m², hab. Individuales: 2, habitaciones dobles: 4, 4 baños, 1 ase...;40.4718607;-3.6749574;5 baños;3ª planta
390.000 €;Piso en calle de Ladera de los Almendros;/comprar/piso-valdebernardo28032-41749307602_101800/;Valdebernardo (Distrito Vicálvaro. Madrid Capital);3 habs.;114 m²;Alpha artilleros vende hermoso piso en valdebernardo, en urbanización privada con piscina, garaje y trastero. También cuenta con c...;40.401839272;-3.62373279;2 baños;1ª planta
557.000 €;Piso en Pacífico;/comprar/piso-recoletos28014-41695522931_102100/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;91 m²;Este exclusivo piso de 91 m² se encuentra en la prestigiosa zona de pacífico, en el distrito de retiro en madrid. Con una ubicació...;40.4206067;-3.6868786;2 baños;
411.300 €;Piso en calle de Sánchez Preciado, 33;/comprar/piso-valdezarza28039-42531270771_109700/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;91 m²;Piso en un inmueble de obra nueva de 91 m² de superficie construida y situado en la zona de madrid capital. Está estructurado en 2...;40.45995;-3.71128;2 baños;
316.800 €;Piso en calle de Escosura;/comprar/piso-chamberi_arapiles28015-41726190383_102200/;Arapiles (Distrito Chamberí. Madrid Capital);2 habs.;45 m²;"Arapiles, escosura, piso de 45 metros, se trata de un inmueble interior pero con luz.

Consta de 3 espacios, cocina independiente ...";40.4354301;-3.7069364;1 baño;4ª planta
2.950.000 €;Piso en calle de García de Paredes;/comprar/piso-chamberi_almagro28010-40884713092_101800/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;281 m²;Walter haus presenta este exclusivo ático de 281 m², con dos amplias terrazas y una reforma de alta calidad. Ubicado en la 8ª plan...;40.4364734;-3.6918306;4 baños;8ª planta
2.200.000 €;Chalet pareado en Puerta de Hierro;/comprar/chalet_pareado-ciudad_universitaria28035-95838895783_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);6 habs.;675 m²;Gilmar mirasierra - puerta de hierro, les ofrece este magnifica oportunidad en la mejor zona de puerta de hierro. Vivienda de 675 ...;40.4722777;-3.7350202;6 baños;
152.000 €;Piso en calle de Ramón Gómez de la Serna;/comprar/piso-penagrande28035-38416369154_101800/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);1 hab.;47 m²;"Piso a la venta en madrid!!

Piso a la venta en madrid, concretamente en la zona de peñagrande-fuencarral, zona tranquila y reside...";40.4827215;-3.7262879;1 baño;
500.000 €;Piso en Acacias;/comprar/piso-centro_palacio28005-37575447463_102100/;Palacio (Distrito Centro. Madrid Capital);1 hab.;101 m²;Gilmar consulting inmobiliario, vende este fantastico apartamento en la mejor urbanizacion del pasillo verde de baluarte con pisci...;40.4108769;-3.7153824;1 baño;
880.000 €;Piso en calle de López de Hoyos, 8;/comprar/piso-chamartin_el_viso28002-40835249376_100500/;El Viso (Distrito Chamartín. Madrid Capital);2 habs.;90 m²;"Diza consultores presenta esta exclusiva vivienda reformada en el prestigioso barrio del el viso, junto al ie.

Ubicado en la terc...";40.4405;-3.67984;2 baños;3ª planta
1.200.000 €;Piso en Guindalera;/comprar/piso-guindalera28028-24224363707_102100/;Guindalera (Distrito Salamanca. Madrid Capital);4 habs.;210 m²;Piso en avenida de américa de 210 m², 4 dormitorios, 3 baños, cocina, muy luminoso, orientación noroeste, 1 plaza de garaje y saló...;40.430864381;-3.663206273;3 baños;
769.000 €;Piso en calle;/comprar/piso-ibiza28009-42570305765_107700/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;198 m²;Este excelente piso de 180 m² de dos dormitorios y dos baños uno de ellos en suite. Amplio salón y cocina equipada si hay algo que...;40.4161263;-3.67516819451543;2 baños;
245.000 €;Piso en Tetuán;/comprar/piso-tetuan_cuatro_caminos28020-41722229886_105700/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 habs.;64 m²;Globalpiso tetuan vende magnifica vivienda de 64 m², en una ubicación inmejorable en la calle infanta mercedes. La vivienda se dis...;40.4563669;-3.6983574;1 baño;Bajo
670.000 €;Piso en calle de Sebastián Elcano, 8;/comprar/piso-palos_de_moguer28012-4223329498_109700/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);3 habs.;105 m²;1-4-A. Piso en un inmueble de obra nueva de 105 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 4. Está estructurado en 3 habitaciones, 2 baños completos y terraza. Aporta como extras ascensor, garaje y trastero.;40,4042448;-3,7004925;2 baños;4ª planta
699.000 €;Piso en Avenida de América;/comprar/piso-chamartin_prosperidad28002-35905429128_996542/;Prosperidad (Distrito Chamartín. Madrid Capital);6 habs.;160 m²;"Diplomatic real estate ofrece piso con 1 plaza de garaje de acceso directo incluida en el precio, trastero y vigilancia 24 horas.
...";40.442203;-3.6678928;3 baños;1ª planta
635.000 €;Piso en calle de García de Paredes, 19;/comprar/piso-trafalgar28010-41681494626_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);2 habs.;72 m²;Vendemos un piso reformado, exterior y en planta segunda, en el distrito de chamberí y sus prestigiosos barrios de almagro y trafa...;40.437;-3.7014;1 baño;2ª planta
1.300.000 €;Piso en Gaztambide;/comprar/piso-pilar28029-35054113368_102100/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;236 m²;Fantástico piso exterior con buena reforma en finca representativa con garaje en finca, piscina y trastero. La vivienda se distrib...;40.4628784;-3.7114147;3 baños;
1.760.000 €;Piso en calle de Recoletos;/comprar/piso-recoletos28001-41722208368_149200/;Recoletos (Distrito Salamanca. Madrid Capital);3 habs.;156 m²;Única inmobiliaria jorge juan, presenta magnifica propiedad a pocos pasos de la calle serrano, situada en un edificio moderno con ...;40.4214932;-3.6889628;2 baños;5ª planta
1.129.000 €;Piso en calle de Alberto Bosch;/comprar/piso-jeronimos28014-41698413995_100500/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;98 m²;"¡Oportunidad única en jerónimos, a pasos del parque del retiro!

Descubre tu nuevo hogar en el codiciado barrio de los jerónimos, ...";40.4133169;-3.6905323;3 baños;2ª planta
285.000 €;Piso en Chopera;/comprar/piso-legazpi_barrio28045-39197928055_102100/;Legazpi (Distrito Arganzuela. Madrid Capital);1 hab.;52 m²;Gilmar consulting inmobiliario presenta un apartamento, tipo dúplex, excepcional en arganzuela-pasillo verde, junto a madrid rio, ...;40.3956332;-3.6833225;2 baños;
319.900 €;Piso en calle de Jerónima Llorente;/comprar/piso-bellas_vistas28039-40862059273_520516/;Bellas Vistas (Distrito Tetuán. Madrid Capital);3 habs.;65 m²;Grupo inmobilia pone a la venta una vivienda situada en el barrio de bellas vistas, dentro del distrito de tetuán,  con sus 65m² c...;40.4522721;-3.7089821;1 baño;1ª planta
839.000 €;Piso en calle de Atocha;/comprar/piso-cortes_huertas28014-34175802194_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 habs.;106 m²;Casas castelló, presenta este precioso inmueble, totalmente reformado y equipado, situado en la primera planta de la calle atocha....;40.4138944;-3.7030711;2 baños;1ª planta
3.250.000 €;Piso en Almagro;/comprar/piso-trafalgar28010-35920021689_102100/;Trafalgar (Distrito Chamberí. Madrid Capital);4 habs.;300 m²;Espectacular ático en almagro de 300 m², 4 dormitorios, 3 baños, terraza de 64,00 metros, con plaza de garaje y trastero ,estado d...;40.4376903;-3.6992531;3 baños;
995.000 €;Piso en Lista;/comprar/piso-lista_barrio28006-40023424642_108500/;Lista (Distrito Salamanca. Madrid Capital);2 habs.;102 m²;Bek properties presenta este inmueble está actualmente en obras realizada por el estudio de arquitectura arctempus. Situado en la ...;40.430017;-3.6735678;2 baños;
1.079.000 €;Piso en calle de Fuencarral;/comprar/piso-justicia_chueca28004-41721824123_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;116 m²;Piso en venta en el barrio de justicia, en la calle fuencarral. Con una superficie de 67 metros útiles, este inmueble destaca por ...;40.4284771;-3.7022972;4 baños;2ª planta
350.000 €;Piso en calle de Fomento;/comprar/piso-cortes_huertas28014-40016123086_520919/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 habs.;80 m²;Piso interior con luz de exterior, muy luminoso con 3 metros de altura de techos en pleno corazón de madrid. A tan solo unos pasos...;40.4220164;-3.710881;1 baño;3ª planta
719.000 €;Piso en calle de Lope de Rueda;/comprar/piso-goya28009-40855792044_109300/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;71 m²;Este hogar se encuentra en la codiciada zona de goya, una ubicación privilegiada en pleno centro de la ciudad de madrid. Su cercan...;40.423639;-3.67746;2 baños;
