precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
2.800 €/mes;Piso en calle de Goya;/alquilar/piso-ibiza28009-39236354884_500635/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;2 baños;120 m²;4ª planta;Luxcasa ofrece excepcional vivienda de lujo en la calle de goya, totalmente amueblada y equipada, exterior, orientacion sur y ulti...;40.424763;-3.6716955
3.200 €/mes;Piso en calle de Santa Teresa;/alquilar/piso-justicia_chueca28004-39231557394_996542/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;2 baños;178 m²;3ª planta;Diplomatic real estate ofrece excelente vivienda,exterior,muy luminosa de 170m² en chueca-justicia, en magnifica ubicación.junto a...;40.4261012;-3.6960923
1.317 €/mes;Piso en calle de las Viñas del Río, 13;/alquilar/piso-butarque28021-3702107578_109700/;Butarque (Distrito Villaverde. Madrid Capital);1 hab.;1 baño;79 m²;Bajo;"Vt4.
“no pagues alquiler hasta enero 2024. Si firmas contrato antes del 15 de diciembre.
Oferta válida solamente en viviendas de u...";40.3388668;-3.6770727
3.800 €/mes;Piso en calle Gran Vía;/alquilar/piso-sol_barrio28013-30078925392_996542/;Sol (Distrito Centro. Madrid Capital);2 habs.;2 baños;148 m²;3ª planta;Diplomatic real estate ofrece piso amueblado en edificio con zonas comunes, gimnasio( technogym) y extraordinara terraza con hamac...;40.42023;-3.7019733
1.800 €/mes;Piso en Castellana;/alquilar/piso-salamanca_castellana28006-39167339346_106700/;Castellana (Distrito Salamanca. Madrid Capital);1 hab.;1 baño;89 m²;;En pleno madrid, en el barrio de salamanca, una de las mejores zonas de la capital, encontramos este fantástico apartamento recién...;40.4359661;-3.6815496
4.100 €/mes;Piso en Paseo de la Castellana;/alquilar/piso-nueva_espana28046-35099995802_996542/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;3 baños;225 m²;7ª planta;"Diploomatic real estate ofrece piso con mucha luz natural desde su planta 7ª.
Reformado.
Salón de 40 m²., con chimenea y ventanal ...";40.4499298;-3.6902226
4.500 €/mes;Ático en calle de Génova;/alquilar/atico-chamberi_almagro28004-30096805975_109300/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;3 baños;241 m²;;De rojas servicios inmobiliarios, pone a su disposición en alquiler este fantástico ático situado en el corazón del barrio de cham...;40.42717074818356;-3.694480545865929
1.900 €/mes;Ático en Ciudad Universitaria;/alquilar/atico-ciudad_universitaria28040-38422278016_100200/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);2 habs.;1 baño;89 m²;;Inmobiliaria en tetuán, berruguete - tecnocasa risico servicios inmobiliarios sl alquila espectacular piso formado por dos dormito...;40.4559334;-3.7169698
5.400 €/mes;Piso en calle Lagasca;/alquilar/piso-recoletos28001-39172778223_100500/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;4 baños;221 m²;2ª planta;"Diza consultores les presenta una vivienda en pleno corazon del barrio de salamanca.

Es un edificio rehabilitado y muy cuidado, c...";40.4262136;-3.6854256
966 €/mes;Piso en calle de la Princesa de Kapurtala,  s/n;/alquilar/piso-ensanche_de_vallecas_valdecarros28051-3537869954_109700/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);2 habs.;1 baño;61 m²;;2d. Piso en una finca de obra nueva de 61 m² de superficie construida y emplazado en la zona de madrid capital. Está dispuesto en ...;40.365458;-3.5899733
975 €/mes;Piso en calle de Vicente Camarón, 39;/alquilar/piso-lucero28011-39203923657_513816/;Lucero (Distrito Latina. Madrid Capital);1 hab.;1 baño;50 m²;3ª planta;Metropoli alquila en exclusiva precioso ático con 20m² de terraza, 1 dormitorio con armario empotrado, 1 baño con plato de ducha y...;40.40607498919987;-3.740486028392434
2.900 €/mes;Ático en Malasaña;/alquilar/atico-justicia_chueca28004-39264663782_102100/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;4 baños;170 m²;;Gilmar pone a su disposición en alquiler este fantástico ático dúplex con terraza, a estrenar, a escasos metros de gran via, en el...;40.4234208;-3.6985804
2.200 €/mes;Piso en calle de Julio Palacios;/alquilar/piso-fuencarral_el_pardo_la_paz28029-25094992166_517093/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;3 baños;178 m²;4ª planta;Magnifico piso totalmente reformado, con garaje, portero 24h, piscina, zonas ajardinadas, infantiles y deportivas. Distribuido en ...;40.4824197;-3.6949227
1.200 €/mes;Piso en calle de Manipa;/alquilar/piso-san_blas_hellin28037-38411872281_103800/;Hellín (Distrito San Blas. Madrid Capital);3 habs.;2 baños;94 m²;3ª planta;Se alquila piso en zona arturo soria, de 3 dormitorios, cocina totalmente equipada, salon con salida a gran terraza abierta, baño ...;40.4403708;-3.6473697
1.600 €/mes;Piso en calle de Circón,  s/n;/alquilar/piso-arganzuela_delicias-3674068349_109700/;Delicias (Distrito Arganzuela. Madrid Capital);3 habs.;2 baños;108 m²;2ª planta;Piso en un edificio de obra nueva de 108 m² de superficie construida y ubicado en la zona de madrid capital, enclavado en planta 2...;40.3969509;-3.6906645
2.100 €/mes;Piso en calle del Alcalde Luis Silvela;/alquilar/piso-hortaleza_palomas28042-39228250349_995394/;Palomas (Distrito Hortaleza. Madrid Capital);3 habs.;2 baños;175 m²;2ª planta;Alameda de osuna, impresionante piso reformado de 175 m construidos, en urbanización privada con piscina, zonas verdes, conserje y...;40.4491513;-3.5992467
2.400 €/mes;Piso en calle de Narváez;/alquilar/piso-ibiza28009-39169890668_100200/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;2 baños;104 m²;;Agencia inmobiliaria de madrid - zona salamanca - goya - retiro alquila espectacular piso en calle narváez compuesto de tres dormi...;40.4199553;-3.6763229
2.500 €/mes;Piso en Salamanca;/alquilar/piso-ciudad_universitaria28039-39264402405_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;1 baño;65 m²;;Piso en salamanca de 65 m², 1 dormitorio, 1 baño, exterior, muy luminoso, orientación sur y salón independiente  características: ...;40.4521365;-3.7091641
790 €/mes;Piso en Tetuan;/alquilar/piso-chamberi_vallehermoso28003-39254032950_108900/;Vallehermoso (Distrito Chamberí. Madrid Capital);2 habs.;1 baño;34 m²;;Piso de 34m²  dispone de 2 habitaciones con espacio para mesa de estudio y armario, 1 salón de paso, cocina amueblada y equipada, ...;40.4471658;-3.7052193
1.490 €/mes;Piso en calle de las Cañas;/alquilar/piso-ciudad_lineal_colina28043-39215230126_525936/;Colina (Distrito Ciudad Lineal. Madrid Capital);2 habs.;2 baños;85 m²;1ª planta;"“jowner alquila fantástico piso en arturo soria”
 

Espectacular piso exterior amueblado de 85 m², excelente ubicación, distribuid...";40.4581356;-3.6595527
900 €/mes;Piso en Latina;/alquilar/piso-latina_aluche28024-39242961767_108900/;Aluche (Distrito Latina. Madrid Capital);3 habs.;1 baño;70 m²;3ª planta;Vivienda reformada y recién pintada de 70 m². Consta de 3 dormitorios, amplio salón comedor, cocina amueblada y equipada y 1 cuart...;40.3954894;-3.7638566
1.200 €/mes;Piso en Cortes-Huertas;/alquilar/piso-cortes_huertas28014-39170569630_100200/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 hab.;1 baño;56 m²;4ª planta;"Agencia inmobiliaria de madrid zona las cortes-antón martín - lavapiés - reina sofía oficina tecnocasa
¡Alquila! Larga estancia. B...";40.4129629;-3.6976581
800 €/mes;Piso en Vicalvaro;/alquilar/piso-vicalvaro_ambroz28032-39239397557_108900/;Ambroz (Distrito Vicálvaro. Madrid Capital);2 habs.;1 baño;55 m²;4ª planta;Vivienda reformada de 55m² distribuida en 2 habitaciones, amplio salón-comedor, cocina amueblada y equipada, 1 baño completo con p...;40.4063399;-3.61464
750 €/mes;Piso en San Blas;/alquilar/piso-san_blas_amposta-39255481021_108900/;Amposta (Distrito San Blas. Madrid Capital);2 habs.;1 baño;55 m²;4ª planta;Piso reformado de 55m², dispone de 2 dormitorios, amplio salón, cocina amueblada y equipada, 1 baño con plato de ducha, calefacció...;40.42641;-3.6212197
1.500 €/mes;Piso en Valdemarin;/alquilar/piso-valdemarin-36724619796_100500/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;1 baño;57 m²;3ª planta;"Precioso apartamento en valdemarín disponible para alquilar a partir de 1 mes.
 
 1 dormitorio independiente con armarios empotrad...";40.4654862;-3.7921402
1.100 €/mes;Piso en Pilar;/alquilar/piso-pilar28034-39196750484_100200/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);2 habs.;1 baño;90 m²;;"Agencia inmobiliaria de madrid - zona avenida de la ilustración - barrio del pilar - peñagrande - oficina tecnocasa.
En alquiler: ...";40.481279294;-3.713912569
2.500 €/mes;Ático en Plaza de la Cebada;/alquilar/atico-centro_palacio28005-39166664317_525936/;Palacio (Distrito Centro. Madrid Capital);2 habs.;2 baños;85 m²;;"“jowner alquila fantástico ático en plaza de la cebada”

Espectacular ático reformado con grandes calidades de 85 m², excelente ub...";40.4114913;-3.7092921
1.350 €/mes;Piso en Valdebebas;/alquilar/piso-berruguete28039-39224790203_102100/;Berruguete (Distrito Tetuán. Madrid Capital);2 habs.;2 baños;100 m²;;Gilmar alquila piso impecable y muy luminoso de 109 m² construidos, en construcción de lujo, con espectaculares vistas a la reserv...;40.4794768;-3.6901003
1.600 €/mes;Piso en calle de Babilonia;/alquilar/piso-aeropuerto28042-38397442082_516127/;Aeropuerto (Distrito Barajas. Madrid Capital);2 habs.;2 baños;110 m²;3ª planta;Ijinmobiliaria alquila atico en la calle babilonia, distribuido en dos habitaciones con armarios, calefaccion por conductos, amueb...;40.4675867;-3.5882151
2.300 €/mes;Piso en Peñagrande;/alquilar/piso-ciudad_universitaria28035-39213615536_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;3 baños;120 m²;;Gilmar consulting inmobiliario presenta espectacular piso obra nueva, listo para entrar a vivir! Distribuido en 120m², 4 dormitori...;40.4749333;-3.7392921
2.300 €/mes;Apartamento en calle de Topete, 11;/alquilar/apartamento-bellas_vistas28039-39229612489_527206/;Bellas Vistas (Distrito Tetuán. Madrid Capital);3 habs.;1 baño;58 m²;1ª planta;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.449406238195984;-3.7048139284600476
1.300 €/mes;Piso en calle de Tintín y Milú;/alquilar/piso-alameda_de_osuna_barrio-39174311874_100500/;Alameda de Osuna (Distrito Barajas. Madrid Capital);2 habs.;2 baños;92 m²;2ª planta;Smartcity, tiene disponible un  espectacular piso en  la exclusiva zona de alameda de osuna. 77 mtrs. Distribuidos en amplio salón...;40.462246693;-3.585922071
1.300 €/mes;Piso en calle de Villafranca;/alquilar/piso-guindalera28028-13404287255_100500/;Guindalera (Distrito Salamanca. Madrid Capital);1 hab.;1 baño;50 m²;1ª planta;Salamanca-guindalera.- excelente apartamento completamente exterior con terraza a la calle, reformado y amueblado. Dispone de un d...;40.4350052;-3.665603
1.350 €/mes;Piso en calle de Narváez, 60;/alquilar/piso-ibiza28009-39199077866_108700/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;1 baño;58 m²;;"?? ¡Alquiler de piso excepcionalmente ubicado!

Descubre esta maravillosa oportunidad de alquiler en un distinguido barrio residen...";40.4187934;-3.6766051
2.350 €/mes;Ático en calle del General Arrando;/alquilar/atico-chamberi_almagro28010-39225874147_100500/;Almagro (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;95 m²;;"Se alquila estupendo ático con dos dormitorios y do cuarto de baño ambos en suite listo para entrar.
Por ordenes expresas no se pu...";40.431629;-3.6963694
1.500 €/mes;Piso en calle de Juan Ramón Jiménez, 14;/alquilar/piso-castilla28036-39236735100_522664/;Castilla (Distrito Chamartín. Madrid Capital);2 habs.;2 baños;104 m²;9ª planta;¡Increíble oportunidad de adquirir en alquiler un hermoso piso en el exclusivo barrio de nueva españa! Este inmueble cuenta con do...;40.45966514257349;-3.6862996504543446
950 €/mes;Piso en Berruguete;/alquilar/piso-berruguete28020-39178231120_100200/;Berruguete (Distrito Tetuán. Madrid Capital);1 hab.;1 baño;36 m²;2ª planta;"Agencia inmobiliaria de madrid zona estrecho, berruguete tecnocasa oficina estrecho 2021 slu
En venta:vivienda situada en tercera ...";40.456211437;-3.702279934
2.000 €/mes;Ático en calle Cebreiro;/alquilar/atico-fuencarral_el_pardo_las_tablas28050-39208670741_100500/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;2 baños;145 m²;;Yñaara inmobiliaria, presenta magnífico ático con una amplia terraza de esquina en una estupenda urbanización con vigilancia 24 ho...;40.5044456;-3.6625902
2.000 €/mes;Piso en calle del Duque de Rivas, 2;/alquilar/piso-centro_embajadores_lavapies28012-37546929139_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);2 habs.;2 baños;90 m²;1ª planta;Urbanissimo real estate alquila moderno piso a estrenar con balcones a la calle, con techos altos y muy luminoso, de dos dormitori...;40.4137;-3.70658
2.300 €/mes;Apartamento en Avenida de Alberto Alcocer, 16;/alquilar/apartamento-chamartin_hispanoamerica28036-5035675747_100100/;Hispanoamérica (Distrito Chamartín. Madrid Capital);2 habs.;2 baños;95 m²;4ª planta;Algo único en las estancias del eurobuilding de alberto alcocer, 2 habitaciones, 2 baños, terraza y suministros incluidos. Para la...;40.4585;-3.68567
5.000 €/mes;Piso en calle de Núñez de Balboa;/alquilar/piso-salamanca_castellana28006-39231224240_101800/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;3 baños;223 m²;4ª planta;Ubicada en la prestigiosa calle núñez de balboa, en pleno centro de recoletos, esta estupenda vivienda de 220 metros cuadrados se ...;40.4346841;-3.6821571
3.950 €/mes;Casa en calle de Gloria Fuertes;/alquilar/casa-fuencarral_el_pardo_el_pardo28035-35919471532_520609/;El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;4 baños;363 m²;;"Gavac alquila 3 chalés adosados en la selecta urbanización privada de “residencial la mina”. 
Con una lujosa edificación de 461 m²...";40.495490969;-3.72510379
1.500 €/mes;Piso en calle de Emilio Ferrari, 17;/alquilar/piso-ciudad_lineal_pueblo_nuevo28017-39229488220_994129/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);3 habs.;2 baños;113 m²;2ª planta;"¡ Vive en un edificio racionalista del barrio de pueblo nuevo distrito ciudad lineal!
Estupenda y amplia vivienda de 113 m² con un...";40.43387420467799;-3.6429918706069424
6.900 €/mes;Piso en Recoletos;/alquilar/piso-recoletos28001-39227408850_100500/;Recoletos (Distrito Salamanca. Madrid Capital);2 habs.;3 baños;222 m²;2ª planta;"Espectacular piso de lujo, reformado de diseño en la mejor zona del barrio salamanca para alquiler de larga y media estancia.

Se ...";40.4218797;-3.6872888
2.500 €/mes;Piso en calle del Alcalde Sáinz de Baranda;/alquilar/piso-ibiza28009-39236344603_101000/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;2 baños;112 m²;;"¡Oportunidad única de alquiler en el corazón de madrid en retiro!
 Este piso totalmente reformado de 3 dormitorios se encuentra en...";40.416784;-3.6704565
3.300 €/mes;Ático en calle de Juan Bravo;/alquilar/atico-salamanca_castellana28006-39168491443_107700/;Castellana (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;176 m²;;"Century 21 élite presenta este exclusivo ático de dos dormitorios y dos baños en el hermoso barrio de salamanca en madrid.

Si qui...";40.43271245;-3.68621647908324
1.300 €/mes;Piso en calle de la Princesa;/alquilar/piso-moncloa_aravaca_arguelles28008-29211748161_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;1 baño;72 m²;2ª planta;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa alquila:
Apartamento sin amueblar sit...";40.4254418;-3.7127826
3.500 €/mes;Piso en Avenida de Alberto Alcocer;/alquilar/piso-nueva_espana28036-39226517224_524350/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;5 baños;233 m²;2ª planta;Oasis house alquila esta fantástica vivienda en el exclusivo barrio de nueva españa. La casa cuenta con un amplio hall de entrada,...;40.4592215;-3.6888113
1.000 €/mes;Piso en Avenida de Bruselas;/alquilar/piso-guindalera28028-92570479229_500564/;Guindalera (Distrito Salamanca. Madrid Capital);1 hab.;1 baño;95 m²;10ª planta;Alquiler semi compartido durante cuatro semanas al año  y disfrutar de  una lujosa  vivienda bien  amueblada. Se alquila un dormit...;40.442456;-3.6639986
1.700 €/mes;Piso en calle de Segovia, 29;/alquilar/piso-centro_palacio28005-39207641765_106000/;Palacio (Distrito Centro. Madrid Capital);2 habs.;1 baño;66 m²;2ª planta;Nik inversión y gestión, les ofrece en alquiler esta fantástica vivienda en calle segovia a pocos metros del puente de segovia en ...;40.4138;-3.715177
8.600 €/mes;Chalet unifamiliar en Paseo de la Habana;/alquilar/chalet_unifamiliar-nueva_espana28036-35046927468_526299/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;6 baños;650 m²;;Br houses real estate alquila exclusivo chalet pareado con jardín, ático solárium de mas de 150 m² y piscina rodeado de zonas verd...;40.466600571;-3.679297678
1.950 €/mes;Casa adosada en Rejas;/alquilar/casa_adosada-rejas28022-39240027616_100500/;Rejas (Distrito San Blas. Madrid Capital);3 habs.;2 baños;203 m²;;"Remax sorona alquila espacioso chalet adosado en esquina de 203m². 

La vivienda, con orientación al norte, este y sur, se compone...";40.4477442;-3.5689925
3.950 €/mes;Casa adosada en calle del Sextante;/alquilar/casa_adosada-moncloa_aravaca_aravaca28023-38431698003_107700/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);5 habs.;5 baños;356 m²;;Se alquila un magnífico chalet en aravaca, completamente renovado, muy bien situado, a cinco minutos del centro y de la zona comer...;40.458041271248;-3.78824626382709
3.500 €/mes;Piso en Aeropuerto;/alquilar/piso-aeropuerto28042-37524071140_527060/;Aeropuerto (Distrito Barajas. Madrid Capital);4 habs.;3 baños;210 m²;3ª planta;Situado en la zona de nuevos ministerios distrito chamberí, este piso forma parte de la conocida urbanización géminis, con portal ...;40.4451276;-3.6995922
1.290 €/mes;Piso en Opañel;/alquilar/piso-opanel28019-38373881774_513233/;Opañel (Distrito Carabanchel. Madrid Capital);2 habs.;2 baños;76 m²;Bajo;"¡Se alquila precioso bajo con jardín en opañel!
Las características principales son:
-       vivienda de obra nueva a estrenar.
- ...";40.3904865;-3.7215673
3.500 €/mes;Ático en calle de Arturo Soria, 281;/alquilar/atico-costillares-39209124292_511798/;Costillares (Distrito Ciudad Lineal. Madrid Capital);5 habs.;5 baños;281 m²;;"Ático dúplex con terraza en planta superior, en arturo soria, la zona más residencial del norte de madrid.

Su distribución en pla...";40.470834916588196;-3.6674529957935174
5.850 €/mes;Piso en calle de José Ortega y Gasset;/alquilar/piso-salamanca_castellana28006-30012106241_101800/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;3 baños;255 m²;2ª planta;"C/ josé ortega y gasset, entre velázquez y serrano, en el mejor tramo. Edificio representativo, con garaje.

Piso de 255m² reforma...";40.4301693;-3.6845611
2.300 €/mes;Piso en calle de Espronceda;/alquilar/piso-rios_rosas28003-38415523561_521707/;Ríos Rosas (Distrito Chamberí. Madrid Capital);2 habs.;2 baños;110 m²;6ª planta;"Monteriver, alquila en exclusiva piso de 100 metros cuadrados en una de las zonas mas selectas de madrid, barrio de chamberi.
Es 6...";40.440597;-3.6946234
3.500 €/mes;Piso en calle del Bonetillo, 14;/alquilar/piso-centro_palacio28013-35908417562_108700/;Palacio (Distrito Centro. Madrid Capital);4 habs.;2 baños;190 m²;;Iad ofrece este maravilloso y exclusivo dúplex en una de las mejores zonas de todo madrid, a escasos 30 metros de la plaza de óper...;40.4168847;-3.7090647
