precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude
6.600.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28046-43416129352_106700/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;5 baños;672 m²;;Coldwell banker unique presenta esta propiedad exclusiva ubicada en el paseo de la castellana, en almagro, madrid, una verdadera m...;40.4356166;-3.6910024
343.700 €;Piso en calle del Arquitecto Sánchez Arcas, 5;/comprar/piso-ciudad_universitaria28040-3560082131_109700/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;1 baño;49 m²;1ª planta;6-1. Piso en un inmueble de obra nueva de 49 m² de superficie construida y situado en la zona de madrid capital, acomodado en plan...;40.4537315;-3.7159647
695.000 €;Ático en Camino de Ganapanes;/comprar/atico-pilar28035-42595960934_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;2 baños;119 m²;;"¡El atico más esperado y deseado en peñagrande!

Único e impresionante atico en una de las zonas más demandadas de madrid, esta in...";40.47080377;-3.714653176
1.680.000 €;Piso en calle calle de Sagasti;/comprar/piso-goya28006-39176434478_101800/;Goya (Distrito Salamanca. Madrid Capital);3 habs.;3 baños;174 m²;6ª planta;Walter haus tiene el placer de presentar este extraordinario ático, destacando su impresionante terraza de 41 m². Aunque actualmen...;40.427368;-3.6708528
381.900 €;Piso en calle de Alfonso Fernández, 28;/comprar/piso-carabanchel_buenavista28054-4065501544_109700/;Buenavista (Distrito Carabanchel. Madrid Capital);3 habs.;2 baños;124 m²;1ª planta;P5 1b. Piso en un edificio de obra nueva de 124m² de superficie construida y ubicado en la zona de madrid capital. Está distribuid...;40.3664189;-3.7556685
3.950.000 €;Piso en calle de Villanueva;/comprar/piso-recoletos28001-40902645303_101800/;Recoletos (Distrito Salamanca. Madrid Capital);4 habs.;4 baños;228 m²;4ª planta;Descubre este inmueble único, situado en la zona más codiciada del prestigioso barrio de recoletos, a pocos pasos del hotel wellin...;40.422298388;-3.684466764
325.000 €;Piso en Avenida de Santa Eugenia;/comprar/piso-villa_de_vallecas_santa_eugenia28031-43384666033_101000/;Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital);4 habs.;2 baños;104 m²;;Este estupendo piso de 4 habitaciones y 2 baños es perfecto para aquellos que buscan comodidad. Ubicado en el barrio de santa euge...;40.3844964;-3.6112582
3.400.000 €;Chalet en calle Horche, 3;/comprar/chalet-moncloa_aravaca_aravaca28023-4104577135_109700/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);5 habs.;7 baños;834 m²;;Villa 3c. Chalet de obra nueva de 834 m² de superficie construida y ubicado en la zona de madrid capital. Está distribuido en 5 ha...;40.4594593;-3.7656639
2.100.000 €;Piso en calle Hermosilla;/comprar/piso-recoletos28001-43412079113_101800/;Recoletos (Distrito Salamanca. Madrid Capital);5 habs.;3 baños;302 m²;1ª planta;Walter haus presenta este inmueble único, ubicado en el corazón del prestigioso barrio de recoletos, una de las zonas más prestigi...;40.4263059;-3.6812726
382.700 €;Piso en Quintana;/comprar/piso-ciudad_lineal_quintana-40087516494_102100/;Quintana (Distrito Ciudad Lineal. Madrid Capital);2 habs.;2 baños;80 m²;;Piso con 2 habitaciones y 2 baños, superficie util de 80 metros cuadrados, superficie construida 80, terraza 3,25, trastero sí, ce...;40.4372258;-3.6399234
475.000 €;Piso en calle de Bernardino de Pantorba;/comprar/piso-ensanche_de_vallecas_valdecarros28051-40036089287_100500/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);4 habs.;2 baños;155 m²;6ª planta;Piso de cuatro dormitorios, dos baños, tendedero independiente, dos plazas de garaje y trastero. Promoción del año 2006 en el ensa...;40.3659488;-3.6019896
381.900 €;Piso en calle de Alfonso Fernández, 28;/comprar/piso-carabanchel_buenavista28054-4065501544_109700/;Buenavista (Distrito Carabanchel. Madrid Capital);3 habs.;2 baños;124 m²;1ª planta;P5 1B. Piso en un edificio de obra nueva de 124m2 de superficie construida y ubicado en la zona de Madrid Capital. Está distribuido en 3 habitaciones y 2 baños completos y terraza de 3 m². Incluye extras como ascensor, garaje y trastero.;40,3664189;-3,7556685
417.000 €;Piso en calle del General Ricardos, 122;/comprar/piso-carabanchel_san_isidro28019-42593050293_510067/;San Isidro (Distrito Carabanchel. Madrid Capital);4 habs.;2 baños;151 m²;3ª planta;Proyectos inmobiliarios baupres le ofrece un espacioso piso en la calle general ricardos 122, de 141 m² útiles repartidos en 4 hab...;40.392063;-3.7265081
5.500.000 €;Piso en Salamanca;/comprar/piso-salamanca_castellana28046-43346163434_106700/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;5 baños;300 m²;;Este piso, ubicado en una dirección prestigiosa en paseo de la castellana 12, en la quinta planta del lado izquierdo del edificio ...;40.4295923;-3.6882319
440.000 €;Piso en calle del Pilar de Zaragoza;/comprar/piso-guindalera28028-40908557191_440000/;Guindalera (Distrito Salamanca. Madrid Capital);3 habs.;1 baño;78 m²;1ª planta;Vivienda exterior  con mucho sol en una ubicación privilegiada de guindalera, en la misma calle de pilar de zaragoza a escasos met...;40.4361518;-3.6717736
408.900 €;Piso en calle Arte Figurativo Con Avenida Gran Vía del Sureste,  S/N;/comprar/piso-ensanche_de_vallecas_valdecarros28051-4094222837_109700/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);3 habs.;2 baños;115 m²;;Piso en un inmueble de obra nueva de 115 m² de superficie construida y situado en la zona de madrid capital. Está estructurado en ...;40.3486;-3.61582
879.000 €;Piso en calle de Diego de León;/comprar/piso-salamanca_castellana28006-37504762352_101800/;Castellana (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;87 m²;6ª planta;Piso totalmente reformado de aproximadamente 87 m², ubicado en la sexta planta de un edificio en el barrio de castellana. La vivie...;40.4350206;-3.681034
210.000 €;Piso en calle de Vicenta Pachón;/comprar/piso-carabanchel_san_isidro28019-41727122295_998937/;San Isidro (Distrito Carabanchel. Madrid Capital);1 hab.;2 baños;84 m²;Bajo;"Ingesul vende

Piso bajo, exterior, muy luminoso en muy buen estado, en un edificio de 2004. Piso distribuido en salón-comedor, co...";40.3949041;-3.7255272
1.750.000 €;Chalet pareado en Hispanoamérica;/comprar/chalet_pareado-nueva_espana28016-39200075586_102100/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;4 baños;250 m²;;Gilmar real estate viso-chamartín presenta este chalet pareado de 250 m², ubicado en una parcela de 176 m², que ofrece un estilo d...;40.4588417;-3.6676
168.000 €;Piso en calle de Marcelino Roa Vázquez;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-42556701383_108900/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);2 habs.;1 baño;57 m²;;"Vivienda madrid vende en exclusiva 

Piso en 2ª planta totalmente exterior, muy luminoso y con buena distribución. Posee 57 m² dis...";40.4272297;-3.6435321
1.295.000 €;Piso en calle del Poeta Joan Maragall, 9;/comprar/piso-tetuan_almenara28020-40882755658_527711/;Almenara (Distrito Tetuán. Madrid Capital);5 habs.;4 baños;264 m²;10ª planta;¿Quieres vivir a escasos metros del paseo de la castellana y del estadio santiago bernabéu en pleno corazón económico de madrid? ¡...;40.454752044863405;-3.6924351438448806
380.000 €;Piso en Frente A La Iglesia de Alcalde Sainz de Baranda;/comprar/piso-ibiza28009-41694572474_109100/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;1 baño;52 m²;Bajo;Donpiso retiro vende en exclusividad, piso completamente reformado a pocos pasos del parque del retiro. En pleno boulevard de alca...;40.4168001;-3.6767229
1.450.000 €;Piso en calle de Arturo Soria;/comprar/piso-ciudad_lineal_colina28043-36715316434_109300/;Colina (Distrito Ciudad Lineal. Madrid Capital);5 habs.;4 baños;320 m²;;"Les presentamos una vivienda de 4 habitaciones y 5 baños en finca señorial de arturo soria.
Se trata de un piso con mucha luminosi...";40.4805268;-3.6673416
927.000 €;Piso en calle de Manuel de Falla;/comprar/piso-castilla28036-40095423282_513777/;Castilla (Distrito Chamartín. Madrid Capital);3 habs.;3 baños;128 m²;1ª planta;"Agil inmobiliaria vende 

Este maravilloso piso de lujo en una ubicación inmejorable con plaza de garaje en finca. Destacamos una ...";40.4554119;-3.6877111
150.000 €;Piso en calle de Miguel Solas;/comprar/piso-butarque28021-42596734145_990080/;Butarque (Distrito Villaverde. Madrid Capital);2 habs.;1 baño;62 m²;Bajo;¡Estupenda oportunidad!. Si buscas una vivienda con potencial para reformar y personalizar a tu gusto este es el piso ideal: plant...;40.351658776;-3.678664366
380.000 €;Piso en Travesía de la Huerta del Obispo;/comprar/piso-berruguete28039-41732915811_100200/;Berruguete (Distrito Tetuán. Madrid Capital);4 habs.;;110 m²;;En venta: maravilloso casa adosada con dos terrazas , cuatro habitaciones una de ellas con baño y vestidor la casa consta de dos p...;40.4621282;-3.7034367
280.000 €;Piso en calle de Ardemans;/comprar/piso-guindalera28028-34175468591_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;1 baño;59 m²;7ª planta;"Venta de piso abuhardillado en séptima planta, ubicado en guindalera.

 Con una superficie aproximada de 59 m², muy luminoso. 

Se...";40.4353678;-3.6733312
169.000 €;Piso en Vicálvaro;/comprar/piso-vicalvaro_ambroz28032-43384534930_109300/;Ambroz (Distrito Vicálvaro. Madrid Capital);3 habs.;1 baño;75 m²;;Inmobiliaria kronox vende en exclusiva vivienda ubicada en el barrio de vicálvaro, junto a la universidad rey juan carlos y a 5 mi...;40.4105554;-3.6120068
370.000 €;Piso en calle del Cantueso;/comprar/piso-valdeacederas28029-43386405309_500564/;Valdeacederas (Distrito Tetuán. Madrid Capital);3 habs.;2 baños;95 m²;1ª planta;¡Descubre esta vivienda en la calle cantueso, en el corazón del dinámico distrito de tetuán! Presentamos este exclusivo piso con u...;40.4688148;-3.7035372
250.000 €;Piso en calle de Los Yébenes;/comprar/piso-latina_aluche28047-43368865515_100500/;Aluche (Distrito Latina. Madrid Capital);3 habs.;1 baño;67 m²;4ª planta;"Gespain aluche-campamento; ofrece en exclusiva esta cuarta planta sin ascensor pero con posibilidad de ponerse, de 67 m² con salón...";40.3905438;-3.7517467
900.000 €;Piso en Pinar del Rey;/comprar/piso-valdeacederas28029-30057181314_102100/;Valdeacederas (Distrito Tetuán. Madrid Capital);4 habs.;3 baños;160 m²;;¡¡¡Las fotos mostradas hacen referencia al estado previo de la reforma actual!!!  Precioso piso de cuatro dormitorios recién refor...;40.466229677;-3.705988799
179.000 €;Piso en calle de Silvio Abad;/comprar/piso-zofio28026-42509667327_520982/;Zofío (Distrito Usera. Madrid Capital);3 habs.;1 baño;73 m²;2ª planta;Piso en venta en madrid zona usera, con 73m² de superficie y una acogedora terraza de 4m². Este luminoso inmueble cuenta con una h...;40.3808267;-3.7153736
2.300.000 €;Chalet en Valdemarín;/comprar/chalet-moncloa_aravaca_aravaca28023-93421936980_102100/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);11 habs.;10 baños;685 m²;;¡Esta es la oportunidad que estabas buscando! Una propiedad única en la prestigiosa zona de valdemarín, con una parcela de 2520 m²...;40.4622505;-3.7878993
475.000 €;Piso en Canillas;/comprar/piso-hortaleza_canillas28043-38379989749_102100/;Canillas (Distrito Hortaleza. Madrid Capital);4 habs.;2 baños;98 m²;;Gilmar consulting inmobiliario arturo soria, comercializa este precioso piso de cuatro dormitorios con terraza. Con una comunicaci...;40.4611353;-3.645321
375.000 €;Piso en Simancas;/comprar/piso-nueva_espana28036-41702166148_102100/;Nueva España (Distrito Chamartín. Madrid Capital);1 hab.;2 baños;313 m²;;Gilmar consulting inmobiliario conde orgaz comercializa este loft frente al exclusivo parque de la quinta de los molinos, en un ed...;40.4701368;-3.681151
190.000 €;Piso en calle de Arcos de Jalón;/comprar/piso-arcos28037-23413872187_100500/;Arcos (Distrito San Blas. Madrid Capital);3 habs.;1 baño;90 m²;1ª planta;"San blas – arcos

Piso de 90 m² de 3 habitaciones exteriores dobles, es decir muy luminosas.
Un amplio salón exterior para tus reu...";40.4236416;-3.6164766
950.000 €;Chalet pareado en El Plantío;/comprar/chalet_pareado-moncloa_aravaca_aravaca28023-32512356464_102100/;Aravaca (Distrito Moncloa-Aravaca. Madrid Capital);6 habs.;4 baños;276 m²;;Gilmar majadahonda pone a la venta este fantástico chalet pareado de 430 m² en el plantío que cuenta con 6 dormitorios, 4 baños, g...;40.4640667;-3.7825695
1.200.000 €;Piso en Peñagrande;/comprar/piso-ciudad_universitaria28035-38371964141_102100/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;4 baños;247 m²;;Gilmar mirasierra - puerta de hierro presenta este fantástico piso ubicado en una urbanización privada con vigilancia las veinticu...;40.4817065;-3.7296856
3.600.000 €;Piso en Paseo de la Castellana;/comprar/piso-chamartin_hispanoamerica28046-20087428236_101800/;Hispanoamérica (Distrito Chamartín. Madrid Capital);4 habs.;5 baños;395 m²;5ª planta;Piso en el entorno de bernabeu, con vistas directas al estadio, integralmente reformado con las mejores calidades del mercado. Pro...;40.4557386;-3.6896321
4.200.000 €;Chalet pareado en Nueva España;/comprar/chalet_pareado-chamartin_el_viso28002-39228389840_102100/;El Viso (Distrito Chamartín. Madrid Capital);8 habs.;8 baños;766 m²;;Chalet pareado en nueva españa de 766 m² en parcela de 437 m² repartido en planta. Cuenta con 8 dormitorios,8 baños,4 plazas de ga...;40.4513387;-3.6948358
775.000 €;Piso en calle de Julio Palacios;/comprar/piso-fuencarral_el_pardo_la_paz28029-29198277108_511322/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;2 baños;174 m²;2ª planta;"Global irv presenta este fantástico piso de 174m² situado en urbanización cerrada con vigilancia 24h.
Se distribuye en recibidor, ...";40.4826096;-3.6929819
2.950.000 €;Piso en Jerónimos;/comprar/piso-jeronimos28014-37552889066_996152/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;4 baños;179 m²;3ª planta;"Piso planta 3 º
Superficie construida: 179 m²
3 dormitorios, 3 baños, aseo de cortersia
Amueblado: si.
Año construcción: 1927
Esta...";40.4178544;-3.6893445
408.900 €;Piso en calle Arte Figurativo Con Avenida Gran Vía del Sureste,  S/N;/comprar/piso-ensanche_de_vallecas_valdecarros28051-4094222837_109700/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);3 habs.;2 baños;115 m²;;Piso en un inmueble de obra nueva de 115 m2 de superficie construida y situado en la zona de Madrid Capital. Está estructurado en 3 habitaciones, 2 baños completos y terraza de 10,1 m2. Aporta como extras ascensor, garaje.;40,3486;-3,61582
3.250.000 €;Piso en calle de Juan Bravo;/comprar/piso-salamanca_castellana28006-42560987930_524350/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;4 baños;266 m²;4ª planta;"Oasis house les ofrece este precioso piso exterior con terraza en juan bravo, una de las calles mas representativas de madrid.
La ...";40.4329125;-3.6816423
525.000 €;Piso en calle de Orión;/comprar/piso-casco_historico_de_barajas-41708956191_100500/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);4 habs.;2 baños;147 m²;2ª planta;"Vohome propiedades barajas vende espectacular vivienda en urbanización.

¿Busca una vivienda de calidad, una vivienda cómoda, una ...";40.4760336;-3.579319
199.900 €;Piso en calle de Campo Real;/comprar/piso-berruguete28039-43384936374_100200/;Berruguete (Distrito Tetuán. Madrid Capital);;;46 m²;2ª planta;"Agencia inmobiliaria de madrid zona berruguete - tetuán oficina tecnocasa
En venta:
Piso en la calle campo real en segunda planta ...";40.4594965;-3.7093993
320.000 €;Piso en Paseo de las Delicias;/comprar/piso-arganzuela_delicias-16749006095_501265/;Delicias (Distrito Arganzuela. Madrid Capital);3 habs.;1 baño;87 m²;Bajo;Piso de venta de oportunidad en paseo de las delicias cerca al museo del ferrocarril, es un bajo , que tiene una altura de 1 metro...;40.3979204;-3.694008
166.000 €;Loft en calle del Limón;/comprar/loft-universidad_malasana28015-42557248053_998262/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;1 baño;25 m²;;"Inmobiliara solución urbana vende, en exclusiva, estudio-loft en calle limón.
La vivienda tiene una superfice aproximada de 20m², ...";40.4268906;-3.7102539
685.000 €;Piso en Hispanoamérica;/comprar/piso-fuencarral_el_pardo_la_paz28029-43387929031_102100/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;2 baños;105 m²;;Piso en hispanoamérica de 105 m², 3 dormitorios, 2 baños, exterior, muy luminoso, 1 plaza de garaje  características:  calefacción...;40.4622228;-3.6800421
535.000 €;Ático en Timón;/comprar/atico-timon28042-39170867612_100200/;Timón (Distrito Barajas. Madrid Capital);3 habs.;2 baños;130 m²;;"Agencia inmobiliaria de madrid zona barajas - corralejos tecnocasa estudio barajas-corralejos slu
Ático en venta en calle arroyomo...";40.4740042;-3.5833457
1.875.000 €;Piso en Conde Orgaz;/comprar/piso-piovera28043-33392391879_102100/;Piovera (Distrito Hortaleza. Madrid Capital);4 habs.;5 baños;346 m²;;Gilmar consulting inmobiliario vende fantástica vivienda en la urbanización más exclusiva del parque conde orgaz, alquilada con in...;40.463069391;-3.638591752
1.695.000 €;Casa pareada en Avenida de Fuentelarreina;/comprar/casa_pareada-ciudad_universitaria28035-38431498541_101800/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);6 habs.;7 baños;540 m²;;"Puerta de hierro - fuentelarreina: 
Chalet pareado dentro de urbanización, con jardín y piscina individual, ascensor, y vigilancia...";40.4725954;-3.7496134
795.000 €;Piso en calle Joaquín Lorenzo;/comprar/piso-penagrande28035-40071244043_109700/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;2 baños;76 m²;;Piso en un edificio de obra nueva de 76 m² de superficie construida y ubicado en la zona de madrid capital. Está distribuido en 3 ...;40.4745856;-3.7284576
279.000 €;Piso en calle Maria Pita, 2;/comprar/piso-el_canaveral-4353931598_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);2 habs.;2 baños;75 m²;8ª planta;8º d - vt1. Piso en un edificio de obra nueva de 75 m² de superficie construida y ubicado en la zona de madrid capital, enclavado ...;40.397624;-3.5549211
410.000 €;Ático en calle de San Vicente Ferrer;/comprar/atico-universidad_malasana28004-41701631571_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;1 baño;78 m²;;"Boher gestión inmobiliaria: vende, exclusivo ático sin terraza en la calle san vicente ferrer, 78 metros, 4º ext. Sin ascensor.

E...";40.4257261;-3.7027626
404.000 €;Piso en calle de Rafael de Riego;/comprar/piso-palos_de_moguer28045-42595004619_100500/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);3 habs.;2 baños;89 m²;2ª planta;"Confíanos tu vivienda en venta o en alquiler. Más de 25 años de experiencia nos avalan.

Bonita vivienda 
Plaza de garaje incluida...";40.4038586;-3.6923173
1.349.000 €;Piso en calle Quintana;/comprar/piso-moncloa_aravaca_arguelles28008-41669336713_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);3 habs.;3 baños;183 m²;3ª planta;Presentamos un piso exterior situado en una tercera planta dentro de una finca clásica de la calle quintana, en el corazón del bar...;40.4269899;-3.7191406
1.365.000 €;Piso en calle de Fernán González;/comprar/piso-ibiza28009-43336277712_100500/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;4 baños;147 m²;3ª planta;Boher gestión inmobiliaria: vende, exclusivo piso en retiro-ibiza, 3ª planta exterior, orientación este, 147 metros de los cuales ...;40.4161759;-3.6749179
3.250.000 €;Ático en Paseo de Eduardo Dato;/comprar/atico-chamberi_almagro28010-39198086297_101800/;Almagro (Distrito Chamberí. Madrid Capital);6 habs.;3 baños;300 m²;;"Ático de 250m² con 50m² de terraza con vistas a la sierra de madrid, la plaza de garaje está en el mismo edificio.

Muchos metros ...";40.432954;-3.6956705
950.000 €;Piso en calle de Málaga, 7;/comprar/piso-rios_rosas28003-42520884832_108700/;Ríos Rosas (Distrito Chamberí. Madrid Capital);3 habs.;2 baños;120 m²;;Iad españa, presenta fantástico e impresionante piso reformado integralmente, aportando al proyecto una distribución funcional con...;40.4389831;-3.6935854
630.000 €;Piso en Valdezarza;/comprar/piso-valdezarza28035-43401335653_100200/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);5 habs.;2 baños;181 m²;3ª planta;"Estudio antonio machado s. L. Vende piso en calle valle de mena

Vivienda exterior de 181 m² en la calle valle de mena, en la terc...";40.470105474;-3.715214964
143.000 €;Piso en calle de Eusebio Morán;/comprar/piso-opanel28019-30892452969_520820/;Opañel (Distrito Carabanchel. Madrid Capital);2 habs.;1 baño;53 m²;Bajo;Estupendo piso de 53m², situado en una planta baja, distribuido en dos dormitorios, salón, cocina y baño con plato de ducha. Suelo...;40.3893417;-3.7209484
1.250.000 €;Dúplex en calle de Claudio Coello;/comprar/duplex-salamanca_castellana28006-43393858503_101800/;Castellana (Distrito Salamanca. Madrid Capital);2 habs.;2 baños;112 m²;;"A estrenar, interiorismo realizado por paty pombo.

Triplex con ascensor interno en la vivienda y terraza de 30m², en pleno centro...";40.4341261;-3.6853473
